as_of_date,ccy,z_1,z_2
2010-01-29,AUD,-0.17717002,-0.16714579
2010-02-26,AUD,-0.17594247,-0.16728452
2010-03-31,AUD,-0.1856916,-0.17327668
2010-04-30,AUD,-0.18669395,-0.17288785
2010-05-31,AUD,-0.17572463,-0.16338219
2010-06-30,AUD,-0.16997142,-0.15721676
2010-07-30,AUD,-0.17057528,-0.15821385
2010-08-31,AUD,-0.16084902,-0.14770678
2010-09-30,AUD,-0.17622672,-0.15874888
2010-10-29,AUD,-0.17699797,-0.16148931
2010-11-30,AUD,-0.18292163,-0.16833319
2010-12-31,AUD,-0.18629514,-0.17180502
2011-01-31,AUD,-0.1842471,-0.16977783
2011-02-28,AUD,-0.18536258,-0.17052674
2011-03-31,AUD,-0.18278186,-0.1691557
2011-04-29,AUD,-0.18392475,-0.16918741
2011-05-31,AUD,-0.17878063,-0.16357172
2011-06-30,AUD,-0.1790651,-0.16623406
2011-07-29,AUD,-0.16993305,-0.15805222
2011-08-31,AUD,-0.15578392,-0.14723034
2011-09-30,AUD,-0.1466434,-0.13710465
2011-10-31,AUD,-0.1540567,-0.14471862
2011-11-30,AUD,-0.14173205,-0.13519047
2011-12-30,AUD,-0.1401745,-0.13152184
2012-01-31,AUD,-0.13884379,-0.13072376
2012-02-29,AUD,-0.14946401,-0.13886014
2012-03-30,AUD,-0.14386457,-0.13589844
2012-04-30,AUD,-0.13428193,-0.12721506
2012-05-31,AUD,-0.110946536,-0.10734987
2012-06-29,AUD,-0.11849142,-0.11319201
2012-07-31,AUD,-0.11609309,-0.11033946
2012-08-31,AUD,-0.11418778,-0.10972883
2012-09-28,AUD,-0.10875082,-0.10574018
2012-10-31,AUD,-0.10861397,-0.107199855
2012-11-30,AUD,-0.11044083,-0.108876474
2012-12-31,AUD,-0.10728186,-0.11011176
2013-01-31,AUD,-0.11129944,-0.11538971
2013-02-28,AUD,-0.11016976,-0.113942936
2013-03-29,AUD,-0.115696035,-0.11647996
2013-04-30,AUD,-0.106331825,-0.10882726
2013-05-31,AUD,-0.1074544,-0.1128459
2013-06-28,AUD,-0.112807624,-0.11927794
2013-07-31,AUD,-0.10636317,-0.114251696
2013-08-30,AUD,-0.11231122,-0.121572785
2013-09-30,AUD,-0.111707196,-0.12002838
2013-10-31,AUD,-0.11602285,-0.123914935
2013-11-29,AUD,-0.11730289,-0.12717117
2013-12-31,AUD,-0.118261375,-0.12718055
2014-01-31,AUD,-0.11415855,-0.122700885
2014-02-28,AUD,-0.113543466,-0.122357294
2014-03-31,AUD,-0.116640165,-0.123792045
2014-04-30,AUD,-0.112583734,-0.11857936
2014-05-30,AUD,-0.10825265,-0.1135675
2014-06-30,AUD,-0.10634763,-0.11136781
2014-07-31,AUD,-0.105664514,-0.11032384
2014-08-29,AUD,-0.10259313,-0.105537884
2014-09-30,AUD,-0.10703358,-0.11030107
2014-10-31,AUD,-0.10399727,-0.107235275
2014-11-28,AUD,-0.09939997,-0.10126566
2014-12-31,AUD,-0.091358624,-0.09257788
