idx_choice,as_of_date,ccy,sim_mode,diffusion_scale,mean_r_0,mean_r_final,std_r_final,mean_discount_final,max_mahal_over_time,mean_mahal_final,min_absG0_over_time,min_absG0_final,z0_1,mean_z1_final,std_z1_final,z0_2,mean_z2_final,std_z2_final,final_valid_decode_count,final_valid_decode_frac,final_decode_batch_error,final_swap_1Y_median,final_swap_1Y_mean,final_swap_5Y_median,final_swap_5Y_mean,final_swap_10Y_median,final_swap_10Y_mean,final_swap_30Y_median,final_swap_30Y_mean
0,2010-01-29,EUR,drift_only,1.0,0.0314976624373915,-0.025432049466114885,3.469446951953614e-18,1.048603655199919,12.669789390761856,8.22532438053513,0.04479414519321523,0.30388304454413273,-0.12149293025955216,0.13571637006386947,0.0,-0.24270091840885,0.018184172131042366,0.0,500,1.0,,-0.030496072083445565,-0.030496072083445565,-0.04256141466757368,-0.04256141466757369,-0.033181280084348785,-0.033181280084348785,-0.025708718108019616,-0.025708718108019613
50,2014-03-31,EUR,drift_only,1.0,0.018424715020860523,-0.024905898933250684,3.469446951953614e-18,1.0466535561625463,11.224748730419497,8.061200146647609,0.08353772201320664,0.30665410741097837,-0.08022158404152575,0.13174440159749537,2.7755575615628914e-17,-0.07447571160159383,0.023298476198210634,6.938893903907228e-18,500,1.0,,-0.027580355049194427,-0.027580355049194427,-0.03358317962651321,-0.0335831796265132,-0.0289004687118513,-0.028900468711851306,-0.024929069323168716,-0.02492906932316872
100,2018-05-31,EUR,drift_only,1.0,0.009990730607638979,-0.024696640630757407,3.469446951953614e-18,1.0459055093030896,10.596768458176026,7.9873510470417,0.1153834775785982,0.3087882349755315,-0.05185282740764788,0.12993503154397115,0.0,0.012119647005909347,0.02653773014014116,6.938893903907228e-18,500,1.0,,-0.026214652047686755,-0.026214652047686752,-0.0298780604682521,-0.02987806046825209,-0.027107499177234123,-0.027107499177234116,-0.024643238825261697,-0.0246432388252617
150,2022-07-29,EUR,drift_only,1.0,0.0157277751367722,-0.025615979593904995,1.0408340855860843e-17,1.0500842625256241,11.394723579896455,8.218463333360662,0.07687622799427166,0.3103837143425249,-0.04955169198823353,0.1354229590503564,5.551115123125783e-17,-0.15853969039770677,0.025110567059679238,0.0,500,1.0,,-0.028906935925391748,-0.028906935925391744,-0.036677684029431605,-0.036677684029431605,-0.03065225228721796,-0.03065225228721796,-0.025647459474201835,-0.02564745947420183
