bad_rate_all,bad_rate_inside_2,bad_rate_inside_3,bad_rate_outside_3,nonfinite_rate_all,above1_rate_all,mono_rate_all,nonfinite_rate_inside_3,nonfinite_rate_outside_3,above1_rate_inside_3,above1_rate_outside_3,mono_rate_inside_3,mono_rate_outside_3,outside_3_count,total_count
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0,3000
