finite_z_paths_pct,finite_r_paths_pct,finite_discount_paths_pct,finite_P_full_paths_pct,max_abs_D0_minus_1,min_D,pct_D_nonpos,pct_outside_3std,pct_outside_5std,max_std_dist,discount_min_p,discount_max_p,discount_max_p0_err,discount_pct_nonpos,discount_pct_above_one,discount_pct_upticks,discount_pct_curves_with_uptick,discount_max_uptick,edge_bad_rate_all,edge_bad_rate_inside_2,edge_bad_rate_inside_3,edge_bad_rate_outside_3,edge_nonfinite_rate_all,edge_above1_rate_all,edge_mono_rate_all,g0_pct_neg,g0_pct_tiny,sigma_min,sigma_max,pct_sigma_nonpos,pct_sigma_low,pct_sigma_high,rho_abs_max,pct_rho_out,min_cov_eig,max_abs_sr,mean_abs_sr
100.0,100.0,100.0,100.0,0.0,0.8848993523933361,0.0,0.0,0.0,1.7186675352863028,0.31343982404881165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.018040450025102836,0.034673767518252095,0.0,0.0,0.0,0.0028085433375590026,0.0,0.00032545431072622554,8.686561102109265e-18,8.114602722914207e-19
