T,"E[D(0,T)]_mc","P(0,T)_curve",abs_error,rel_error_pct
0.08333333333333333,0.9977374906764866,1.0,0.002262509323513351,0.2262509323513351
0.16666666666666666,0.9962673179343021,1.0,0.0037326820656978787,0.3732682065697879
0.25,0.9950625637087441,1.0,0.00493743629125587,0.493743629125587
0.3333333333333333,0.9939609625792548,1.0,0.006039037420745186,0.6039037420745186
0.41666666666666663,0.9929087315294287,1.0,0.007091268470571288,0.7091268470571288
0.5,0.9918893261400548,1.0,0.008110673859945239,0.8110673859945239
0.5833333333333333,0.9908965490686787,0.9868055705996764,0.004090978469002304,0.4145678329031157
0.6666666666666666,0.9899293282850534,0.9868055705996764,0.003123757685376982,0.316552498125714
0.75,0.9889795103801766,0.9868055705996764,0.002173939780500178,0.22030072035153658
0.8333333333333333,0.9880462003052709,0.9868055705996764,0.0012406297055944648,0.12572179794653376
0.9166666666666666,0.9871289217807351,0.9868055705996764,0.0003233511810586398,0.03276746612426813
1.0,0.9862178401442324,0.9868055705996764,0.0005877304554440244,0.05955889112855978
1.0833333333333333,0.985316431404857,0.9868055705996764,0.001489139194819411,0.15090502518287052
1.1666666666666665,0.9844287933103992,0.9868055705996764,0.00237677728927721,0.24085568222247217
1.25,0.9835482441192672,0.9868055705996764,0.0032573264804092172,0.33008797046309307
1.3333333333333333,0.982675209724915,0.9868055705996764,0.004130360874761485,0.41855873110358377
1.4166666666666665,0.9818098646199919,0.9868055705996764,0.004995705979684573,0.5062502815674935
1.5,0.9809453715144344,0.9868055705996764,0.005860199085242046,0.5938554928992582
1.5833333333333333,0.9800828694878295,0.9690081813890882,0.011074688098741348,1.1428890190447734
1.6666666666666665,0.979231943325089,0.9690081813890882,0.01022376193600083,1.0550748829947865
1.75,0.9783872465644895,0.9690081813890882,0.009379065175401324,0.9679036106750192
1.8333333333333333,0.977530703357617,0.9690081813890882,0.008522521968528873,0.8795098052022334
1.9166666666666665,0.9766696316342293,0.9690081813890882,0.007661450245141088,0.7906486645095485
2.0,0.975817114908388,0.9690081813890882,0.006808933519299787,0.7026703850466025
2.083333333333333,0.9749704195076194,0.9690081813890882,0.005962238118531249,0.6152928564529031
2.1666666666666665,0.9741254252045908,0.9690081813890882,0.005117243815502603,0.5280908782593513
2.25,0.973278558706202,0.9690081813890882,0.0042703773171137716,0.44069569268157466
2.333333333333333,0.9724333287471474,0.9690081813890882,0.0034251473580592107,0.3534693951860354
2.4166666666666665,0.9715939684012618,0.9690081813890882,0.0025857870121736015,0.26684883180932856
2.5,0.9707579317329446,0.9690081813890882,0.0017497503438563822,0.180571266317699
2.583333333333333,0.9699228518620505,0.9443974041695047,0.025525447692545833,2.702829082317597
2.6666666666666665,0.9690873299974931,0.9443974041695047,0.024689925827988457,2.6143576548371157
2.75,0.9682499404813032,0.9443974041695047,0.02385253631179851,2.5256884661573413
