tau1,finite_fd_pct,mean_fd_short,mean_r_tilde,mean_error,median_error,mean_abs_error,median_abs_error,max_abs_error,std_error
1.0,100.0,0.009967146271354059,0.010740239727219979,-0.0007730934558659218,-0.00038290375935808637,0.0013411128150912124,0.0008767358051248509,0.02106876691002773,0.0022957663479254925
0.25,100.0,0.01051417179301744,0.010740239727219979,-0.00022606793420254187,-4.1571214006832016e-05,0.0004931183603078099,0.00031878438995619094,0.009574551859501432,0.000981639499181168
0.08333333333333333,100.0,0.010668887749088753,0.010740239727219979,-7.135197813122593e-05,-7.801535416582586e-07,0.00017498147105039953,0.00011318590150617702,0.0037478753669196938,0.00037381445316891226
0.019230769230769232,100.0,0.010723770990855254,0.010740239727219979,-1.6468736364725057e-05,7.00782442300367e-07,4.123870810053537e-05,2.6530059988235603e-05,0.0009202794813536752,9.075739999378297e-05
0.003968253968253968,100.0,0.010736833295566456,0.010740239727219979,-3.406431653523976e-06,1.7726139244379074e-07,8.5499202277477e-06,5.494839708823727e-06,0.00019271315946688822,1.8954033098014213e-05
0.0027397260273972603,100.0,0.010737887340967374,0.010740239727219979,-2.352386252606115e-06,1.2431105445107754e-07,5.9051751632753e-06,3.7935123162347734e-06,0.00013320870407233093,1.3098711836476805e-05
