finite_pct,max_abs_p0_err,mean_abs_p0_err,min_p,max_p,pct_nonpos,pct_above_one,pct_upticks,max_uptick,g0_min,g0_max,g0_mean,g0_pct_neg,sigma_min,sigma_max,pct_sigma_nonpos,rho_abs_max,pct_rho_out,min_cov_eig,max_abs_sr,mean_abs_sr
100.0,0.0,0.0,0.18762512661007724,1.1015018548119688,0.0,1.533903884134299,1.5328798185941044,0.018857177628750277,0.02259276975868363,0.09483872713759361,0.04364391114554305,0.0,0.012198307169832624,0.09083388922878903,0.0,0.04951707770506287,0.0,0.00014842230687711543,1.7279472123987727e-17,1.615080338163886e-18
