epoch,train_nll,val_nll,curve_rmse_bp,kappa,hl_y,sigma_mean,lr,time_sec
42,-10.827595217257587,-8.19966011618667,72.02367057656359,0.1543230650497178,31.184233733860783,0.012684907191823424,8.91313051632473e-05,1.9628060000250116
43,-10.828582084245511,-8.196868398519678,72.01489773047197,0.1542691557744589,31.151872166871446,0.012675085168244999,8.864040551740155e-05,2.027793200017186
44,-10.829515213369787,-8.194001233938142,72.00806115955156,0.15422307839247085,31.13124643724303,0.01266523736186431,8.814009529720152e-05,2.1009555000055116
45,-10.830489558047846,-8.191177977118809,72.00194590245812,0.15418187472333258,31.107004001439538,0.012655631537247351,8.763049794670774e-05,2.176084200007608
46,-10.831434992355662,-8.188351467305004,71.99534316342573,0.1541395459491467,31.08121917228054,0.012646007707597372,8.711173920144116e-05,2.265352000016719
47,-10.832357563428177,-8.185455656994739,71.99058756624383,0.15409725460923046,31.072085869589085,0.012636298512025764,8.658394705735986e-05,2.343780200026231
48,-10.833296212555735,-8.182549793773271,71.98621758313283,0.1540582529118042,31.064276261780122,0.01262662404955045,8.604725173927785e-05,2.4154058000131045
49,-10.834264544294014,-8.179798463904502,71.98063789075948,0.15401060979817766,31.050835035930216,0.012617310913620856,8.550178566873408e-05,2.487796800007345
50,-10.835188523816374,-8.17704432383106,71.97407086137379,0.15396492093951036,31.02914212769703,0.012607978277245354,8.494768343131954e-05,2.571768300025724
51,-10.836065234215038,-8.174221675554632,71.96865723970606,0.15392585448040833,31.013689789576166,0.01259858965885391,8.438508174347008e-05,2.6495466000051238
52,-10.837008955546994,-8.17159500488808,71.96263762725303,0.15388892270489107,30.989911061256215,0.012589788719776467,8.381411941873377e-05,2.745915400009835
53,-10.83789470908219,-8.168912387417087,71.95613186737943,0.15384706275882365,30.968972359868168,0.012580779254768765,8.323493733352075e-05,2.8253147000214085
54,-10.838772923898857,-8.166246668107076,71.9491411373945,0.1538084393531286,30.940192604186638,0.01257185146328554,8.264767839234407e-05,2.8998798000102397
55,-10.83963269130376,-8.163495519625842,71.94473852253672,0.15377267442521195,30.928912503181117,0.01256287007077261,8.205248749256012e-05,2.975948300008895
56,-10.840509543680062,-8.160862388276446,71.93860656307182,0.15373630828785256,30.905061351990177,0.012554162793583758,8.144951148861738e-05,3.0634813000215217
57,-10.841388514243148,-8.15822159569724,71.93488693152062,0.15369824935979132,30.90006216432659,0.012545550448395497,8.083889915582232e-05,3.15700680000009
58,-10.842257352338407,-8.155576963517895,71.92986923158487,0.15365739491881467,30.888247806445875,0.012536867778965661,8.022080115363124e-05,3.2317467000102624
59,-10.843088403931596,-8.152892161371467,71.92478502629045,0.15361646443114557,30.874375509804256,0.012528099956582502,7.959536998847741e-05,3.3152870000049006
60,-10.843929866399375,-8.150278781671307,71.91918758928082,0.15357489322985374,30.85599738973616,0.012519536262802083,7.896275997614227e-05,3.385710400005337
61,-10.844789046823871,-8.14780555531797,71.9138931170142,0.1535304348435838,30.842552536327656,0.012511381255634495,7.832312720368045e-05,3.460625200008508
62,-10.84558175622642,-8.145376934500398,71.90713533639283,0.15348872990529966,30.817226196736325,0.012503306511443761,7.76766294909075e-05,3.5343953000265174
63,-10.846416324832827,-8.143061009274515,71.89948420250222,0.15345713596052005,30.775064368596144,0.01249560907306884,7.70234263514603e-05,3.6086098000232596
64,-10.847201079598413,-8.1407159834432,71.8921055828078,0.15343005934263435,30.733556578235675,0.012487901338105966,7.636367895343944e-05,3.678865500027314
65,-10.847974617013563,-8.138274476636013,71.88736904497983,0.15340187997438037,30.71120450007365,0.012480071283149114,7.569755007964335e-05,3.745245900005102
66,-10.84878146749999,-8.135941637176,71.88183339075763,0.15336876600373617,30.689307762076957,0.012472476415008543,7.502520408740416e-05,3.8124849000014365
67,-10.849550137641975,-8.133509319428704,71.87639892919705,0.15333534343580926,30.66549390100874,0.012464644093658288,7.434680686803488e-05,3.8831956000067294
68,-10.850326329318143,-8.131043161617068,71.8712962979714,0.15330417469346966,30.6441702759346,0.012456777553559648,7.366252580589836e-05,3.9588606000179425
69,-10.851106860793823,-8.128561620566895,71.86671630364664,0.1532780237485813,30.622361361822477,0.012448958870796284,7.297252973710754e-05,4.0282723999989685
70,-10.851881396516038,-8.126063022434925,71.8648262287661,0.15324833601248863,30.626848057753634,0.01244120782655605,7.227698890786777e-05,4.097407600027509
71,-10.852671786918737,-8.123621280445972,71.86109222696246,0.15321918876209803,30.618280980318413,0.012433543943392852,7.157607493247107e-05,4.163475500012282
72,-10.853393738425012,-8.121188650044227,71.8564118509789,0.15318677363636635,30.603597059854696,0.012425868540014241,7.086996075095286e-05,4.246474700019462
73,-10.854144134482963,-8.118766477640701,71.85244010633537,0.15316311323368456,30.58926773147267,0.012418328280176033,7.015882058642161e-05,4.319566100020893
74,-10.854882935611219,-8.116341751944269,71.84923858405747,0.15313251824002402,30.58486058101645,0.012410790051714004,6.944282990207193e-05,4.3924765000119805
75,-10.855615998481511,-8.11395253984848,71.84553094376032,0.1531047863065882,30.574954774846336,0.012403368574442668,6.872216535789155e-05,4.463255100010429
76,-10.856345922531291,-8.111654095732119,71.84202597344729,0.153077824284379,30.56460247053775,0.0123962297728731,6.79970047670732e-05,4.53396270002122
77,-10.857052495197829,-8.109324952874523,71.83737215715114,0.15305069791029666,30.545904992354714,0.012388964962904411,6.726752705214191e-05,4.603916100022616
78,-10.857770824221209,-8.10702617024898,71.8329682291614,0.1530213189553024,30.53074335303171,0.012381805495971053,6.653391220080837e-05,4.6793110000144225
79,-10.858425594115802,-8.104697916027552,71.82836522018361,0.15299561028906133,30.51092141990647,0.01237460302161679,6.579634122155987e-05,4.743451300018933
80,-10.859125245201247,-8.102514054170188,71.82267081775153,0.15297736780850077,30.47665973896861,0.012367802931922384,6.505499609899902e-05,4.813188500003889
81,-10.859827789616906,-8.100354273258288,71.81705021360223,0.15295845635092556,30.44297825401805,0.012361080751724204,6.431005974894184e-05,4.884605200000806
82,-10.86046363224898,-8.098140052472498,71.81278272774188,0.1529375371703697,30.421047478902565,0.01235429267737466,6.356171597328593e-05,4.96742530001211
83,-10.861157975947895,-8.095973078148184,71.80901619065156,0.15291490576478706,30.404941919762333,0.012347656076267508,6.281014941466028e-05,5.056079700007103
84,-10.861834328156487,-8.093812967232317,71.80517404319087,0.15288614471594392,30.39314419381343,0.012340999094942882,6.20555455108673e-05,5.128387100005057
85,-10.862464802615886,-8.0916191070431,71.80197912445816,0.15286140784625257,30.383290641865713,0.012334344242698227,6.129809044912884e-05,5.197198900015792
86,-10.863109511851105,-8.08944529614942,71.79792232426762,0.15283454496425508,30.37013576591915,0.012327698959949996,6.053797112014735e-05,5.268458000005921
87,-10.863766363337477,-8.0873355794611,71.79340316189285,0.15280443472810587,30.35232256017776,0.012321203701027841,5.977537507199336e-05,5.343658500001766
88,-10.864392022290566,-8.085240430411595,71.78890905035712,0.152774671094279,30.336665741809227,0.012314763746607112,5.901049046383074e-05,5.420554400014225
89,-10.865034502026338,-8.08320799321861,71.7858270825471,0.152747962010559,30.331992740968914,0.012308597751748076,5.82435060194914e-05,5.490440000023227
90,-10.86562067789345,-8.08114916199055,71.78241308656723,0.1527220902384856,30.323146468287817,0.012302375553711775,5.747461098091032e-05,5.580724800005555
91,-10.866238185858277,-8.079098417660955,71.78015907698298,0.15269567152326888,30.321682081634265,0.01229624512417333,5.670399506143304e-05,5.692630500008818
92,-10.866827930524927,-8.077142688208761,71.77611934529942,0.15267004034301962,30.30500042709143,0.0122902953751244,5.593184839900672e-05,5.775440100027481
93,-10.8674112995702,-8.075214569552129,71.77301905940536,0.15264285721441603,30.299567868254137,0.01228446997801122,5.5158361509266434e-05,5.842772800009698
94,-10.867984598634143,-8.073303793891581,71.76898079683285,0.15261327526052207,30.2903685995641,0.012278631440983206,5.43837252385283e-05,5.9118719000252895
95,-10.86855607785739,-8.071395261278319,71.76604502424885,0.15259002780719289,30.283224180549798,0.012272918209353677,5.360813071670099e-05,5.981781600014074
96,-10.869132189330788,-8.069552534529846,71.76288644466982,0.15256380646194412,30.27620863050812,0.012267357401852575,5.283176931012728e-05,6.058148900017841
97,-10.86970006988239,-8.067701276577763,71.7597981541914,0.15254319167045238,30.264771067735378,0.012261835478648574,5.2054832574367325e-05,6.13775770002394
98,-10.870239943374143,-8.065876920490677,71.75649462449631,0.15252223912416343,30.253509783530546,0.012256384742867842,5.12775122069351e-05,6.207976300007431
99,-10.870764165555773,-8.064063474371485,71.7529496331046,0.15249631147414636,30.243719817108566,0.012250927630856466,5.0499999999999974e-05,6.284331300004851
100,-10.871291750588899,-8.062263700621966,71.74929228260649,0.15246972387323143,30.230622472653078,0.012245515772335423,4.972248779306486e-05,6.351376900012838
101,-10.87181462302485,-8.060557277454242,71.74619101554794,0.1524470644369475,30.22070927467428,0.01224041372027327,4.894516742563262e-05,6.422040500008734
102,-10.872315888204303,-8.058843771858971,71.74322394083384,0.1524252330351979,30.211488065219907,0.012235321226910331,4.8168230689872665e-05,6.49967670001206
103,-10.872811138697063,-8.057163593424177,71.73989938738181,0.1524005029765515,30.20186956132134,0.012230289538272382,4.739186928329896e-05,6.569594800006598
104,-10.87329193415703,-8.055485467823656,71.73743442358075,0.152379655276801,30.197739785544584,0.012225340919794192,4.661627476147166e-05,6.641714900004445
105,-10.873796050111666,-8.053917035776998,71.73481916882288,0.15236320852931176,30.186041501661585,0.012220720481591733,4.584163849073352e-05,6.725002200022573
106,-10.874258825595632,-8.05233628804166,71.73172485798987,0.1523440589271691,30.172085775405222,0.012216037592229412,4.506815160099324e-05,6.801597700017737
107,-10.874708648864997,-8.050735685210443,71.72951406116881,0.15232567799935817,30.16677357040518,0.012211362345391564,4.429600493856693e-05,6.880009200016502
108,-10.875181257994281,-8.049190335347046,71.72707928424171,0.1523071960935044,30.16041242556931,0.012206825388451364,4.3525389019089654e-05,6.964330800023163
109,-10.875616680997329,-8.047656456949976,71.72450252333267,0.15228737482710097,30.153853896866927,0.012202312189863817,4.275649398050856e-05,7.042402000020957
110,-10.87606176097604,-8.046253308293256,71.72238383856926,0.15227162701283745,30.14735716811292,0.012198206352265175,4.1989509536169206e-05,7.125450000021374
111,-10.876486843006418,-8.044835787510086,71.71935316964561,0.1522504519592864,30.13932173716905,0.012193980081480696,4.122462492800662e-05,7.2077206000103615
112,-10.876908858477853,-8.043411987962166,71.71694148468464,0.15223261212700634,30.131942478117,0.012189804522794207,4.0462028879852624e-05,7.2905151000013575
113,-10.877306126786747,-8.041961987496073,71.71459269996546,0.15221536316670276,30.12528041040152,0.012185579931434787,3.970190955087115e-05,7.365156800020486
114,-10.87773443669314,-8.04056987797139,71.71206579385384,0.1521961379674053,30.118530449838655,0.012181487138596101,3.894445448913267e-05,7.441702100011753
115,-10.878113458946174,-8.039141729436817,71.71024694339515,0.1521770933082885,30.11787671643111,0.012177345479597193,3.8189850585339674e-05,7.517537600011565
116,-10.878514433133017,-8.037775148098138,71.70828287390681,0.1521617462415151,30.113877034210468,0.012173392421630649,3.743828402671403e-05,7.588427400012733
117,-10.878891167898173,-8.036449047500835,71.7061690071514,0.15214498113183555,30.109650763375218,0.012169533263728365,3.6689940251058145e-05,7.662772700015921
118,-10.879281257365767,-8.035180037677078,71.70321601707106,0.15213060450266602,30.098715271335415,0.012165798213945346,3.594500390100095e-05,7.736167900002329
119,-10.879664478546044,-8.033944748651969,71.70075854777868,0.15211532159282037,30.09234001025116,0.012162177853043566,3.520365877844011e-05,7.8009642000251915
120,-10.880011408328874,-8.032681955793675,71.69856279904485,0.15210121862161952,30.0854866553126,0.012158521110184957,3.4466087799191594e-05,7.872468100016704
121,-10.880376372215194,-8.031426866256703,71.69719405082444,0.15208847189770688,30.08271552208675,0.012154941420816374,3.373247294785807e-05,7.973604600003455
122,-10.880728136290749,-8.030228060884486,71.6950079288882,0.152074998688274,30.076654016150602,0.012151462701006846,3.300299523292677e-05,8.055201300012413
123,-10.881066086938658,-8.029037550304967,71.69317624451959,0.15206056166656132,30.073689489831782,0.01214802486157028,3.227783464210844e-05,8.13132030001725
124,-10.881401487664684,-8.027876720073838,71.69111366279779,0.15204635067655484,30.067886645279785,0.0121446621006896,3.1557170097928055e-05,8.200591600005282
125,-10.881734680560434,-8.026739272086617,71.68910895935481,0.1520311696170008,30.062752109551614,0.012141364170492776,3.0841179413578346e-05,8.273847600008594
126,-10.882066485642012,-8.025639481058544,71.68709631957618,0.15201831964104004,30.056622407837423,0.012138184669346087,3.013003924904711e-05,8.351058700005524
127,-10.882363366102165,-8.02453684204827,71.6851792367244,0.15200386391185042,30.05270878509488,0.012135000663461026,2.94239250675289e-05,8.418680100003257
128,-10.882688458453991,-8.023489647872427,71.68354639918772,0.1519949703168389,30.046394911298858,0.012132017943676318,2.8723011092132193e-05,8.490423400013242
129,-10.882962833307344,-8.022454670500725,71.68139115503385,0.1519807076726055,30.039026058554118,0.012129011862299243,2.802747026289243e-05,8.567879500013078
130,-10.883247748408813,-8.021492611462978,71.67936638577648,0.15196604881515544,30.031841464940978,0.012126203401768457,2.733747419410162e-05,8.63807130002533
131,-10.883535506973088,-8.02053823277693,71.67724904756716,0.15195276415234577,30.023990577079054,0.012123421808875462,2.6653193131965082e-05,8.711235900002066
132,-10.883817752098304,-8.019600564401832,71.67607989625473,0.15194060706074852,30.024339028343746,0.01212073916098481,2.597479591259582e-05,8.785622300027171
133,-10.884066076443228,-8.018662145329646,71.674136591623,0.1519279524508816,30.01829561121932,0.012118022830649994,2.5302449920356616e-05,8.857904600008624
134,-10.884339014996439,-8.017796575687926,71.6721620441962,0.15191728028561818,30.008982231169405,0.012115513950835648,2.463632104656053e-05,8.925150000024587
135,-10.884589597128018,-8.016907846710902,71.67052665401096,0.15190674485584713,30.003287621400293,0.012112965950505709,2.397657364853965e-05,8.999938000022667
136,-10.884839495955411,-8.016026574281419,71.66907133252857,0.15189656044341843,29.99848633451822,0.012110454662002156,2.3323370509092465e-05,9.074831100006122
137,-10.885086432940646,-8.015165798793237,71.66774629299559,0.1518879150375332,29.99347590753984,0.012108018454520584,2.2676872796319526e-05,9.150375600002008
138,-10.885315436475851,-8.014323561014276,71.66634181529128,0.1518783996029743,29.988593250671524,0.012105625881685737,2.2037240023857705e-05,9.222026500006905
139,-10.885551930439615,-8.013514272243146,71.66482798457744,0.15186917866682356,29.98228296026928,0.012103318243894936,2.1404630011522583e-05,9.29291810002178
140,-10.885772020154551,-8.012733535420235,71.66345818861632,0.15185944509190025,29.977528535927416,0.012101090806560747,2.077919884636874e-05,9.360345799999777
141,-10.885992662150526,-8.011996989932571,71.66228397278508,0.1518502744474064,29.973959968826943,0.012098992245680274,2.0161100844177653e-05,9.435781400010455
142,-10.886198880755089,-8.011254101228126,71.66119832340975,0.15184257337462312,29.970601928134048,0.012096896044910307,1.9550488511382585e-05,9.507458600011887
143,-10.886406953895255,-8.010546952768397,71.65993170048304,0.15183292943943905,29.966858754575384,0.01209487267351555,1.8947512507439848e-05,9.580715900025098
144,-10.88659304109669,-8.00983706775355,71.65899895086648,0.1518252253306841,29.96502822609121,0.012092878001095174,1.8352321607655905e-05,9.656408700015163
145,-10.886790566170776,-8.00918024083249,71.65716615651239,0.15181717779306217,29.95603204611671,0.01209097295155925,1.776506266647923e-05,9.721833400020842
146,-10.886973681692487,-8.00853591628933,71.6557982336898,0.15180982877364313,29.950545004868335,0.0120891329250747,1.7185880581266205e-05,9.789480100007495
147,-10.887154168094419,-8.007903035566684,71.6547043233831,0.15180203432548653,29.947789414477235,0.012087334793982198,1.66149182565299e-05,9.854354100010823
148,-10.887327596349822,-8.007293200670306,71.65346968007596,0.15179423883859489,29.944001993733497,0.01208559150334673,1.6052316568680434e-05,9.929854300018633
149,-10.887492350384205,-8.006703405011736,71.6525346911383,0.15178738798636754,29.941525920086487,0.012083925711246998,1.5498214331265893e-05,9.998323800013168
150,-10.887658593357356,-8.006139336782788,71.65155247333858,0.15178112359557064,29.937996893036477,0.012082330593234762,1.4952748260722152e-05,10.096102300012717
151,-10.887817603191012,-8.00559903296596,71.65043668132537,0.15177376434224343,29.93417185352282,0.01208078329327652,1.4416052942640132e-05,10.19994960000622
152,-10.887966789973728,-8.005057772060823,71.64965869153444,0.15176744455489027,29.93237155350853,0.012079261452556105,1.3888260798558813e-05,10.28305180001189
153,-10.88811137012114,-8.00453890607383,71.64876244806123,0.15176001962313004,29.930651504881308,0.012077785890552506,1.3369502053292249e-05,10.36136130001978
154,-10.888252682819198,-8.004046809287523,71.6479083893052,0.15175381002897503,29.927930650417824,0.012076393180071202,1.2859904702798462e-05,10.436193100002129
155,-10.888385291406372,-8.003564914934028,71.64718034103412,0.1517493242237134,29.924617200913872,0.012075047935191026,1.235959448259843e-05,10.513620000012452
156,-10.888522768370848,-8.003112522603583,71.64629475519907,0.15174503400118072,29.92121008614016,0.012073768118622697,1.186869483675268e-05,10.585195600026054
157,-10.888643988372808,-8.002683414103204,71.64549131247978,0.151741145141515,29.91797103360594,0.012072559652497067,1.1387326887403318e-05,10.652686300018104
158,-10.888760150361449,-8.002263117292737,71.64477764858945,0.15173631997269757,29.915849879886583,0.012071375120902022,1.0915609404889015e-05,10.722582900023554
159,-10.888870506443372,-8.001872534384573,71.64402882781368,0.15173117086201554,29.913368752637908,0.012070265717056779,1.04536587784401e-05,10.792408900015289
160,-10.888976852333197,-8.00149186951868,71.64313117030005,0.15172744065735924,29.908815119051173,0.012069185314043208,1.0001588987461342e-05,10.858961000019917
161,-10.889085759934396,-8.001126768596993,71.64246366784874,0.1517232110645089,29.906622349144094,0.012068152767590459,9.559511573409195e-06,10.927423900022404
162,-10.889183265552896,-8.000776694656723,71.64192738070756,0.15171934963242867,29.904742366949364,0.01206717146003533,9.127535612270626e-06,10.999453299999004
163,-10.88927558996342,-8.000462581412844,71.6411959572943,0.15171498544723785,29.902224002434586,0.01206626925385295,8.70576768765026e-06,11.070023700012825
164,-10.889367981776097,-8.000157157722988,71.64058035708756,0.15171146129311236,29.8998363624486,0.012065402364008347,8.294311864472444e-06,11.137550000014016
165,-10.889450873428713,-7.999858270267534,71.64007429341069,0.15170812805114392,29.89812368645072,0.012064561795561422,7.89326966330478e-06,11.211433100019349
166,-10.889534446296254,-7.999573038589199,71.63954205083313,0.15170455469409033,29.896368580317475,0.012063753950908085,7.502740035309527e-06,11.282640400022501
167,-10.889612915714729,-7.999299708551798,71.6391757195995,0.15170158922937005,29.895516006444907,0.012062990628000942,7.12281933782875e-06,11.35464650002541
168,-10.88968723441862,-7.999042182738628,71.63867153405607,0.1516987280392494,29.893567416837083,0.012062262851324338,6.753601310609671e-06,11.43224100000225
169,-10.88975623712039,-7.998792464032933,71.63836774354623,0.15169636815663665,29.89286497178079,0.012061569850891336,6.395177052675793e-06,11.505638100003125
170,-10.889827796684038,-7.998568184457832,71.63786679727309,0.15169336435200317,29.891178362824288,0.01206092774407136,6.047634999849529e-06,11.585368700005347
171,-10.889889459156837,-7.9983464392359185,71.63747635090084,0.15169129852280194,29.889535324042058,0.012060307218362728,5.71106090293204e-06,11.65822140002274
172,-10.889948723641442,-7.998134534158757,71.63713548987549,0.1516889766531581,29.88838475026353,0.012059713706953037,5.385537806545467e-06,11.727778500004206
173,-10.890004596523413,-7.997934666285452,71.63679995209095,0.15168678332806454,29.887232581103913,0.012059153697973784,5.071146028642942e-06,11.792541500006337
174,-10.890060043166795,-7.997751330162632,71.63652040072058,0.15168466865980956,29.886509490454415,0.012058639900935182,4.767963140691315e-06,11.858984500024235
175,-10.890108704072489,-7.997574485470523,71.63628148229176,0.1516829093408288,29.8857635342369,0.012058149009017444,4.476063948531556e-06,11.937089400016703
176,-10.890155940476005,-7.9974067987387745,71.63606197445452,0.15168113458881535,29.885174655783203,0.012057683038611114,4.1955204739215625e-06,12.023796100023901
177,-10.890201538474162,-7.997255266935868,71.63578712249311,0.15167947571316084,29.8839412401075,0.012057257658121476,3.926401936765838e-06,12.09402410002076
178,-10.890242683010575,-7.997113994404998,71.63554762349465,0.15167803680603192,29.882906867782697,0.012056862778158609,3.6687747380365063e-06,12.157789200020488
179,-10.890281934014695,-7.9969819507321525,71.6352933824152,0.15167658877752827,29.881872645630818,0.012056491382453282,3.4227024433898994e-06,12.232576100010192
180,-10.890316549270594,-7.996854463932944,71.6350809454297,0.15167518426696702,29.881025983294364,0.01205613523396288,3.1882457674826588e-06,12.307530900026904
181,-10.890351209495662,-7.996735071678392,71.63489406362348,0.15167390333640812,29.880285202442344,0.012055802606585342,2.965462558991324e-06,12.38128920001327
182,-10.890381752947729,-7.99662250621093,71.63471270701199,0.15167249720182513,29.879691591674653,0.012055487509222154,2.7544077863390007e-06,12.453524800017476
183,-10.890411918877469,-7.996518130854379,71.63459882119766,0.15167148539226644,29.87942958369923,0.012055199919495838,2.5551335241327673e-06,12.529297400003998
184,-10.890438806574704,-7.9964228075040715,71.63445391384438,0.15167034952797773,29.878937415408537,0.012054933859414432,2.3676889403150106e-06,12.599615300016012
185,-10.890464818847345,-7.99633603145058,71.63426611400858,0.1516693021920746,29.878071403572918,0.012054688376176211,2.1921202840320077e-06,12.667023900023196
186,-10.890487752146413,-7.996254732349261,71.6341058163263,0.15166828340562585,29.877439618834938,0.012054459183663047,2.0284708742225903e-06,12.737578700005542
187,-10.890509896293695,-7.996180001490945,71.63397483953872,0.15166743565783347,29.876886332240833,0.012054249864749922,1.8767810889299085e-06,12.802783899998758
