date,expiry,tenor,split,mkt_vol_bp,sigma_pay_bp,sigma_rec_bp,sigma_str_bp,forward_bias_bp,d_eff,p_eff_pct,n_surv,A0,F0
2011-08-31,10,1,train,20.1,118.12258056230243,183.00197584091637,150.56227820160942,-81.84965611823603,-0.1719098183999152,43.175421376834876,0.6845703125,0.9849414229393005,0.015288804657757282
2011-08-31,10,5,train,18.7,80.49613673673164,688.8244880709633,384.66031240384746,-767.4465236591531,-0.6309148406746182,26.40481038308432,0.666015625,4.721884727478027,0.021816223859786987
2011-08-31,10,10,train,19.8,68.44531427735959,259.32774422081195,163.88652924908578,-240.8108334362798,-0.4646572981875044,32.10884463344236,0.62158203125,8.769720077514648,0.028383048251271248
2011-09-30,1,1,train,69.4,288.2306950322592,973.5973599013241,630.9140274667917,-273.42174019398925,-0.4333740070605434,33.23715404401194,0.8447265625,0.9852580428123474,0.014962534420192242
2011-09-30,1,5,train,43.1,98.63294750445988,1860.1660019457217,979.3994747250907,-702.7500137412982,-0.717531540374324,23.65230911119629,0.8369140625,4.74102783203125,0.01973237842321396
2011-09-30,1,10,train,40.0,84.93380477904547,779.6175329793749,432.27566887921023,-277.1387106860085,-0.6411156829727761,26.072376278276128,0.84814453125,8.894487380981445,0.02476767636835575
2011-09-30,5,1,train,33.4,169.2554781873025,317.907704497873,243.58159134258776,-132.60701094024418,-0.24346527101746632,40.382249275647986,0.77734375,0.9852580428123474,0.014962534420192242
2011-09-30,5,5,train,27.8,103.27312625355103,742.7057046828787,422.9894154682148,-570.4135419147559,-0.6030805539641996,27.322755108749607,0.72607421875,4.74102783203125,0.01973237842321396
2011-09-30,5,10,train,26.9,92.41058987181441,363.69874830149007,228.05466908665227,-242.0058729405291,-0.47457180773052826,31.75461023350258,0.70947265625,8.894487380981445,0.02476767636835575
2011-09-30,10,1,train,23.400000000000002,117.16538293650765,169.76917942514433,143.46728118082598,-66.36317485110455,-0.14627640780687143,44.18515946805756,0.681640625,0.9852580428123474,0.014962534420192242
2011-09-30,10,5,train,22.3,82.5899492871616,598.6014676688058,340.5957084779837,-650.9827218828651,-0.6044081200450175,27.278616925322872,0.642578125,4.74102783203125,0.01973237842321396
