finite_pct,max_abs_p0_err,mean_abs_p0_err,min_p,max_p,pct_nonpos,pct_above_one,pct_upticks,max_uptick,g0_min,g0_max,g0_mean,g0_pct_neg,G_global_min,G_any_neg,G_any_tiny,sigma_min,sigma_max,pct_sigma_nonpos,rho_abs_max,pct_rho_out,min_cov_eig,max_cond,mean_cond,diag_err_max,chol_any_neg,chol_inside_d2_min,chol_inside_d2_pct_neg,r_mean,r_std,r_min,r_max,r_p5,r_p95,r_pct_neg,r_pct_very_neg,r_pct_high,max_abs_sr,mean_abs_sr
100.0,0.0,0.0,0.20696335259511336,1.1336158111928645,0.0,1.7160412552117623,1.7188208616780043,0.01969321203498131,0.012465781345243121,0.08230521431929361,0.035457613636158986,0.0,0.0035773524815087,0,1,0.03401938506703984,0.04754945152356352,0.0,0.0018342713726852303,0.0,0.0011573105805545514,1.9529993855956798,1.9343132539624883,8.673617379884035e-19,0,0.9999966354485313,0.0,0.019470368383284403,0.01220758172481827,-0.002286256713646535,0.05945897393224631,0.0017140015925100574,0.04115681710699375,1.3605442176870748,0.0,0.0,1.5233040523421337e-17,1.5513895472158004e-18
