as_of_date,ccy,z_1,z_2
2010-01-29,AUD,0.1312526,-0.117264554
2010-02-26,AUD,0.13129078,-0.11440336
2010-03-31,AUD,0.13649853,-0.12522867
2010-04-30,AUD,0.13603486,-0.12778415
2010-05-31,AUD,0.12827879,-0.1204304
2010-06-30,AUD,0.12360435,-0.118185475
2010-07-30,AUD,0.12450308,-0.11798651
2010-08-31,AUD,0.11621583,-0.11324808
2010-09-30,AUD,0.12516645,-0.12768944
2010-10-29,AUD,0.12681544,-0.12508078
2010-11-30,AUD,0.1319671,-0.1275636
2010-12-31,AUD,0.13487643,-0.12872384
2011-01-31,AUD,0.1334503,-0.12839791
2011-02-28,AUD,0.13404773,-0.12955879
2011-03-31,AUD,0.1329785,-0.12620245
2011-04-29,AUD,0.13310811,-0.12830336
2011-05-31,AUD,0.12872683,-0.12673876
2011-06-30,AUD,0.13078424,-0.123276055
2011-07-29,AUD,0.12474019,-0.11775277
2011-08-31,AUD,0.1159314,-0.10393061
2011-09-30,AUD,0.10797056,-0.10063743
2011-10-31,AUD,0.11415485,-0.104929924
2011-11-30,AUD,0.106284365,-0.09303137
2011-12-30,AUD,0.10392026,-0.09532461
2012-01-31,AUD,0.10311101,-0.09438269
2012-02-29,AUD,0.1099305,-0.10355545
2012-03-30,AUD,0.10721061,-0.09654348
2012-04-30,AUD,0.10046973,-0.08964554
2012-05-31,AUD,0.0843606,-0.07084954
2012-06-29,AUD,0.089137316,-0.07789072
2012-07-31,AUD,0.08729545,-0.07725858
2012-08-31,AUD,0.08670144,-0.07451805
2012-09-28,AUD,0.08348723,-0.06905422
2012-10-31,AUD,0.084878474,-0.06662005
2012-11-30,AUD,0.08626449,-0.067914784
2012-12-31,AUD,0.08736972,-0.059600756
2013-01-31,AUD,0.09176535,-0.060263626
2013-02-28,AUD,0.09032808,-0.05994443
2013-03-29,AUD,0.092279695,-0.06737401
2013-04-30,AUD,0.086035185,-0.059481192
2013-05-31,AUD,0.08906644,-0.0558934
2013-06-28,AUD,0.09345817,-0.057610318
2013-07-31,AUD,0.089512795,-0.05188669
2013-08-30,AUD,0.095238596,-0.052957386
2013-09-30,AUD,0.09420028,-0.05374269
2013-10-31,AUD,0.097150676,-0.056630332
2013-11-29,AUD,0.09972801,-0.054725308
2013-12-31,AUD,0.0998096,-0.05664184
2014-01-31,AUD,0.09640903,-0.05509378
2014-02-28,AUD,0.09615259,-0.054775838
2014-03-31,AUD,0.09753615,-0.058444127
2014-04-30,AUD,0.09343845,-0.058086846
2014-05-30,AUD,0.08970496,-0.056842253
2014-06-30,AUD,0.08805768,-0.0562001
2014-07-31,AUD,0.08725357,-0.05610425
2014-08-29,AUD,0.08358578,-0.05641893
2014-09-30,AUD,0.08740097,-0.058866784
2014-10-31,AUD,0.08506313,-0.057453413
2014-11-28,AUD,0.08066619,-0.057050068
2014-12-31,AUD,0.073843926,-0.053825967
2015-01-30,AUD,0.06336927,-0.051185828
2015-02-27,AUD,0.064342745,-0.044072174
2015-03-31,AUD,0.060834777,-0.04167238
2015-04-30,AUD,0.06635519,-0.04567303
2015-05-29,AUD,0.06880971,-0.043305486
2015-06-30,AUD,0.07491936,-0.04478212
2015-07-31,AUD,0.069558315,-0.044230472
2015-08-31,AUD,0.06832738,-0.040323224
2015-09-30,AUD,0.0651697,-0.042348385
