tau1,error,abs_error
1.0,-0.0048980445626790395,0.0048980445626790395
1.0,-0.00556534264586675,0.00556534264586675
1.0,-0.004127769854253116,0.004127769854253116
1.0,-0.0035338135985825345,0.0035338135985825345
1.0,-0.0036612244632694066,0.0036612244632694066
1.0,-0.003365369671405362,0.003365369671405362
1.0,-0.00362038587986805,0.00362038587986805
1.0,-0.002972333390667159,0.002972333390667159
1.0,-0.0016263425768244105,0.0016263425768244105
1.0,-0.0024474436321808984,0.0024474436321808984
1.0,-0.0029479680334317387,0.0029479680334317387
1.0,-0.0031852801163700095,0.0031852801163700095
1.0,-0.0030231719061503542,0.0030231719061503542
1.0,-0.0028810627167111177,0.0028810627167111177
1.0,-0.0033593461403861255,0.0033593461403861255
1.0,-0.0029827021845823323,0.0029827021845823323
1.0,-0.002541155697438416,0.002541155697438416
1.0,-0.003688390860581793,0.003688390860581793
1.0,-0.0038952090017419505,0.0038952090017419505
1.0,-0.005220666377565748,0.005220666377565748
1.0,-0.00432144040156366,0.00432144040156366
1.0,-0.0046479879896798165,0.0046479879896798165
1.0,-0.005779582157518476,0.005779582157518476
1.0,-0.0047372164944657,0.0047372164944657
1.0,-0.004841263791506394,0.004841263791506394
1.0,-0.004049237498092835,0.004049237498092835
1.0,-0.0051786817506164,0.0051786817506164
1.0,-0.005347213936921565,0.005347213936921565
1.0,-0.006342450074546858,0.006342450074546858
1.0,-0.005738340431075545,0.005738340431075545
1.0,-0.0055605539370302826,0.0055605539370302826
1.0,-0.006195221351931013,0.006195221351931013
1.0,-0.006843701572520608,0.006843701572520608
1.0,-0.007862515224865044,0.007862515224865044
1.0,-0.007898543716624622,0.007898543716624622
1.0,-0.010426806833121728,0.010426806833121728
1.0,-0.011350418884357213,0.011350418884357213
1.0,-0.011077530373797276,0.011077530373797276
1.0,-0.009507231565157159,0.009507231565157159
1.0,-0.010144822742931832,0.010144822742931832
1.0,-0.011812897252488436,0.011812897252488436
1.0,-0.012225494070932215,0.012225494070932215
1.0,-0.012854007289897617,0.012854007289897617
1.0,-0.0138847117443336,0.0138847117443336
1.0,-0.013408408092483268,0.013408408092483268
1.0,-0.013319006807272327,0.013319006807272327
1.0,-0.014448963940979158,0.014448963940979158
1.0,-0.013924685908943343,0.013924685908943343
1.0,-0.013657893698874355,0.013657893698874355
1.0,-0.013738895277693189,0.013738895277693189
1.0,-0.013004765426387642,0.013004765426387642
1.0,-0.012204353842737856,0.012204353842737856
1.0,-0.01170305098910292,0.01170305098910292
1.0,-0.011498841222349565,0.011498841222349565
1.0,-0.011315531988354742,0.011315531988354742
1.0,-0.010336662838324417,0.010336662838324417
1.0,-0.010658074662973971,0.010658074662973971
1.0,-0.010525098705802274,0.010525098705802274
1.0,-0.009612307416766237,0.009612307416766237
1.0,-0.008844722235392153,0.008844722235392153
1.0,-0.006667758391343804,0.006667758391343804
1.0,-0.008787984910407845,0.008787984910407845
1.0,-0.008445685521047672,0.008445685521047672
1.0,-0.008840226761920998,0.008840226761920998
1.0,-0.010116102242680763,0.010116102242680763
1.0,-0.011249693749308957,0.011249693749308957
1.0,-0.010064484383865934,0.010064484383865934
1.0,-0.010788044286606072,0.010788044286606072
1.0,-0.009439082175013769,0.009439082175013769
1.0,-0.009973749450291593,0.009973749450291593
1.0,-0.008810058221724596,0.008810058221724596
1.0,-0.009339183957672584,0.009339183957672584
1.0,-0.0080502955086564,0.0080502955086564
1.0,-0.0067384862632527825,0.0067384862632527825
1.0,-0.006675499278240078,0.006675499278240078
1.0,-0.0070952946796033894,0.0070952946796033894
1.0,-0.006881343758915099,0.006881343758915099
1.0,-0.005261085700273262,0.005261085700273262
1.0,-0.004811470226160509,0.004811470226160509
1.0,-0.005764551083324045,0.005764551083324045
1.0,-0.006181619678048863,0.006181619678048863
1.0,-0.007162039762671241,0.007162039762671241
1.0,-0.00905345319857151,0.00905345319857151
1.0,-0.009086269889277791,0.009086269889277791
1.0,-0.009678386357309252,0.009678386357309252
1.0,-0.009908993148882859,0.009908993148882859
1.0,-0.009878585261787965,0.009878585261787965
1.0,-0.00966099297721279,0.00966099297721279
1.0,-0.009671248126938023,0.009671248126938023
1.0,-0.0099076884026899,0.0099076884026899
1.0,-0.010220557919839328,0.010220557919839328
1.0,-0.008927079502612761,0.008927079502612761
1.0,-0.009424481592861342,0.009424481592861342
1.0,-0.009481798005288651,0.009481798005288651
1.0,-0.00870115022880115,0.00870115022880115
1.0,-0.00806621780314265,0.00806621780314265
1.0,-0.00889862384075794,0.00889862384075794
1.0,-0.008659626617256614,0.008659626617256614
1.0,-0.007364533107651183,0.007364533107651183
1.0,-0.007630571992106164,0.007630571992106164
1.0,-0.007726370021908385,0.007726370021908385
1.0,-0.007372957090513728,0.007372957090513728
1.0,-0.007085177294823823,0.007085177294823823
1.0,-0.006862635471107274,0.006862635471107274
1.0,-0.0076967147626305354,0.0076967147626305354
1.0,-0.007779457075831806,0.007779457075831806
1.0,-0.007378284655009473,0.007378284655009473
1.0,-0.00673330510537138,0.00673330510537138
1.0,-0.006390574803738686,0.006390574803738686
1.0,-0.007234047457651046,0.007234047457651046
1.0,-0.006859349739767789,0.006859349739767789
1.0,-0.007820082319662958,0.007820082319662958
1.0,-0.007332991918148514,0.007332991918148514
1.0,-0.007567707167870986,0.007567707167870986
1.0,-0.007350495273684106,0.007350495273684106
1.0,-0.005631893583519877,0.005631893583519877
1.0,-0.005710149055161022,0.005710149055161022
1.0,-0.0059726495788087275,0.0059726495788087275
1.0,-0.006210340979394254,0.006210340979394254
1.0,-0.007521683823200422,0.007521683823200422
1.0,-0.005788036430454024,0.005788036430454024
1.0,-0.00479339781649216,0.00479339781649216
1.0,-0.0042475903588521866,0.0042475903588521866
1.0,-0.005882084065051104,0.005882084065051104
1.0,-0.005800240701937716,0.005800240701937716
1.0,-0.006257434562104579,0.006257434562104579
1.0,-0.005658478248533699,0.005658478248533699
1.0,-0.00724862624388544,0.00724862624388544
1.0,-0.006573388892480785,0.006573388892480785
1.0,-0.007293617690387328,0.007293617690387328
1.0,-0.008919403420865165,0.008919403420865165
1.0,-0.00946043711270321,0.00946043711270321
1.0,-0.01137095201248077,0.01137095201248077
1.0,-0.015026388798060607,0.015026388798060607
1.0,-0.01626931902243948,0.01626931902243948
1.0,-0.015512085040827829,0.015512085040827829
1.0,-0.014920882652975883,0.014920882652975883
1.0,-0.012056676082005545,0.012056676082005545
1.0,-0.010207900871876936,0.010207900871876936
1.0,-0.01027876577794665,0.01027876577794665
1.0,-0.011800115144407982,0.011800115144407982
1.0,-0.01004414090249412,0.01004414090249412
1.0,-0.00951260411506119,0.00951260411506119
1.0,-0.009130921631485106,0.009130921631485106
1.0,-0.008688197863229217,0.008688197863229217
1.0,-0.009148194909372524,0.009148194909372524
1.0,-0.007530276764520314,0.007530276764520314
1.0,-0.005705873581888874,0.005705873581888874
1.0,-0.004828522447039678,0.004828522447039678
1.0,-0.003526401930101418,0.003526401930101418
1.0,-0.003661555618205522,0.003661555618205522
1.0,-0.0026664378922285834,0.0026664378922285834
1.0,-0.0011868965652070684,0.0011868965652070684
1.0,-0.0023910866557633886,0.0023910866557633886
1.0,-0.002366522632583412,0.002366522632583412
1.0,-0.0022623582126611586,0.0022623582126611586
1.0,-0.0026886959647447334,0.0026886959647447334
1.0,-0.0013699087178140681,0.0013699087178140681
1.0,-0.002680166782584835,0.002680166782584835
1.0,-0.0023126697048551498,0.0023126697048551498
1.0,-0.001356877634096039,0.001356877634096039
1.0,0.0009784483628842225,0.0009784483628842225
1.0,-0.00022339566400735728,0.00022339566400735728
1.0,-0.0014477608471311076,0.0014477608471311076
1.0,-0.0023988354303190462,0.0023988354303190462
1.0,-0.002967890192939089,0.002967890192939089
1.0,-0.0025442048101306236,0.0025442048101306236
1.0,-0.001648028187582709,0.001648028187582709
1.0,-0.0026156443194991497,0.0026156443194991497
1.0,-0.0023547778974827085,0.0023547778974827085
1.0,-0.021811147940086296,0.021811147940086296
1.0,-0.021788275455260606,0.021788275455260606
1.0,-0.018000150501656587,0.018000150501656587
1.0,-0.016561625162039944,0.016561625162039944
1.0,-0.015882892221211087,0.015882892221211087
1.0,-0.01830340292606116,0.01830340292606116
1.0,-0.01813898804143538,0.01813898804143538
1.0,-0.01735011974858535,0.01735011974858535
1.0,-0.01507701945165223,0.01507701945165223
1.0,-0.016050865230149272,0.016050865230149272
1.0,-0.01510983398890517,0.01510983398890517
1.0,-0.015669734042119132,0.015669734042119132
1.0,-0.017135613599093515,0.017135613599093515
1.0,-0.0160934435482774,0.0160934435482774
1.0,-0.016524546387943505,0.016524546387943505
1.0,-0.016522152161804037,0.016522152161804037
1.0,-0.01616655279750457,0.01616655279750457
1.0,-0.016677220187775895,0.016677220187775895
1.0,-0.015858916398038055,0.015858916398038055
1.0,-0.015532789473532788,0.015532789473532788
1.0,-0.014795741137540582,0.014795741137540582
1.0,-0.015490941668796785,0.015490941668796785
1.0,-0.012880589375554934,0.012880589375554934
1.0,-0.01197096858978631,0.01197096858978631
1.0,-0.011946463119015429,0.011946463119015429
1.0,-0.012545068970446722,0.012545068970446722
1.0,-0.012747786875837478,0.012747786875837478
1.0,-0.011447654519804345,0.011447654519804345
1.0,-0.009777219500459053,0.009777219500459053
1.0,-0.011092433203816756,0.011092433203816756
1.0,-0.010129452411844297,0.010129452411844297
1.0,-0.00968826610872099,0.00968826610872099
1.0,-0.01018154913639911,0.01018154913639911
1.0,-0.0107664121686103,0.0107664121686103
1.0,-0.010249066115468905,0.010249066115468905
1.0,-0.010453721094988731,0.010453721094988731
1.0,-0.01166609639411698,0.01166609639411698
1.0,-0.012221113341168825,0.012221113341168825
1.0,-0.011935199627582327,0.011935199627582327
1.0,-0.011084234389259321,0.011084234389259321
1.0,-0.012257974387135178,0.012257974387135178
1.0,-0.013646525535985254,0.013646525535985254
1.0,-0.014223901028178715,0.014223901028178715
1.0,-0.015029182067936834,0.015029182067936834
1.0,-0.015462722397915437,0.015462722397915437
1.0,-0.015412969717575954,0.015412969717575954
1.0,-0.016297691774962254,0.016297691774962254
1.0,-0.016785311948839084,0.016785311948839084
1.0,-0.015716498234888996,0.015716498234888996
1.0,-0.015253965684405188,0.015253965684405188
1.0,-0.01496556962704449,0.01496556962704449
1.0,-0.014545388031529721,0.014545388031529721
1.0,-0.013823312238987416,0.013823312238987416
1.0,-0.013760271461067721,0.013760271461067721
1.0,-0.013149709450633896,0.013149709450633896
1.0,-0.012202090312409288,0.012202090312409288
1.0,-0.012641906560751641,0.012641906560751641
1.0,-0.012122429789551126,0.012122429789551126
1.0,-0.011264929538119833,0.011264929538119833
1.0,-0.010502327853708977,0.010502327853708977
1.0,-0.010299037376982366,0.010299037376982366
1.0,-0.010964376731870338,0.010964376731870338
1.0,-0.011214140196251112,0.011214140196251112
1.0,-0.011440622863022916,0.011440622863022916
1.0,-0.012093401416143627,0.012093401416143627
1.0,-0.013694139883190268,0.013694139883190268
1.0,-0.01342864919252373,0.01342864919252373
1.0,-0.01379385719476674,0.01379385719476674
1.0,-0.012152806656158609,0.012152806656158609
1.0,-0.012299762494389164,0.012299762494389164
1.0,-0.01187988683522298,0.01187988683522298
1.0,-0.012416007161402138,0.012416007161402138
1.0,-0.011173855928563695,0.011173855928563695
1.0,-0.00861210753727121,0.00861210753727121
1.0,-0.009255924877695706,0.009255924877695706
1.0,-0.009625821728940161,0.009625821728940161
1.0,-0.008821444391715672,0.008821444391715672
1.0,-0.007464855898210149,0.007464855898210149
1.0,-0.006766169761319457,0.006766169761319457
1.0,-0.006198801871910568,0.006198801871910568
1.0,-0.006505323982138771,0.006505323982138771
1.0,-0.007889863930486147,0.007889863930486147
1.0,-0.009659053045654998,0.009659053045654998
1.0,-0.009970941104621623,0.009970941104621623
1.0,-0.010578018297030794,0.010578018297030794
1.0,-0.009908370540103725,0.009908370540103725
1.0,-0.010081684490404929,0.010081684490404929
1.0,-0.009661025488066004,0.009661025488066004
1.0,-0.009387619039542544,0.009387619039542544
1.0,-0.008727474070274271,0.008727474070274271
1.0,-0.00891371432502541,0.00891371432502541
1.0,-0.007806469711449887,0.007806469711449887
1.0,-0.007433548442597512,0.007433548442597512
1.0,-0.007592530446147492,0.007592530446147492
1.0,-0.007068118375237874,0.007068118375237874
1.0,-0.006207361204923791,0.006207361204923791
1.0,-0.004683988775886088,0.004683988775886088
1.0,-0.004197899545522625,0.004197899545522625
1.0,-0.004391954850917125,0.004391954850917125
1.0,-0.004148591626969796,0.004148591626969796
1.0,-0.004453224317702897,0.004453224317702897
1.0,-0.0048756576838286485,0.0048756576838286485
1.0,-0.0049822028667015385,0.0049822028667015385
1.0,-0.005371972360972692,0.005371972360972692
1.0,-0.0048669100548775455,0.0048669100548775455
1.0,-0.005785690061251649,0.005785690061251649
1.0,-0.005078214088976525,0.005078214088976525
1.0,-0.004157302739327424,0.004157302739327424
1.0,-0.0039024327114802297,0.0039024327114802297
1.0,-0.0029503103702324604,0.0029503103702324604
1.0,-0.0022401501100346825,0.0022401501100346825
1.0,-0.00338503260670886,0.00338503260670886
1.0,-0.0031875666670602536,0.0031875666670602536
1.0,-0.003962247483731914,0.003962247483731914
1.0,-0.0034021928101746306,0.0034021928101746306
1.0,-0.003993923368764297,0.003993923368764297
1.0,-0.005694231107694428,0.005694231107694428
1.0,-0.006086365899098772,0.006086365899098772
1.0,-0.0061716411620099205,0.0061716411620099205
1.0,-0.006067780837320101,0.006067780837320101
1.0,-0.0056085108508256805,0.0056085108508256805
1.0,-0.006878999888000271,0.006878999888000271
1.0,-0.006710577273305949,0.006710577273305949
1.0,-0.0076183324877028835,0.0076183324877028835
1.0,-0.007556054661963853,0.007556054661963853
1.0,-0.008110162031958107,0.008110162031958107
1.0,-0.009691549372276459,0.009691549372276459
1.0,-0.011141569322127077,0.011141569322127077
1.0,-0.01353993494744972,0.01353993494744972
1.0,-0.013036140302600729,0.013036140302600729
1.0,-0.012315052716005252,0.012315052716005252
1.0,-0.010486004045019925,0.010486004045019925
1.0,-0.01000908876632933,0.01000908876632933
1.0,-0.009928391941666372,0.009928391941666372
1.0,-0.010748349358263238,0.010748349358263238
1.0,-0.008146004848473758,0.008146004848473758
1.0,-0.007054765775779702,0.007054765775779702
1.0,-0.0066015195283851275,0.0066015195283851275
1.0,-0.007229856958512533,0.007229856958512533
1.0,-0.0067054292923691555,0.0067054292923691555
1.0,-0.004443823599992604,0.004443823599992604
1.0,-0.003993680167912381,0.003993680167912381
1.0,-0.004022753826980609,0.004022753826980609
1.0,-0.0024226716700586556,0.0024226716700586556
1.0,-0.0007218448111182066,0.0007218448111182066
1.0,0.001682773463683243,0.001682773463683243
1.0,0.0022895774934420104,0.0022895774934420104
1.0,0.00251312739546089,0.00251312739546089
1.0,0.004211494526800155,0.004211494526800155
1.0,0.003073287945163837,0.003073287945163837
1.0,0.0038574400841395948,0.0038574400841395948
1.0,0.003930299960569046,0.003930299960569046
1.0,0.0038949791357596533,0.0038949791357596533
1.0,0.004147899671089451,0.004147899671089451
1.0,0.005063886181197845,0.005063886181197845
1.0,0.006585635318514145,0.006585635318514145
