tau1,mean_fd_short,mean_r_tilde,mean_error,median_error,mean_abs_error,median_abs_error,max_abs_error,std_error
1.0,0.011635237290193168,0.019470368383284403,-0.007835131093091235,-0.007943615104519254,0.008433785798435078,0.007943615104519254,0.02705522679332646,0.0059978918512978655
0.25,0.01654904157925281,0.019470368383284403,-0.0029213268040315945,-0.002952538297111518,0.003136103380526116,0.002952538297111518,0.010034779340513916,0.0022619049645517105
0.08333333333333333,0.018380577177446112,0.019470368383284403,-0.001089791205838292,-0.0010734620535374573,0.0011687602131115569,0.0010734620535374573,0.0039769231870605375,0.0008716779667775294
0.019230769230769232,0.019207775037743405,0.019470368383284403,-0.00026259334554099516,-0.0002554358345618346,0.0002814536168886241,0.0002554358345618346,0.0009848923252825832,0.0002130025171438389
0.003968253968253968,0.019415623931455222,0.019470368383284403,-5.474445182918102e-05,-5.3144684704280014e-05,5.866676509669816e-05,5.3144684704280014e-05,0.0002067177910273811,4.455741359681057e-05
0.0027397260273972603,0.019432541025328536,0.019470368383284403,-3.7827357955869964e-05,-3.672273201408248e-05,4.053705111851396e-05,3.672273201408248e-05,0.00014291611557394612,3.07967767109645e-05
