as_of_date,ccy,z_1,z_2
2010-01-29,AUD,0.12413578,-0.09467072
2010-02-26,AUD,0.12611702,-0.09181234
2010-03-31,AUD,0.12692995,-0.10149622
2010-04-30,AUD,0.124577485,-0.10399926
2010-05-31,AUD,0.11740976,-0.09814988
2010-06-30,AUD,0.111652814,-0.09664481
2010-07-30,AUD,0.11319785,-0.09628355
2010-08-31,AUD,0.10358162,-0.092869386
2010-09-30,AUD,0.10792944,-0.10537212
2010-10-29,AUD,0.11233245,-0.102631815
2010-11-30,AUD,0.118513465,-0.10432149
2010-12-31,AUD,0.1222503,-0.10501596
2011-01-31,AUD,0.1201929,-0.10499403
2011-02-28,AUD,0.120323665,-0.1060437
2011-03-31,AUD,0.12090846,-0.10295109
2011-04-29,AUD,0.119752064,-0.104899906
2011-05-31,AUD,0.114016674,-0.10406592
2011-06-30,AUD,0.11945869,-0.10044955
2011-07-29,AUD,0.11351082,-0.096117705
2011-08-31,AUD,0.10921282,-0.08403058
2011-09-30,AUD,0.09917007,-0.08194798
2011-10-31,AUD,0.10586397,-0.085213766
2011-11-30,AUD,0.10154364,-0.07490831
2011-12-30,AUD,0.09631067,-0.07737852
2012-01-31,AUD,0.09567983,-0.076670706
2012-02-29,AUD,0.10016829,-0.08447101
2012-03-30,AUD,0.10067643,-0.07812655
2012-04-30,AUD,0.094802104,-0.07246764
2012-05-31,AUD,0.08251716,-0.05667198
2012-06-29,AUD,0.08521106,-0.06275431
2012-07-31,AUD,0.082774945,-0.062360797
2012-08-31,AUD,0.08365336,-0.05984345
2012-09-28,AUD,0.08236296,-0.05503948
2012-10-31,AUD,0.086014666,-0.052528434
2012-11-30,AUD,0.0872811,-0.053564433
2012-12-31,AUD,0.094493695,-0.045342837
2013-01-31,AUD,0.100620896,-0.045394827
2013-02-28,AUD,0.09875501,-0.0452703
2013-03-29,AUD,0.09697593,-0.052073177
2013-04-30,AUD,0.0925607,-0.04541658
2013-05-31,AUD,0.09957016,-0.041535128
2013-06-28,AUD,0.10521435,-0.04267244
2013-07-31,AUD,0.10287201,-0.037760243
2013-08-30,AUD,0.11095645,-0.038003877
2013-09-30,AUD,0.10887063,-0.038831692
2013-10-31,AUD,0.11157106,-0.041151676
2013-11-29,AUD,0.11668807,-0.03902812
2013-12-31,AUD,0.11571803,-0.04082027
2014-01-31,AUD,0.11134171,-0.039840687
2014-02-28,AUD,0.11108937,-0.039613955
2014-03-31,AUD,0.11087722,-0.04285626
