as_of_date,ccy,z_1,z_2,z_3
2010-01-29,AUD,-0.1507437,0.13284355,-0.060237043
2010-02-26,AUD,-0.14741607,0.13237566,-0.060725555
2010-03-31,AUD,-0.1599962,0.13863045,-0.061667897
2010-04-30,AUD,-0.16242383,0.13887523,-0.06097962
2010-05-31,AUD,-0.15315723,0.1308982,-0.058111392
2010-06-30,AUD,-0.15075056,0.12680644,-0.056306433
2010-07-30,AUD,-0.15102422,0.12758991,-0.056994237
2010-08-31,AUD,-0.1440667,0.119737804,-0.052585326
2010-09-30,AUD,-0.16070016,0.13002364,-0.0548879
2010-10-29,AUD,-0.157831,0.13098812,-0.056241065
2010-11-30,AUD,-0.16124448,0.13583682,-0.059242718
2010-12-31,AUD,-0.16296916,0.13833776,-0.060360547
2011-01-31,AUD,-0.1629409,0.13699666,-0.060003128
2011-02-28,AUD,-0.16417071,0.13766304,-0.060085528
2011-03-31,AUD,-0.16039625,0.13607457,-0.05996387
2011-04-29,AUD,-0.16280696,0.13671406,-0.05968575
2011-05-31,AUD,-0.1607994,0.132818,-0.057796307
2011-06-30,AUD,-0.15788177,0.13394004,-0.059816852
2011-07-29,AUD,-0.15221149,0.12786853,-0.058204003
2011-08-31,AUD,-0.13532753,0.1177603,-0.054723002
2011-09-30,AUD,-0.13002045,0.110406086,-0.05062969
2011-10-31,AUD,-0.13640545,0.11644277,-0.053831514
2011-11-30,AUD,-0.12127489,0.10739693,-0.05059485
2011-12-30,AUD,-0.12372579,0.10588474,-0.04890713
2012-01-31,AUD,-0.12293387,0.10511719,-0.04902859
2012-02-29,AUD,-0.1341725,0.11252432,-0.05120422
2012-03-30,AUD,-0.12602639,0.10896587,-0.050849773
2012-04-30,AUD,-0.117155835,0.10176549,-0.04771819
2012-05-31,AUD,-0.09311147,0.084465116,-0.040694978
2012-06-29,AUD,-0.10222214,0.090058684,-0.042822704
2012-07-31,AUD,-0.10203919,0.0885102,-0.042116947
2012-08-31,AUD,-0.09926426,0.087558344,-0.042485848
2012-09-28,AUD,-0.092721015,0.08374472,-0.04132018
2012-10-31,AUD,-0.09084169,0.084336996,-0.042663734
2012-11-30,AUD,-0.09268307,0.08580348,-0.043437604
2012-12-31,AUD,-0.08456853,0.085117936,-0.045659624
2013-01-31,AUD,-0.08647946,0.08884077,-0.048487224
2013-02-28,AUD,-0.085540526,0.08767873,-0.047589835
2013-03-29,AUD,-0.0933397,0.09079933,-0.04717237
2013-04-30,AUD,-0.08386256,0.084134564,-0.044884406
2013-05-31,AUD,-0.08043723,0.08586733,-0.047408633
2013-06-28,AUD,-0.08194629,0.089702524,-0.04941839
2013-07-31,AUD,-0.075512335,0.08535753,-0.048229843
2013-08-30,AUD,-0.077843145,0.0903437,-0.051403515
2013-09-30,AUD,-0.0781797,0.0895225,-0.050371937
2013-10-31,AUD,-0.08164434,0.09264259,-0.05155597
2013-11-29,AUD,-0.08055801,0.09441545,-0.05375547
2013-12-31,AUD,-0.08268735,0.09481933,-0.053325072
2014-01-31,AUD,-0.080696,0.091758005,-0.051921338
2014-02-28,AUD,-0.08063851,0.091531426,-0.052165292
2014-03-31,AUD,-0.08448537,0.09327629,-0.051806133
2014-04-30,AUD,-0.0834895,0.089898475,-0.049590185
2014-05-30,AUD,-0.08179444,0.08651849,-0.047736257
2014-06-30,AUD,-0.08088292,0.08502674,-0.04687932
2014-07-31,AUD,-0.08052418,0.08436327,-0.046237223
2014-08-29,AUD,-0.07989504,0.081386104,-0.043677032
2014-09-30,AUD,-0.08362763,0.085085064,-0.045893878
2014-10-31,AUD,-0.08197972,0.08290969,-0.04497037
2014-11-28,AUD,-0.08108877,0.07915186,-0.042531826
2014-12-31,AUD,-0.07658126,0.0729007,-0.039305575
2015-01-30,AUD,-0.069747105,0.06382786,-0.032298632
2015-02-27,AUD,-0.062627085,0.063089915,-0.03421688
2015-03-31,AUD,-0.058800593,0.059759587,-0.032225017
2015-04-30,AUD,-0.06415189,0.06524807,-0.03489812
2015-05-29,AUD,-0.063174486,0.06642838,-0.037190527
2015-06-30,AUD,-0.06572026,0.07174975,-0.040731467
2015-07-31,AUD,-0.064358644,0.067212954,-0.037578043
2015-08-31,AUD,-0.060220107,0.0654318,-0.037737206
2015-09-30,AUD,-0.06143205,0.063248195,-0.035222985
2015-10-30,AUD,-0.060240358,0.06335816,-0.035957895
2015-11-30,AUD,-0.06838564,0.0671994,-0.036203314
2015-12-31,AUD,-0.069242686,0.06911693,-0.0376995
2016-01-29,AUD,-0.06648167,0.063281775,-0.033935543
2016-02-29,AUD,-0.06578276,0.059775114,-0.030893728
2016-03-31,AUD,-0.068789005,0.062173545,-0.0317651
2016-04-29,AUD,-0.06588448,0.0613949,-0.031632535
2016-05-31,AUD,-0.06105423,0.056739442,-0.029493809
2016-06-30,AUD,-0.0605089,0.052623134,-0.0259134
2016-07-29,AUD,-0.059056394,0.05032698,-0.024518019
2016-08-31,AUD,-0.0548431,0.04910174,-0.025000758
2016-09-30,AUD,-0.055965323,0.051123478,-0.026276704
2016-10-31,AUD,-0.058878623,0.05630377,-0.029245991
2016-11-30,AUD,-0.06130702,0.063476354,-0.034130264
2016-12-30,AUD,-0.06434277,0.06598159,-0.035183057
2017-01-31,AUD,-0.06125045,0.064661264,-0.035470176
2017-02-28,AUD,-0.061425492,0.06564225,-0.035954658
2017-03-31,AUD,-0.06114333,0.064828016,-0.035792068
2017-04-28,AUD,-0.059006445,0.06247133,-0.03459677
2017-05-31,AUD,-0.0537086,0.05804476,-0.032977372
2017-06-30,AUD,-0.058187477,0.06301236,-0.03480155
2017-07-31,AUD,-0.056607045,0.06217,-0.034938306
2017-08-31,AUD,-0.06085008,0.062533535,-0.033523377
2017-09-29,AUD,-0.06254438,0.06539053,-0.035253063
2017-10-31,AUD,-0.05898805,0.06227866,-0.034193523
2017-11-30,AUD,-0.059473686,0.060594007,-0.0326694
2017-12-29,AUD,-0.063357495,0.06274695,-0.03254838
2018-01-31,AUD,-0.06236334,0.06450416,-0.034096256
2018-02-28,AUD,-0.06302487,0.0642489,-0.033819087
2018-03-30,AUD,-0.06547229,0.06299327,-0.032006495
2018-04-30,AUD,-0.066788994,0.06482055,-0.03307596
2018-05-31,AUD,-0.065001115,0.063613184,-0.032670032
2018-06-29,AUD,-0.066099815,0.06316374,-0.03237461
2018-07-31,AUD,-0.066687785,0.06325867,-0.03200332
2018-08-31,AUD,-0.064921685,0.06061209,-0.030891437
2018-09-28,AUD,-0.06476227,0.06292201,-0.032575376
2018-10-31,AUD,-0.06353614,0.06199181,-0.032299723
2018-11-30,AUD,-0.06515152,0.062332906,-0.031965796
