epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_l2_lam,loss_l2_vol,loss_l2_reg,loss_l2_vbase,loss_feller,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm_lam,gnorm_sig,gnorm_reg,gnorm_cir,gnorm_v0,lr,fwd_bias_diag_bp,delta_norm,W_norm,w_v_norm,alpha_v,kappa,theta,sigma_v,feller,sqrt_theta,lam_1Y_norm,lam_5Y_norm,lam_10Y_norm,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
10,294.4,25.844,0.23517524264752865,0.3785221353173256,0.0004732823290396482,0.0011259373277425766,2.366753939497812e-07,2.3577336705216112e-07,0.0,1.0,1.0,,0,1.999999880790707,0.07854631411926238,3.637116284941487e-05,0.0006182188045329981,3.003625591361541e-05,7.346000000000002e-05,6.300000000000001,0.0027768281288444996,0.01376526802778244,0.0146174980327487,-0.0004353289841674268,0.998680591583252,0.01792743057012558,0.04985799640417099,0.03332173451781273,0.13389335572719574,0.4057459235191345,0.39207157492637634,0.3935323655605316,,,,,,,,,
11,320.7,26.322,0.6750004962086678,0.5295623689889908,0.00047318403085228056,0.0011270862887613475,1.7610294023029383e-07,2.0051963289802188e-07,0.0,1.0,1.0,,0,1.999999880790707,0.05691239705067541,3.177106883108249e-05,0.002688476170724736,2.7465406024433332e-05,8.012000000000003e-05,20.275,0.0030551457311958075,0.011610775254666805,0.013370868749916553,-0.0005341866053640842,0.9979769587516785,0.017914988100528717,0.0498926118016243,0.033268216997385025,0.13384687900543213,0.4056873321533203,0.3920321762561798,0.3935288190841675,,,,,,,,,
12,347.8,27.088,0.25233507715165615,0.6445040181279182,0.0004731263979920186,0.0011281277693342417,1.2800179582939109e-07,1.661550790288402e-07,0.0,1.0,1.0,,0,1.999999523162785,0.04116770459109453,3.157608047883735e-05,0.00014511677358171484,2.5173296093052052e-05,8.678000000000003e-05,25.75,0.0033898018300533295,0.009654087945818901,0.012058583088219166,-0.0004808894300367683,0.997439980506897,0.01790604554116726,0.0499175600707531,0.03322865068912506,0.13381347060203552,0.40564876794815063,0.39202257990837097,0.39359337091445923,,,,,,,,,
13,375.4,27.573,0.40293229650706053,0.4390658214688301,0.00047316832205979154,0.0011296717275399715,9.345723661624561e-08,1.3363954565193126e-07,0.0,1.0,1.0,,0,1.9999997615814067,0.10444300097742423,2.3578828545646263e-05,0.0008369178475096595,2.3129271770145652e-05,9.344000000000004e-05,11.849999999999998,0.003472506068646908,0.008081975392997265,0.010709380730986595,-0.00025447807274758816,0.9970118403434753,0.017898576334118843,0.0499383807182312,0.0331963412463665,0.13378556072711945,0.40568268299102783,0.39200714230537415,0.3936251103878021,,,,,,,,,
14,400.8,25.434,0.4976374004036188,0.6011411994695663,0.0004731676963274367,0.0011321698548272252,6.99318345454003e-08,1.0402280103960493e-07,0.0,1.0,1.0,,0,1.999999880790707,0.08168444809114087,1.9438693105990752e-05,0.0016746509370468509,1.9365890486039817e-05,0.00010010000000000003,3.400000000000003,0.003391353180631995,0.006962573621422052,0.009348101913928986,8.401749073527753e-05,0.9966060519218445,0.01789220981299877,0.04995616152882576,0.03316735103726387,0.13376176357269287,0.40570083260536194,0.39195147156715393,0.3935684263706207,,,,,,,,,
15,426.4,25.607,0.46520749013870955,0.50759107619524,0.0004730524669867009,0.0011349174019414932,5.680310088962415e-08,7.824387715515968e-08,0.0,1.0,1.0,,0,1.999999701976754,0.20520657195305128,3.7258518808984165e-05,0.0015330370277946018,1.67767661328671e-05,0.00010676000000000003,29.525,0.0034708743914961815,0.0063802581280469894,0.008009304292500019,0.00019546572002582252,0.9965103268623352,0.017890529707074165,0.04996086657047272,0.03316010534763336,0.13375549018383026,0.40565627813339233,0.3918810188770294,0.3934849798679352,,,,,,,,,
16,456.3,29.927,0.2588930600322783,0.7123766839504242,0.000472913590783719,0.0011374947498552501,5.516922296777693e-08,5.6623559174795446e-08,0.0,1.0,1.0,,0,1.999999880790707,0.05771535354395563,1.738657157953675e-05,2.5654133742642526e-05,1.4018691719262024e-05,0.00011342000000000004,24.0,0.003960411064326763,0.006711782421916723,0.006710698362439871,0.00026584340957924724,0.9965530037879944,0.01788986474275589,0.04996272176504135,0.033160123974084854,0.1337530016899109,0.4056212902069092,0.39188089966773987,0.3933943212032318,,,,,,,,,
17,481.9,25.586,0.9319114629179239,0.6566885188221931,0.00047285571781685576,0.001139042346039787,6.24219094191858e-08,3.906972523282093e-08,0.0,1.0,1.0,,0,1.999999880790707,0.11511238761567155,9.672664200444618e-05,0.000849401494179138,1.150207092664715e-05,0.00012008000000000003,54.162499999999994,0.004347673151642084,0.006960141472518444,0.0054713524878025055,0.00022036503651179373,0.9966303110122681,0.017886852845549583,0.049971144646406174,0.03315604478120804,0.13374173641204834,0.40557214617729187,0.3918997347354889,0.39340201020240784,,,,,,,,,
18,508.8,26.853,0.4060217863880098,0.6038774512708187,0.00047284566244343296,0.001140694337664172,7.40905612417464e-08,2.535620913235448e-08,0.0,1.0,1.0,,0,2.0,0.21385017527672193,2.6020683669280678e-05,0.0013309180528330313,9.172849400329858e-06,0.00012674000000000005,31.525,0.004815840627998114,0.0072938622906804085,0.00430558854714036,4.8759473429527134e-05,0.9968000650405884,0.01788453385233879,0.0499776266515255,0.03315684571862221,0.13373306393623352,0.40554431080818176,0.39190658926963806,0.39346665143966675,,,,,,,,,
19,536.2,27.474,0.23376168124377728,0.4915908873081207,0.00047288002679124475,0.001141998975072056,7.479349051209283e-08,1.5247346496494174e-08,0.0,1.0,1.0,,0,2.000000119209286,0.21146519978458841,0.0001870068563210788,0.002198227451303141,7.314541718814349e-06,0.00013340000000000007,13.3125,0.005147747695446014,0.0072160628624260426,0.0032407953403890133,-3.3684755180729553e-06,0.9969210028648376,0.017884977161884308,0.0499764010310173,0.033162180334329605,0.13373473286628723,0.40553396940231323,0.3918250799179077,0.3935653865337372,,,,,,,,,
20,563.9,27.714,0.21365748345851898,0.5182212293148041,0.0004728516287286766,0.0011432218016125262,8.487886482555496e-08,8.332679768408013e-09,0.0,1.0,1.0,,0,1.9999999403953543,0.08264706176626889,8.293648667358403e-06,0.0008118798140148639,5.086932782576469e-06,0.0001400600000000001,7.725000000000001,0.00597394397482276,0.008048245683312416,0.0022993579041212797,-2.96340549539309e-05,0.9972283840179443,0.01788916438817978,0.04996471107006073,0.033182691782712936,0.13375037908554077,0.40552353858947754,0.3917929232120514,0.3934980034828186,,,,,,,,,
21,590.5,26.577,0.23654171638190746,0.6923153847455978,0.0004727402774733491,0.001144668844062835,1.1937817845364407e-07,3.987628005575061e-09,0.0,1.0,1.0,,0,1.9999996423720994,0.21320244281599554,0.00028710772568653635,0.0009774754340107403,3.3996124753527804e-06,0.00014672000000000009,10.574999999999998,0.00774790532886982,0.010442469269037247,0.0014940857654437423,-3.879714131471701e-05,0.9974745512008667,0.01789218559861183,0.04995628073811531,0.033198367804288864,0.1337616741657257,0.4054701030254364,0.3916938602924347,0.3934841752052307,,,,,,,,,
22,617.1,26.544,0.2370440592058003,0.4447566233575344,0.00047262060252251104,0.0011464943818282336,2.1305061181919882e-07,1.5540846942663222e-09,0.0,1.0,1.0,,0,1.999999701976754,0.11391507609045738,9.586047753784319e-05,0.0015042768630536712,2.0543508020773195e-06,0.00015338000000000008,26.512500000000003,0.010093377903103828,0.013566387817263603,0.0008269542013294995,-1.9284641894046217e-05,0.9978199601173401,0.017894010990858078,0.049951180815696716,0.033214882016181946,0.1337684988975525,0.4054797887802124,0.3915039598941803,0.3935352861881256,,,,,,,,,
23,644.6,27.545,0.4510547053068876,0.7329784035682678,0.0004725586550193839,0.0011487026640679687,3.2039686459484074e-07,4.0137871151757487e-10,0.0,1.0,1.0,,0,1.999999880790707,0.06855682654317688,3.547930201124329e-05,0.0005555648381419645,8.231803568815661e-07,0.00016004000000000007,40.287499999999994,0.011704370379447937,0.015230397693812847,0.00029370179981924593,1.1952006389037706e-05,0.997863233089447,0.017892474308609962,0.04995545744895935,0.03321293741464615,0.13376274704933167,0.4055483341217041,0.39129164814949036,0.39370667934417725,,,,,,,,,
24,672.8,28.194,0.12964464724063873,0.5491658821702003,0.00047261240979423746,0.0011515338264871389,3.8620800069111283e-07,3.2217610849115397e-11,0.0,1.0,1.0,,0,1.9999999403953543,0.6638688197709275,3.3853152069846084e-05,0.008894974259623888,1.3842690771122152e-07,0.00016670000000000007,6.599999999999999,0.012810450047254562,0.015980297699570656,0.00011106277088401839,2.8603317332454026e-05,0.9978408217430115,0.017884986475110054,0.04997636377811432,0.03319510444998741,0.13373476266860962,0.40560320019721985,0.39115676283836365,0.3938484787940979,,,,,,,,,
25,695.5,22.676,0.2040770798921585,0.48274359107017517,0.0004726233455585316,0.0011530051997397095,4.640807418354598e-07,5.512055287031081e-11,0.0,1.0,1.0,,0,1.999999582767443,0.24191728830612175,0.0003575176625518906,0.00027214855999349596,6.646549474143168e-07,0.00017336000000000006,-33.1875,0.013803939335048199,0.016745837405323982,0.00037476205034181476,3.1418734579347074e-05,0.9981986284255981,0.017872173339128494,0.050012171268463135,0.03317874297499657,0.1336868554353714,0.4056512415409088,0.39105507731437683,0.39395269751548767,,,,,,,,,
26,722.2,26.714,0.20019836793653667,0.4556053578853607,0.00047274721873691306,0.0011537666141521186,4.3357844958791247e-07,1.958537915180969e-10,0.0,1.0,1.0,,0,1.9999997615814067,0.09484686905093663,3.5224972674190405e-05,0.0013253242440040107,9.874233526797533e-07,0.00018002000000000008,51.75,0.01266314648091793,0.0142050227150321,0.0005224805790930986,2.921430677815806e-05,0.998431921005249,0.017858678475022316,0.05004993453621864,0.03315635398030281,0.13363637030124664,0.4056602418422699,0.3911065459251404,0.39418819546699524,,,,,,,,,
27,749.6,27.365,0.14727452397346497,0.3684738501906395,0.00047296350385295227,0.0011548095208127052,3.2342030920062825e-07,3.0405097883878796e-10,0.0,1.0,1.0,,0,1.999999582767443,0.0725871670028828,3.86539698968821e-05,3.488336732247823e-05,1.1589862629045505e-06,0.0001866800000000001,-1.0750000000000028,0.011039519682526588,0.011470137163996696,0.0005814295145682991,-6.077402940718457e-05,1.0003010034561157,0.01788420043885708,0.049978483468294144,0.033281318843364716,0.13373182713985443,0.4055359959602356,0.39120161533355713,0.39438217878341675,,,,,,,,,
28,778.3,28.735,0.28139009699225426,0.5443497523665428,0.0004731153239845298,0.0011562849977053702,2.241608498820824e-07,3.5252746555247683e-10,0.0,1.0,1.0,,0,1.999999880790707,0.13324672175699445,7.261966361981126e-05,0.0009316946945633766,1.1901100771264684e-06,0.0001933400000000001,66.875,0.009288319386541843,0.0103433383628726,0.0005626938072964549,-0.00019324812456034124,1.003016471862793,0.017932184040546417,0.04984475299715996,0.03348805010318756,0.1339111030101776,0.40554118156433105,0.3913102447986603,0.39449968934059143,,,,,,,,,
29,805.7,27.367,0.13822939153760672,0.6039908081293106,0.0004732397719635628,0.001159437233582139,1.8620486486042864e-07,3.3808682242675303e-10,0.0,1.0,1.0,,0,1.999999701976754,0.05675530693207118,3.9844130042102805e-05,0.0009547120684224464,9.882782012901693e-07,0.0002,-32.5375,0.008233390748500824,0.010134706273674965,0.0004988491418771446,-0.0002316849713679403,1.004904866218567,0.017965441569685936,0.049752477556467056,0.033631809055805206,0.13403522968292236,0.40556952357292175,0.39137619733810425,0.3944677412509918,,,,,,,,,
30,829.2,23.489,0.5450130319222808,0.6580464169383049,0.00047333182010333985,0.001162876287708059,1.5872146263973264e-07,2.7632703764046695e-10,0.0,1.0,1.0,,0,1.9999998211860577,0.16023101893099687,0.0001869452553974004,0.0005967108108492106,9.781389365539966e-07,0.0001999994757858978,31.762500000000003,0.007163876201957464,0.009653588756918907,0.00041168570169247687,-0.00021101540187373757,1.0062085390090942,0.017988484352827072,0.04968871548771858,0.0337313637137413,0.1341211497783661,0.40578049421310425,0.3914743661880493,0.39443209767341614,,,,,,,,,
31,856.9,27.753,0.10583208687603474,0.3862795904278755,0.00047361016186187044,0.0011686545331031084,1.4141999216121803e-07,1.7697812312866823e-10,0.0,1.0,1.0,,0,1.999999880790707,0.15589156314400862,9.211595820579076e-05,0.000988319775786763,6.575280678609837e-07,0.00019999790314908985,12.999999999999998,0.006516897585242987,0.009353261440992355,0.00030613678973168135,-0.0001557550858706236,1.007073998451233,0.018003715202212334,0.04964664205908775,0.033797357231378555,0.13417792320251465,0.40596508979797363,0.3916442096233368,0.3945520222187042,,,,,,,,,
32,881.1,24.197,0.2718857377767563,0.5582749918103218,0.0004739831492770463,0.0011734170839190483,1.2518625425173013e-07,8.439492247408475e-11,0.0,1.0,1.0,,0,1.999999701976754,0.1543266291841798,5.316767463515923e-05,0.002473215384594588,4.4824163356587634e-07,0.00019999528210607237,23.037499999999998,0.006337868049740791,0.00897592306137085,0.00020824102102778852,-7.087951235007495e-05,1.0076762437820435,0.01801411435008049,0.04961800575256348,0.033842843025922775,0.13421666622161865,0.4061433970928192,0.39174583554267883,0.3946329355239868,,,,,,,,,
33,907.4,26.33,1.0347794871777296,0.5987261459231377,0.00047420262853847817,0.0011777708132285625,1.269549017024474e-07,3.514285043526577e-11,0.0,1.0,1.0,,0,1.999999880790707,0.08515057265288711,2.3569072968494576e-05,0.0018565633016191226,2.785364191854228e-07,0.00019999161268433895,-21.062499999999996,0.007057276088744402,0.009558277204632759,0.00010585222480585799,2.6476418497622944e-05,1.0080664157867432,0.018020756542682648,0.04959971830248833,0.033872105181217194,0.13424141705036163,0.40613946318626404,0.3917953372001648,0.3946906626224518,,,,,,,,,
34,932.0,24.54,0.4421835392713547,0.5076719895005226,0.00047421873023267835,0.0011847177520394325,1.4377485868521944e-07,1.1573030728184719e-11,0.0,1.0,1.0,,0,1.9999998211860577,0.21103949420994808,0.00014420191142206832,0.0027670905484430985,1.355315028245916e-07,0.00019998689492237997,20.575000000000003,0.0073621985502541065,0.00953700765967369,6.715521158184856e-05,8.055907528614625e-05,1.008318305015564,0.018024837598204613,0.04958852007985115,0.03389052301645279,0.13425661623477936,0.4060063660144806,0.39180395007133484,0.39476412534713745,,,,,,,,,
35,960.1,28.15,0.38101862743496895,0.49067889899015427,0.00047418198664672673,0.0011923045967705548,1.4702458983606448e-07,9.789092496673146e-12,0.0,1.0,1.0,,0,1.9999999403953543,0.23483469108995209,6.720362738853025e-05,0.00047772870220027136,2.3419812765300983e-07,0.0001999811288696826,31.0125,0.0077722761780023575,0.009710702113807201,3.600242780521512e-05,8.6464177002199e-05,1.0085084438323975,0.018027933314442635,0.049579985439777374,0.03390447050333023,0.1342681348323822,0.40589314699172974,0.39187029004096985,0.3947508633136749,,,,,,,,,
36,987.1,26.96,0.30124911572784185,0.5250770226120949,0.00047409313992829993,0.001198920188471675,1.6050175943860268e-07,1.0842405749264539e-11,0.0,1.0,1.0,,0,1.9999992847441348,0.04324895322483765,1.034690046173094e-05,0.0007439155592648475,2.175419107398731e-07,0.00019997431458672996,33.474999999999994,0.00836776103824377,0.010107051581144333,7.177011138992384e-05,6.178661715239286e-05,1.0089176893234253,0.018032489344477654,0.04956745728850365,0.03392966091632843,0.134285107254982,0.40578675270080566,0.39189204573631287,0.3946816325187683,,,,,,,,,
37,1013.0,25.963,1.2533728298731148,0.39632608368992805,0.00047402399650309235,0.0012041290756314993,1.7833352572438343e-07,7.512866522473016e-12,0.0,1.0,1.0,,0,1.9999998211860577,0.17109509188853048,0.00023561088812768126,0.002037098651570068,1.7939115590308403e-07,0.0001999664521450007,22.2125,0.009111584164202213,0.010695927776396275,8.196524140657857e-05,2.0437477360246703e-05,1.0091934204101562,0.01803523302078247,0.049559906125068665,0.03394589200615883,0.13429531455039978,0.40570399165153503,0.39197710156440735,0.39465248584747314,,,,,,,,,
38,1035.9,22.861,0.19062615558505058,0.5478468984365463,0.00047393330169143155,0.0012095514684915543,2.1375959136094025e-07,6.497438980075654e-12,0.0,1.0,1.0,,0,1.9999999403953543,0.05833419991368246,2.1733741520379415e-05,0.003626608635327182,1.541992335055525e-07,0.0001999575416269681,0.5374999999999988,0.01002916693687439,0.011425931006669998,7.518421625718474e-05,-1.4649328477389645e-05,1.0093833208084106,0.018036987632513046,0.04955507442355156,0.03395676612854004,0.13430185616016388,0.4055468440055847,0.39210811257362366,0.3945167362689972,,,,,,,,,
39,1061.9,25.964,0.1286870075855404,0.44976746290922165,0.0004738359057228081,0.00121347326785326,2.3439497454091907e-07,6.018918653413752e-12,0.0,1.0,1.0,,0,1.9999999403953543,0.0619172142081023,5.2628044007856805e-05,0.00040114016049228583,1.750481257044147e-07,0.00019994758312609926,17.099999999999994,0.010131354443728924,0.011015229858458042,6.57552809570916e-05,-3.208024281775579e-05,1.009555459022522,0.01803903467953205,0.04954942688345909,0.03396766632795334,0.13430947065353394,0.405356764793396,0.3922595679759979,0.3945743441581726,,,,,,,,,
40,1089.2,27.288,0.23094258876517415,0.4498017430305481,0.00047396265290444717,0.0012150918482802808,2.025930072591109e-07,5.246013909734892e-12,0.0,1.0,1.0,,0,2.000000119209286,0.2118282122243561,0.00023221521341415194,0.0015758495032053984,1.429083772819057e-07,0.00019993657674685414,39.125,0.00892781000584364,0.008770449087023735,6.41803489997983e-05,-2.7633155696094036e-05,1.0096644163131714,0.018040237948298454,0.04954614117741585,0.03397435322403908,0.13431395590305328,0.4053293466567993,0.39239493012428284,0.3948380947113037,,,,,,,,,
41,1112.9,23.722,2.709992148913443,0.45448706299066544,0.0004742576493299566,0.0012174286821391433,1.4225269140411e-07,4.343560450550954e-12,0.0,1.0,1.0,,0,1.999999582767443,0.0986831921149238,3.0118770131840558e-05,0.0014892233367530372,1.6474159410231043e-07,0.00019992452260468444,10.424999999999997,0.008196021430194378,0.00795493833720684,5.9941357903881e-05,-2.742075412243139e-05,1.0096561908721924,0.018036359921097755,0.04955678805708885,0.03396517038345337,0.13429951667785645,0.4051915407180786,0.3924972414970398,0.3951178193092346,,,,,,,,,
42,1139.8,26.877,0.29284386336803436,0.5237846001982689,0.00047440586058655754,0.0012207393010612577,1.2658300363455055e-07,3.033101818750855e-12,0.0,1.0,1.0,,0,2.000000119209286,0.05127350473900844,3.335860075063823e-05,0.0013248084533439,8.679374284321561e-08,0.00019991142082603243,30.4125,0.007739316206425428,0.00778725603595376,3.422864028834738e-05,-1.6865305951796472e-05,1.0096396207809448,0.018033573403954506,0.04956446588039398,0.03395818546414375,0.13428914546966553,0.4051513969898224,0.39251360297203064,0.39534926414489746,,,,,,,,,
43,1167.4,27.642,0.10343534895218909,0.4558502286672592,0.00047459607594646513,0.0012233779125381261,1.1244613062899589e-07,1.6630103869506863e-12,0.0,1.0,1.0,,0,1.9999997615814067,0.1248966121029562,0.00012689493784605877,0.00019871733069616506,7.328344039449093e-08,0.0001998972715483296,9.1875,0.007047190330922604,0.007146039046347141,2.1491407096618786e-05,-2.7991304705210496e-06,1.0096216201782227,0.0180314052850008,0.04957045987248421,0.033952560275793076,0.13428106904029846,0.4051544666290283,0.39268773794174194,0.39547204971313477,,,,,,,,,
44,1195.0,27.581,0.3576101614162326,0.5275285318493843,0.0004748840583488345,0.0012262806412763894,9.287003344127243e-08,5.746715901538621e-13,0.0,1.0,1.0,,0,1.999999701976754,0.14892365970038465,4.113089020278788e-05,0.0008616309527360463,6.382537514208623e-08,0.00019988207491999512,50.324999999999996,0.006407306995242834,0.006392324808984995,3.382936483831145e-05,7.81313701736508e-06,1.0096170902252197,0.01802997849881649,0.04957437142729759,0.03394912928342819,0.13427574932575226,0.4052269160747528,0.39291098713874817,0.3955895006656647,,,,,,,,,
45,1222.2,27.244,1.6451118439435959,0.6607540771365166,0.0004751281230710447,0.0012304882693570107,8.259218198247709e-08,6.907528002819859e-13,0.0,1.0,1.0,,0,1.999999701976754,0.07481576274047512,5.460715586372232e-05,0.00199324691009913,4.9094424661462076e-08,0.00019986583110043446,49.95,0.006569592747837305,0.006953394506126642,2.5816478228080086e-05,1.4909333913237788e-05,1.0096486806869507,0.01802988350391388,0.049574654549360275,0.03395005315542221,0.1342754065990448,0.4052196443080902,0.392917662858963,0.39566895365715027,,,,,,,,,
46,1247.2,25.012,1.3666426949203014,0.43260159343481064,0.00047509829892078415,0.0012361513799987733,9.736819173156164e-08,1.0819160373371287e-12,0.0,1.0,1.0,,0,1.9999998211860577,0.5079436206263453,4.4932061054934684e-05,0.0033372922628793966,2.6709716341115323e-08,0.00019984854026003758,13.649999999999999,0.006721307523548603,0.007556005846709013,2.2306592654786073e-05,1.795566095097456e-05,1.0096005201339722,0.018029429018497467,0.04957589507102966,0.03394727408885956,0.1342737078666687,0.40504172444343567,0.3929399847984314,0.39572182297706604,,,,,,,,,
47,1275.0,27.747,0.19013403682038188,0.7103947103023529,0.0004750266525661573,0.0012431973300408572,1.0458225041531932e-07,8.108869072086591e-13,0.0,1.0,1.0,,0,2.0,0.12384603232495324,8.093008312875803e-05,0.0009237734757470433,5.5368948429846444e-08,0.00019983020258017726,-6.8249999999999975,0.0068777804262936115,0.008010676130652428,2.0436749764485285e-05,1.3355742339626886e-05,1.0095692873001099,0.01802924834191799,0.04957636818289757,0.03394573554396629,0.13427303731441498,0.4049041271209717,0.3930513858795166,0.395650714635849,,,,,,,,,
