finite_z_paths_pct,finite_r_paths_pct,finite_discount_paths_pct,finite_P_full_paths_pct,max_abs_D0_minus_1,min_D,pct_D_nonpos,pct_outside_3std,pct_outside_5std,max_std_dist,discount_min_p,discount_max_p,discount_max_p0_err,discount_pct_nonpos,discount_pct_above_one,discount_pct_upticks,discount_pct_curves_with_uptick,discount_max_uptick,edge_bad_rate_all,edge_bad_rate_inside_2,edge_bad_rate_inside_3,edge_bad_rate_outside_3,edge_nonfinite_rate_all,edge_above1_rate_all,edge_mono_rate_all,g0_pct_neg,g0_pct_tiny,sigma_min,sigma_max,pct_sigma_nonpos,pct_sigma_low,pct_sigma_high,rho_abs_max,pct_rho_out,min_cov_eig,max_abs_sr,mean_abs_sr
100.0,100.0,100.0,92.20007658004761,0.0,1.2199858161558067e-05,0.0,99.08578512396694,98.94479338842976,7.938706842429723e+22,0.0,2.1137865384390362e+301,0.0,6.583870967741936,62.57634408602151,56.24777777777778,59.86666666666667,2.1137865384390362e+301,65.53333333333333,0.0,2.941176470588235,66.25084288604181,9.433333333333334,65.36666666666666,59.86666666666667,59.333333333333336,0.0,0.0117159997154292,85.35336498971378,0.0,0.0,98.03333333333333,0.999979127685055,2.2333333333333334,5.533868930289324e-09,32.0,0.0011373919407868215
