bad_rate_all,bad_rate_inside_2,bad_rate_inside_3,bad_rate_outside_3,nonfinite_rate_all,above1_rate_all,mono_rate_all,nonfinite_rate_inside_3,nonfinite_rate_outside_3,above1_rate_inside_3,above1_rate_outside_3,mono_rate_inside_3,mono_rate_outside_3,outside_3_count,total_count
65.53333333333333,0.0,2.941176470588235,66.25084288604181,9.433333333333334,65.36666666666666,59.86666666666667,2.941176470588235,9.507754551584625,2.941176470588235,66.08226567768037,0.0,60.552933243425485,2966,3000
