finite_pct,max_abs_p0_err,mean_abs_p0_err,min_p,max_p,pct_nonpos,pct_above_one,pct_upticks,max_uptick,g0_min,g0_max,g0_mean,g0_pct_neg,G_global_min,G_any_neg,G_any_tiny,sigma_min,sigma_max,pct_sigma_nonpos,rho_abs_max,pct_rho_out,min_cov_eig,r_mean,r_std,r_min,r_max,r_p5,r_p95,r_pct_neg,r_pct_very_neg,r_pct_high,max_abs_sr,mean_abs_sr
100.0,0.0,0.0,0.17229532003063425,1.2340768386547507,0.0,2.367785824007022,2.3219954648526078,0.015482366663868596,0.023843314631913033,0.04716657171808256,0.03932379130177268,0.0,0.04886733092194781,0,0,0.23433355342574774,1.1613701270469592,0.0,0.9418360788016954,0.0,0.004813715998199589,0.024342356613633237,0.016136836287394263,-0.003361396671374693,0.07718857794030584,0.0014708926961805823,0.053617900329833414,1.9727891156462583,0.0,0.0,2.7755575615628914e-17,2.512248355623321e-18
