index,AUD,CAD,DKK,EUR,JPY,NOK,SEK,GBP,USD,All
Inverted — N,11.0,22.0,18.0,18.0,,27.0,20.0,3.0,15.0,134.0
Inverted — Avg RMSE (bps),11.09000015258789,14.050000190734863,10.529999732971191,10.970000267028809,,12.010000228881836,9.050000190734863,6.78000020980835,10.270000457763672,11.180000305175781
Inverted — Std RMSE (bps),2.759999990463257,3.819999933242798,5.010000228881836,5.130000114440918,,4.789999961853027,4.480000019073486,1.0099999904632568,3.450000047683716,4.570000171661377
Normal — N,159.0,142.0,150.0,152.0,170.0,142.0,150.0,124.0,147.0,1336.0
Normal — Avg RMSE (bps),8.390000343322754,7.099999904632568,6.599999904632568,6.829999923706055,8.960000038146973,7.090000152587891,8.0,8.789999961853027,8.369999885559082,7.800000190734863
Normal — Std RMSE (bps),4.869999885559082,3.5199999809265137,4.360000133514404,4.119999885559082,3.049999952316284,4.380000114440918,4.730000019073486,4.639999866485596,3.640000104904175,4.239999771118164
