index,AUD,CAD,DKK,EUR,JPY,NOK,SEK,GBP,USD,All
Negative rates — N,,,69.0,78.0,80.0,,67.0,,,294.0
Negative rates — Avg RMSE (bps),,,5.420000076293945,6.559999942779541,7.679999828338623,,8.460000038146973,,,7.03000020980835
Negative rates — Std RMSE (bps),,,2.759999990463257,3.7300000190734863,1.4199999570846558,,3.359999895095825,,,3.119999885559082
Non-negative rates — N,170.0,164.0,99.0,92.0,90.0,169.0,103.0,127.0,162.0,1176.0
Non-negative rates — Avg RMSE (bps),8.5600004196167,8.029999732971191,8.140000343322754,7.869999885559082,10.100000381469727,7.869999885559082,7.909999847412109,8.739999771118164,8.539999961853027,8.380000114440918
Non-negative rates — Std RMSE (bps),4.800000190734863,4.269999980926514,5.239999771118164,4.849999904632568,3.630000114440918,4.789999961853027,5.409999847412109,4.590000152587891,3.6500000953674316,4.610000133514404
