expiry,k,T_k,P0_Tk,MC_mean,MC_stderr,abs_err,rel_err_pct,n_valid,vol_date,pricing_date
5,2,7,0.9901313848301578,0.7516411226974997,0.005797602884949235,-0.23849026213265812,-24.086728871195973,2368,2016-07-29,2016-07-29
5,3,8,0.9827585014282062,0.7276063964920817,0.006718235902647034,-0.2551521049361245,-25.962848916119423,2368,2016-07-29,2016-07-29
5,4,9,0.9748288057947142,0.7051259339830699,0.007801583329196828,-0.2697028718116443,-27.66669082903979,2368,2016-07-29,2016-07-29
5,5,10,0.966464604784624,0.6842653524598419,0.009197763976850909,-0.28219925232478216,-29.199129582988718,2368,2016-07-29,2016-07-29
5,6,11,0.957729147589172,0.6632406589923513,0.01037679371324553,-0.29448848859682075,-30.748619203886303,2368,2016-07-29,2016-07-29
5,7,12,0.9486664879392124,0.6407877546625808,0.011277873888955948,-0.3078787332766316,-32.45384307244124,2368,2016-07-29,2016-07-29
5,8,13,0.939322208691422,0.6209225289268088,0.012190947814315288,-0.31839967976461325,-33.89674776328121,2368,2016-07-29,2016-07-29
5,9,14,0.9297506824887096,0.6030706123738675,0.013232883353096903,-0.3266800701148421,-35.136308718849385,2368,2016-07-29,2016-07-29
5,10,15,0.9200150140799294,0.5868193984683727,0.014051552221178657,-0.33319561561155664,-36.21632370258353,2368,2016-07-29,2016-07-29
10,0,10,0.966464604784624,0.66159974432496,0.006408420392800502,-0.304864860459664,-31.54433788370376,2307,2016-07-29,2016-07-29
10,1,11,0.957729147589172,0.6266851958170764,0.006794338393401607,-0.33104395177209567,-34.56550869370642,2307,2016-07-29,2016-07-29
10,2,12,0.9486664879392124,0.6042215005508911,0.008474113750656159,-0.3444449873883213,-36.30833298818839,2307,2016-07-29,2016-07-29
10,3,13,0.939322208691422,0.5814178592058838,0.00920756977156383,-0.3579043494855382,-38.10240470989586,2307,2016-07-29,2016-07-29
10,4,14,0.9297506824887096,0.5597951607761454,0.009768143567361207,-0.3699555217125642,-39.79083088406948,2307,2016-07-29,2016-07-29
10,5,15,0.9200150140799294,0.5406442329153044,0.010615736307562644,-0.37937078116462497,-41.23528152896707,2307,2016-07-29,2016-07-29
10,6,16,0.9101838539447799,0.5206119584566814,0.011375288287690449,-0.38957189548809845,-42.80145091562275,2307,2016-07-29,2016-07-29
10,7,17,0.9003274119895049,0.5042285549858665,0.012344066206768109,-0.39609885700363845,-43.99497912968752,2307,2016-07-29,2016-07-29
10,8,18,0.8905137873974194,0.48746696056559496,0.012949117283955565,-0.4030468268318244,-45.26003218992861,2307,2016-07-29,2016-07-29
10,9,19,0.8808060560974712,0.4713793522642838,0.013365883858815784,-0.4094267038331874,-46.483184464830664,2307,2016-07-29,2016-07-29
10,10,20,0.8712602166480155,0.45537603047424974,0.013540531917733925,-0.4158841861737657,-47.73363665952634,2307,2016-07-29,2016-07-29
1,0,1,0.9972412805205971,0.9764747173573128,0.0007770198473804784,-0.02076656316328429,-2.082401076742769,2504,2014-08-29,2014-08-29
1,1,2,0.9943240061691309,0.9728855689446676,0.004786478994800381,-0.021438437224463258,-2.1560816284683626,2504,2014-08-29,2014-08-29
1,2,3,0.9915800094567471,0.9727221289463762,0.006967419676365959,-0.01885788051037085,-1.9018011991490673,2504,2014-08-29,2014-08-29
1,3,4,0.9856447654210411,0.9759452775941044,0.008569270832141072,-0.009699487826936637,-0.984075416135678,2504,2014-08-29,2014-08-29
1,4,5,0.9757132474082807,0.9804115536661602,0.010493766547498076,0.004698306257879481,0.4815253119048312,2504,2014-08-29,2014-08-29
1,5,6,0.9626544376530981,0.9787414329523381,0.012330804841613606,0.01608699529923996,1.6711079978459586,2504,2014-08-29,2014-08-29
1,6,7,0.9475161548750818,0.9703498103558297,0.013766168249948365,0.022833655480747894,2.409843395626139,2504,2014-08-29,2014-08-29
1,7,8,0.9310950024796789,0.9538536569347781,0.014645359522279196,0.02275865445509917,2.444289185796148,2504,2014-08-29,2014-08-29
1,8,9,0.9138670885869901,0.9341315909037099,0.015108162054631601,0.020264502316719835,2.217445246666291,2504,2014-08-29,2014-08-29
1,9,10,0.896082054620916,0.9150035270068186,0.015466144448617773,0.018921472385902693,2.1115780958148247,2504,2014-08-29,2014-08-29
1,10,11,0.8778806407135874,0.897431710813485,0.015825169526344152,0.01955107009989765,2.227076118685738,2504,2014-08-29,2014-08-29
5,0,5,0.9757132474082807,0.8084248386408386,0.003213432164196566,-0.1672884087674421,-17.145243155383888,2384,2014-08-29,2014-08-29
5,1,6,0.9626544376530981,0.7694321203196522,0.003824056488144143,-0.19322231733344586,-20.071825337917925,2384,2014-08-29,2014-08-29
5,2,7,0.9475161548750818,0.7427613379728834,0.005146278725337406,-0.20475481690219843,-21.609638616577765,2384,2014-08-29,2014-08-29
5,3,8,0.9310950024796789,0.7235761259827771,0.007414046666644063,-0.20751887649690182,-22.28761575824599,2384,2014-08-29,2014-08-29
5,4,9,0.9138670885869901,0.6999747940092056,0.008215089165551368,-0.21389229457778447,-23.405186295580695,2384,2014-08-29,2014-08-29
