epoch,time_total_sec,time_interval_sec,loss_price,loss_eig,loss_l2,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm_Lambda,lr_Lambda,lambda_min_KQ,Lambda_norm_fro,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
10,370.3,35.467,0.5362589061260223,0.0005699888279195875,1.3792561537329107e-10,1.0,0.7685546875,5.2951848771837025,0,0.9999999105930288,2.797250000000001e-05,0.0023286757059395313,0.0013283253647387028,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
11,404.0,33.712,1.386329784989357,0.000566908871405758,2.063440945887507e-10,1.0,0.794677734375,5.2951848771837025,0,0.9999998807907033,3.0470000000000008e-05,0.002464485354721546,0.0016117446357384324,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
12,439.8,35.839,1.3014306873083115,0.0005637641006615013,2.9233051396237997e-10,1.0,0.74853515625,5.2951848771837025,0,0.9999999105930288,3.2967500000000006e-05,0.0025914206635206938,0.001867031562142074,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
13,477.7,37.822,0.8086523115634918,0.0005606230261037126,3.868623407732308e-10,1.0,0.7435302734375,5.2951848771837025,0,0.9999997615813925,3.546500000000001e-05,0.0027365984860807657,0.002136553404852748,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
14,513.2,35.564,1.272814229130745,0.0005570443900069222,5.056724067253882e-10,1.0,0.7666015625,5.2951848771837025,0,0.9999997615813925,3.796250000000001e-05,0.0028979177586734295,0.00241157878190279,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
15,550.0,36.786,0.9504914879798889,0.0005530821799766272,6.323644941019779e-10,1.0,0.7606201171875,5.2951848771837025,0,0.9999999701976772,4.046000000000001e-05,0.0030764685943722725,0.002689031418412924,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
16,590.5,40.433,0.8729052543640137,0.0005488500028150156,7.86539749997317e-10,1.0,0.715576171875,5.2951848771837025,0,0.9999999105930288,4.295750000000001e-05,0.0032579221297055483,0.0029876527842134237,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
17,625.9,35.417,1.5151909291744232,0.0005445073475129902,9.676803941482959e-10,1.0,0.7557373046875,5.2951848771837025,0,0.9999999403953534,4.545500000000002e-05,0.0034413121175020933,0.003308063605800271,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
18,662.7,36.82,1.0963021516799927,0.0005404423136496916,1.1845201486337942e-09,1.0,0.757080078125,5.2951848771837025,0,1.000000059604643,4.795250000000001e-05,0.0036214895080775023,0.003659140085801482,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
19,701.3,38.608,0.7232191413640976,0.00053586476133205,1.4477980481153452e-09,1.0,0.745849609375,5.2951848771837025,0,0.9999999403953534,5.045000000000001e-05,0.003841767553240061,0.00404639495536685,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
20,738.1,36.808,0.8660742118954659,0.0005306750390445814,1.7519771744467505e-09,1.0,0.7664794921875,5.2951848771837025,0,0.9999999403953534,5.294750000000002e-05,0.004070110619068146,0.004430233035236597,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
21,775.3,37.204,0.4864669218659401,0.0005252360861049965,2.0987448445808354e-09,1.0,0.7449951171875,5.2951848771837025,0,0.9999997615813925,5.544500000000002e-05,0.004316575359553099,0.004817587323486805,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
22,810.5,35.18,0.8314026892185211,0.0005194885889068246,2.4848758051199127e-09,1.0,0.763916015625,5.2951848771837025,0,0.9999999105930288,5.794250000000002e-05,0.004585538059473038,0.005272782873362303,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
23,847.0,36.522,1.0900555402040482,0.0005131782527314499,2.989189340496523e-09,1.0,0.7535400390625,5.2951848771837025,0,0.999999850988377,6.0440000000000024e-05,0.004870952107012272,0.005763624329119921,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
24,883.7,36.698,0.7733358964323997,0.0005065700097475201,3.5281152443999986e-09,1.0,0.75830078125,5.2951848771837025,0,0.9999999403953534,6.293750000000002e-05,0.005178736988455057,0.006221596151590347,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
25,915.9,32.156,1.1392866298556328,0.0004994702467229217,4.064662162406307e-09,1.0,0.802001953125,5.2951848771837025,0,0.999999850988377,6.543500000000001e-05,0.005510200746357441,0.006610543467104435,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
26,952.7,36.818,0.6022815108299255,0.0004920688807033002,4.5059788122969735e-09,1.0,0.7381591796875,5.2951848771837025,0,0.9999998807907033,6.793250000000002e-05,0.005838233977556229,0.006903010420501232,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
27,989.7,37.022,0.5655574426054955,0.0004847408054047264,4.956277499523765e-09,1.0,0.7451171875,5.2951848771837025,0,1.0,7.043000000000003e-05,0.006189865060150623,0.007266222964972258,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
28,1028.3,38.545,0.8614546358585358,0.0004766977726831101,5.490025656307296e-09,1.0,0.7291259765625,5.2951848771837025,0,0.9999999105930288,7.292750000000004e-05,0.006563411094248295,0.007659452967345715,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
29,1066.5,38.293,0.8563026785850525,0.00046873281826265156,6.1139894258488425e-09,1.0,0.7486572265625,5.2951848771837025,0,0.9999999701976772,7.542500000000003e-05,0.006928837392479181,0.008060527965426445,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
30,1099.2,32.61,1.5492532700300217,0.00046074310375843197,6.751613601529982e-09,1.0,0.7845458984375,5.2951848771837025,0,0.9999999403953534,7.792250000000004e-05,0.0072992416098713875,0.00849069282412529,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
31,1136.4,37.268,0.8927657604217529,0.0004530935257207602,7.449615035959312e-09,1.0,0.759765625,5.2951848771837025,0,0.999999850988377,8.042000000000003e-05,0.007652214728295803,0.0088811619207263,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
32,1170.4,33.943,0.8074215352535248,0.0004453752699191682,8.15778711249493e-09,1.0,0.7763671875,5.2951848771837025,0,0.9999998807907033,8.291750000000004e-05,0.008032198995351791,0.009306646883487701,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
33,1206.9,36.572,1.266601711511612,0.00043731806363211945,9.036890347147164e-09,1.0,0.756591796875,5.2951848771837025,0,0.9999999701976772,8.541500000000005e-05,0.008416039869189262,0.00984971597790718,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
34,1240.9,33.955,0.64687729626894,0.0004291455843485892,1.0131044225758501e-08,1.0,0.779052734375,5.2951848771837025,0,0.9999997615813925,8.791250000000006e-05,0.008817088790237904,0.010405576787889004,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
35,1278.6,37.705,0.6575191617012024,0.00042075365490745753,1.1283539658180075e-08,1.0,0.7410888671875,5.2951848771837025,0,0.9999998211860497,9.041000000000006e-05,0.009243765845894814,0.010972927324473858,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
36,1314.7,36.13,1.062515452504158,0.0004119640216231346,1.249378622780739e-08,1.0,0.7598876953125,5.2951848771837025,0,0.9999999105930288,9.290750000000007e-05,0.009681393392384052,0.011544203385710716,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
37,1350.1,35.406,1.7706320583820343,0.0004028992261737585,1.3915294916344578e-08,1.0,0.767333984375,5.2951848771837025,0,0.999999850988377,9.540500000000008e-05,0.010146267712116241,0.012221652083098888,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
38,1381.0,30.903,1.0662205964326859,0.0003933754560421221,1.5623144555831914e-08,1.0,0.8048095703125,5.2951848771837025,0,0.9999998211860497,9.790250000000007e-05,0.010654984042048454,0.012961331754922867,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
39,1416.1,35.072,0.3398354835808277,0.0003829729321296327,1.7583510647511957e-08,1.0,0.7635498046875,5.2951848771837025,0,0.9999997913837215,0.00010040000000000008,0.011199875734746456,0.013769305311143398,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
40,1452.5,36.432,0.9265309572219849,0.0003731852339114994,1.9693115138608164e-08,1.0,0.75,5.2951848771837025,0,0.9999999403953534,0.00010289750000000009,0.011615167371928692,0.014471584931015968,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
41,1485.2,32.656,2.7530034109950066,0.00036506977630779147,2.1692149410057482e-08,1.0,0.7939453125,5.2951848771837025,0,0.9999997913837215,0.00010539500000000008,0.012078065425157547,0.01516204234212637,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
42,1522.5,37.311,0.9960478842258453,0.00035594593646237627,2.3768947698954435e-08,1.0,0.7493896484375,5.2951848771837025,0,0.999999850988377,0.00010789250000000009,0.01258251816034317,0.015807831659913063,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
43,1559.8,37.335,1.2094672620296478,0.0003467884089332074,2.5796140779021925e-08,1.0,0.7373046875,5.2951848771837025,0,0.9999999403953534,0.0001103900000000001,0.013058480806648731,0.016510657966136932,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
44,1597.8,37.979,0.6897149235010147,0.0003377169123268686,2.82105538929045e-08,1.0,0.739501953125,5.2951848771837025,0,0.9999998211860497,0.0001128875000000001,0.01355491392314434,0.017278695479035378,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
45,1633.9,36.078,1.6888714283704758,0.00032860909414011985,3.078297172720568e-08,1.0,0.7490234375,5.2951848771837025,0,0.9999999701976772,0.00011538500000000009,0.014071191661059856,0.01798515021800995,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
46,1667.9,34.015,1.9268277436494827,0.0003189259150531143,3.339373400024215e-08,1.0,0.774169921875,5.2951848771837025,0,0.9999998807907033,0.00011788250000000008,0.014644295908510685,0.018742626532912254,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
47,1705.2,37.329,0.5720220729708672,0.00030851322662783787,3.623880040493077e-08,1.0,0.726318359375,5.2951848771837025,0,0.9999998807907033,0.00012038000000000009,0.01524641364812851,0.019534733146429062,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
48,1743.0,37.779,1.0953668355941772,0.0002978928678203374,3.94643251411253e-08,1.0,0.7454833984375,5.2951848771837025,0,0.9999999701976772,0.00012287750000000009,0.015880359336733818,0.020434707403182983,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
49,1779.8,36.73,1.3494710847735405,0.00028704950091196224,4.3350414813403404e-08,1.0,0.7542724609375,5.2951848771837025,0,0.9999998807907033,0.0001253750000000001,0.016482654958963394,0.021473484113812447,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
50,1818.3,38.538,0.5601957216858864,0.00027718533237930387,4.7878070397189276e-08,1.0,0.7293701171875,5.2951848771837025,0,0.9999999701976772,0.0001278725000000001,0.017069460824131966,0.022562742233276367,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
51,1855.7,37.455,1.413047730922699,0.00026734180573839694,5.2588152499311036e-08,1.0,0.743408203125,5.2951848771837025,0,0.9999998211860497,0.0001303700000000001,0.017698295414447784,0.023520367220044136,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
52,1890.7,34.984,1.0524254851043224,0.000256723455095198,5.711767592231354e-08,1.0,0.7640380859375,5.2951848771837025,0,0.9999999403953534,0.0001328675000000001,0.018379654735326767,0.024481112137436867,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
53,1925.5,34.73,0.6008399277925491,0.00024597895753686316,6.161267762649913e-08,1.0,0.7689208984375,5.2951848771837025,0,0.9999999105930288,0.0001353650000000001,0.019066909328103065,0.02541295252740383,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
54,1962.3,36.833,0.42713502794504166,0.00023513827181886882,6.656028617157972e-08,1.0,0.7398681640625,5.2951848771837025,0,1.0,0.00013786250000000013,0.019761428236961365,0.02644890733063221,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
55,1995.5,33.254,0.5926457270979881,0.0002249863973702304,7.221866660245269e-08,1.0,0.7957763671875,5.2951848771837025,0,0.9999999701976772,0.00014036000000000015,0.020398184657096863,0.027598224580287933,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
56,2030.3,34.755,1.8970291763544083,0.00021545388153754175,7.872044704981818e-08,1.0,0.7777099609375,5.2951848771837025,0,0.9999999105930288,0.00014285750000000015,0.021045206114649773,0.028842883184552193,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
57,2067.9,37.579,2.1131488010287285,0.00020572770517901517,8.588398614506332e-08,1.0,0.7412109375,5.2951848771837025,0,0.999999850988377,0.00014535500000000017,0.02178337052464485,0.0300427433103323,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
58,2105.9,37.997,0.8625225946307182,0.00019547534611774608,9.281488644319325e-08,1.0,0.7308349609375,5.2951848771837025,0,0.999999850988377,0.00014785250000000016,0.022452516481280327,0.031136969104409218,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
59,2141.8,35.913,0.5803206786513329,0.00018638120673131198,9.934421463242415e-08,1.0,0.75341796875,5.2951848771837025,0,0.9999997913837215,0.00015035000000000019,0.023126477375626564,0.0321524441242218,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
60,2173.5,31.758,1.092318993061781,0.0001768363763403613,1.060390104612452e-07,1.0,0.7896728515625,5.2951848771837025,0,0.9999999403953534,0.0001528475000000002,0.02388000302016735,0.03326127678155899,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
61,2208.6,35.064,1.02411350607872,0.00016691805285518058,1.1328167737190142e-07,1.0,0.751953125,5.2951848771837025,0,0.9999998807907033,0.0001553450000000002,0.024630066007375717,0.034338563680648804,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
62,2248.3,39.678,0.5363176837563515,0.0001574661655467935,1.2047507169654637e-07,1.0,0.7218017578125,5.2951848771837025,0,0.9999997913837215,0.0001578425000000002,0.025372471660375595,0.03532719239592552,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
63,2284.9,36.62,0.9655834808945656,0.00014814737733104266,1.2774507140989044e-07,1.0,0.7591552734375,5.2951848771837025,0,0.9999998211860497,0.0001603400000000002,0.02613246440887451,0.03638925403356552,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
64,2320.8,35.937,1.3637687638401985,0.00013892671631765552,1.3529253806154884e-07,1.0,0.73876953125,5.2951848771837025,0,0.9999999105930288,0.0001628375000000002,0.02688346989452839,0.03743620216846466,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
65,2358.4,37.575,1.3042151853442192,0.0001303576209465973,1.4270784021164218e-07,1.0,0.745361328125,5.2951848771837025,0,0.999999850988377,0.0001653350000000002,0.027620166540145874,0.03831169009208679,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
66,2395.2,36.803,0.33907903730869293,0.0001223730832862202,1.4924160396390107e-07,1.0,0.7584228515625,5.2951848771837025,0,1.0,0.0001678325000000002,0.028278077021241188,0.03911663219332695,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
67,2431.4,36.16,0.2439102977514267,0.0001150285479525337,1.552471857735327e-07,1.0,0.775634765625,5.2951848771837025,0,0.9999997913837215,0.00017033000000000022,0.029033716768026352,0.03983692824840546,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
68,2467.0,35.611,1.4610743150115013,0.00010656527410901617,1.60900054169133e-07,1.0,0.755126953125,5.2951848771837025,0,0.9999998807907033,0.00017282750000000022,0.02990475855767727,0.040584415197372437,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
69,2502.4,35.438,0.5652288533747196,9.759842942003161e-05,1.67651393212509e-07,1.0,0.7572021484375,5.2951848771837025,0,0.999999850988377,0.0001753250000000002,0.030783871188759804,0.04158967360854149,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
70,2537.8,35.364,0.4433159399777651,8.953166616265662e-05,1.764757051603283e-07,1.0,0.774169921875,5.2951848771837025,0,0.9999994039533746,0.00017782250000000023,0.03158047795295715,0.042734939604997635,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
71,2573.7,35.913,0.683653898537159,8.184969010471832e-05,1.8662516865219914e-07,1.0,0.7587890625,5.2951848771837025,0,0.9999999403953534,0.00018032000000000023,0.03245358541607857,0.04400759935379028,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
72,2612.7,38.983,0.37958788126707077,7.441560046572704e-05,1.9797730388404489e-07,1.0,0.7294921875,5.2951848771837025,0,0.9999999701976772,0.00018281750000000022,0.033180803060531616,0.04517285153269768,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
73,2647.6,34.95,0.45638078451156616,6.862159898446407e-05,2.0721134674772657e-07,1.0,0.7568359375,5.2951848771837025,0,0.999999850988377,0.00018531500000000021,0.033879831433296204,0.046133145689964294,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
74,2683.9,36.242,0.6266709789633751,6.269798996072495e-05,2.1637517377826043e-07,1.0,0.7698974609375,5.2951848771837025,0,0.999999850988377,0.00018781250000000024,0.034648168832063675,0.0471651516854763,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
75,2719.7,35.861,0.5689977891743183,5.672131555911619e-05,2.2671440191857073e-07,1.0,0.7464599609375,5.2951848771837025,0,0.9999996721744,0.00019031000000000026,0.03544863685965538,0.04840254411101341,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
76,2755.5,35.728,0.2415061704814434,5.072689691587584e-05,2.395497737950336e-07,1.0,0.7615966796875,5.2951848771837025,0,0.9999998211860497,0.00019280750000000025,0.03629350662231445,0.049812790006399155,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
