date,expiry,tenor,split,sigma_mkt,sigma_cal,s_cell,path_frac,sigma_mod1,err_s1_bp,err_cal_bp
2016-06-30,5,10,train,73.4,111.3,0.1274,1.0,328.8,255.4,37.89999999999999
2016-06-30,10,1,train,66.0,133.7,0.1214,1.0,318.9,252.89999999999998,67.69999999999999
2016-06-30,10,5,train,61.1,107.9,0.14504,1.0,242.9,181.8,46.800000000000004
2016-06-30,10,10,train,66.4,119.5,0.18302,1.0,208.6,142.2,53.099999999999994
2016-07-29,1,1,train,0.0,237.7,0.13841,1.0,761.2,761.2,237.7
2016-07-29,1,5,train,0.0,166.4,0.15101,1.0,656.8,656.8,166.4
2016-07-29,1,10,train,152.2,111.4,0.09815,1.0,621.4,469.2,-40.79999999999998
2016-07-29,5,1,train,0.0,197.4,0.1419,1.0,490.1,490.1,197.4
2016-07-29,5,5,train,119.2,123.3,0.12419,1.0,386.5,267.3,4.099999999999994
2016-07-29,5,10,train,82.7,118.4,0.1274,1.0,323.5,240.8,35.7
2016-07-29,10,1,train,75.7,137.4,0.1214,1.0,312.1,236.40000000000003,61.7
2016-07-29,10,5,train,68.1,114.5,0.14504,1.0,249.8,181.70000000000002,46.400000000000006
2016-07-29,10,10,train,74.7,112.8,0.18302,1.0,199.5,124.8,38.099999999999994
2016-08-31,1,1,train,0.0,243.6,0.13841,1.0,747.7,747.7,243.6
2016-08-31,1,5,train,0.0,172.9,0.15101,1.0,646.5,646.5,172.9
2016-08-31,1,10,train,141.8,112.1,0.09815,1.0,586.2,444.40000000000003,-29.700000000000017
2016-08-31,5,1,train,0.0,200.6,0.1419,1.0,504.7,504.7,200.6
2016-08-31,5,5,train,115.4,116.3,0.12419,1.0,387.9,272.5,0.8999999999999915
2016-08-31,5,10,train,81.1,116.7,0.1274,1.0,334.8,253.70000000000002,35.60000000000001
2016-08-31,10,1,train,76.4,126.9,0.1214,1.0,306.4,229.99999999999997,50.5
2016-08-31,10,5,train,66.4,106.7,0.14504,1.0,248.2,181.79999999999998,40.3
2016-08-31,10,10,train,69.9,119.6,0.18302,1.0,204.3,134.4,49.69999999999999
2016-09-30,1,1,train,0.0,244.8,0.13841,1.0,780.0,780.0,244.8
2016-09-30,1,5,train,0.0,167.1,0.15101,1.0,670.7,670.7,167.1
2016-09-30,1,10,train,145.3,106.0,0.09815,1.0,584.0,438.7,-39.30000000000001
2016-09-30,5,1,train,0.0,199.2,0.1419,1.0,507.0,507.0,199.2
2016-09-30,5,5,train,110.0,121.5,0.12419,1.0,387.4,277.4,11.5
2016-09-30,5,10,train,77.2,111.0,0.1274,1.0,331.6,254.40000000000003,33.8
2016-09-30,10,1,train,71.5,130.5,0.1214,1.0,313.2,241.7,59.0
2016-09-30,10,5,train,63.0,112.0,0.14504,1.0,245.7,182.7,49.0
2016-09-30,10,10,train,66.4,114.0,0.18302,1.0,198.2,131.79999999999998,47.599999999999994
2016-10-31,1,1,train,0.0,234.5,0.13841,1.0,760.9,760.9,234.5
2016-10-31,1,5,train,0.0,158.9,0.15101,1.0,633.0,633.0,158.9
2016-10-31,1,10,train,87.2,104.0,0.09815,1.0,590.6,503.40000000000003,16.799999999999997
2016-10-31,5,1,train,0.0,186.3,0.1419,1.0,480.4,480.4,186.3
2016-10-31,5,5,train,68.0,113.6,0.12419,1.0,385.2,317.2,45.599999999999994
2016-10-31,5,10,train,56.5,113.7,0.1274,1.0,331.9,275.4,57.2
2016-10-31,10,1,train,53.5,135.4,0.1214,1.0,327.9,274.4,81.9
2016-10-31,10,5,train,48.9,107.0,0.14504,1.0,247.5,198.6,58.1
2016-10-31,10,10,train,50.6,113.8,0.18302,1.0,194.6,144.0,63.199999999999996
2016-11-30,1,1,train,0.0,260.4,0.13841,1.0,776.4,776.4,260.4
2016-11-30,1,5,train,181.4,174.3,0.15101,1.0,648.2,466.80000000000007,-7.099999999999994
2016-11-30,1,10,train,72.9,84.9,0.09815,1.0,575.1,502.20000000000005,12.0
2016-11-30,5,1,train,123.7,199.3,0.1419,1.0,488.2,364.5,75.60000000000001
2016-11-30,5,5,train,54.7,112.5,0.12419,1.0,366.0,311.3,57.8
2016-11-30,5,10,train,48.3,104.6,0.1274,1.0,324.9,276.59999999999997,56.3
2016-11-30,10,1,train,44.0,126.5,0.1214,1.0,313.8,269.8,82.5
2016-11-30,10,5,train,41.4,110.8,0.14504,1.0,246.3,204.9,69.4
2016-11-30,10,10,train,42.7,114.9,0.18302,1.0,197.5,154.8,72.2
2016-12-30,1,1,train,0.0,224.6,0.13841,1.0,763.3,763.3,224.6
2016-12-30,1,5,train,198.2,163.9,0.15101,1.0,663.9,465.7,-34.29999999999998
2016-12-30,1,10,train,77.7,87.9,0.09815,1.0,578.1,500.40000000000003,10.200000000000003
2016-12-30,5,1,train,155.3,198.6,0.1419,1.0,496.3,341.0,43.29999999999998
2016-12-30,5,5,train,58.3,117.3,0.12419,1.0,378.5,320.2,59.0
2016-12-30,5,10,train,50.2,104.6,0.1274,1.0,316.3,266.1,54.39999999999999
2016-12-30,10,1,train,44.7,130.6,0.1214,1.0,310.7,266.0,85.89999999999999
2016-12-30,10,5,train,42.1,113.6,0.14504,1.0,245.9,203.8,71.5
2016-12-30,10,10,train,44.0,114.7,0.18302,1.0,191.8,147.8,70.7
2017-01-31,1,1,train,0.0,261.9,0.13841,1.0,771.5,771.5,261.9
2017-01-31,1,5,train,119.7,152.5,0.15101,1.0,622.1,502.40000000000003,32.8
2017-01-31,1,10,train,61.5,80.3,0.09815,1.0,556.7,495.20000000000005,18.799999999999997
2017-01-31,5,1,train,84.9,206.7,0.1419,1.0,498.5,413.6,121.79999999999998
2017-01-31,5,5,train,47.3,108.0,0.12419,1.0,370.5,323.2,60.7
2017-01-31,5,10,train,41.7,91.1,0.1274,1.0,296.0,254.3,49.39999999999999
2017-01-31,10,1,train,36.9,127.1,0.1214,1.0,306.5,269.6,90.19999999999999
2017-01-31,10,5,train,35.9,110.9,0.14504,1.0,242.5,206.6,75.0
2017-01-31,10,10,train,36.7,107.8,0.18302,1.0,189.9,153.2,71.1
2017-02-28,1,5,train,207.8,152.9,0.15101,1.0,619.2,411.40000000000003,-54.900000000000006
2017-02-28,1,10,train,73.2,96.2,0.09815,1.0,598.3,525.0999999999999,23.0
2017-02-28,5,1,train,151.0,190.6,0.1419,1.0,491.0,340.0,39.599999999999994
2017-02-28,5,5,train,55.4,113.1,0.12419,1.0,383.3,327.90000000000003,57.699999999999996
2017-02-28,5,10,train,46.6,112.8,0.1274,1.0,320.8,274.2,66.19999999999999
2017-02-28,10,1,train,40.6,130.2,0.1214,1.0,310.1,269.5,89.6
2017-02-28,10,5,train,38.3,108.4,0.14504,1.0,234.9,196.60000000000002,70.10000000000001
2017-02-28,10,10,train,39.2,109.2,0.18302,1.0,196.2,157.0,70.0
2017-03-31,1,5,train,129.2,158.4,0.15101,1.0,646.6,517.4000000000001,29.200000000000017
2017-03-31,1,10,train,63.8,82.7,0.09815,1.0,577.3,513.5,18.900000000000006
2017-03-31,5,1,train,110.0,198.6,0.1419,1.0,482.3,372.3,88.6
2017-03-31,5,5,train,53.0,108.3,0.12419,1.0,367.6,314.6,55.3
2017-03-31,5,10,train,44.1,100.8,0.1274,1.0,317.1,273.0,56.699999999999996
2017-03-31,10,1,train,41.0,132.5,0.1214,1.0,308.4,267.4,91.5
2017-03-31,10,5,train,37.9,111.6,0.14504,1.0,236.1,198.2,73.69999999999999
2017-03-31,10,10,train,37.6,114.4,0.18302,1.0,195.0,157.4,76.80000000000001
2017-04-28,1,5,train,118.8,157.4,0.15101,1.0,621.8,502.99999999999994,38.60000000000001
2017-04-28,1,10,train,59.6,83.8,0.09815,1.0,568.5,508.9,24.199999999999996
2017-04-28,5,1,train,97.0,193.7,0.1419,1.0,485.5,388.5,96.69999999999999
2017-04-28,5,5,train,50.3,114.8,0.12419,1.0,378.1,327.8,64.5
2017-04-28,5,10,train,42.0,103.1,0.1274,1.0,311.7,269.7,61.099999999999994
2017-04-28,10,1,train,39.1,131.8,0.1214,1.0,315.7,276.59999999999997,92.70000000000002
2017-04-28,10,5,train,36.2,108.5,0.14504,1.0,247.8,211.60000000000002,72.3
2017-04-28,10,10,train,36.1,107.1,0.18302,1.0,188.8,152.70000000000002,71.0
2017-05-31,1,5,train,119.7,151.7,0.15101,1.0,596.4,476.7,31.999999999999986
2017-05-31,1,10,train,55.5,77.9,0.09815,1.0,568.3,512.8,22.400000000000006
2017-05-31,5,1,train,95.6,199.4,0.1419,1.0,476.6,381.0,103.80000000000001
2017-05-31,5,5,train,48.2,113.8,0.12419,1.0,384.9,336.7,65.6
2017-05-31,5,10,train,40.0,101.9,0.1274,1.0,303.3,263.3,61.900000000000006
2017-05-31,10,1,train,37.6,129.8,0.1214,1.0,306.9,269.29999999999995,92.20000000000002
2017-05-31,10,5,train,34.8,108.6,0.14504,1.0,240.0,205.2,73.8
2017-05-31,10,10,train,34.4,104.8,0.18302,1.0,193.7,159.29999999999998,70.4
2017-06-30,1,5,train,90.5,156.9,0.15101,1.0,638.8,548.3,66.4
2017-06-30,1,10,train,50.6,75.7,0.09815,1.0,551.6,501.0,25.1
2017-06-30,5,1,train,72.0,209.9,0.1419,1.0,491.3,419.3,137.9
2017-06-30,5,5,train,43.2,111.2,0.12419,1.0,379.3,336.1,68.0
2017-06-30,5,10,train,37.4,98.0,0.1274,1.0,311.3,273.90000000000003,60.6
2017-06-30,10,1,train,35.2,137.5,0.1214,1.0,301.3,266.1,102.3
2017-06-30,10,5,train,33.2,111.8,0.14504,1.0,229.1,195.89999999999998,78.6
2017-06-30,10,10,train,33.1,107.1,0.18302,1.0,200.7,167.6,74.0
2017-07-31,1,5,train,81.9,160.8,0.15101,1.0,649.1,567.2,78.9
2017-07-31,1,10,train,46.6,84.0,0.09815,1.0,570.5,523.9,37.4
2017-07-31,5,1,train,64.6,195.8,0.1419,1.0,483.4,418.79999999999995,131.20000000000002
2017-07-31,5,5,train,40.2,114.1,0.12419,1.0,367.1,326.90000000000003,73.89999999999999
2017-07-31,5,10,train,35.0,99.4,0.1274,1.0,307.7,272.7,64.4
2017-07-31,10,1,train,33.4,134.4,0.1214,1.0,309.6,276.20000000000005,101.0
2017-07-31,10,5,train,31.1,96.9,0.14504,1.0,231.9,200.8,65.80000000000001
2017-07-31,10,10,train,30.9,99.4,0.18302,1.0,185.0,154.1,68.5
2017-08-31,1,5,train,115.6,159.4,0.15101,1.0,632.2,516.6,43.80000000000001
2017-08-31,1,10,train,53.5,87.6,0.09815,1.0,575.5,522.0,34.099999999999994
2017-08-31,5,1,train,85.9,210.1,0.1419,1.0,496.8,410.9,124.19999999999999
2017-08-31,5,5,train,46.2,116.8,0.12419,1.0,376.1,329.90000000000003,70.6
2017-08-31,5,10,train,38.6,102.9,0.1274,1.0,308.9,270.29999999999995,64.30000000000001
2017-08-31,10,1,train,36.6,134.8,0.1214,1.0,308.5,271.9,98.20000000000002
2017-08-31,10,5,train,33.6,113.5,0.14504,1.0,244.1,210.5,79.9
2017-08-31,10,10,train,33.2,109.7,0.18302,1.0,190.1,156.89999999999998,76.5
2017-09-29,1,5,train,87.5,162.1,0.15101,1.0,632.0,544.5,74.6
2017-09-29,1,10,train,46.8,78.7,0.09815,1.0,548.3,501.49999999999994,31.900000000000006
2017-09-29,5,1,train,69.5,203.3,0.1419,1.0,497.1,427.6,133.8
2017-09-29,5,5,train,41.9,109.2,0.12419,1.0,357.3,315.40000000000003,67.30000000000001
2017-09-29,5,10,train,35.6,96.5,0.1274,1.0,300.0,264.4,60.9
2017-09-29,10,1,train,34.2,132.9,0.1214,1.0,314.8,280.6,98.7
2017-09-29,10,5,train,31.6,110.7,0.14504,1.0,251.4,219.8,79.1
2017-09-29,10,10,train,31.5,111.1,0.18302,1.0,193.2,161.7,79.6
2017-10-31,1,5,train,92.3,158.2,0.15101,1.0,618.5,526.2,65.89999999999999
2017-10-31,1,10,train,45.6,82.4,0.09815,1.0,546.2,500.6,36.800000000000004
2017-10-31,5,1,train,73.4,218.4,0.1419,1.0,496.3,422.9,145.0
2017-10-31,5,5,train,42.8,117.7,0.12419,1.0,373.4,330.59999999999997,74.9
2017-10-31,5,10,train,35.9,101.0,0.1274,1.0,299.0,263.1,65.1
2017-10-31,10,1,train,35.1,128.7,0.1214,1.0,316.5,281.4,93.6
2017-10-31,10,5,train,31.9,110.6,0.14504,1.0,240.4,208.5,78.69999999999999
2017-10-31,10,10,train,31.5,111.9,0.18302,1.0,195.8,164.3,80.4
2017-11-30,1,5,train,85.6,154.5,0.15101,1.0,617.9,532.3,68.9
2017-11-30,1,10,train,44.5,76.5,0.09815,1.0,550.8,506.29999999999995,32.0
2017-11-30,5,1,train,73.5,193.7,0.1419,1.0,488.5,415.0,120.19999999999999
2017-11-30,5,5,train,44.5,116.5,0.12419,1.0,373.0,328.5,72.0
2017-11-30,5,10,train,37.3,97.1,0.1274,1.0,310.7,273.4,59.8
2017-11-30,10,1,train,37.2,133.3,0.1214,1.0,324.1,286.90000000000003,96.10000000000001
2017-11-30,10,5,train,33.7,109.8,0.14504,1.0,237.0,203.3,76.1
2017-11-30,10,10,train,33.2,109.3,0.18302,1.0,195.1,161.89999999999998,76.1
2017-12-29,1,5,train,72.6,147.4,0.15101,1.0,605.9,533.3,74.80000000000001
2017-12-29,1,10,train,42.2,75.0,0.09815,1.0,558.5,516.3,32.8
2017-12-29,5,1,train,66.5,198.5,0.1419,1.0,493.2,426.7,132.0
2017-12-29,5,5,train,43.2,112.0,0.12419,1.0,376.6,333.40000000000003,68.8
2017-12-29,5,10,train,36.2,97.0,0.1274,1.0,314.9,278.7,60.8
2017-12-29,10,1,train,37.3,136.4,0.1214,1.0,313.8,276.5,99.10000000000001
2017-12-29,10,5,train,33.3,108.5,0.14504,1.0,241.1,207.8,75.2
2017-12-29,10,10,train,32.9,110.8,0.18302,1.0,192.6,159.7,77.9
2018-01-31,1,5,train,53.8,140.0,0.15101,1.0,600.7,546.9000000000001,86.2
2018-01-31,1,10,train,36.7,66.8,0.09815,1.0,556.2,519.5,30.099999999999994
2018-01-31,5,1,train,49.4,203.7,0.1419,1.0,478.5,429.1,154.29999999999998
2018-01-31,5,5,train,37.8,111.2,0.12419,1.0,379.0,341.2,73.4
2018-01-31,5,10,train,33.3,93.8,0.1274,1.0,296.9,263.59999999999997,60.5
2018-01-31,10,1,train,34.1,135.8,0.1214,1.0,309.4,275.29999999999995,101.70000000000002
2018-01-31,10,5,train,31.6,98.7,0.14504,1.0,232.0,200.4,67.1
2018-01-31,10,10,train,31.6,106.9,0.18302,1.0,188.7,157.1,75.30000000000001
2018-02-28,1,5,train,57.2,140.5,0.15101,1.0,600.2,543.0,83.3
2018-02-28,1,10,train,37.3,71.1,0.09815,1.0,539.6,502.3,33.8
2018-02-28,5,1,train,50.7,210.3,0.1419,1.0,499.9,449.2,159.60000000000002
2018-02-28,5,5,train,37.6,116.7,0.12419,1.0,383.5,345.9,79.1
2018-02-28,5,10,train,33.3,92.3,0.1274,1.0,303.3,270.0,59.0
2018-02-28,10,1,train,33.5,133.3,0.1214,1.0,305.4,271.9,99.80000000000001
2018-02-28,10,5,train,30.9,106.5,0.14504,1.0,245.7,214.79999999999998,75.6
2018-02-28,10,10,train,30.7,102.1,0.18302,1.0,193.0,162.3,71.39999999999999
2018-03-30,1,5,train,63.5,153.4,0.15101,1.0,606.5,543.0,89.9
2018-03-30,1,10,train,39.2,76.8,0.09815,1.0,556.8,517.5999999999999,37.599999999999994
2018-03-30,5,1,train,57.2,192.9,0.1419,1.0,492.2,435.0,135.7
2018-03-30,5,5,train,40.4,107.5,0.12419,1.0,375.4,335.0,67.1
2018-03-30,5,10,train,34.9,100.1,0.1274,1.0,307.0,272.1,65.19999999999999
2018-03-30,10,1,train,35.3,132.9,0.1214,1.0,294.2,258.9,97.60000000000001
2018-03-30,10,5,train,32.1,106.6,0.14504,1.0,244.0,211.9,74.5
2018-03-30,10,10,train,32.1,104.1,0.18302,1.0,188.7,156.6,72.0
2018-04-30,1,5,train,57.3,149.3,0.15101,1.0,624.2,566.9000000000001,92.00000000000001
2018-04-30,1,10,train,36.1,80.7,0.09815,1.0,560.6,524.5,44.6
2018-04-30,5,1,train,53.0,199.3,0.1419,1.0,485.0,432.0,146.3
2018-04-30,5,5,train,38.1,113.2,0.12419,1.0,365.3,327.2,75.1
2018-04-30,5,10,train,33.1,93.7,0.1274,1.0,312.6,279.5,60.6
2018-04-30,10,1,train,33.7,138.7,0.1214,1.0,316.4,282.7,104.99999999999999
2018-04-30,10,5,train,30.7,105.7,0.14504,1.0,235.3,204.60000000000002,75.0
2018-04-30,10,10,train,30.8,107.1,0.18302,1.0,194.8,164.0,76.3
2018-05-31,1,5,train,77.4,155.3,0.15101,1.0,631.7,554.3000000000001,77.9
2018-05-31,1,10,train,42.1,81.3,0.09815,1.0,553.6,511.5,39.199999999999996
2018-05-31,5,1,train,61.8,198.4,0.1419,1.0,489.6,427.8,136.60000000000002
2018-05-31,5,5,train,41.2,107.2,0.12419,1.0,366.4,325.2,66.0
2018-05-31,5,10,train,34.5,98.9,0.1274,1.0,303.7,269.2,64.4
2018-05-31,10,1,train,35.3,136.7,0.1214,1.0,304.3,269.0,101.39999999999999
2018-05-31,10,5,train,32.0,104.0,0.14504,1.0,239.7,207.7,72.0
2018-05-31,10,10,train,31.7,111.7,0.18302,1.0,194.8,163.10000000000002,80.0
2018-06-29,1,5,train,81.7,156.8,0.15101,1.0,632.7,551.0,75.10000000000001
2018-06-29,1,10,train,41.9,80.3,0.09815,1.0,546.3,504.4,38.4
2018-06-29,5,1,train,65.4,206.8,0.1419,1.0,491.6,426.20000000000005,141.4
2018-06-29,5,5,train,42.8,113.8,0.12419,1.0,377.3,334.5,71.0
2018-06-29,5,10,train,35.6,94.2,0.1274,1.0,309.8,274.2,58.6
2018-06-29,10,1,train,36.4,142.0,0.1214,1.0,315.0,278.6,105.6
2018-06-29,10,5,train,32.8,110.6,0.14504,1.0,242.3,209.5,77.8
2018-06-29,10,10,train,32.4,110.7,0.18302,1.0,196.9,164.5,78.30000000000001
2018-07-31,1,5,train,65.3,151.6,0.15101,1.0,608.6,543.3000000000001,86.3
2018-07-31,1,10,train,36.6,74.3,0.09815,1.0,544.8,508.19999999999993,37.699999999999996
2018-07-31,5,1,train,60.1,204.7,0.1419,1.0,496.2,436.09999999999997,144.6
2018-07-31,5,5,train,40.3,116.6,0.12419,1.0,384.6,344.3,76.3
2018-07-31,5,10,train,33.5,95.6,0.1274,1.0,313.7,280.2,62.099999999999994
2018-07-31,10,1,train,35.8,134.7,0.1214,1.0,309.4,273.59999999999997,98.89999999999999
2018-07-31,10,5,train,32.0,105.1,0.14504,1.0,234.4,202.4,73.1
2018-07-31,10,10,train,31.1,110.8,0.18302,1.0,193.8,162.70000000000002,79.69999999999999
2018-08-31,1,5,train,78.6,147.7,0.15101,1.0,601.6,523.0,69.1
2018-08-31,1,10,train,40.3,80.5,0.09815,1.0,601.3,561.0,40.2
2018-08-31,5,1,train,67.3,203.8,0.1419,1.0,501.1,433.8,136.5
2018-08-31,5,5,train,42.7,108.5,0.12419,1.0,368.9,326.2,65.8
2018-08-31,5,10,train,35.1,100.1,0.1274,1.0,319.2,284.09999999999997,65.0
2018-08-31,10,1,train,36.6,129.1,0.1214,1.0,305.9,269.29999999999995,92.5
2018-08-31,10,5,train,32.6,111.1,0.14504,1.0,239.8,207.20000000000002,78.5
2018-08-31,10,10,train,31.9,103.9,0.18302,1.0,196.5,164.6,72.0
2018-09-28,1,5,train,61.1,151.5,0.15101,1.0,618.2,557.1,90.4
2018-09-28,1,10,train,35.3,72.5,0.09815,1.0,573.0,537.7,37.2
2018-09-28,5,1,train,55.3,204.0,0.1419,1.0,484.3,429.0,148.7
2018-09-28,5,5,train,38.9,114.1,0.12419,1.0,366.1,327.20000000000005,75.19999999999999
2018-09-28,5,10,train,32.7,93.5,0.1274,1.0,297.6,264.90000000000003,60.8
2018-09-28,10,1,train,35.0,136.4,0.1214,1.0,301.8,266.8,101.4
2018-09-28,10,5,train,31.4,105.4,0.14504,1.0,232.3,200.9,74.0
2018-09-28,10,10,train,30.7,107.4,0.18302,1.0,193.8,163.10000000000002,76.7
2018-10-31,1,5,train,68.1,151.0,0.15101,1.0,598.6,530.5,82.9
2018-10-31,1,10,train,38.6,71.9,0.09815,1.0,538.6,500.0,33.300000000000004
2018-10-31,5,1,train,60.0,196.2,0.1419,1.0,495.2,435.2,136.2
2018-10-31,5,5,train,40.7,107.6,0.12419,1.0,378.6,337.90000000000003,66.89999999999999
2018-10-31,5,10,train,33.8,91.7,0.1274,1.0,304.7,270.9,57.900000000000006
2018-10-31,10,1,train,35.4,132.9,0.1214,1.0,309.1,273.70000000000005,97.5
2018-10-31,10,5,train,31.8,107.2,0.14504,1.0,239.5,207.7,75.4
2018-10-31,10,10,train,31.2,101.0,0.18302,1.0,179.3,148.10000000000002,69.8
2018-11-30,1,5,train,77.9,152.5,0.15101,1.0,614.7,536.8000000000001,74.6
2018-11-30,1,10,train,39.8,79.2,0.09815,1.0,559.9,520.1,39.400000000000006
2018-11-30,5,1,train,64.7,183.4,0.1419,1.0,466.8,402.1,118.7
2018-11-30,5,5,train,42.7,113.2,0.12419,1.0,371.9,329.2,70.5
2018-11-30,5,10,train,35.1,102.6,0.1274,1.0,317.5,282.4,67.5
2018-11-30,10,1,train,36.9,135.2,0.1214,1.0,300.0,263.1,98.29999999999998
2018-11-30,10,5,train,33.2,105.6,0.14504,1.0,232.2,199.0,72.39999999999999
2018-11-30,10,10,train,32.7,109.0,0.18302,1.0,191.6,158.89999999999998,76.3
2018-12-31,1,5,train,92.4,159.1,0.15101,1.0,630.5,538.1,66.69999999999999
2018-12-31,1,10,train,42.4,82.3,0.09815,1.0,561.1,518.7,39.9
2018-12-31,5,1,train,69.3,183.6,0.1419,1.0,474.2,404.9,114.3
2018-12-31,5,5,train,44.3,112.2,0.12419,1.0,386.2,341.9,67.9
2018-12-31,5,10,train,36.4,103.8,0.1274,1.0,302.4,266.0,67.4
2018-12-31,10,1,train,37.6,141.8,0.1214,1.0,316.8,279.2,104.20000000000002
2018-12-31,10,5,train,34.2,104.1,0.14504,1.0,241.6,207.39999999999998,69.89999999999999
2018-12-31,10,10,train,33.9,109.3,0.18302,1.0,189.3,155.4,75.4
2019-01-31,1,5,train,114.5,150.4,0.15101,1.0,614.5,500.0,35.900000000000006
2019-01-31,1,10,train,46.5,96.2,0.09815,1.0,588.9,542.4,49.7
2019-01-31,5,1,train,88.5,209.6,0.1419,1.0,493.5,405.0,121.1
2019-01-31,5,5,train,49.2,118.8,0.12419,1.0,370.4,321.2,69.6
2019-01-31,5,10,train,38.6,102.1,0.1274,1.0,323.3,284.7,63.49999999999999
2019-01-31,10,1,train,40.8,129.7,0.1214,1.0,303.8,263.0,88.89999999999999
2019-01-31,10,5,train,36.0,103.9,0.14504,1.0,233.4,197.4,67.9
2019-01-31,10,10,train,35.4,115.3,0.18302,1.0,197.0,161.6,79.9
2019-02-28,1,5,train,93.8,159.3,0.15101,1.0,637.3,543.5,65.50000000000001
2019-02-28,1,10,train,43.7,86.5,0.09815,1.0,560.5,516.8,42.8
2019-02-28,5,1,train,78.7,190.4,0.1419,1.0,483.9,405.2,111.7
2019-02-28,5,5,train,44.6,108.0,0.12419,1.0,371.0,326.4,63.4
2019-02-28,5,10,train,35.6,101.1,0.1274,1.0,308.4,272.79999999999995,65.5
2019-02-28,10,1,train,37.8,132.7,0.1214,1.0,313.7,275.9,94.89999999999999
2019-02-28,10,5,train,33.3,114.2,0.14504,1.0,245.5,212.2,80.9
2019-02-28,10,10,train,32.7,114.8,0.18302,1.0,189.2,156.5,82.1
2019-03-29,1,5,train,239.2,172.5,0.15101,1.0,661.4,422.2,-66.69999999999999
2019-03-29,1,10,train,61.9,101.7,0.09815,1.0,562.5,500.6,39.800000000000004
2019-03-29,5,1,train,140.5,192.0,0.1419,1.0,478.0,337.5,51.5
2019-03-29,5,5,train,54.2,120.7,0.12419,1.0,387.8,333.6,66.5
2019-03-29,5,10,train,40.3,106.5,0.1274,1.0,323.6,283.3,66.2
2019-03-29,10,1,train,42.0,131.3,0.1214,1.0,310.0,268.0,89.30000000000001
2019-03-29,10,5,train,36.5,115.4,0.14504,1.0,250.2,213.7,78.9
2019-03-29,10,10,train,36.0,115.0,0.18302,1.0,200.9,164.9,79.0
2019-04-30,1,5,train,177.0,162.1,0.15101,1.0,643.0,466.0,-14.900000000000006
2019-04-30,1,10,train,56.7,92.0,0.09815,1.0,574.3,517.5999999999999,35.3
2019-04-30,5,1,train,116.6,197.5,0.1419,1.0,490.1,373.5,80.9
2019-04-30,5,5,train,51.4,121.3,0.12419,1.0,372.7,321.3,69.9
2019-04-30,5,10,train,38.5,108.7,0.1274,1.0,326.8,288.3,70.2
2019-04-30,10,1,train,42.1,124.7,0.1214,1.0,309.1,267.0,82.6
2019-04-30,10,5,train,35.9,112.9,0.14504,1.0,244.5,208.6,77.0
2019-04-30,10,10,train,34.4,116.0,0.18302,1.0,196.4,162.0,81.6
2019-05-31,1,5,train,659.5,177.1,0.15101,1.0,665.9,6.399999999999977,-482.4
2019-05-31,1,10,train,82.1,99.3,0.09815,1.0,586.2,504.1,17.200000000000003
2019-05-31,5,1,train,305.6,196.7,0.1419,1.0,479.3,173.7,-108.90000000000003
2019-05-31,5,5,train,68.6,118.2,0.12419,1.0,384.5,315.9,49.60000000000001
2019-05-31,5,10,train,47.3,115.4,0.1274,1.0,323.5,276.2,68.10000000000001
2019-05-31,10,1,train,52.3,134.9,0.1214,1.0,316.6,264.3,82.60000000000001
2019-05-31,10,5,train,42.2,116.1,0.14504,1.0,245.5,203.3,73.89999999999999
2019-05-31,10,10,train,40.2,116.2,0.18302,1.0,198.4,158.2,76.0
2019-06-28,1,10,train,134.7,108.6,0.09815,1.0,611.5,476.8,-26.099999999999994
2019-06-28,5,5,train,104.0,125.8,0.12419,1.0,375.9,271.9,21.799999999999997
2019-06-28,5,10,train,61.5,114.3,0.1274,1.0,326.4,264.9,52.8
2019-06-28,10,1,train,68.2,136.2,0.1214,1.0,320.8,252.60000000000002,67.99999999999999
2019-06-28,10,5,train,52.3,115.4,0.14504,1.0,248.5,196.2,63.10000000000001
2019-06-28,10,10,train,49.6,122.7,0.18302,1.0,203.3,153.70000000000002,73.1
2019-07-31,1,10,test,584.8,123.7,0.09815,1.0,612.4,27.600000000000023,-461.09999999999997
2019-07-31,5,5,test,235.7,130.8,0.12419,1.0,401.8,166.10000000000002,-104.89999999999998
2019-07-31,5,10,test,90.0,117.1,0.1274,1.0,333.7,243.7,27.099999999999994
2019-07-31,10,1,test,115.2,143.8,0.1214,1.0,328.2,213.0,28.60000000000001
2019-07-31,10,5,test,69.0,117.8,0.14504,1.0,245.8,176.8,48.8
2019-07-31,10,10,test,64.5,122.3,0.18302,1.0,207.0,142.5,57.8
2019-08-30,5,10,test,293.7,119.6,0.1274,1.0,327.5,33.80000000000001,-174.1
2019-08-30,10,1,test,153.8,139.1,0.1214,1.0,330.9,177.09999999999997,-14.700000000000017
2019-08-30,10,5,test,226.5,124.9,0.14504,1.0,258.4,31.899999999999977,-101.6
2019-08-30,10,10,test,0.9,131.0,0.18302,1.0,210.9,210.0,130.1
2019-09-30,5,10,test,195.6,128.1,0.1274,1.0,336.7,141.1,-67.5
2019-09-30,10,1,test,229.6,136.3,0.1214,1.0,317.4,87.79999999999998,-93.29999999999998
2019-09-30,10,5,test,176.3,121.7,0.14504,1.0,267.4,91.09999999999997,-54.60000000000001
2019-09-30,10,10,test,190.3,122.7,0.18302,1.0,206.2,15.899999999999977,-67.60000000000001
