date,expiry,tenor,split,sigma_mkt,sigma_cal,s_cell,path_frac,sigma_mod1,err_s1_bp,err_cal_bp
2013-07-31,10,10,train,23.2,90.1,0.18302,1.0,172.1,148.9,66.89999999999999
2013-08-30,1,1,train,83.8,275.4,0.13841,1.0,651.7,567.9000000000001,191.59999999999997
2013-08-30,1,5,train,49.1,104.3,0.15101,1.0,500.9,451.79999999999995,55.199999999999996
2013-08-30,1,10,train,33.6,43.8,0.09815,1.0,467.8,434.2,10.199999999999996
2013-08-30,5,1,train,37.4,200.2,0.1419,1.0,446.2,408.8,162.79999999999998
2013-08-30,5,5,train,28.9,92.2,0.12419,1.0,326.9,298.0,63.300000000000004
2013-08-30,5,10,train,25.8,71.1,0.1274,1.0,272.4,246.59999999999997,45.3
2013-08-30,10,1,train,23.6,123.7,0.1214,1.0,275.6,252.00000000000003,100.1
2013-08-30,10,5,train,21.7,87.3,0.14504,1.0,209.0,187.3,65.6
2013-08-30,10,10,train,22.5,83.1,0.18302,1.0,167.9,145.4,60.599999999999994
2013-09-30,1,1,train,89.6,285.9,0.13841,1.0,676.7,587.1,196.29999999999998
2013-09-30,1,5,train,47.7,113.6,0.15101,1.0,550.2,502.50000000000006,65.89999999999999
2013-09-30,1,10,train,32.9,44.7,0.09815,1.0,450.1,417.20000000000005,11.800000000000004
2013-09-30,5,1,train,38.2,189.4,0.1419,1.0,448.7,410.5,151.2
2013-09-30,5,5,train,28.6,94.2,0.12419,1.0,333.7,305.09999999999997,65.6
2013-09-30,5,10,train,25.8,73.7,0.1274,1.0,269.7,243.89999999999998,47.900000000000006
2013-09-30,10,1,train,23.9,127.9,0.1214,1.0,278.4,254.49999999999997,104.0
2013-09-30,10,5,train,22.3,88.6,0.14504,1.0,212.2,189.89999999999998,66.3
2013-09-30,10,10,train,22.9,87.3,0.18302,1.0,168.4,145.5,64.4
2013-10-31,1,1,train,90.0,293.2,0.13841,1.0,727.5,637.5,203.2
2013-10-31,1,5,train,47.9,128.6,0.15101,1.0,555.4,507.5,80.69999999999999
2013-10-31,1,10,train,32.7,47.9,0.09815,1.0,492.5,459.8,15.199999999999996
2013-10-31,5,1,train,38.4,191.7,0.1419,1.0,432.3,393.90000000000003,153.29999999999998
2013-10-31,5,5,train,29.1,101.0,0.12419,1.0,335.2,306.09999999999997,71.9
2013-10-31,5,10,train,26.1,79.1,0.1274,1.0,288.3,262.2,52.99999999999999
2013-10-31,10,1,train,23.7,126.1,0.1214,1.0,299.2,275.5,102.39999999999999
2013-10-31,10,5,train,22.0,92.6,0.14504,1.0,214.2,192.2,70.6
2013-10-31,10,10,train,22.3,92.2,0.18302,1.0,170.4,148.1,69.9
2013-11-29,1,1,train,104.4,292.9,0.13841,1.0,751.7,647.3000000000001,188.49999999999997
2013-11-29,1,5,train,49.0,128.2,0.15101,1.0,550.0,501.0,79.19999999999999
2013-11-29,1,10,train,32.2,42.6,0.09815,1.0,491.6,459.40000000000003,10.399999999999999
2013-11-29,5,1,train,39.0,200.7,0.1419,1.0,468.6,429.6,161.7
2013-11-29,5,5,train,28.9,98.5,0.12419,1.0,339.1,310.20000000000005,69.6
2013-11-29,5,10,train,25.5,81.7,0.1274,1.0,280.3,254.8,56.2
2013-11-29,10,1,train,23.5,128.0,0.1214,1.0,293.3,269.8,104.5
2013-11-29,10,5,train,22.1,93.7,0.14504,1.0,228.4,206.3,71.6
2013-11-29,10,10,train,22.6,87.8,0.18302,1.0,172.4,149.8,65.19999999999999
2013-12-31,1,1,train,87.0,306.0,0.13841,1.0,750.4,663.4,219.0
2013-12-31,1,5,train,43.9,117.2,0.15101,1.0,526.1,482.20000000000005,73.30000000000001
2013-12-31,1,10,train,29.8,42.8,0.09815,1.0,466.5,436.7,12.999999999999996
2013-12-31,5,1,train,37.0,201.9,0.1419,1.0,450.4,413.4,164.9
2013-12-31,5,5,train,28.1,91.5,0.12419,1.0,321.3,293.2,63.4
2013-12-31,5,10,train,25.0,71.1,0.1274,1.0,271.7,246.7,46.099999999999994
2013-12-31,10,1,train,23.2,120.6,0.1214,1.0,283.0,259.8,97.39999999999999
2013-12-31,10,5,train,22.0,91.3,0.14504,1.0,203.0,181.0,69.3
2013-12-31,10,10,train,22.4,89.2,0.18302,1.0,167.8,145.4,66.80000000000001
2014-01-31,1,1,train,107.6,284.6,0.13841,1.0,712.7,605.1,177.00000000000003
2014-01-31,1,5,train,48.1,120.3,0.15101,1.0,526.6,478.5,72.19999999999999
2014-01-31,1,10,train,31.4,54.8,0.09815,1.0,502.6,471.20000000000005,23.4
2014-01-31,5,1,train,40.1,192.1,0.1419,1.0,456.1,416.0,152.0
2014-01-31,5,5,train,29.0,93.9,0.12419,1.0,352.6,323.6,64.9
2014-01-31,5,10,train,26.0,79.3,0.1274,1.0,278.3,252.3,53.3
2014-01-31,10,1,train,24.0,121.0,0.1214,1.0,286.8,262.8,97.0
2014-01-31,10,5,train,22.6,95.0,0.14504,1.0,217.4,194.8,72.4
2014-01-31,10,10,train,23.2,89.7,0.18302,1.0,169.1,145.9,66.5
2014-02-28,1,1,train,89.1,282.0,0.13841,1.0,723.2,634.1,192.9
2014-02-28,1,5,train,46.5,135.2,0.15101,1.0,573.0,526.5,88.69999999999999
2014-02-28,1,10,train,31.1,49.2,0.09815,1.0,489.1,458.0,18.1
2014-02-28,5,1,train,40.0,177.7,0.1419,1.0,458.7,418.7,137.7
2014-02-28,5,5,train,29.4,97.2,0.12419,1.0,343.4,314.0,67.80000000000001
2014-02-28,5,10,train,25.6,73.3,0.1274,1.0,281.2,255.6,47.699999999999996
2014-02-28,10,1,train,23.5,120.9,0.1214,1.0,289.4,265.9,97.4
2014-02-28,10,5,train,22.4,92.5,0.14504,1.0,216.2,193.79999999999998,70.1
2014-02-28,10,10,train,22.9,95.5,0.18302,1.0,173.0,150.1,72.6
2014-03-31,1,1,train,86.4,281.8,0.13841,1.0,710.6,624.2,195.4
2014-03-31,1,5,train,47.8,144.5,0.15101,1.0,560.2,512.4000000000001,96.7
2014-03-31,1,10,train,31.5,53.6,0.09815,1.0,484.5,453.0,22.1
2014-03-31,5,1,train,42.3,200.2,0.1419,1.0,458.4,416.09999999999997,157.89999999999998
2014-03-31,5,5,train,30.3,98.9,0.12419,1.0,347.5,317.2,68.60000000000001
2014-03-31,5,10,train,26.3,79.3,0.1274,1.0,286.3,260.0,53.0
2014-03-31,10,1,train,24.3,121.1,0.1214,1.0,277.7,253.39999999999998,96.8
2014-03-31,10,5,train,22.6,94.7,0.14504,1.0,223.6,201.0,72.1
2014-03-31,10,10,train,22.9,84.9,0.18302,1.0,177.7,154.79999999999998,62.00000000000001
2014-04-30,1,1,train,93.5,262.5,0.13841,1.0,716.1,622.6,169.0
2014-04-30,1,5,train,47.5,133.1,0.15101,1.0,581.2,533.7,85.6
2014-04-30,1,10,train,31.7,57.0,0.09815,1.0,522.1,490.40000000000003,25.3
2014-04-30,5,1,train,42.6,168.8,0.1419,1.0,446.8,404.2,126.20000000000002
2014-04-30,5,5,train,30.5,104.5,0.12419,1.0,349.7,319.2,74.0
2014-04-30,5,10,train,26.6,79.9,0.1274,1.0,276.1,249.50000000000003,53.300000000000004
2014-04-30,10,1,train,25.3,127.6,0.1214,1.0,291.5,266.2,102.3
2014-04-30,10,5,train,23.3,90.2,0.14504,1.0,221.6,198.29999999999998,66.9
2014-04-30,10,10,train,23.5,88.6,0.18302,1.0,177.0,153.5,65.1
2014-05-30,1,1,train,105.5,256.7,0.13841,1.0,682.4,576.9,151.2
2014-05-30,1,5,train,48.0,142.9,0.15101,1.0,579.3,531.3,94.9
2014-05-30,1,10,train,30.7,61.1,0.09815,1.0,516.0,485.3,30.400000000000002
2014-05-30,5,1,train,43.3,196.8,0.1419,1.0,454.2,410.9,153.5
2014-05-30,5,5,train,30.3,108.0,0.12419,1.0,360.7,330.4,77.7
2014-05-30,5,10,train,26.6,91.5,0.1274,1.0,290.6,264.0,64.9
2014-05-30,10,1,train,25.3,121.7,0.1214,1.0,298.5,273.2,96.4
2014-05-30,10,5,train,23.2,95.4,0.14504,1.0,225.3,202.10000000000002,72.2
2014-05-30,10,10,train,23.2,96.3,0.18302,1.0,178.7,155.5,73.1
2014-06-30,1,1,train,85.8,272.7,0.13841,1.0,760.0,674.2,186.89999999999998
2014-06-30,1,5,train,50.2,137.4,0.15101,1.0,588.1,537.9,87.2
2014-06-30,1,10,train,31.8,63.9,0.09815,1.0,548.7,516.9000000000001,32.099999999999994
2014-06-30,5,1,train,46.7,192.9,0.1419,1.0,466.7,420.0,146.2
2014-06-30,5,5,train,32.5,113.6,0.12419,1.0,364.2,331.7,81.1
2014-06-30,5,10,train,27.7,90.0,0.1274,1.0,294.7,267.0,62.3
2014-06-30,10,1,train,26.6,117.7,0.1214,1.0,290.1,263.5,91.1
2014-06-30,10,5,train,24.5,101.5,0.14504,1.0,232.0,207.5,77.0
2014-06-30,10,10,train,24.1,99.8,0.18302,1.0,180.1,156.0,75.69999999999999
2014-07-31,1,1,train,79.6,258.6,0.13841,1.0,714.0,634.4,179.00000000000003
2014-07-31,1,5,train,50.2,149.8,0.15101,1.0,611.7,561.5,99.60000000000001
2014-07-31,1,10,train,35.1,66.2,0.09815,1.0,510.5,475.4,31.1
2014-07-31,5,1,train,51.3,180.6,0.1419,1.0,444.8,393.5,129.3
2014-07-31,5,5,train,34.9,113.7,0.12419,1.0,369.4,334.5,78.80000000000001
2014-07-31,5,10,train,29.8,90.7,0.1274,1.0,297.1,267.3,60.900000000000006
2014-07-31,10,1,train,29.1,128.5,0.1214,1.0,293.0,263.9,99.4
2014-07-31,10,5,train,26.7,101.5,0.14504,1.0,228.3,201.60000000000002,74.8
2014-07-31,10,10,train,26.4,102.1,0.18302,1.0,187.7,161.29999999999998,75.69999999999999
2014-08-29,1,1,train,120.7,244.7,0.13841,1.0,710.5,589.8,123.99999999999999
2014-08-29,1,5,train,59.1,151.0,0.15101,1.0,614.8,555.6999999999999,91.9
2014-08-29,1,10,train,43.5,75.7,0.09815,1.0,548.7,505.20000000000005,32.2
2014-08-29,5,1,train,68.7,178.4,0.1419,1.0,471.1,402.40000000000003,109.7
2014-08-29,5,5,train,43.1,104.6,0.12419,1.0,370.7,327.59999999999997,61.49999999999999
2014-08-29,5,10,train,36.5,96.0,0.1274,1.0,281.3,244.8,59.5
2014-08-29,10,1,train,36.3,116.4,0.1214,1.0,297.6,261.3,80.10000000000001
2014-08-29,10,5,train,32.4,107.3,0.14504,1.0,241.2,208.79999999999998,74.9
2014-08-29,10,10,train,32.1,106.2,0.18302,1.0,189.1,157.0,74.1
2014-09-30,1,1,train,195.2,248.7,0.13841,1.0,724.9,529.7,53.5
2014-09-30,1,5,train,56.5,151.6,0.15101,1.0,590.7,534.2,95.1
2014-09-30,1,10,train,38.3,74.9,0.09815,1.0,507.4,469.09999999999997,36.60000000000001
2014-09-30,5,1,train,57.0,188.6,0.1419,1.0,473.2,416.2,131.6
2014-09-30,5,5,train,37.2,111.0,0.12419,1.0,378.0,340.8,73.8
2014-09-30,5,10,train,31.2,92.4,0.1274,1.0,294.9,263.7,61.2
2014-09-30,10,1,train,31.4,118.5,0.1214,1.0,281.5,250.1,87.1
2014-09-30,10,5,train,28.2,99.9,0.14504,1.0,228.1,199.9,71.7
2014-09-30,10,10,train,27.3,104.9,0.18302,1.0,190.1,162.79999999999998,77.60000000000001
2014-10-31,1,1,train,162.3,232.3,0.13841,1.0,734.5,572.2,70.0
2014-10-31,1,5,train,54.9,156.5,0.15101,1.0,615.1,560.2,101.6
2014-10-31,1,10,train,40.5,79.2,0.09815,1.0,535.1,494.6,38.7
2014-10-31,5,1,train,61.8,188.4,0.1419,1.0,467.5,405.7,126.60000000000001
2014-10-31,5,5,train,38.9,104.6,0.12419,1.0,351.1,312.20000000000005,65.69999999999999
2014-10-31,5,10,train,32.6,89.2,0.1274,1.0,289.3,256.7,56.6
2014-10-31,10,1,train,32.3,123.7,0.1214,1.0,300.7,268.4,91.4
2014-10-31,10,5,train,29.4,103.3,0.14504,1.0,229.3,199.9,73.9
2014-10-31,10,10,train,28.4,112.9,0.18302,1.0,188.6,160.2,84.5
2014-11-28,1,1,train,187.8,247.4,0.13841,1.0,748.2,560.4000000000001,59.599999999999994
2014-11-28,1,5,train,66.8,155.7,0.15101,1.0,597.6,530.8000000000001,88.89999999999999
2014-11-28,1,10,train,47.1,90.9,0.09815,1.0,563.4,516.3,43.800000000000004
2014-11-28,5,1,train,79.1,186.6,0.1419,1.0,456.9,377.79999999999995,107.5
2014-11-28,5,5,train,43.5,112.8,0.12419,1.0,358.6,315.1,69.3
2014-11-28,5,10,train,35.8,109.2,0.1274,1.0,310.3,274.5,73.4
2014-11-28,10,1,train,35.7,123.2,0.1214,1.0,299.2,263.5,87.5
2014-11-28,10,5,train,32.2,106.9,0.14504,1.0,242.9,210.7,74.7
2014-11-28,10,10,train,31.4,105.6,0.18302,1.0,190.8,159.4,74.19999999999999
2014-12-31,1,1,train,343.0,230.0,0.13841,1.0,679.5,336.5,-113.0
2014-12-31,1,5,train,75.1,161.9,0.15101,1.0,627.6,552.5,86.80000000000001
2014-12-31,1,10,train,57.8,96.3,0.09815,1.0,580.5,522.7,38.5
2014-12-31,5,1,train,89.0,189.1,0.1419,1.0,460.3,371.3,100.1
2014-12-31,5,5,train,49.8,111.3,0.12419,1.0,370.8,321.0,61.5
2014-12-31,5,10,train,43.0,98.7,0.1274,1.0,299.5,256.5,55.7
2014-12-31,10,1,train,42.3,122.3,0.1214,1.0,293.3,251.0,80.0
2014-12-31,10,5,train,38.3,109.0,0.14504,1.0,238.1,199.8,70.7
2014-12-31,10,10,train,37.4,116.8,0.18302,1.0,196.2,158.79999999999998,79.4
2015-01-30,1,1,train,0.0,238.2,0.13841,1.0,752.7,752.7,238.2
2015-01-30,1,5,train,83.6,155.1,0.15101,1.0,616.1,532.5,71.5
2015-01-30,1,10,train,67.1,102.5,0.09815,1.0,578.3,511.19999999999993,35.400000000000006
2015-01-30,5,1,train,101.2,183.0,0.1419,1.0,488.8,387.6,81.8
2015-01-30,5,5,train,60.9,109.5,0.12419,1.0,367.5,306.6,48.6
2015-01-30,5,10,train,53.2,108.9,0.1274,1.0,318.3,265.1,55.7
2015-01-30,10,1,train,55.9,129.0,0.1214,1.0,289.9,233.99999999999997,73.1
2015-01-30,10,5,train,49.8,110.5,0.14504,1.0,237.7,187.89999999999998,60.7
2015-01-30,10,10,train,48.1,114.7,0.18302,1.0,193.1,145.0,66.6
2015-02-27,1,1,train,0.0,211.6,0.13841,1.0,691.4,691.4,211.6
2015-02-27,1,5,train,91.8,159.8,0.15101,1.0,619.5,527.7,68.00000000000001
2015-02-27,1,10,train,70.7,106.0,0.09815,1.0,597.1,526.4,35.3
2015-02-27,5,1,train,101.0,171.9,0.1419,1.0,439.3,338.3,70.9
2015-02-27,5,5,train,58.8,114.8,0.12419,1.0,378.4,319.59999999999997,56.0
2015-02-27,5,10,train,51.5,103.0,0.1274,1.0,314.4,262.9,51.5
2015-02-27,10,1,train,54.0,122.4,0.1214,1.0,296.5,242.5,68.4
2015-02-27,10,5,train,50.1,103.4,0.14504,1.0,244.1,194.0,53.300000000000004
2015-02-27,10,10,train,46.9,116.8,0.18302,1.0,193.9,147.0,69.9
2015-03-31,1,1,train,0.0,237.2,0.13841,1.0,700.6,700.6,237.2
2015-03-31,1,5,train,104.8,153.0,0.15101,1.0,594.8,489.99999999999994,48.2
2015-03-31,1,10,train,89.0,108.8,0.09815,1.0,586.1,497.1,19.799999999999997
2015-03-31,5,1,train,143.8,183.1,0.1419,1.0,462.0,318.2,39.29999999999998
2015-03-31,5,5,train,82.6,116.8,0.12419,1.0,367.8,285.20000000000005,34.2
2015-03-31,5,10,train,82.3,108.7,0.1274,1.0,334.0,251.7,26.400000000000006
2015-03-31,10,1,train,103.7,123.6,0.1214,1.0,298.4,194.7,19.89999999999999
2015-03-31,10,5,train,90.9,110.5,0.14504,1.0,247.7,156.79999999999998,19.599999999999994
2015-03-31,10,10,train,95.4,117.3,0.18302,1.0,196.6,101.19999999999999,21.89999999999999
2015-04-30,1,1,train,0.0,242.6,0.13841,1.0,730.7,730.7,242.6
2015-04-30,1,5,train,93.8,156.7,0.15101,1.0,626.7,532.9000000000001,62.89999999999999
2015-04-30,1,10,train,73.0,104.7,0.09815,1.0,577.1,504.1,31.700000000000003
2015-04-30,5,1,train,103.5,183.8,0.1419,1.0,461.9,358.4,80.30000000000001
2015-04-30,5,5,train,66.7,115.7,0.12419,1.0,395.0,328.3,49.0
2015-04-30,5,10,train,62.9,107.0,0.1274,1.0,321.5,258.6,44.1
2015-04-30,10,1,train,66.3,122.1,0.1214,1.0,292.7,226.39999999999998,55.8
2015-04-30,10,5,train,61.0,105.2,0.14504,1.0,249.2,188.2,44.2
2015-04-30,10,10,train,60.8,116.4,0.18302,1.0,198.7,137.89999999999998,55.60000000000001
2015-05-29,1,1,train,0.0,232.8,0.13841,1.0,739.8,739.8,232.8
2015-05-29,1,5,train,83.5,153.0,0.15101,1.0,582.0,498.5,69.5
2015-05-29,1,10,train,64.8,87.1,0.09815,1.0,590.5,525.7,22.299999999999997
2015-05-29,5,1,train,81.2,186.2,0.1419,1.0,462.1,380.90000000000003,104.99999999999999
2015-05-29,5,5,train,52.9,107.6,0.12419,1.0,373.0,320.1,54.699999999999996
2015-05-29,5,10,train,50.5,103.9,0.1274,1.0,320.6,270.1,53.400000000000006
2015-05-29,10,1,train,48.4,123.9,0.1214,1.0,294.9,246.49999999999997,75.5
2015-05-29,10,5,train,44.8,107.8,0.14504,1.0,235.2,190.39999999999998,63.0
2015-05-29,10,10,train,47.0,110.0,0.18302,1.0,188.7,141.7,63.0
2015-06-30,1,1,train,0.0,257.4,0.13841,1.0,720.7,720.7,257.4
2015-06-30,1,5,train,66.7,150.1,0.15101,1.0,585.0,518.3,83.39999999999999
2015-06-30,1,10,train,54.2,75.6,0.09815,1.0,526.7,472.50000000000006,21.39999999999999
2015-06-30,5,1,train,55.6,193.3,0.1419,1.0,487.0,431.4,137.70000000000002
2015-06-30,5,5,train,40.4,105.0,0.12419,1.0,352.4,312.0,64.6
2015-06-30,5,10,train,37.6,94.1,0.1274,1.0,302.6,265.0,56.49999999999999
2015-06-30,10,1,train,35.0,124.7,0.1214,1.0,294.5,259.5,89.7
2015-06-30,10,5,train,33.1,103.8,0.14504,1.0,224.0,190.9,70.69999999999999
2015-06-30,10,10,train,33.4,103.4,0.18302,1.0,190.6,157.2,70.0
2015-07-31,1,1,train,0.0,263.3,0.13841,1.0,783.3,783.3,263.3
2015-07-31,1,5,train,76.4,160.0,0.15101,1.0,628.2,551.8000000000001,83.6
2015-07-31,1,10,train,57.7,81.8,0.09815,1.0,560.7,503.00000000000006,24.099999999999994
2015-07-31,5,1,train,68.9,199.1,0.1419,1.0,458.7,389.79999999999995,130.2
2015-07-31,5,5,train,46.0,108.6,0.12419,1.0,362.3,316.3,62.599999999999994
2015-07-31,5,10,train,41.7,96.6,0.1274,1.0,302.8,261.1,54.89999999999999
2015-07-31,10,1,train,39.6,113.5,0.1214,1.0,293.3,253.70000000000002,73.9
2015-07-31,10,5,train,37.3,104.5,0.14504,1.0,228.0,190.7,67.2
2015-07-31,10,10,train,38.2,108.8,0.18302,1.0,193.7,155.5,70.6
2015-08-31,1,1,train,0.0,258.0,0.13841,1.0,733.9,733.9,258.0
2015-08-31,1,5,train,70.2,158.6,0.15101,1.0,606.5,536.3,88.39999999999999
2015-08-31,1,10,train,57.2,71.8,0.09815,1.0,541.2,484.00000000000006,14.599999999999994
2015-08-31,5,1,train,64.0,194.3,0.1419,1.0,459.9,395.9,130.3
2015-08-31,5,5,train,43.4,101.4,0.12419,1.0,367.5,324.1,58.00000000000001
2015-08-31,5,10,train,39.7,93.6,0.1274,1.0,291.5,251.8,53.89999999999999
2015-08-31,10,1,train,37.1,124.4,0.1214,1.0,299.5,262.4,87.30000000000001
2015-08-31,10,5,train,35.5,105.5,0.14504,1.0,234.1,198.6,70.0
2015-08-31,10,10,train,36.5,106.4,0.18302,1.0,188.1,151.6,69.9
2015-09-30,1,1,train,0.0,236.1,0.13841,1.0,727.8,727.8,236.1
2015-09-30,1,5,train,85.0,157.8,0.15101,1.0,634.8,549.8,72.80000000000001
2015-09-30,1,10,train,60.2,85.8,0.09815,1.0,537.0,476.8,25.599999999999994
2015-09-30,5,1,train,74.0,180.9,0.1419,1.0,471.5,397.5,106.9
2015-09-30,5,5,train,46.6,112.3,0.12419,1.0,375.9,329.29999999999995,65.69999999999999
2015-09-30,5,10,train,41.3,99.4,0.1274,1.0,311.4,270.09999999999997,58.10000000000001
2015-09-30,10,1,train,38.4,127.8,0.1214,1.0,290.7,252.29999999999998,89.4
2015-09-30,10,5,train,36.1,106.4,0.14504,1.0,228.3,192.20000000000002,70.30000000000001
2015-09-30,10,10,train,36.7,106.9,0.18302,1.0,194.9,158.2,70.2
2015-10-30,1,1,train,0.0,255.6,0.13841,1.0,755.8,755.8,255.6
2015-10-30,1,5,train,91.0,159.9,0.15101,1.0,645.3,554.3,68.9
2015-10-30,1,10,train,58.1,83.6,0.09815,1.0,541.0,482.9,25.499999999999993
2015-10-30,5,1,train,75.7,192.8,0.1419,1.0,462.6,386.90000000000003,117.10000000000001
2015-10-30,5,5,train,46.4,112.4,0.12419,1.0,373.1,326.70000000000005,66.0
2015-10-30,5,10,train,41.2,101.9,0.1274,1.0,317.5,276.3,60.7
2015-10-30,10,1,train,39.5,124.0,0.1214,1.0,302.6,263.1,84.5
2015-10-30,10,5,train,36.7,109.0,0.14504,1.0,233.8,197.10000000000002,72.3
2015-10-30,10,10,train,36.5,110.3,0.18302,1.0,195.7,159.2,73.8
2015-11-30,1,1,train,0.0,251.6,0.13841,1.0,750.3,750.3,251.6
2015-11-30,1,5,train,128.5,157.8,0.15101,1.0,634.9,506.4,29.30000000000001
2015-11-30,1,10,train,61.8,88.4,0.09815,1.0,544.9,483.09999999999997,26.60000000000001
2015-11-30,5,1,train,83.9,186.1,0.1419,1.0,486.8,402.9,102.19999999999999
2015-11-30,5,5,train,48.0,112.8,0.12419,1.0,383.9,335.9,64.8
2015-11-30,5,10,train,42.4,101.8,0.1274,1.0,320.3,277.90000000000003,59.4
2015-11-30,10,1,train,37.5,131.6,0.1214,1.0,309.0,271.5,94.1
2015-11-30,10,5,train,35.5,111.9,0.14504,1.0,231.6,196.1,76.4
2015-11-30,10,10,train,36.1,112.6,0.18302,1.0,190.4,154.3,76.5
2015-12-31,1,1,train,0.0,254.9,0.13841,1.0,722.8,722.8,254.9
2015-12-31,1,5,train,79.5,149.1,0.15101,1.0,609.1,529.6,69.6
2015-12-31,1,10,train,52.2,76.0,0.09815,1.0,561.6,509.40000000000003,23.799999999999997
2015-12-31,5,1,train,65.0,197.3,0.1419,1.0,490.5,425.5,132.3
2015-12-31,5,5,train,42.6,109.4,0.12419,1.0,376.0,333.4,66.80000000000001
2015-12-31,5,10,train,38.4,96.3,0.1274,1.0,304.1,265.70000000000005,57.9
2015-12-31,10,1,train,34.4,130.9,0.1214,1.0,309.3,274.90000000000003,96.5
2015-12-31,10,5,train,32.9,106.3,0.14504,1.0,238.1,205.2,73.4
2015-12-31,10,10,train,33.9,106.6,0.18302,1.0,192.8,158.9,72.69999999999999
2016-01-29,1,1,train,0.0,256.4,0.13841,1.0,790.2,790.2,256.4
2016-01-29,1,5,train,211.6,163.0,0.15101,1.0,611.0,399.4,-48.599999999999994
2016-01-29,1,10,train,77.7,86.7,0.09815,1.0,584.3,506.59999999999997,9.0
2016-01-29,5,1,train,126.7,187.3,0.1419,1.0,484.5,357.8,60.60000000000001
2016-01-29,5,5,train,58.5,114.6,0.12419,1.0,374.6,316.1,56.099999999999994
2016-01-29,5,10,train,50.4,101.1,0.1274,1.0,312.5,262.1,50.699999999999996
2016-01-29,10,1,train,44.6,134.3,0.1214,1.0,318.9,274.29999999999995,89.70000000000002
2016-01-29,10,5,train,42.1,111.5,0.14504,1.0,236.8,194.70000000000002,69.4
2016-01-29,10,10,train,43.2,110.7,0.18302,1.0,202.4,159.2,67.5
2016-02-29,1,1,train,0.0,227.9,0.13841,1.0,708.1,708.1,227.9
2016-02-29,1,5,train,0.0,162.4,0.15101,1.0,626.6,626.6,162.4
2016-02-29,1,10,train,108.7,99.7,0.09815,1.0,606.7,498.00000000000006,-9.0
2016-02-29,5,1,train,0.0,197.3,0.1419,1.0,493.5,493.5,197.3
2016-02-29,5,5,train,78.1,119.5,0.12419,1.0,380.6,302.5,41.400000000000006
2016-02-29,5,10,train,64.3,103.9,0.1274,1.0,320.4,256.09999999999997,39.60000000000001
2016-02-29,10,1,train,58.1,135.0,0.1214,1.0,300.6,242.50000000000003,76.9
2016-02-29,10,5,train,55.3,113.4,0.14504,1.0,246.9,191.60000000000002,58.10000000000001
2016-02-29,10,10,train,58.1,114.7,0.18302,1.0,196.7,138.6,56.6
2016-03-31,1,1,train,0.0,237.3,0.13841,1.0,717.7,717.7,237.3
2016-03-31,1,5,train,391.6,163.4,0.15101,1.0,618.7,227.10000000000002,-228.20000000000002
2016-03-31,1,10,train,91.2,93.2,0.09815,1.0,579.2,488.00000000000006,2.0
2016-03-31,5,1,train,0.0,187.1,0.1419,1.0,485.3,485.3,187.1
2016-03-31,5,5,train,70.2,121.0,0.12419,1.0,388.7,318.5,50.8
2016-03-31,5,10,train,58.5,109.8,0.1274,1.0,324.3,265.8,51.3
2016-03-31,10,1,train,53.0,125.0,0.1214,1.0,304.0,251.0,72.0
2016-03-31,10,5,train,50.3,110.0,0.14504,1.0,248.6,198.3,59.7
2016-03-31,10,10,train,53.3,110.3,0.18302,1.0,195.7,142.39999999999998,57.0
2016-04-29,1,1,train,0.0,235.6,0.13841,1.0,789.3,789.3,235.6
2016-04-29,1,5,train,205.5,164.4,0.15101,1.0,656.3,450.79999999999995,-41.099999999999994
2016-04-29,1,10,train,75.7,85.2,0.09815,1.0,599.9,524.1999999999999,9.5
2016-04-29,5,1,train,149.4,193.3,0.1419,1.0,494.6,345.20000000000005,43.900000000000006
2016-04-29,5,5,train,57.8,117.5,0.12419,1.0,373.8,316.0,59.7
2016-04-29,5,10,train,49.6,101.5,0.1274,1.0,304.1,254.50000000000003,51.9
2016-04-29,10,1,train,44.2,125.9,0.1214,1.0,302.2,258.0,81.7
2016-04-29,10,5,train,41.6,107.3,0.14504,1.0,249.7,208.1,65.69999999999999
2016-04-29,10,10,train,43.0,110.5,0.18302,1.0,197.9,154.9,67.5
2016-05-31,1,1,train,0.0,268.3,0.13841,1.0,770.7,770.7,268.3
2016-05-31,1,5,train,0.0,163.8,0.15101,1.0,636.3,636.3,163.8
2016-05-31,1,10,train,86.4,97.6,0.09815,1.0,600.4,514.0,11.199999999999989
2016-05-31,5,1,train,0.0,199.8,0.1419,1.0,498.0,498.0,199.8
2016-05-31,5,5,train,66.7,112.4,0.12419,1.0,400.4,333.7,45.7
2016-05-31,5,10,train,54.1,110.9,0.1274,1.0,310.7,256.59999999999997,56.800000000000004
2016-05-31,10,1,train,48.6,126.5,0.1214,1.0,309.5,260.9,77.9
2016-05-31,10,5,train,45.3,109.0,0.14504,1.0,243.2,197.89999999999998,63.7
2016-05-31,10,10,train,46.3,113.4,0.18302,1.0,203.6,157.3,67.10000000000001
2016-06-30,1,1,train,0.0,231.8,0.13841,1.0,749.1,749.1,231.8
2016-06-30,1,5,train,0.0,164.1,0.15101,1.0,667.4,667.4,164.1
2016-06-30,1,10,train,124.5,104.8,0.09815,1.0,583.5,459.0,-19.700000000000003
2016-06-30,5,1,train,0.0,187.5,0.1419,1.0,487.1,487.1,187.5
2016-06-30,5,5,train,95.3,117.0,0.12419,1.0,385.1,289.8,21.700000000000003
