finite_pct,max_abs_p0_err,mean_abs_p0_err,min_p,max_p,pct_nonpos,pct_above_one,pct_upticks,max_uptick,g0_min,g0_max,g0_mean,g0_pct_neg,G_global_min,G_global_abs_min,G_any_neg,G_any_abs_tiny,sigma_min,sigma_max,pct_sigma_nonpos,rho_abs_max,pct_rho_out,min_cov_eig,max_cond,mean_cond,diag_err_max,chol_any_neg,chol_inside_d2_min,chol_inside_d3_min,chol_inside_d4_min,chol_inside_d2_pct_neg,chol_inside_d3_pct_neg,chol_inside_d4_pct_neg,K_max_real_eig,K_all_neg,K_eig_real_0,K_eig_real_1,K_eig_real_2,K_eig_real_3,ODE_max_A0,ODE_max_B0,ODE_boundary_ok,gamma_min,gamma_max,gamma_nonneg,cov_max_sym_err,cov_sym_ok,r_mean,r_std,r_min,r_max,r_p5,r_p95,r_pct_neg,r_pct_very_neg,r_pct_high,max_abs_sr,mean_abs_sr
100.0,0.0,0.0,0.1936375503595973,1.06389524976489,0.0,1.95523370638578,1.5419501133786848,0.011024394896550493,-0.1110823835782375,-0.007836500462796131,-0.042249129561215806,100.0,-0.18685958791259788,0.05163178277092284,1,0,0.6228798680521712,2.4584732114842978,0.0,0.9999999997335722,4.761904761904762,1.2891597506668112e-14,8149818469802.701,1716312853673.0613,1.1647690214179927,1,0.027614439270023605,-24.827386719491596,-2.9575014946082554,0.0,15.510204081632653,51.90476190476191,2.3639442327531737,0,2.3639442327531737,0.5359623458723173,0.5359623458723173,-4.397732572644204,0.0,0.0,1,3.351789329751688e-05,0.22942853395960988,1,0.0,1,0.004090832076390149,0.002320427601186999,-0.00025289978643020406,0.011662445811007512,0.0004940463812800724,0.008072001034474238,1.0884353741496597,0.0,0.0,2.7755575615628914e-17,2.0981262977798844e-18
