as_of_date,ccy,z_1,z_2,z_3
2010-01-29,AUD,-0.12167679,-0.12311668,0.10304478
2010-02-26,AUD,-0.12129381,-0.12368101,0.100096785
2010-03-31,AUD,-0.12690909,-0.1268255,0.11078709
2010-04-30,AUD,-0.12714481,-0.12616701,0.11367052
2010-05-31,AUD,-0.119664,-0.11962506,0.107578315
2010-06-30,AUD,-0.115292475,-0.11522151,0.107242264
2010-07-30,AUD,-0.115835354,-0.116163686,0.10716824
2010-08-31,AUD,-0.108739525,-0.10794988,0.103391334
2010-09-30,AUD,-0.11824474,-0.11465621,0.116938695
2010-10-29,AUD,-0.11959658,-0.11730918,0.113046855
2010-11-30,AUD,-0.12398586,-0.12288296,0.115158886
2010-12-31,AUD,-0.12657653,-0.12532482,0.11522733
2011-01-31,AUD,-0.12492445,-0.12390846,0.11577887
2011-02-28,AUD,-0.12559107,-0.12430267,0.11679621
2011-03-31,AUD,-0.12421927,-0.12362367,0.11325742
2011-04-29,AUD,-0.12465663,-0.12336083,0.11575298
2011-05-31,AUD,-0.12068106,-0.11918863,0.11558837
2011-06-30,AUD,-0.1217597,-0.12207094,0.11156843
2011-07-29,AUD,-0.11528967,-0.11671355,0.108650744
2011-08-31,AUD,-0.10670844,-0.109396726,0.09410067
2011-09-30,AUD,-0.09975113,-0.10150488,0.09247764
2011-10-31,AUD,-0.10498892,-0.10733983,0.09630093
2011-11-30,AUD,-0.09745185,-0.100820675,0.0837463
2011-12-30,AUD,-0.09549482,-0.097489625,0.08765369
2012-01-31,AUD,-0.09462816,-0.097237326,0.087099284
2012-02-29,AUD,-0.10138752,-0.10243899,0.09559968
2012-03-30,AUD,-0.09838319,-0.10107551,0.08816348
2012-04-30,AUD,-0.09193873,-0.094649434,0.08161898
2012-05-31,AUD,-0.076795146,-0.08048392,0.06293998
2012-06-29,AUD,-0.081449196,-0.084635854,0.07059476
2012-07-31,AUD,-0.07952325,-0.08253753,0.07114683
2012-08-31,AUD,-0.07858179,-0.08259997,0.06847587
2012-09-28,AUD,-0.07532549,-0.07997215,0.062732995
2012-10-31,AUD,-0.075775586,-0.08159244,0.06006069
2012-11-30,AUD,-0.076992646,-0.08291866,0.061551016
2012-12-31,AUD,-0.07630417,-0.085279375,0.052579373
2013-01-31,AUD,-0.0794847,-0.089772314,0.053160235
2013-02-28,AUD,-0.078649834,-0.08858143,0.052671283
2013-03-29,AUD,-0.08154224,-0.08939627,0.06002164
2013-04-30,AUD,-0.075547285,-0.08425765,0.052495513
2013-05-31,AUD,-0.077365175,-0.08821949,0.047985725
2013-06-28,AUD,-0.08156877,-0.09309365,0.04767392
2013-07-31,AUD,-0.07749372,-0.08987601,0.04243812
2013-08-30,AUD,-0.08228275,-0.09578403,0.042180963
2013-09-30,AUD,-0.081557065,-0.09420569,0.043167584
2013-10-31,AUD,-0.084518634,-0.09698593,0.045562033
2013-11-29,AUD,-0.08605879,-0.10018502,0.043316565
2013-12-31,AUD,-0.086447716,-0.09979923,0.045105077
2014-01-31,AUD,-0.083290525,-0.09653734,0.044927694
2014-02-28,AUD,-0.0828349,-0.096507974,0.045132674
2014-03-31,AUD,-0.08455885,-0.096792206,0.048357822
2014-04-30,AUD,-0.081207305,-0.092614055,0.049131475
2014-05-30,AUD,-0.07781701,-0.088708565,0.048980348
2014-06-30,AUD,-0.07634701,-0.086981475,0.048765875
2014-07-31,AUD,-0.07579224,-0.0860202,0.048633676
2014-08-29,AUD,-0.07309995,-0.08180235,0.049524464
2014-09-30,AUD,-0.07624816,-0.08562504,0.051967822
2014-10-31,AUD,-0.074005984,-0.08342484,0.05133961
2014-11-28,AUD,-0.07018362,-0.07857077,0.052313834
2014-12-31,AUD,-0.064142965,-0.07199828,0.050704762
2015-01-30,AUD,-0.05679655,-0.061496288,0.047709063
2015-02-27,AUD,-0.056305543,-0.06362328,0.03970948
2015-03-31,AUD,-0.0535985,-0.06045776,0.037074804
2015-04-30,AUD,-0.058732696,-0.065912284,0.040210787
2015-05-29,AUD,-0.05930659,-0.068222135,0.03822811
2015-06-30,AUD,-0.06434406,-0.074770555,0.03854613
2015-07-31,AUD,-0.05997213,-0.0689562,0.039135896
2015-08-31,AUD,-0.0583034,-0.06840865,0.035354894
2015-09-30,AUD,-0.05632992,-0.06462032,0.037904106
2015-10-30,AUD,-0.056387734,-0.065412514,0.03631856
2015-11-30,AUD,-0.05980534,-0.067058295,0.043721803
2015-12-31,AUD,-0.061457574,-0.069519036,0.043897353
2016-01-29,AUD,-0.055885717,-0.06244822,0.043807495
2016-02-29,AUD,-0.052728355,-0.057561018,0.044880785
2016-03-31,AUD,-0.054923624,-0.059510976,0.047104463
2016-04-29,AUD,-0.05454874,-0.0594915,0.044192992
2016-05-31,AUD,-0.05020453,-0.05505359,0.04094688
2016-06-30,AUD,-0.046467938,-0.049210794,0.042466074
2016-07-29,AUD,-0.044350702,-0.04661513,0.041816037
2016-08-31,AUD,-0.0432353,-0.046727687,0.03769508
2016-09-30,AUD,-0.045143686,-0.049094416,0.038162053
2016-10-31,AUD,-0.050203122,-0.055044472,0.038611077
2016-11-30,AUD,-0.057251476,-0.0641837,0.03750939
2016-12-30,AUD,-0.05953116,-0.066326335,0.039538857
2017-01-31,AUD,-0.058124136,-0.066021524,0.036937673
2017-02-28,AUD,-0.05925573,-0.0671978,0.03646684
2017-03-31,AUD,-0.058233336,-0.066348106,0.036466844
2017-04-28,AUD,-0.056026045,-0.06396733,0.03528189
2017-05-31,AUD,-0.051801812,-0.06019467,0.031828906
2017-06-30,AUD,-0.05687143,-0.06482801,0.034058712
2017-07-31,AUD,-0.05594234,-0.06446592,0.03266327
2017-08-31,AUD,-0.05627454,-0.06288032,0.03723787
2017-09-29,AUD,-0.05903706,-0.066228665,0.037690356
2017-10-31,AUD,-0.05602221,-0.06356331,0.03529133
2017-11-30,AUD,-0.05434077,-0.060939133,0.036744833
2017-12-29,AUD,-0.05659721,-0.061917894,0.039943747
2018-01-31,AUD,-0.05860594,-0.064925894,0.037778884
2018-02-28,AUD,-0.058213446,-0.06432348,0.038734984
2018-03-30,AUD,-0.05689767,-0.06152495,0.042347066
2018-04-30,AUD,-0.05864256,-0.06356212,0.04293257
2018-05-31,AUD,-0.05757222,-0.06268842,0.041510954
2018-06-29,AUD,-0.056839395,-0.06178721,0.043121748
2018-07-31,AUD,-0.057098377,-0.061593764,0.043595858
