as_of_date,ccy,z_1,z_2
2010-01-29,AUD,-0.00026092367,-0.1479922
2010-02-26,AUD,-0.0024123094,-0.14770313
2010-03-31,AUD,0.0026202137,-0.15383033
2010-04-30,AUD,0.0047101304,-0.15390117
2010-05-31,AUD,0.0043202844,-0.14552389
2010-06-30,AUD,0.006463954,-0.14068662
2010-07-30,AUD,0.0059582917,-0.14151834
2010-08-31,AUD,0.0078663835,-0.13253063
2010-09-30,AUD,0.012753599,-0.14302842
2010-10-29,AUD,0.008895342,-0.14473522
2010-11-30,AUD,0.0072588953,-0.1505238
2010-12-31,AUD,0.0060525713,-0.15327469
2011-01-31,AUD,0.007190372,-0.15177926
2011-02-28,AUD,0.0076092468,-0.15248519
2011-03-31,AUD,0.005776157,-0.1509249
2011-04-29,AUD,0.007470812,-0.15129371
2011-05-31,AUD,0.009571188,-0.14685185
2011-06-30,AUD,0.0056051137,-0.14856733
2011-07-29,AUD,0.006699934,-0.14184445
2011-08-31,AUD,0.0014550054,-0.13120015
2011-09-30,AUD,0.004528728,-0.122823924
2011-10-31,AUD,0.003927287,-0.12949072
2011-11-30,AUD,-0.00054333673,-0.12008284
2011-12-30,AUD,0.0036766375,-0.117651775
2012-01-31,AUD,0.0034719247,-0.11703767
2012-02-29,AUD,0.006078932,-0.12464537
2012-03-30,AUD,0.0021431332,-0.121328786
2012-04-30,AUD,0.0014366452,-0.11342221
2012-05-31,AUD,-0.002846117,-0.09489161
2012-06-29,AUD,-0.0002187496,-0.100717194
2012-07-31,AUD,0.0013015254,-0.09860051
2012-08-31,AUD,-0.00037682024,-0.09782628
2012-09-28,AUD,-0.0025722797,-0.09386384
2012-10-31,AUD,-0.005011833,-0.094730325
2012-11-30,AUD,-0.0047665555,-0.096324
2012-12-31,AUD,-0.011492051,-0.09621723
2013-01-31,AUD,-0.013427649,-0.10058452
2013-02-28,AUD,-0.01316222,-0.099360354
2013-03-29,AUD,-0.009074013,-0.1022466
2013-04-30,AUD,-0.011069177,-0.095171586
2013-05-31,AUD,-0.015946707,-0.09784159
2013-06-28,AUD,-0.018797819,-0.102806725
2013-07-31,AUD,-0.020335168,-0.09816171
2013-08-30,AUD,-0.023558492,-0.104030915
2013-09-30,AUD,-0.02213296,-0.102844425
2013-10-31,AUD,-0.022121264,-0.10626805
2013-11-29,AUD,-0.025141457,-0.10867862
2013-12-31,AUD,-0.02381614,-0.108912654
2014-01-31,AUD,-0.022210654,-0.1053572
2014-02-28,AUD,-0.022048132,-0.1051684
2014-03-31,AUD,-0.02019154,-0.10661207
2014-04-30,AUD,-0.01753361,-0.10255685
2014-05-30,AUD,-0.015556085,-0.098541684
2014-06-30,AUD,-0.014778739,-0.09675097
2014-07-31,AUD,-0.014364781,-0.09586439
2014-08-29,AUD,-0.011632831,-0.09207759
2014-09-30,AUD,-0.012078371,-0.09628562
2014-10-31,AUD,-0.0112992,-0.09379089
2014-11-28,AUD,-0.008122596,-0.08914815
2014-12-31,AUD,-0.005691281,-0.082014605
2015-01-30,AUD,-0.0022934764,-0.07151568
2015-02-27,AUD,-0.008321779,-0.07149936
2015-03-31,AUD,-0.008375993,-0.06786199
2015-04-30,AUD,-0.009283352,-0.07408688
2015-05-29,AUD,-0.011560042,-0.0756137
2015-06-30,AUD,-0.014797394,-0.082090564
2015-07-31,AUD,-0.011376695,-0.07653157
2015-08-31,AUD,-0.013418131,-0.0748767
2015-09-30,AUD,-0.009897396,-0.07193838
2015-10-30,AUD,-0.011258642,-0.07226482
2015-11-30,AUD,-0.007535816,-0.07590844
2015-12-31,AUD,-0.008702069,-0.07823009
2016-01-29,AUD,-0.0050560804,-0.0712327
2016-02-29,AUD,-0.0018805072,-0.06684565
2016-03-31,AUD,-0.0015161899,-0.06939952
2016-04-29,AUD,-0.0033557052,-0.06878261
2016-05-31,AUD,-0.0030395063,-0.063546844
2016-06-30,AUD,0.0009183309,-0.058369394
2016-07-29,AUD,0.001875707,-0.05569876
2016-08-31,AUD,-0.0007228662,-0.054650486
2016-09-30,AUD,-0.0016791782,-0.057071846
2016-10-31,AUD,-0.0045259376,-0.063188024
