as_of_date,ccy,z_1,z_2,z_3
2017-05-31,DKK,0.040287916,0.032929894,0.11282164
2017-06-30,DKK,0.03958308,0.03025753,0.11701147
2017-07-31,DKK,0.04253251,0.032364324,0.12214537
2017-08-31,DKK,0.042582415,0.03327709,0.11189201
2017-09-29,DKK,0.0447027,0.03326356,0.11863597
2017-10-31,DKK,0.044520725,0.03421785,0.11530884
2017-11-30,DKK,0.042230155,0.031194765,0.1105733
2017-12-29,DKK,0.04098401,0.02805721,0.10967951
2018-01-31,DKK,0.040317316,0.023124725,0.11252411
2018-02-28,DKK,0.041872244,0.025427645,0.11826154
2018-03-30,DKK,0.040340446,0.025428748,0.11004305
2018-04-30,DKK,0.040277507,0.025859999,0.11266547
2018-05-31,DKK,0.039486237,0.02800146,0.107612595
2018-06-29,DKK,0.04057866,0.029029444,0.106812544
2018-07-31,DKK,0.040236685,0.027468625,0.10925864
2018-08-31,DKK,0.039127085,0.027908491,0.10557044
2018-09-28,DKK,0.038049653,0.0242063,0.10832476
2018-10-31,DKK,0.038935322,0.025058573,0.107425995
2018-11-30,DKK,0.039337333,0.027420318,0.10542399
2018-12-31,DKK,0.038184684,0.028525166,0.10231506
2019-01-31,DKK,0.03562671,0.027382165,0.09161353
2019-02-28,DKK,0.03620344,0.027628476,0.09334633
2019-03-29,DKK,0.03358522,0.027776413,0.07824374
2019-04-30,DKK,0.035443544,0.028550351,0.08172703
2019-05-31,DKK,0.034781937,0.029410547,0.07180754
2019-06-28,DKK,0.03450438,0.028767072,0.05726307
2019-07-31,DKK,0.032863453,0.027616488,0.04723096
2019-08-30,DKK,0.027713016,0.021818101,0.018353479
2019-09-30,DKK,0.026537087,0.021314824,0.026036702
2019-10-31,DKK,0.026772287,0.02079516,0.03795459
2019-11-29,DKK,0.02496212,0.019386634,0.039100446
2019-12-31,DKK,0.026124887,0.01882839,0.04950718
2020-01-31,DKK,0.02347539,0.018367378,0.030850898
2020-02-28,DKK,0.021945834,0.015834603,0.019933634
2020-03-31,DKK,0.01265621,0.011044902,0.0297718
2020-04-30,DKK,0.010853756,0.010211942,0.015719337
2020-05-29,DKK,0.010742726,0.01115596,0.018837215
2020-06-30,DKK,0.012837353,0.012445709,0.018836934
2020-07-31,DKK,0.012207957,0.012345498,0.014849144
