epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_l2_lam,loss_l2_vol,loss_l2_reg,loss_l2_dvol,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm_lam,gnorm_sig,gnorm_reg,gnorm_dvol,lr,fwd_bias_diag_bp,delta_norm,W_norm,d_vol_norm,lam_1Y_norm,lam_5Y_norm,lam_10Y_norm,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
10,207.2,26.094,0.23462026473134756,0.36671966314315796,0.0004732995657832362,0.0011272053234279156,2.3472065535656839e-07,1.4375570067670651e-08,1.0,1.0,,0,1.999999701976754,0.08591716699210958,3.263704506728398e-05,1.9999997615814067,7.346000000000002e-05,3.7375000000000043,0.0027627688832581043,0.01370222121477127,0.0038469356950372458,0.40574824810028076,0.3920730650424957,0.39354291558265686,,,,,,,,,
11,233.3,26.044,0.678316306322813,0.516089603304863,0.0004731968219857663,0.0011285318178124726,1.741901130003498e-07,1.4443080509352058e-08,1.0,1.0,,0,1.9999998211860577,0.08534536249154903,2.7233666634088854e-05,1.9999993443488,8.012000000000003e-05,16.7625,0.003079696325585246,0.011561769992113113,0.0038642522413283587,0.40571150183677673,0.39203011989593506,0.39352652430534363,,,,,,,,,
12,258.7,25.43,0.2566514238715172,0.6299034506082535,0.0004731399967567995,0.0011294058058410883,1.2849970154604762e-07,1.5575219336483315e-08,1.0,1.0,,0,1.999999701976754,0.03745160117751907,2.760079850571688e-05,1.5851308340231949,8.678000000000003e-05,23.099999999999998,0.0034976652823388577,0.009784704074263573,0.00421858811751008,0.40568748116493225,0.3920077383518219,0.3935791552066803,,,,,,,,,
13,284.8,26.062,0.40398819698020816,0.4231896474957466,0.0004731722583528608,0.0011307610548101366,9.728170446976492e-08,2.116284969488902e-08,1.0,1.0,,0,2.0,0.08163729939235326,2.151660486610428e-05,0.8369118190810984,9.344000000000004e-05,7.762499999999999,0.00358405034057796,0.008266175165772438,0.005218953359872103,0.40573403239250183,0.3919812738895416,0.3935936391353607,,,,,,,,,
14,309.4,24.614,0.5074650011956692,0.5831741914153099,0.00047315857227658853,0.001133352139731869,7.271439628198095e-08,3.0575858733783434e-08,1.0,1.0,,0,1.9999998211860577,0.12064356916370385,1.787170757689323e-05,1.999999880790707,0.00010010000000000003,0.674999999999998,0.0033784126862883568,0.007025343831628561,0.005962484050542116,0.40576043725013733,0.3919149935245514,0.39352163672447205,,,,,,,,,
15,333.7,24.33,0.466611641459167,0.4884534031152725,0.00047303104656748474,0.0011362532968632877,5.7018936239217055e-08,3.772123502443492e-08,1.0,1.0,,0,1.999999880790707,0.11319548344472509,2.585013431301278e-05,1.999999523162785,0.00010676000000000003,27.462500000000002,0.0033771125599741936,0.006439610850065947,0.0065164631232619286,0.40571996569633484,0.3918325901031494,0.39343133568763733,,,,,,,,,
16,361.2,27.473,0.26333567406982183,0.6894426569342613,0.00047288114728871733,0.0011393920867703855,5.447989082085769e-08,4.7111671008792655e-08,1.0,0.99993896484375,,0,1.999999880790707,0.02492924334821306,1.4831384020906343e-05,1.298978363755534,0.00011342000000000004,18.575,0.003838386619463563,0.006577176507562399,0.0073732053861021996,0.4056868553161621,0.39181607961654663,0.39333677291870117,,,,,,,,,
17,385.8,24.619,0.9414928592741489,0.623291902244091,0.0004728078201878816,0.001141964428825304,5.88893849240435e-08,5.911992850826664e-08,1.0,1.0,,0,1.9999998211860577,0.08819031285830065,7.095795509891865e-05,1.4322789786961692,0.00012008000000000003,52.0625,0.004256850574165583,0.006733149755746126,0.008203762583434582,0.40563470125198364,0.3918308615684509,0.3933395743370056,,,,,,,,,
18,410.5,24.648,0.36235006619244814,0.5772431902587414,0.0004727933992398903,0.0011454476043581963,6.897968241048602e-08,7.430837278832314e-08,1.0,0.99993896484375,,0,1.9999997615814067,0.08795956186329663,2.0482389005055762e-05,2.0,0.00012674000000000005,29.1625,0.004683629609644413,0.006970338057726622,0.009254276752471924,0.40560653805732727,0.39184483885765076,0.3933994770050049,,,,,,,,,
19,436.8,26.354,0.222963385283947,0.5023662634193897,0.0004728208150481805,0.001148532668594271,6.902715554701899e-08,8.912886428902311e-08,1.0,0.99993896484375,,0,1.9999999403953543,0.1631091566745778,0.0001335737728900262,1.9004952538161815,0.00013340000000000007,11.249999999999998,0.005035867914557457,0.006827296689152718,0.009600439108908176,0.4055939018726349,0.3917534053325653,0.3934780955314636,,,,,,,,,
20,464.3,27.457,0.20866249687969685,0.5034058839082718,0.0004727683117380366,0.0011507405433803797,7.730134932160126e-08,9.390530841812961e-08,1.0,1.0,,0,1.999999880790707,0.04076350799361462,5.575186931669677e-06,0.8219257295566471,0.0001400600000000001,6.225,0.005808927584439516,0.007535828277468681,0.009769045747816563,0.4055805802345276,0.39170441031455994,0.3934047818183899,,,,,,,,,
21,491.9,27.596,0.2452123761177063,0.6885334551334381,0.0004726350380224176,0.0011533370707184076,1.0556462370914232e-07,9.805032874510289e-08,1.0,1.0,,0,1.9999997615814067,0.1657232711636718,0.00019377210355932728,1.9999992251394678,0.00014672000000000009,9.3125,0.007283116690814495,0.009606515057384968,0.010018009692430496,0.40551498532295227,0.39159414172172546,0.39338091015815735,,,,,,,,,
22,515.6,23.724,0.2325730756856501,0.4358264170587063,0.0004724873724626377,0.0011567634646780789,1.8008632451937956e-07,1.0288954044312959e-07,1.0,1.0,,0,1.999999701976754,0.07435695742396208,5.887790003455393e-05,1.9999993443488,0.00015338000000000008,23.950000000000003,0.009242333471775055,0.012301414273679256,0.01053653284907341,0.405509889125824,0.3913876712322235,0.39342811703681946,,,,,,,,,
23,539.9,24.274,0.3796464782208204,0.6893040984869003,0.0004724019599962048,0.0011605852341745049,2.5889582033755687e-07,1.202430617297523e-07,1.0,0.999755859375,,0,1.9999997615814067,0.0891686190028601,3.440364868019204e-05,1.999999463558125,0.00016004000000000007,36.8125,0.010532315820455551,0.013211027719080448,0.01151852123439312,0.4055706858634949,0.39118948578834534,0.3935776948928833,,,,,,,,,
24,564.4,24.524,0.11583302263170481,0.5325268879532814,0.00047244680899893865,0.001160288811661303,2.984866185329338e-07,1.3479095173352107e-07,1.0,0.99981689453125,,0,1.9999998211860577,0.12578632254915878,3.1598998872475786e-05,1.9999990463254562,0.00016670000000000007,5.037499999999999,0.011746994219720364,0.013506895862519741,0.011627382598817348,0.405626505613327,0.3910875916481018,0.39368340373039246,,,,,,,,,
25,585.7,21.294,0.18223433569073677,0.46501506865024567,0.00047247722977772355,0.0011570330243557692,3.690884611273759e-07,1.350243437059362e-07,1.0,1.0,,0,1.999999582767443,0.10642565208822062,0.00013078396637077698,1.9999993443488,0.00017336000000000006,-38.2625,0.01361070666462183,0.015228278003633022,0.01178413163870573,0.4056881070137024,0.3910767734050751,0.39374247193336487,,,,,,,,,
26,610.8,25.138,0.1942819261457771,0.4496256038546562,0.0004726560291601345,0.001153003249783069,4.2027160418456333e-07,1.437684318261745e-07,1.0,0.99993896484375,,0,1.999999701976754,0.06536720267147829,4.123425472972475e-05,1.9999997615814067,0.00018002000000000008,51.75,0.013706211932003498,0.014803655445575714,0.012511132284998894,0.40566781163215637,0.39119991660118103,0.3940204381942749,,,,,,,,,
27,636.5,25.725,0.14824772253632545,0.3643614687025547,0.00047292855742853135,0.0011503061396069825,3.9832674048057015e-07,1.6178521633491982e-07,1.0,1.0,,0,1.999999582767443,0.03213835447063964,3.313772009395112e-05,0.1854466518969719,0.0001866800000000001,-2.8874999999999993,0.013373642228543758,0.014319803565740585,0.013008714653551579,0.40548941493034363,0.391337126493454,0.39429548382759094,,,,,,,,,
28,663.6,27.096,0.28521328419446945,0.5185414776206017,0.0004731323424493894,0.001148862560512498,3.629313454212024e-07,1.7595504075984536e-07,1.0,1.0,,0,1.9999998211860577,0.04206217710614084,4.7639738279231114e-05,1.9999991059301285,0.0001933400000000001,63.462500000000006,0.012507282197475433,0.01315243449062109,0.013501266948878765,0.4054323136806488,0.39146023988723755,0.39451664686203003,,,,,,,,,
29,689.8,26.178,0.13309814129024744,0.5866023451089859,0.0004732928573503159,0.0011486670700833201,3.153832537350354e-07,1.815576773367411e-07,1.0,1.0,,0,1.9999999403953543,0.018227805460183995,2.459785516547544e-05,0.35084962624473826,0.0002,-31.987499999999997,0.011793396435678005,0.012350313365459442,0.013579005375504494,0.40541353821754456,0.3915250897407532,0.39456358551979065,,,,,,,,,
30,712.2,22.4,0.5181556129828095,0.6511730924248695,0.00047340143646579236,0.001148755953181535,2.7234388255692465e-07,1.8959575243115978e-07,1.0,1.0,,0,1.9999996423720994,0.14786326552300194,0.00021010088997984938,1.9999992251394678,0.0001999994757858978,31.075,0.010982398875057697,0.011391805484890938,0.014111565425992012,0.40558841824531555,0.39163103699684143,0.39457812905311584,,,,,,,,,
31,737.3,25.069,0.09613774809986353,0.3838603049516678,0.0004736926421173848,0.00115050160093233,2.444213116348237e-07,2.048836726942227e-07,1.0,1.0,,0,1.9999999403953543,0.05448589352693769,7.827914272548318e-05,1.6391413928774163,0.00019999790314908985,11.837499999999999,0.010371075943112373,0.010671867989003658,0.014716251753270626,0.40575453639030457,0.391821026802063,0.39470192790031433,,,,,,,,,
32,760.0,22.701,0.26532431691884995,0.5459675267338753,0.00047406817611772567,0.001152313343482092,2.2370057095599805e-07,2.2737570049002898e-07,1.0,1.0,,0,1.999999701976754,0.11698652358825089,2.5164401592900378e-05,1.999999523162785,0.00019999528210607237,17.7375,0.01083721686154604,0.0115536879748106,0.01559164933860302,0.4059068560600281,0.39193663001060486,0.3947908878326416,,,,,,,,,
33,785.6,25.642,0.9725459162145853,0.5950441434979439,0.0004743125173263252,0.0011526492598932236,2.8881316183060335e-07,2.509124641392191e-07,1.0,0.99981689453125,,0,1.9999997615814067,0.07646439851799322,3.862075486935958e-05,0.5147783090218765,0.00019999161268433895,-20.725,0.012141689658164978,0.014280827715992928,0.01635943166911602,0.40592488646507263,0.39200249314308167,0.39490681886672974,,,,,,,,,
34,810.4,24.741,0.10786191839724779,0.48898738622665405,0.00047441314382012933,0.0011507773597259074,3.754160786684224e-07,2.6977805589467607e-07,1.0,0.998291015625,,0,1.999999880790707,3.4641012710101604,0.0010284243445665452,2.000000119209286,0.00019998689492237997,19.112499999999997,0.012935166247189045,0.015504716895520687,0.016433537006378174,0.40580907464027405,0.39201632142066956,0.39509567618370056,,,,,,,,,
35,837.3,26.948,0.30468524247407913,0.4753521829843521,0.00047449142584810033,0.0011481658439151943,4.3477746913822557e-07,2.661572438000803e-07,1.0,0.9984130859375,,0,1.999999880790707,0.20673853496235023,4.193719969448666e-05,1.9999997615814067,0.0001999811288696826,23.712500000000006,0.014209610410034657,0.016717566177248955,0.016222430393099785,0.4057137966156006,0.3920852839946747,0.39519765973091125,,,,,,,,,
36,862.6,25.241,0.22981696017086506,0.471235666424036,0.00047450904094148427,0.0011449611047282815,5.060852004135086e-07,2.662005016418334e-07,1.0,0.9989013671875,,0,2.000000119209286,3.464101408661202,0.0030579446128821837,2.0,0.00019997431458672996,32.53750000000001,0.015513205900788307,0.018143704161047935,0.016435101628303528,0.4056116044521332,0.3920670449733734,0.39526358246803284,,,,,,,,,
37,886.8,24.192,1.01414417847991,0.41195444390177727,0.0004744686302728951,0.0011455939675215632,6.361595126236352e-07,2.7462938589906116e-07,1.0,0.9998779296875,,0,1.9999999403953543,0.13695940397451883,0.00032934185502158514,1.9999989867207821,0.0001999664521450007,21.212500000000002,0.017505738884210587,0.02183602750301361,0.01675458438694477,0.40551069378852844,0.3920115828514099,0.3953538239002228,,,,,,,,,
38,907.8,21.009,0.1783255636692047,0.5514446049928665,0.0004743601239169948,0.0011466674332041293,8.870642176361798e-07,2.75754246104043e-07,1.0,0.99951171875,,0,1.9999997615814067,0.06291558354637666,4.364162018853398e-05,1.383549079195437,0.0001999575416269681,-0.12500000000000355,0.019832871854305267,0.025126205757260323,0.016302714124321938,0.4053433835506439,0.3920833468437195,0.39532262086868286,,,,,,,,,
39,931.3,23.539,0.12196059874258935,0.4305848032236099,0.00047430435370188206,0.0011454958585090935,1.123170534356177e-06,2.6274536679693483e-07,1.0,1.0,,0,1.9999997615814067,0.03716215463234974,7.593852509949242e-05,0.8661153540617109,0.00019994758312609926,13.024999999999999,0.021584415808320045,0.027688750997185707,0.0162817370146513,0.4051465392112732,0.3922252357006073,0.39545053243637085,,,,,,,,,
40,956.1,24.777,0.21410434367135167,0.438696451485157,0.0004744702091556974,0.0011443666298873723,1.236411094396317e-06,2.7245417300036934e-07,1.0,1.0,,0,1.999999701976754,0.10816115321003983,0.00024702749709080616,1.9999992847441348,0.00019993657674685414,34.9875,0.021120082587003708,0.02709035947918892,0.01709725148975849,0.4051130414009094,0.39235761761665344,0.39576587080955505,,,,,,,,,
41,978.6,22.497,2.7180296978913248,0.44687356799840927,0.0004747926868731156,0.0011434000043664128,1.1638460364338243e-06,3.1091197882915367e-07,1.0,0.99993896484375,,0,1.999999880790707,0.0704070050530407,4.385147018028355e-05,1.9999996423720994,0.00019992452260468444,8.262500000000003,0.021174557507038116,0.026400882750749588,0.01843702606856823,0.4049835205078125,0.3924833834171295,0.3960224390029907,,,,,,,,,
42,1004.5,25.885,0.28169240010902286,0.5096130818128586,0.0004749449290102348,0.0011429836740717292,1.1288594805591856e-06,3.5360331906986175e-07,1.0,1.0,,0,1.9999998211860577,0.06762882515832964,6.532631338512628e-05,1.9999996423720994,0.00019991142082603243,27.0,0.021179091185331345,0.0254668015986681,0.019344644621014595,0.40495482087135315,0.39252328872680664,0.39622414112091064,,,,,,,,,
43,1030.7,26.199,0.08746040449477732,0.4388128072023392,0.00047514242032775655,0.0011427824210841209,1.0602607574128342e-06,3.9043840871499924e-07,1.0,1.0,,0,1.999999701976754,0.08611571191933598,0.0001695138885540438,1.2763061975852452,0.0001998972715483296,7.725,0.020685385912656784,0.024068236351013184,0.020357297733426094,0.4049640893936157,0.39274510741233826,0.39632555842399597,,,,,,,,,
44,1057.0,26.307,0.11171053908765316,0.5238528922200203,0.0004754629990202375,0.001142607448855415,9.67482193914293e-07,4.2994327031919966e-07,1.0,0.998046875,,0,2.000000238418565,3.464101477486721,0.011281916859273584,2.000000119209286,0.00019988207491999512,47.0625,0.020756039768457413,0.02339559607207775,0.021387498825788498,0.40504300594329834,0.39301565289497375,0.39643946290016174,,,,,,,,,
45,1082.2,25.255,1.2849444945653279,0.7129859924316406,0.00047573686849015456,0.0011441474392389257,1.0616890904202592e-06,4.694520138552131e-07,1.0,0.99932861328125,,1,1.9999999403953543,0.3372162003186121,0.00011984172155538033,1.9999999403953543,0.00019986583110043446,37.55,0.02281627431511879,0.02582574263215065,0.022259421646595,0.4050864577293396,0.3931260406970978,0.3964800238609314,,,,,,,,,
46,1105.5,23.235,0.6285346252843738,0.3647174797952175,0.0004758723880513571,0.0011467085569165647,1.276147628459512e-06,5.118678387816544e-07,1.0,0.99688720703125,,0,2.000000119209286,1.8608069956234286,0.0007083854730718846,2.000000119209286,0.00019984854026003758,-0.4857142857142848,0.024488521739840508,0.02832997776567936,0.023422395810484886,0.4050162136554718,0.39325255155563354,0.39655014872550964,,,,,,,,,
47,1131.6,26.135,0.43234512116760015,0.6372900903224945,0.00047596493823220953,0.0011498320673126727,1.645618823431505e-06,5.788276951079752e-07,1.0,0.98675537109375,,0,1.999999880790707,0.08386323892220157,0.00015395107698291125,1.2517784341942881,0.00019983020258017726,-31.65,0.028447799384593964,0.03627147525548935,0.02487182803452015,0.40491312742233276,0.3933950960636139,0.3965582251548767,,,,,,,,,
48,1158.2,26.576,0.3471934492699802,0.6979583948850632,0.00047590877511538565,0.0011558408150449395,2.4339710193999053e-06,6.364772673350672e-07,1.0,0.9874267578125,,0,1.9999998211860577,0.34423453146332844,0.00040101856170178524,1.9999996423720994,0.000199810818253207,-2.1125000000000007,0.032373618334531784,0.04343143478035927,0.025459663942456245,0.4049034118652344,0.39332157373428345,0.396431028842926,,,,,,,,,
49,1183.8,25.652,0.5104115689173341,0.5287780463695526,0.000475738343084231,0.001160486659500748,3.2005698926695914e-06,6.497550231188143e-07,1.0,0.99835205078125,,0,1.9999997615814067,0.20835879984813102,0.00039024463711642915,1.999999701976754,0.0001997903874824593,13.587499999999999,0.035103872418403625,0.048299383372068405,0.02526390179991722,0.4049612581729889,0.3932739198207855,0.3962014317512512,,,,,,,,,
50,1211.8,27.954,0.14364441996440291,0.4945809543132782,0.0004755656627821736,0.001161129301181063,3.958938236792164e-06,6.310047524493712e-07,1.0,0.99542236328125,,0,1.999999701976754,1.541693631357357,0.0016843149325907725,2.0,0.00019976891048224324,38.95,0.03885244205594063,0.05593939125537872,0.024847999215126038,0.4050291180610657,0.39319589734077454,0.3959941864013672,,,,,,,,,
51,1238.0,26.253,1.18130507816871,0.5056031346321106,0.0004754065691183011,0.0011621520000820358,4.899600450395762e-06,6.137425240619147e-07,1.0,0.994873046875,,1,0.0,0.0,0.0,0.0,0.00019974638747784242,21.437500000000004,0.0410769097507,0.06082072854042053,0.02462518773972988,0.404965877532959,0.39311110973358154,0.395945280790329,,,,,,,,,
52,1262.5,24.483,0.9351778229077657,0.8950224022070566,0.00047524691520569223,0.001161035499535501,5.595169265385873e-06,6.013265381928553e-07,1.0,0.99017333984375,,1,0.0,0.0,0.0,0.0,0.00019972281870551245,-4.137500000000001,0.04335600137710571,0.06532735377550125,0.024343078956007957,0.4048084318637848,0.3930811583995819,0.3959411382675171,,,,,,,,,
53,1286.5,23.968,0.271529340185225,0.6853860467672348,0.00047508741408819333,0.0011603020248003304,6.6732791310641915e-06,5.911710019290695e-07,1.0,0.998046875,,0,1.999999701976754,2.4164587183527577,0.0037948067782615563,1.999999880790707,0.00019969820441247861,-34.137499999999996,0.047423169016838074,0.07239506393671036,0.024056287482380867,0.40468722581863403,0.39307206869125366,0.39590123295783997,,,,,,,,,
54,1312.1,25.583,0.16946948319673538,0.7302146777510643,0.0004749754225485958,0.0011600816214922816,7.952263899824175e-06,5.625852139701237e-07,1.0,0.99755859375,,0,1.999999880790707,3.4641009268825322,0.01682817542379364,1.999999880790707,0.00019967254485693325,14.924999999999997,0.05112873390316963,0.07845210283994675,0.023242982104420662,0.4046758711338043,0.39300456643104553,0.395857036113739,,,,,,,,,
55,1334.9,22.829,0.06892540119588375,0.48335931450128555,0.0004750166990561411,0.0011611384397838265,9.193053074341151e-06,5.357909174108499e-07,1.0,0.997802734375,,0,1.999999880790707,0.08246175447544478,0.0003945533591674635,1.9999992847441348,0.00019964584030803285,15.925,0.05405940115451813,0.08333612978458405,0.02311982959508896,0.40468108654022217,0.39333194494247437,0.39577430486679077,,,,,,,,,
56,1358.8,23.896,1.117297776043415,0.5248782634735107,0.0004751476662931964,0.0011652584362309426,1.0207132845607703e-05,5.366634496795086e-07,1.0,0.99908447265625,,0,2.000000119209286,0.2921831852293427,0.0002367747756041407,1.9999999403953543,0.00019961809104589563,-23.325000000000003,0.056237056851387024,0.08681350201368332,0.023358087986707687,0.4047233760356903,0.39348772168159485,0.39570242166519165,,,,,,,,,
57,1385.3,26.506,0.9270106735639274,0.41091498732566833,0.00047524824185529724,0.0011687835794873536,1.088966200768482e-05,5.557414226586843e-07,1.0,0.99822998046875,,0,1.9999999403953543,0.12345596836249924,0.00036002047695482276,1.9999996423720994,0.00019958929736159812,19.9375,0.05730024352669716,0.088376484811306,0.02383212000131607,0.4047424793243408,0.39359861612319946,0.39575859904289246,,,,,,,,,
58,1411.7,26.389,0.26190292835235596,0.6233082637190819,0.00047543452092213556,0.0011716436711139977,1.1335408544255188e-05,5.7862611413384e-07,1.0,0.994384765625,,0,2.0,3.4641012021846374,0.024101242833436558,2.0,0.00019955945955717246,30.6,0.05889317765831947,0.0908936932682991,0.02433234453201294,0.40481096506118774,0.39368322491645813,0.39583855867385864,,,,,,,,,
59,1437.1,25.414,0.13298122957348824,0.6981969103217125,0.00047558898222632706,0.001175038400106132,1.1944140851483098e-05,5.952458650426706e-07,1.0,0.99310302734375,,0,1.999999880790707,2.827084681923605,0.005989232866057659,2.0,0.0001995285779456031,9.287500000000001,0.0603942908346653,0.0929587334394455,0.024190867319703102,0.4048733711242676,0.39372870326042175,0.3958360254764557,,,,,,,,,
60,1458.5,21.451,0.4521244284696877,0.6780280005186796,0.00047562862891936675,0.0011764512164518237,1.2463950270102941e-05,5.69909829550852e-07,1.0,0.99017333984375,,0,1.999999880790707,3.4641012365973993,0.022832022110959225,1.9999998211860577,0.00019949665285082355,-29.275,0.06158499792218208,0.09455026686191559,0.02362651191651821,0.40489462018013,0.39377906918525696,0.39578813314437866,,,,,,,,,
61,1482.7,24.141,0.181349394377321,0.420981016010046,0.000475690518214833,0.001177764468593523,1.3317877119334298e-05,5.59771748953608e-07,1.0,0.98736572265625,,0,1.999999880790707,0.12193811983668804,0.0007511728465002822,1.9999993443488,0.00019946368460771298,-8.275000000000006,0.06456329673528671,0.09987399727106094,0.023564213886857033,0.40493640303611755,0.3938208818435669,0.3958333432674408,,,,,,,,,
62,1510.0,27.311,0.07133955601602793,0.5563029460608959,0.00047575882490491495,0.001177844766061753,1.4524111520586303e-05,5.441061148303561e-07,1.0,0.9990234375,,0,1.9999998211860577,0.06238110509953211,0.00027660734250379405,1.687045636643478,0.0001994296735620926,23.574999999999996,0.06676561385393143,0.1034960225224495,0.022908641025424004,0.4049232602119446,0.3938322961330414,0.3958575129508972,,,,,,,,,
63,1534.9,24.906,0.10889100655913353,0.5674422234296799,0.0004757510178023949,0.0011782234068959951,1.5498701941396575e-05,5.084792036313956e-07,1.0,0.99951171875,,0,1.9999996423720994,0.14711174450959982,0.0004813248561826409,1.9999994039534634,0.00019939462007072218,-4.900000000000006,0.06883274018764496,0.1063719391822815,0.021684015169739723,0.4048595130443573,0.3938221037387848,0.3957831859588623,,,,,,,,,
64,1560.6,25.732,0.799441765062511,0.5026194453239441,0.0004755945410579443,0.0011794628226198256,1.6282052911265055e-05,4.478423392129116e-07,1.0,0.9990234375,,0,1.9999997615814067,2.6681641804509617,0.0044246647725663816,2.0,0.00019935852450129627,12.0125,0.07028935849666595,0.10807143896818161,0.020645828917622566,0.4047994613647461,0.39376211166381836,0.3957098126411438,,,,,,,,,
65,1586.5,25.843,0.9794021360576153,0.512478269636631,0.0004753673347295262,0.0011812712764367461,1.682829315541312e-05,4.1802162797921483e-07,1.0,0.99798583984375,,0,2.0,3.4641016839632695,0.4140273520108884,2.000000119209286,0.00019932138723244034,-2.612499999999997,0.07241429388523102,0.11067458987236023,0.020255856215953827,0.4045388996601105,0.3936469554901123,0.3956085443496704,,,,,,,,,
