epoch,time_total_sec,time_interval_sec,loss_total,loss_recon,loss_price,train_mse,train_rmse,avg_rmse_bps,n_good,n_bad,grad_norm_total,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD,torch_version,python_version,numpy_version
0,29.11457239999436,29.11457239999436,13487.63610263292,0.0005290519256068736,44958.78524526998,0.0005290519256068736,0.02300112878984146,327.15177747938367,1470,0,0.9999999498003886,220.82571411132812,271.6207275390625,364.0494384765625,382.41448974609375,448.0591735839844,259.9116516113281,346.712158203125,351.0947265625,299.67791748046875,2.11.0+cpu,3.13.3,2.2.5
