as_of_date,ccy,z_1,z_2
2010-01-29,AUD,-0.4919938,-0.10553156
2010-02-26,AUD,-0.49329114,-0.10103848
2010-03-31,AUD,-0.50933737,-0.11631444
2010-04-30,AUD,-0.5069723,-0.12150764
2010-05-31,AUD,-0.47837678,-0.113895416
2010-06-30,AUD,-0.45968965,-0.11411889
2010-07-30,AUD,-0.46318546,-0.113218114
2010-08-31,AUD,-0.4312596,-0.11158694
2010-09-30,AUD,-0.46198475,-0.13092119
2010-10-29,AUD,-0.47113958,-0.12435708
2010-11-30,AUD,-0.49144694,-0.12516877
2010-12-31,AUD,-0.5026631,-0.12460979
2011-01-31,AUD,-0.4963109,-0.12464273
2011-02-28,AUD,-0.4982613,-0.12618126
2011-03-31,AUD,-0.495142,-0.12093355
2011-04-29,AUD,-0.494744,-0.12502956
2011-05-31,AUD,-0.47725764,-0.12551875
2011-06-30,AUD,-0.48712158,-0.117631935
2011-07-29,AUD,-0.46311015,-0.11291451
2011-08-31,AUD,-0.43339488,-0.09460616
2011-09-30,AUD,-0.40191346,-0.09520855
2011-10-31,AUD,-0.42506543,-0.09771176
2011-11-30,AUD,-0.3982931,-0.082637735
2011-12-30,AUD,-0.3863684,-0.08955271
2012-01-31,AUD,-0.3838262,-0.088006295
2012-02-29,AUD,-0.40745178,-0.09910144
2012-03-30,AUD,-0.3999781,-0.088317595
2012-04-30,AUD,-0.37471226,-0.08108088
2012-05-31,AUD,-0.31723505,-0.0594533
2012-06-29,AUD,-0.33373472,-0.06872453
2012-07-31,AUD,-0.32553068,-0.06949238
2012-08-31,AUD,-0.3243773,-0.06490544
2012-09-28,AUD,-0.31360048,-0.05730192
2012-10-31,AUD,-0.31950507,-0.0517911
2012-11-30,AUD,-0.324516,-0.053231977
2012-12-31,AUD,-0.33176863,-0.037509467
2013-01-31,AUD,-0.34852323,-0.035702024
2013-02-28,AUD,-0.34373233,-0.03600027
2013-03-29,AUD,-0.34914064,-0.047912963
2013-04-30,AUD,-0.32724065,-0.03849232
2013-05-31,AUD,-0.3411139,-0.029567707
2013-06-28,AUD,-0.35984606,-0.028213527
2013-07-31,AUD,-0.34588897,-0.021045333
2013-08-30,AUD,-0.36903694,-0.018231604
2013-09-30,AUD,-0.36405233,-0.020783657
2013-10-31,AUD,-0.37539482,-0.023765402
2013-11-29,AUD,-0.38645655,-0.018118728
2013-12-31,AUD,-0.3861446,-0.020867676
2014-01-31,AUD,-0.37231308,-0.021540562
2014-02-28,AUD,-0.37120417,-0.02121455
2014-03-31,AUD,-0.3749946,-0.026833592
2014-04-30,AUD,-0.35842687,-0.029573983
2014-05-30,AUD,-0.34305227,-0.030444393
2014-06-30,AUD,-0.33636007,-0.030742204
2014-07-31,AUD,-0.33318454,-0.03130745
2014-08-29,AUD,-0.31801778,-0.035206154
2014-09-30,AUD,-0.33233264,-0.03665362
2014-10-31,AUD,-0.32308504,-0.036072023
2014-11-28,AUD,-0.3045386,-0.039024733
2014-12-31,AUD,-0.27778637,-0.03881235
2015-01-30,AUD,-0.23873349,-0.042345844
2015-02-27,AUD,-0.2451244,-0.028505702
2015-03-31,AUD,-0.23274972,-0.026807386
2015-04-30,AUD,-0.25428796,-0.029371126
2015-05-29,AUD,-0.26269308,-0.023156935
2015-06-30,AUD,-0.2873093,-0.020790095
2015-07-31,AUD,-0.26541796,-0.023972547
2015-08-31,AUD,-0.26183194,-0.017927486
2015-09-30,AUD,-0.2484134,-0.024256172
2015-10-30,AUD,-0.25105202,-0.020850321
2015-11-30,AUD,-0.25958696,-0.032130815
2015-12-31,AUD,-0.26832134,-0.030986868
2016-01-29,AUD,-0.24145626,-0.03371333
2016-02-29,AUD,-0.2236321,-0.038332857
2016-03-31,AUD,-0.23200323,-0.04104475
2016-04-29,AUD,-0.23184289,-0.037355736
2016-05-31,AUD,-0.21410336,-0.034042403
2016-06-30,AUD,-0.19299956,-0.039696723
2016-07-29,AUD,-0.18321848,-0.039735682
2016-08-31,AUD,-0.18241146,-0.03306941
2016-09-30,AUD,-0.19142283,-0.03279215
2016-10-31,AUD,-0.21471378,-0.0314252
2016-11-30,AUD,-0.24947125,-0.026085295
2016-12-30,AUD,-0.2585494,-0.028239196
2017-01-31,AUD,-0.25577274,-0.02361621
2017-02-28,AUD,-0.26075333,-0.022835745
2017-03-31,AUD,-0.25703117,-0.022438448
2017-04-28,AUD,-0.2475552,-0.02154937
2017-05-31,AUD,-0.23148896,-0.017380256
2017-06-30,AUD,-0.2514076,-0.020224111
2017-07-31,AUD,-0.24925639,-0.017604679
2017-08-31,AUD,-0.2451964,-0.025968337
2017-09-29,AUD,-0.2580882,-0.02530256
2017-10-31,AUD,-0.24671113,-0.022201894
2017-11-30,AUD,-0.2370452,-0.025592301
2017-12-29,AUD,-0.24287339,-0.031240555
2018-01-31,AUD,-0.2538653,-0.027050614
2018-02-28,AUD,-0.25152123,-0.02853138
2018-03-30,AUD,-0.24133608,-0.03553383
2018-04-30,AUD,-0.24927537,-0.035562906
2018-05-31,AUD,-0.24534677,-0.033814654
2018-06-29,AUD,-0.24148339,-0.03601327
2018-07-31,AUD,-0.24140354,-0.037198402
2018-08-31,AUD,-0.22990192,-0.036549173
2018-09-28,AUD,-0.24229889,-0.033362143
