as_of_date,ccy,z_1,z_2,z_3
2010-01-29,AUD,-0.21896847,0.2909335,-0.047110662
2010-02-26,AUD,-0.21334937,0.28998774,-0.0477118
2010-03-31,AUD,-0.23436661,0.30412963,-0.04795143
2010-04-30,AUD,-0.23911425,0.3044513,-0.047180474
2010-05-31,AUD,-0.22475974,0.28619626,-0.044853117
2010-06-30,AUD,-0.22108585,0.27633032,-0.043160815
2010-07-30,AUD,-0.22091885,0.27797413,-0.04373411
2010-08-31,AUD,-0.21212976,0.26083282,-0.04011384
2010-09-30,AUD,-0.23978701,0.2840503,-0.04139332
2010-10-29,AUD,-0.23415613,0.28632027,-0.042905442
2010-11-30,AUD,-0.2382913,0.29656243,-0.04534263
2010-12-31,AUD,-0.24062029,0.30276155,-0.046487015
2011-01-31,AUD,-0.24018185,0.29931724,-0.045970358
2011-02-28,AUD,-0.24233076,0.30086887,-0.04599303
2011-03-31,AUD,-0.23594446,0.29754612,-0.04612943
2011-04-29,AUD,-0.24022749,0.2988632,-0.04573053
2011-05-31,AUD,-0.237457,0.28962547,-0.043941088
2011-06-30,AUD,-0.23082677,0.2920546,-0.0460432
2011-07-29,AUD,-0.2209638,0.27744228,-0.04462164
2011-08-31,AUD,-0.19458258,0.25601906,-0.042625725
2011-09-30,AUD,-0.18831867,0.23955037,-0.03898994
2011-10-31,AUD,-0.19669811,0.25268787,-0.041478205
2011-11-30,AUD,-0.17362678,0.23348102,-0.039577913
2011-12-30,AUD,-0.178782,0.2299205,-0.03774724
2012-01-31,AUD,-0.17683077,0.227656,-0.037810333
2012-02-29,AUD,-0.19469665,0.24444702,-0.03931785
2012-03-30,AUD,-0.18095642,0.23657387,-0.039466552
2012-04-30,AUD,-0.16796106,0.22112095,-0.037122082
2012-05-31,AUD,-0.13188428,0.18375462,-0.032126985
2012-06-29,AUD,-0.14558813,0.19542131,-0.033494383
2012-07-31,AUD,-0.14514746,0.19169477,-0.03278152
2012-08-31,AUD,-0.13986821,0.1893208,-0.033230267
2012-09-28,AUD,-0.12943178,0.18123968,-0.032621823
2012-10-31,AUD,-0.12503365,0.18265352,-0.03399292
2012-11-30,AUD,-0.12755105,0.18570003,-0.034596264
2012-12-31,AUD,-0.11190598,0.18441272,-0.037079666
2013-01-31,AUD,-0.1131963,0.19241819,-0.039522134
2013-02-28,AUD,-0.11230286,0.18986607,-0.038811106
2013-03-29,AUD,-0.12640332,0.19688745,-0.037943155
2013-04-30,AUD,-0.11140546,0.18205889,-0.03640902
2013-05-31,AUD,-0.10404222,0.18602657,-0.038983203
2013-06-28,AUD,-0.10607833,0.19481945,-0.04076199
2013-07-31,AUD,-0.09543015,0.18505721,-0.040033218
2013-08-30,AUD,-0.09731156,0.19629315,-0.042952396
2013-09-30,AUD,-0.098928906,0.19482419,-0.04200492
2013-10-31,AUD,-0.1042828,0.20175634,-0.042933032
2013-11-29,AUD,-0.100581594,0.20543185,-0.04500781
