as_of_date,ccy,z_1,z_2
2010-01-29,AUD,-0.15487275,-0.06678682
2010-02-26,AUD,-0.15417431,-0.06670889
2010-03-31,AUD,-0.16181052,-0.069056146
2010-04-30,AUD,-0.16230148,-0.06892149
2010-05-31,AUD,-0.15278272,-0.06534117
2010-06-30,AUD,-0.14728498,-0.062709294
2010-07-30,AUD,-0.14787848,-0.06300221
2010-08-31,AUD,-0.13904537,-0.058818057
2010-09-30,AUD,-0.15163215,-0.06311606
2010-10-29,AUD,-0.15302399,-0.06437488
2010-11-30,AUD,-0.1584863,-0.06710206
2010-12-31,AUD,-0.16168213,-0.06848033
2011-01-31,AUD,-0.15967022,-0.06772977
2011-02-28,AUD,-0.16058348,-0.06806306
2011-03-31,AUD,-0.15866028,-0.06749709
2011-04-29,AUD,-0.15933032,-0.06740058
2011-05-31,AUD,-0.15441999,-0.06518954
2011-06-30,AUD,-0.15535454,-0.06617756
2011-07-29,AUD,-0.14707531,-0.06274201
2011-08-31,AUD,-0.1356984,-0.058525186
2011-09-30,AUD,-0.12714984,-0.054508377
2011-10-31,AUD,-0.13371815,-0.057490293
2011-11-30,AUD,-0.123816185,-0.05382068
2011-12-30,AUD,-0.12164994,-0.05209952
2012-01-31,AUD,-0.12050261,-0.051894415
2012-02-29,AUD,-0.12931956,-0.055021394
2012-03-30,AUD,-0.12514117,-0.053947426
2012-04-30,AUD,-0.116928205,-0.05053899
2012-05-31,AUD,-0.09738339,-0.04287704
2012-06-29,AUD,-0.10343648,-0.0450513
2012-07-31,AUD,-0.10100379,-0.043686528
2012-08-31,AUD,-0.099623814,-0.04346163
2012-09-28,AUD,-0.095284015,-0.041921407
2012-10-31,AUD,-0.09559103,-0.042409405
2012-11-30,AUD,-0.09711751,-0.043003872
2012-12-31,AUD,-0.09553793,-0.043304257
2013-01-31,AUD,-0.09936994,-0.045254726
2013-02-28,AUD,-0.09834413,-0.044788096
2013-03-29,AUD,-0.10246519,-0.045846336
2013-04-30,AUD,-0.09463451,-0.042866427
2013-05-31,AUD,-0.09649555,-0.044459984
2013-06-28,AUD,-0.10179085,-0.047431756
2013-07-31,AUD,-0.09641131,-0.0453956
2013-08-30,AUD,-0.10219782,-0.048307266
2013-09-30,AUD,-0.10142523,-0.047618225
2013-10-31,AUD,-0.10519613,-0.04915628
2013-11-29,AUD,-0.106838994,-0.050439168
2013-12-31,AUD,-0.10744724,-0.05050087
2014-01-31,AUD,-0.103528,-0.048590187
2014-02-28,AUD,-0.10293673,-0.048441306
2014-03-31,AUD,-0.105343625,-0.048951633
2014-04-30,AUD,-0.101295725,-0.04686157
2014-05-30,AUD,-0.09713286,-0.044809647
2014-06-30,AUD,-0.09531855,-0.04388961
2014-07-31,AUD,-0.09465234,-0.043446235
2014-08-29,AUD,-0.09147983,-0.04147163
2014-09-30,AUD,-0.09541696,-0.043331295
2014-10-31,AUD,-0.09259626,-0.042063184
2014-11-28,AUD,-0.08797783,-0.039589427
2014-12-31,AUD,-0.08048039,-0.036118306
2015-01-30,AUD,-0.07162279,-0.031533577
2015-02-27,AUD,-0.070438385,-0.032029748
2015-03-31,AUD,-0.0670409,-0.030551517
2015-04-30,AUD,-0.073468834,-0.033442803
2015-05-29,AUD,-0.07394428,-0.034123458
2015-06-30,AUD,-0.08010903,-0.037405275
2015-07-31,AUD,-0.07481964,-0.03457143
