as_of_date,ccy,z_1,z_2,z_3,z_4
2010-01-29,AUD,-0.2704328,0.20913461,0.09305358,0.2036159
2010-02-26,AUD,-0.2679797,0.2113928,0.08962581,0.20386758
2010-03-31,AUD,-0.2827438,0.21621817,0.102297306,0.21205369
2010-04-30,AUD,-0.28310668,0.21343528,0.10551384,0.21235025
2010-05-31,AUD,-0.2664363,0.19989213,0.09801521,0.20025453
2010-06-30,AUD,-0.25367516,0.19008078,0.097607,0.1944427
2010-07-30,AUD,-0.25373495,0.19234055,0.09754582,0.19588622
2010-08-31,AUD,-0.23860572,0.17741075,0.09492702,0.18359289
2010-09-30,AUD,-0.261743,0.18936974,0.1110245,0.19804654
2010-10-29,AUD,-0.2648373,0.19481315,0.10589792,0.20011745
2010-11-30,AUD,-0.27341977,0.20392692,0.10621816,0.20831236
2010-12-31,AUD,-0.28040707,0.21003428,0.10680923,0.21197014
2011-01-31,AUD,-0.2767685,0.20645234,0.10702966,0.20943673
2011-02-28,AUD,-0.2789435,0.20704499,0.10816488,0.2102341
2011-03-31,AUD,-0.2755758,0.20692617,0.10434494,0.20816903
2011-04-29,AUD,-0.27580678,0.20606264,0.10755907,0.2090868
2011-05-31,AUD,-0.26611874,0.19661519,0.10727887,0.2029447
2011-06-30,AUD,-0.26649025,0.20275682,0.101776265,0.20584884
2011-07-29,AUD,-0.24829435,0.19044295,0.09725802,0.19750836
2011-08-31,AUD,-0.22996424,0.1807656,0.08265634,0.18263394
2011-09-30,AUD,-0.21453896,0.16526258,0.081831425,0.17114745
2011-10-31,AUD,-0.22575533,0.1763698,0.085456386,0.18007931
2011-11-30,AUD,-0.21032369,0.16689505,0.0721889,0.1669527
2011-12-30,AUD,-0.20483604,0.16032599,0.07763857,0.16428463
2012-01-31,AUD,-0.20226578,0.15825826,0.076041795,0.16320848
2012-02-29,AUD,-0.2182445,0.16800117,0.08615593,0.17382133
2012-03-30,AUD,-0.21096769,0.1664462,0.0774126,0.16909897
2012-04-30,AUD,-0.19802412,0.1563026,0.07132608,0.15782475
2012-05-31,AUD,-0.16667064,0.13392398,0.052794196,0.13137251
2012-06-29,AUD,-0.17474015,0.13910595,0.060369417,0.14017126
2012-07-31,AUD,-0.16827893,0.13518414,0.061521627,0.13800095
2012-08-31,AUD,-0.1652214,0.13521889,0.05790744,0.13695869
2012-09-28,AUD,-0.15828419,0.13181987,0.052012607,0.13137299
2012-10-31,AUD,-0.15842855,0.13608769,0.048626907,0.1327818
2012-11-30,AUD,-0.15997745,0.13785279,0.049829945,0.13543555
2012-12-31,AUD,-0.15580238,0.14596942,0.039433297,0.13580397
2013-01-31,AUD,-0.16112778,0.15428331,0.03858762,0.14242578
2013-02-28,AUD,-0.15962169,0.15145105,0.03822854,0.14062977
2013-03-29,AUD,-0.16799977,0.15220945,0.04743255,0.14413616
2013-04-30,AUD,-0.15411514,0.14310263,0.0391883,0.13435502
2013-05-31,AUD,-0.15685076,0.1514506,0.032701977,0.13842706
2013-06-28,AUD,-0.17000201,0.16068016,0.031198103,0.14361158
2013-07-31,AUD,-0.15975872,0.15516399,0.025364557,0.1374311
2013-08-30,AUD,-0.17016928,0.16700141,0.02413508,0.14555773
2013-09-30,AUD,-0.16909821,0.16477194,0.026201667,0.1440974
2013-10-31,AUD,-0.17559354,0.16975324,0.028705161,0.14891905
2013-11-29,AUD,-0.17773065,0.17574915,0.024794986,0.15238763
2013-12-31,AUD,-0.17959638,0.17528948,0.02768432,0.15233317
2014-01-31,AUD,-0.17076996,0.16773406,0.027093694,0.14815621
2014-02-28,AUD,-0.16884704,0.16676946,0.026658254,0.14797276
2014-03-31,AUD,-0.17455097,0.16891569,0.03188287,0.14971228
2014-04-30,AUD,-0.16666356,0.16008812,0.03335983,0.14419949
2014-05-30,AUD,-0.1587538,0.15228006,0.033661224,0.13880377
2014-06-30,AUD,-0.15523306,0.14910379,0.033799656,0.13646536
2014-07-31,AUD,-0.15427873,0.14797123,0.034361593,0.135244
2014-08-29,AUD,-0.14879532,0.1403261,0.03686871,0.13027135
2014-09-30,AUD,-0.15480722,0.14649273,0.038348272,0.13618703
2014-10-31,AUD,-0.14890066,0.14194992,0.03771706,0.13294172
2014-11-28,AUD,-0.13997775,0.132461,0.039847516,0.12676547
2014-12-31,AUD,-0.12568296,0.11891757,0.038509823,0.11714511
2015-01-30,AUD,-0.11364991,0.100610346,0.03890586,0.101716086
2015-02-27,AUD,-0.11181261,0.10640775,0.028642492,0.10171504
2015-03-31,AUD,-0.106906354,0.10099966,0.026572173,0.096361056
2015-04-30,AUD,-0.117913924,0.11051573,0.029201314,0.10500543
2015-05-29,AUD,-0.118290916,0.115837455,0.02571085,0.10729262
2015-06-30,AUD,-0.12959994,0.12792602,0.024208058,0.1159319
2015-07-31,AUD,-0.120085865,0.116805404,0.026447728,0.10828699
2015-08-31,AUD,-0.11532128,0.115823425,0.02149957,0.10621222
2015-09-30,AUD,-0.11212249,0.108431414,0.025812112,0.1020004
2015-10-30,AUD,-0.112001866,0.11015077,0.023545045,0.10243968
2015-11-30,AUD,-0.120074,0.112384126,0.032529164,0.10762821
2015-12-31,AUD,-0.122559555,0.1165517,0.031799413,0.11108171
2016-01-29,AUD,-0.110623464,0.1032424,0.033333648,0.10149662
2016-02-29,AUD,-0.10480383,0.09431961,0.036272977,0.09529449
2016-03-31,AUD,-0.109896645,0.09819868,0.038843088,0.09884219
2016-04-29,AUD,-0.11015719,0.09938653,0.035777826,0.097642735
2016-05-31,AUD,-0.10049011,0.091665305,0.03296458,0.0903229
2016-06-30,AUD,-0.093761645,0.08100696,0.036730994,0.08300266
2016-07-29,AUD,-0.089991614,0.07643551,0.036684,0.078975916
2016-08-31,AUD,-0.08604883,0.07734082,0.031590927,0.07794903
2016-09-30,AUD,-0.08999172,0.08160298,0.031405356,0.08146559
2016-10-31,AUD,-0.101732194,0.09329809,0.031011468,0.0896001
2016-11-30,AUD,-0.117458686,0.11048274,0.027407495,0.101577014
2016-12-30,AUD,-0.1226815,0.11456483,0.029593602,0.105313
2017-01-31,AUD,-0.11807701,0.11398813,0.026074221,0.10386399
2017-02-28,AUD,-0.120958865,0.116554745,0.025547974,0.105501994
2017-03-31,AUD,-0.11812623,0.114657134,0.025417669,0.10416291
2017-04-28,AUD,-0.113062605,0.11029421,0.024525484,0.100520834
2017-05-31,AUD,-0.102965,0.103253245,0.020691238,0.093998834
2017-06-30,AUD,-0.11607977,0.11293511,0.023383103,0.10131532
2017-07-31,AUD,-0.11305919,0.11216679,0.021494217,0.100348696
2017-08-31,AUD,-0.115271464,0.10913819,0.028033245,0.099892855
2017-09-29,AUD,-0.12188643,0.1153283,0.027701337,0.10439864
2017-10-31,AUD,-0.11442199,0.11006495,0.02490567,0.099871755
2017-11-30,AUD,-0.11078331,0.10487369,0.027360424,0.09686786
2017-12-29,AUD,-0.117588595,0.10725866,0.03187935,0.09949326
2018-01-31,AUD,-0.122951776,0.11285722,0.02833873,0.10250966
2018-02-28,AUD,-0.1216756,0.111415744,0.029514387,0.10204662
2018-03-30,AUD,-0.11929612,0.104947776,0.034252368,0.099411935
2018-04-30,AUD,-0.12343441,0.10857997,0.03432426,0.10233992
2018-05-31,AUD,-0.12083717,0.10685274,0.032674976,0.100607924
2018-06-29,AUD,-0.118514866,0.10412298,0.034200504,0.09984656
2018-07-31,AUD,-0.12044554,0.10412668,0.035225093,0.099498
2018-08-31,AUD,-0.11280313,0.09845011,0.034752887,0.0956004
2018-09-28,AUD,-0.1184445,0.10521844,0.032527294,0.09948523
2018-10-31,AUD,-0.11595685,0.103867985,0.03155632,0.098219976
2018-11-30,AUD,-0.11685103,0.103323966,0.033870973,0.09844538
2018-12-31,AUD,-0.1058424,0.09323301,0.03348349,0.092105746
2019-01-31,AUD,-0.101944886,0.0894144,0.03390309,0.08929539
2019-02-28,AUD,-0.09737767,0.08917667,0.0283877,0.087137446
2019-03-29,AUD,-0.08062385,0.07658425,0.023989696,0.07582834
2019-04-30,AUD,-0.07858758,0.07785634,0.017332755,0.07406403
2019-05-31,AUD,-0.065305874,0.067993484,0.014473675,0.06492109
2019-06-28,AUD,-0.05599059,0.063134044,0.008019345,0.058234185
2019-07-31,AUD,-0.04767108,0.05749445,0.005057736,0.052505694
2019-08-30,AUD,-0.038760714,0.044942543,0.0067081954,0.042738557
2019-09-30,AUD,-0.042991325,0.04732533,0.008731847,0.045441903
2019-10-31,AUD,-0.048148017,0.051458035,0.00975267,0.048585147
2019-11-29,AUD,-0.043157637,0.049563408,0.005158667,0.045274936
2019-12-31,AUD,-0.055064812,0.061766054,0.0055654603,0.05520141
2020-01-31,AUD,-0.037392,0.04469807,0.0049834205,0.04180551
2020-02-28,AUD,-0.03125444,0.03692329,0.004683198,0.034763977
2020-03-31,AUD,-0.02973295,0.031526312,-0.0015186818,0.027539514
2020-04-30,AUD,-0.025478853,0.038097315,-0.012126717,0.028196104
2020-05-29,AUD,-0.023356196,0.037133887,-0.011303009,0.027915005
2020-06-30,AUD,-0.021116057,0.038535587,-0.013547755,0.028311325
2020-07-31,AUD,-0.0176138,0.034573752,-0.012408003,0.02597294
2020-08-31,AUD,-0.017996825,0.041258685,-0.017257947,0.029672068
2020-09-30,AUD,-0.014466459,0.03712687,-0.01688255,0.02659295
2020-10-30,AUD,-0.012195432,0.03850503,-0.020634422,0.026662499
2020-11-30,AUD,-0.014698019,0.04513356,-0.023448614,0.031067777
2020-12-31,AUD,-0.017047541,0.047607057,-0.025249373,0.03222773
2021-01-29,AUD,-0.020215735,0.05497839,-0.028918946,0.036853734
2021-02-26,AUD,-0.040905684,0.07527833,-0.035064522,0.05122371
2021-03-31,AUD,-0.04112358,0.079001226,-0.037355736,0.05348406
2021-04-30,AUD,-0.038954806,0.07587393,-0.035895593,0.051505115
2021-05-31,AUD,-0.03946443,0.07507947,-0.034165528,0.050907195
2021-06-30,AUD,-0.04169043,0.06841628,-0.026851468,0.04635146
2021-07-30,AUD,-0.032668393,0.057795513,-0.024082106,0.039037034
2021-08-31,AUD,-0.03563381,0.059843726,-0.023796376,0.040073268
2021-09-30,AUD,-0.044914905,0.06933893,-0.025983341,0.046611328
2021-10-29,AUD,-0.08437116,0.08772884,-0.0019312112,0.06341295
2021-11-30,AUD,-0.080787815,0.08235522,-0.0046041496,0.057775028
2021-12-31,AUD,-0.078936204,0.08026174,-0.0026090574,0.05803567
2022-01-31,AUD,-0.091077834,0.08624016,0.00525718,0.06422742
2022-02-28,AUD,-0.10296929,0.09516621,0.0065433118,0.069695406
2022-03-31,AUD,-0.14469284,0.11865654,0.030476686,0.09490454
2022-04-29,AUD,-0.16904217,0.13162534,0.05064568,0.116734296
2022-05-31,AUD,-0.1720994,0.1315403,0.05818913,0.12367762
2022-06-30,AUD,-0.18997407,0.13948247,0.069468886,0.13815433
2022-07-29,AUD,-0.15989038,0.12022273,0.06336946,0.12436569
2022-08-31,AUD,-0.19407776,0.14049496,0.076833755,0.14258352
2022-09-30,AUD,-0.21090722,0.14698151,0.08988312,0.15428281
2022-10-31,AUD,-0.21324117,0.15448144,0.0874729,0.16008691
2022-11-30,AUD,-0.18925732,0.13684398,0.079228625,0.14354634
2022-12-30,AUD,-0.21206671,0.15275545,0.08709903,0.15885243
2023-01-31,AUD,-0.188251,0.13799211,0.07872087,0.14629877
2023-02-28,AUD,-0.2115903,0.15055075,0.094188616,0.16133216
2023-03-31,AUD,-0.17589298,0.1294769,0.07531181,0.13912326
2023-04-28,AUD,-0.17454895,0.12765765,0.07779804,0.139552
2023-05-31,AUD,-0.19039595,0.13643359,0.08918561,0.15159033
2023-06-30,AUD,-0.21456836,0.14495555,0.109839916,0.1646946
2023-07-31,AUD,-0.20945263,0.14655675,0.10255416,0.16389701
2023-08-31,AUD,-0.2032229,0.14652202,0.09355986,0.16031969
2023-09-29,AUD,-0.2193437,0.16241933,0.09489326,0.17224598
2023-10-31,AUD,-0.24054262,0.1814187,0.10029806,0.18929994
2023-11-30,AUD,-0.21869378,0.16359006,0.09541646,0.17468223
2023-12-29,AUD,-0.19283617,0.14076334,0.090121344,0.15574236
2024-01-31,AUD,-0.19121215,0.1431039,0.085253686,0.15622324
2024-02-29,AUD,-0.20181492,0.1501259,0.09006952,0.16261134
2010-01-29,CAD,-0.12108737,0.15358585,-0.029714268,0.11069096
2010-02-26,CAD,-0.12170698,0.15423971,-0.029628098,0.111127324
2010-03-31,CAD,-0.13949324,0.15507486,-0.009355757,0.11758542
2010-04-30,CAD,-0.14894591,0.15662152,-0.0002888681,0.12258681
2010-05-31,CAD,-0.14257011,0.14821881,-0.0008606026,0.116439685
2010-06-30,CAD,-0.11888427,0.14167844,-0.014939778,0.11034937
2010-07-30,CAD,-0.114064306,0.13850832,-0.014027728,0.10980673
2010-08-31,CAD,-0.09452921,0.122111455,-0.01625563,0.09795816
2010-09-30,CAD,-0.098307736,0.11717342,-0.005494925,0.097753316
2010-10-29,CAD,-0.098040305,0.12086102,-0.008488163,0.09968121
2010-11-30,CAD,-0.1166337,0.12885912,-0.0017942223,0.10730306
2010-12-31,CAD,-0.121527925,0.13490583,-0.0017811402,0.111296296
