date,expiry,tenor,split,sigma_mkt,sigma_exp,s_expiry,path_frac,ae
2014-05-30,5,1,train,43.3,190.3,0.13328,1.0,147.0
2014-05-30,5,5,train,30.3,117.3,0.13328,1.0,87.0
2014-05-30,5,10,train,26.6,97.4,0.13328,1.0,70.80000000000001
2014-05-30,10,1,train,25.3,133.3,0.14065,1.0,108.00000000000001
2014-05-30,10,5,train,23.2,92.1,0.14065,1.0,68.89999999999999
2014-05-30,10,10,train,23.2,77.7,0.14065,1.0,54.5
2014-06-30,1,1,train,85.8,266.9,0.12916,1.0,181.09999999999997
2014-06-30,1,5,train,50.2,118.9,0.12916,1.0,68.7
2014-06-30,1,10,train,31.8,96.2,0.12916,1.0,64.4
2014-06-30,5,1,train,46.7,184.3,0.13328,1.0,137.60000000000002
2014-06-30,5,5,train,32.5,123.1,0.13328,1.0,90.6
2014-06-30,5,10,train,27.7,94.1,0.13328,1.0,66.39999999999999
2014-06-30,10,1,train,26.6,130.4,0.14065,1.0,103.80000000000001
2014-06-30,10,5,train,24.5,97.4,0.14065,1.0,72.9
2014-06-30,10,10,train,24.1,78.6,0.14065,1.0,54.49999999999999
2014-07-31,1,1,train,79.6,253.3,0.12916,1.0,173.70000000000002
2014-07-31,1,5,train,50.2,125.9,0.12916,1.0,75.7
2014-07-31,1,10,train,35.1,94.9,0.12916,1.0,59.800000000000004
2014-07-31,5,1,train,51.3,173.2,0.13328,1.0,121.89999999999999
2014-07-31,5,5,train,34.9,123.2,0.13328,1.0,88.30000000000001
2014-07-31,5,10,train,29.8,96.1,0.13328,1.0,66.3
2014-07-31,10,1,train,29.1,143.9,0.14065,1.0,114.80000000000001
2014-07-31,10,5,train,26.7,99.0,0.14065,1.0,72.3
2014-07-31,10,10,train,26.4,77.3,0.14065,1.0,50.9
2014-08-29,1,1,train,120.7,238.0,0.12916,1.0,117.3
2014-08-29,1,5,train,59.1,128.6,0.12916,1.0,69.5
2014-08-29,1,10,train,43.5,112.5,0.12916,1.0,69.0
2014-08-29,5,1,train,68.7,170.4,0.13328,1.0,101.7
2014-08-29,5,5,train,43.1,114.8,0.13328,1.0,71.69999999999999
2014-08-29,5,10,train,36.5,101.3,0.13328,1.0,64.8
2014-08-29,10,1,train,36.3,130.8,0.14065,1.0,94.50000000000001
2014-08-29,10,5,train,32.4,105.0,0.14065,1.0,72.6
2014-08-29,10,10,train,32.1,86.2,0.14065,1.0,54.1
2014-09-30,1,1,train,195.2,242.1,0.12916,1.0,46.900000000000006
2014-09-30,1,5,train,56.5,128.7,0.12916,1.0,72.19999999999999
2014-09-30,1,10,train,38.3,109.4,0.12916,1.0,71.10000000000001
2014-09-30,5,1,train,57.0,178.3,0.13328,1.0,121.30000000000001
2014-09-30,5,5,train,37.2,121.3,0.13328,1.0,84.1
2014-09-30,5,10,train,31.2,97.5,0.13328,1.0,66.3
2014-09-30,10,1,train,31.4,129.3,0.14065,1.0,97.9
2014-09-30,10,5,train,28.2,95.9,0.14065,1.0,67.7
2014-09-30,10,10,train,27.3,83.1,0.14065,1.0,55.8
2014-10-31,1,1,train,162.3,225.9,0.12916,1.0,63.599999999999994
2014-10-31,1,5,train,54.9,131.4,0.12916,1.0,76.5
2014-10-31,1,10,train,40.5,114.2,0.12916,1.0,73.7
2014-10-31,5,1,train,61.8,182.1,0.13328,1.0,120.3
2014-10-31,5,5,train,38.9,113.6,0.13328,1.0,74.69999999999999
2014-10-31,5,10,train,32.6,94.5,0.13328,1.0,61.9
2014-10-31,10,1,train,32.3,137.0,0.14065,1.0,104.7
2014-10-31,10,5,train,29.4,100.2,0.14065,1.0,70.80000000000001
2014-10-31,10,10,train,28.4,89.7,0.14065,1.0,61.300000000000004
2014-11-28,1,1,train,187.8,236.1,0.12916,1.0,48.29999999999998
2014-11-28,1,5,train,66.8,131.9,0.12916,1.0,65.10000000000001
2014-11-28,1,10,train,47.1,124.9,0.12916,1.0,77.80000000000001
2014-11-28,5,1,train,79.1,177.7,0.13328,1.0,98.6
2014-11-28,5,5,train,43.5,122.6,0.13328,1.0,79.1
2014-11-28,5,10,train,35.8,115.4,0.13328,1.0,79.60000000000001
2014-11-28,10,1,train,35.7,133.8,0.14065,1.0,98.10000000000001
2014-11-28,10,5,train,32.2,103.9,0.14065,1.0,71.7
2014-11-28,10,10,train,31.4,86.9,0.14065,1.0,55.50000000000001
2014-12-31,1,1,train,343.0,217.1,0.12916,1.0,125.9
2014-12-31,1,5,train,75.1,136.7,0.12916,1.0,61.599999999999994
2014-12-31,1,10,train,57.8,134.9,0.12916,1.0,77.10000000000001
2014-12-31,5,1,train,89.0,178.5,0.13328,1.0,89.5
2014-12-31,5,5,train,49.8,119.6,0.13328,1.0,69.8
2014-12-31,5,10,train,43.0,104.0,0.13328,1.0,61.0
2014-12-31,10,1,train,42.3,139.3,0.14065,1.0,97.00000000000001
2014-12-31,10,5,train,38.3,106.1,0.14065,1.0,67.8
2014-12-31,10,10,train,37.4,93.1,0.14065,1.0,55.699999999999996
2015-01-30,1,1,train,0.0,227.0,0.12916,1.0,227.0
2015-01-30,1,5,train,83.6,129.3,0.12916,1.0,45.70000000000002
2015-01-30,1,10,train,67.1,139.7,0.12916,1.0,72.6
2015-01-30,5,1,train,101.2,176.9,0.13328,1.0,75.7
2015-01-30,5,5,train,60.9,117.2,0.13328,1.0,56.300000000000004
2015-01-30,5,10,train,53.2,115.5,0.13328,1.0,62.3
2015-01-30,10,1,train,55.9,144.2,0.14065,1.0,88.29999999999998
2015-01-30,10,5,train,49.8,107.0,0.14065,1.0,57.2
2015-01-30,10,10,train,48.1,91.4,0.14065,1.0,43.300000000000004
2015-02-27,1,1,train,0.0,201.3,0.12916,1.0,201.3
2015-02-27,1,5,train,91.8,136.7,0.12916,1.0,44.89999999999999
2015-02-27,1,10,train,70.7,141.3,0.12916,1.0,70.60000000000001
2015-02-27,5,1,train,101.0,163.5,0.13328,1.0,62.5
2015-02-27,5,5,train,58.8,124.4,0.13328,1.0,65.60000000000001
2015-02-27,5,10,train,51.5,107.8,0.13328,1.0,56.3
2015-02-27,10,1,train,54.0,134.6,0.14065,1.0,80.6
2015-02-27,10,5,train,50.1,100.6,0.14065,1.0,50.49999999999999
2015-02-27,10,10,train,46.9,92.9,0.14065,1.0,46.00000000000001
2015-03-31,1,1,train,0.0,228.9,0.12916,1.0,228.9
2015-03-31,1,5,train,104.8,130.9,0.12916,1.0,26.10000000000001
2015-03-31,1,10,train,89.0,145.6,0.12916,1.0,56.599999999999994
2015-03-31,5,1,train,143.8,174.8,0.13328,1.0,31.0
2015-03-31,5,5,train,82.6,125.5,0.13328,1.0,42.900000000000006
2015-03-31,5,10,train,82.3,114.1,0.13328,1.0,31.799999999999997
2015-03-31,10,1,train,103.7,135.2,0.14065,1.0,31.499999999999986
2015-03-31,10,5,train,90.9,107.4,0.14065,1.0,16.5
2015-03-31,10,10,train,95.4,96.4,0.14065,1.0,1.0
2015-04-30,1,1,train,0.0,232.1,0.12916,1.0,232.1
2015-04-30,1,5,train,93.8,130.8,0.12916,1.0,37.000000000000014
2015-04-30,1,10,train,73.0,143.3,0.12916,1.0,70.30000000000001
2015-04-30,5,1,train,103.5,171.6,0.13328,1.0,68.1
2015-04-30,5,5,train,66.7,125.0,0.13328,1.0,58.3
2015-04-30,5,10,train,62.9,111.7,0.13328,1.0,48.800000000000004
2015-04-30,10,1,train,66.3,134.4,0.14065,1.0,68.10000000000001
2015-04-30,10,5,train,61.0,104.4,0.14065,1.0,43.400000000000006
2015-04-30,10,10,train,60.8,94.6,0.14065,1.0,33.8
2015-05-29,1,1,train,0.0,223.9,0.12916,1.0,223.9
2015-05-29,1,5,train,83.5,129.4,0.12916,1.0,45.900000000000006
2015-05-29,1,10,train,64.8,124.6,0.12916,1.0,59.8
2015-05-29,5,1,train,81.2,174.4,0.13328,1.0,93.2
2015-05-29,5,5,train,52.9,116.8,0.13328,1.0,63.9
2015-05-29,5,10,train,50.5,109.7,0.13328,1.0,59.2
2015-05-29,10,1,train,48.4,139.4,0.14065,1.0,91.0
2015-05-29,10,5,train,44.8,104.2,0.14065,1.0,59.400000000000006
2015-05-29,10,10,train,47.0,90.7,0.14065,1.0,43.7
2015-06-30,1,1,train,0.0,254.7,0.12916,1.0,254.7
2015-06-30,1,5,train,66.7,124.4,0.12916,1.0,57.7
2015-06-30,1,10,train,54.2,110.8,0.12916,1.0,56.599999999999994
2015-06-30,5,1,train,55.6,184.5,0.13328,1.0,128.9
2015-06-30,5,5,train,40.4,113.4,0.13328,1.0,73.0
2015-06-30,5,10,train,37.6,99.9,0.13328,1.0,62.300000000000004
2015-06-30,10,1,train,35.0,135.0,0.14065,1.0,100.0
2015-06-30,10,5,train,33.1,101.2,0.14065,1.0,68.1
2015-06-30,10,10,train,33.4,81.8,0.14065,1.0,48.4
2015-07-31,1,1,train,0.0,256.5,0.12916,1.0,256.5
2015-07-31,1,5,train,76.4,133.4,0.12916,1.0,57.0
2015-07-31,1,10,train,57.7,118.5,0.12916,1.0,60.8
2015-07-31,5,1,train,68.9,191.7,0.13328,1.0,122.79999999999998
2015-07-31,5,5,train,46.0,116.2,0.13328,1.0,70.2
2015-07-31,5,10,train,41.7,102.0,0.13328,1.0,60.3
2015-07-31,10,1,train,39.6,128.4,0.14065,1.0,88.80000000000001
2015-07-31,10,5,train,37.3,101.3,0.14065,1.0,64.0
2015-07-31,10,10,train,38.2,84.8,0.14065,1.0,46.599999999999994
2015-08-31,1,1,train,0.0,249.3,0.12916,1.0,249.3
2015-08-31,1,5,train,70.2,133.2,0.12916,1.0,62.999999999999986
2015-08-31,1,10,train,57.2,102.8,0.12916,1.0,45.599999999999994
2015-08-31,5,1,train,64.0,189.6,0.13328,1.0,125.6
2015-08-31,5,5,train,43.4,110.9,0.13328,1.0,67.5
2015-08-31,5,10,train,39.7,98.9,0.13328,1.0,59.2
2015-08-31,10,1,train,37.1,137.4,0.14065,1.0,100.30000000000001
2015-08-31,10,5,train,35.5,103.2,0.14065,1.0,67.7
2015-08-31,10,10,train,36.5,86.5,0.14065,1.0,50.0
2015-09-30,1,1,train,0.0,226.8,0.12916,1.0,226.8
2015-09-30,1,5,train,85.0,132.6,0.12916,1.0,47.599999999999994
2015-09-30,1,10,train,60.2,121.5,0.12916,1.0,61.3
2015-09-30,5,1,train,74.0,174.3,0.13328,1.0,100.30000000000001
2015-09-30,5,5,train,46.6,121.8,0.13328,1.0,75.19999999999999
2015-09-30,5,10,train,41.3,105.7,0.13328,1.0,64.4
2015-09-30,10,1,train,38.4,143.0,0.14065,1.0,104.6
2015-09-30,10,5,train,36.1,104.0,0.14065,1.0,67.9
2015-09-30,10,10,train,36.7,85.1,0.14065,1.0,48.39999999999999
2015-10-30,1,1,train,0.0,246.2,0.12916,1.0,246.2
2015-10-30,1,5,train,91.0,134.4,0.12916,1.0,43.400000000000006
2015-10-30,1,10,train,58.1,115.8,0.12916,1.0,57.699999999999996
2015-10-30,5,1,train,75.7,183.4,0.13328,1.0,107.7
2015-10-30,5,5,train,46.4,120.7,0.13328,1.0,74.30000000000001
2015-10-30,5,10,train,41.2,108.0,0.13328,1.0,66.8
2015-10-30,10,1,train,39.5,137.7,0.14065,1.0,98.19999999999999
2015-10-30,10,5,train,36.7,105.9,0.14065,1.0,69.2
2015-10-30,10,10,train,36.5,89.3,0.14065,1.0,52.8
2015-11-30,1,1,train,0.0,237.4,0.12916,1.0,237.4
2015-11-30,1,5,train,128.5,132.6,0.12916,1.0,4.099999999999994
2015-11-30,1,10,train,61.8,126.3,0.12916,1.0,64.5
2015-11-30,5,1,train,83.9,178.2,0.13328,1.0,94.29999999999998
2015-11-30,5,5,train,48.0,123.2,0.13328,1.0,75.2
2015-11-30,5,10,train,42.4,107.8,0.13328,1.0,65.4
2015-11-30,10,1,train,37.5,148.0,0.14065,1.0,110.5
2015-11-30,10,5,train,35.5,109.3,0.14065,1.0,73.8
2015-11-30,10,10,train,36.1,91.8,0.14065,1.0,55.699999999999996
2015-12-31,1,1,train,0.0,245.8,0.12916,1.0,245.8
2015-12-31,1,5,train,79.5,122.2,0.12916,1.0,42.7
2015-12-31,1,10,train,52.2,108.5,0.12916,1.0,56.3
2015-12-31,5,1,train,65.0,189.7,0.13328,1.0,124.69999999999999
2015-12-31,5,5,train,42.6,118.5,0.13328,1.0,75.9
2015-12-31,5,10,train,38.4,102.3,0.13328,1.0,63.9
2015-12-31,10,1,train,34.4,144.9,0.14065,1.0,110.5
2015-12-31,10,5,train,32.9,102.7,0.14065,1.0,69.80000000000001
2015-12-31,10,10,train,33.9,85.3,0.14065,1.0,51.4
2016-01-29,1,1,train,0.0,245.3,0.12916,1.0,245.3
2016-01-29,1,5,train,211.6,139.1,0.12916,1.0,72.5
2016-01-29,1,10,train,77.7,122.3,0.12916,1.0,44.599999999999994
2016-01-29,5,1,train,126.7,181.6,0.13328,1.0,54.89999999999999
2016-01-29,5,5,train,58.5,123.4,0.13328,1.0,64.9
2016-01-29,5,10,train,50.4,106.3,0.13328,1.0,55.9
2016-01-29,10,1,train,44.6,148.5,0.14065,1.0,103.9
2016-01-29,10,5,train,42.1,108.5,0.14065,1.0,66.4
2016-01-29,10,10,train,43.2,89.2,0.14065,1.0,46.0
2016-02-29,1,1,train,0.0,212.7,0.12916,1.0,212.7
2016-02-29,1,5,train,0.0,135.4,0.12916,1.0,135.4
2016-02-29,1,10,train,108.7,139.3,0.12916,1.0,30.60000000000001
2016-02-29,5,1,train,0.0,190.7,0.13328,1.0,190.7
2016-02-29,5,5,train,78.1,129.4,0.13328,1.0,51.30000000000001
2016-02-29,5,10,train,64.3,109.1,0.13328,1.0,44.8
2016-02-29,10,1,train,58.1,148.8,0.14065,1.0,90.70000000000002
2016-02-29,10,5,train,55.3,110.4,0.14065,1.0,55.10000000000001
2016-02-29,10,10,train,58.1,90.3,0.14065,1.0,32.199999999999996
2016-03-31,1,1,train,0.0,228.9,0.12916,1.0,228.9
2016-03-31,1,5,train,391.6,138.9,0.12916,1.0,252.70000000000002
2016-03-31,1,10,train,91.2,130.2,0.12916,1.0,38.999999999999986
2016-03-31,5,1,train,0.0,174.9,0.13328,1.0,174.9
2016-03-31,5,5,train,70.2,131.0,0.13328,1.0,60.8
2016-03-31,5,10,train,58.5,114.9,0.13328,1.0,56.400000000000006
2016-03-31,10,1,train,53.0,138.1,0.14065,1.0,85.1
2016-03-31,10,5,train,50.3,107.9,0.14065,1.0,57.60000000000001
2016-03-31,10,10,train,53.3,89.3,0.14065,1.0,36.0
2016-04-29,1,1,train,0.0,227.4,0.12916,1.0,227.4
2016-04-29,1,5,train,205.5,140.4,0.12916,1.0,65.1
2016-04-29,1,10,train,75.7,120.0,0.12916,1.0,44.3
2016-04-29,5,1,train,149.4,184.7,0.13328,1.0,35.29999999999998
2016-04-29,5,5,train,57.8,126.2,0.13328,1.0,68.4
2016-04-29,5,10,train,49.6,105.7,0.13328,1.0,56.1
2016-04-29,10,1,train,44.2,139.4,0.14065,1.0,95.2
2016-04-29,10,5,train,41.6,104.7,0.14065,1.0,63.1
2016-04-29,10,10,train,43.0,89.9,0.14065,1.0,46.900000000000006
2016-05-31,1,1,train,0.0,251.0,0.12916,1.0,251.0
2016-05-31,1,5,train,0.0,139.5,0.12916,1.0,139.5
2016-05-31,1,10,train,86.4,133.3,0.12916,1.0,46.900000000000006
2016-05-31,5,1,train,0.0,189.6,0.13328,1.0,189.6
2016-05-31,5,5,train,66.7,123.1,0.13328,1.0,56.39999999999999
2016-05-31,5,10,train,54.1,116.4,0.13328,1.0,62.300000000000004
2016-05-31,10,1,train,48.6,144.9,0.14065,1.0,96.30000000000001
2016-05-31,10,5,train,45.3,105.7,0.14065,1.0,60.400000000000006
2016-05-31,10,10,train,46.3,91.7,0.14065,1.0,45.400000000000006
2016-06-30,1,1,train,0.0,219.2,0.12916,1.0,219.2
2016-06-30,1,5,train,0.0,137.1,0.12916,1.0,137.1
2016-06-30,1,10,train,124.5,140.9,0.12916,1.0,16.400000000000006
2016-06-30,5,1,train,0.0,175.6,0.13328,1.0,175.6
2016-06-30,5,5,train,95.3,125.6,0.13328,1.0,30.299999999999997
2016-06-30,5,10,train,73.4,116.1,0.13328,1.0,42.69999999999999
2016-06-30,10,1,train,66.0,146.9,0.14065,1.0,80.9
2016-06-30,10,5,train,61.1,104.1,0.14065,1.0,42.99999999999999
2016-06-30,10,10,train,66.4,94.3,0.14065,1.0,27.89999999999999
2016-07-29,1,1,train,0.0,225.6,0.12916,1.0,225.6
2016-07-29,1,5,train,0.0,142.2,0.12916,1.0,142.2
2016-07-29,1,10,train,152.2,147.0,0.12916,1.0,5.199999999999989
2016-07-29,5,1,train,0.0,189.4,0.13328,1.0,189.4
2016-07-29,5,5,train,119.2,129.2,0.13328,1.0,9.999999999999986
2016-07-29,5,10,train,82.7,124.2,0.13328,1.0,41.5
2016-07-29,10,1,train,75.7,150.0,0.14065,1.0,74.3
2016-07-29,10,5,train,68.1,111.3,0.14065,1.0,43.2
2016-07-29,10,10,train,74.7,91.0,0.14065,1.0,16.299999999999997
2016-08-31,1,1,train,0.0,232.2,0.12916,1.0,232.2
2016-08-31,1,5,train,0.0,145.9,0.12916,1.0,145.9
2016-08-31,1,10,train,141.8,148.4,0.12916,1.0,6.599999999999994
2016-08-31,5,1,train,0.0,191.2,0.13328,1.0,191.2
2016-08-31,5,5,train,115.4,126.2,0.13328,1.0,10.799999999999997
2016-08-31,5,10,train,81.1,121.6,0.13328,1.0,40.5
2016-08-31,10,1,train,76.4,140.7,0.14065,1.0,64.29999999999998
2016-08-31,10,5,train,66.4,103.7,0.14065,1.0,37.3
2016-08-31,10,10,train,69.9,98.5,0.14065,1.0,28.599999999999994
2016-09-30,1,1,train,0.0,237.1,0.12916,1.0,237.1
2016-09-30,1,5,train,0.0,144.2,0.12916,1.0,144.2
2016-09-30,1,10,train,145.3,146.8,0.12916,1.0,1.5
2016-09-30,5,1,train,0.0,190.0,0.13328,1.0,190.0
2016-09-30,5,5,train,110.0,132.3,0.13328,1.0,22.30000000000001
2016-09-30,5,10,train,77.2,117.7,0.13328,1.0,40.5
2016-09-30,10,1,train,71.5,143.0,0.14065,1.0,71.5
2016-09-30,10,5,train,63.0,110.1,0.14065,1.0,47.099999999999994
2016-09-30,10,10,train,66.4,92.5,0.14065,1.0,26.099999999999994
2016-10-31,1,1,train,0.0,223.8,0.12916,1.0,223.8
2016-10-31,1,5,train,0.0,135.7,0.12916,1.0,135.7
2016-10-31,1,10,train,87.2,143.3,0.12916,1.0,56.10000000000001
2016-10-31,5,1,train,0.0,175.7,0.13328,1.0,175.7
2016-10-31,5,5,train,68.0,123.6,0.13328,1.0,55.599999999999994
2016-10-31,5,10,train,56.5,118.3,0.13328,1.0,61.8
2016-10-31,10,1,train,53.5,151.5,0.14065,1.0,98.0
2016-10-31,10,5,train,48.9,104.4,0.14065,1.0,55.50000000000001
2016-10-31,10,10,train,50.6,92.9,0.14065,1.0,42.300000000000004
2016-11-30,1,1,train,0.0,250.8,0.12916,1.0,250.8
2016-11-30,1,5,train,181.4,148.4,0.12916,1.0,33.0
2016-11-30,1,10,train,72.9,116.1,0.12916,1.0,43.19999999999999
2016-11-30,5,1,train,123.7,191.7,0.13328,1.0,67.99999999999999
2016-11-30,5,5,train,54.7,119.6,0.13328,1.0,64.89999999999999
2016-11-30,5,10,train,48.3,111.2,0.13328,1.0,62.900000000000006
2016-11-30,10,1,train,44.0,146.1,0.14065,1.0,102.1
2016-11-30,10,5,train,41.4,106.5,0.14065,1.0,65.1
2016-11-30,10,10,train,42.7,92.2,0.14065,1.0,49.5
2016-12-30,1,1,train,0.0,215.6,0.12916,1.0,215.6
2016-12-30,1,5,train,198.2,136.6,0.12916,1.0,61.599999999999994
2016-12-30,1,10,train,77.7,122.7,0.12916,1.0,45.0
2016-12-30,5,1,train,155.3,191.6,0.13328,1.0,36.29999999999998
2016-12-30,5,5,train,58.3,129.1,0.13328,1.0,70.8
2016-12-30,5,10,train,50.2,109.9,0.13328,1.0,59.7
2016-12-30,10,1,train,44.7,149.9,0.14065,1.0,105.2
2016-12-30,10,5,train,42.1,110.5,0.14065,1.0,68.4
2016-12-30,10,10,train,44.0,93.1,0.14065,1.0,49.099999999999994
2017-01-31,1,1,train,0.0,253.9,0.12916,1.0,253.9
2017-01-31,1,5,train,119.7,128.3,0.12916,1.0,8.600000000000009
2017-01-31,1,10,train,61.5,112.8,0.12916,1.0,51.3
2017-01-31,5,1,train,84.9,196.2,0.13328,1.0,111.29999999999998
2017-01-31,5,5,train,47.3,118.2,0.13328,1.0,70.9
2017-01-31,5,10,train,41.7,95.5,0.13328,1.0,53.8
2017-01-31,10,1,train,36.9,141.5,0.14065,1.0,104.6
2017-01-31,10,5,train,35.9,107.0,0.14065,1.0,71.1
2017-01-31,10,10,train,36.7,84.5,0.14065,1.0,47.8
2017-02-28,1,5,train,207.8,132.9,0.12916,1.0,74.9
2017-02-28,1,10,train,73.2,133.3,0.12916,1.0,60.10000000000001
2017-02-28,5,1,train,151.0,182.2,0.13328,1.0,31.19999999999999
2017-02-28,5,5,train,55.4,123.1,0.13328,1.0,67.69999999999999
2017-02-28,5,10,train,46.6,117.3,0.13328,1.0,70.69999999999999
2017-02-28,10,1,train,40.6,147.2,0.14065,1.0,106.6
2017-02-28,10,5,train,38.3,105.7,0.14065,1.0,67.4
2017-02-28,10,10,train,39.2,91.5,0.14065,1.0,52.3
2017-03-31,1,5,train,129.2,133.0,0.12916,1.0,3.8000000000000114
2017-03-31,1,10,train,63.8,120.1,0.12916,1.0,56.3
2017-03-31,5,1,train,110.0,192.8,0.13328,1.0,82.80000000000001
2017-03-31,5,5,train,53.0,117.3,0.13328,1.0,64.3
2017-03-31,5,10,train,44.1,105.8,0.13328,1.0,61.699999999999996
2017-03-31,10,1,train,41.0,150.0,0.14065,1.0,109.0
2017-03-31,10,5,train,37.9,109.4,0.14065,1.0,71.5
2017-03-31,10,10,train,37.6,90.7,0.14065,1.0,53.1
2017-04-28,1,5,train,118.8,133.6,0.12916,1.0,14.799999999999997
2017-04-28,1,10,train,59.6,119.2,0.12916,1.0,59.6
2017-04-28,5,1,train,97.0,188.5,0.13328,1.0,91.5
2017-04-28,5,5,train,50.3,124.5,0.13328,1.0,74.2
2017-04-28,5,10,train,42.0,108.6,0.13328,1.0,66.6
2017-04-28,10,1,train,39.1,146.3,0.14065,1.0,107.20000000000002
2017-04-28,10,5,train,36.2,105.0,0.14065,1.0,68.8
2017-04-28,10,10,train,36.1,87.0,0.14065,1.0,50.9
2017-05-31,1,5,train,119.7,127.2,0.12916,1.0,7.5
2017-05-31,1,10,train,55.5,113.6,0.12916,1.0,58.099999999999994
2017-05-31,5,1,train,95.6,190.2,0.13328,1.0,94.6
2017-05-31,5,5,train,48.2,124.2,0.13328,1.0,76.0
2017-05-31,5,10,train,40.0,106.7,0.13328,1.0,66.7
2017-05-31,10,1,train,37.6,145.6,0.14065,1.0,108.0
2017-05-31,10,5,train,34.8,104.9,0.14065,1.0,70.10000000000001
2017-05-31,10,10,train,34.4,85.9,0.14065,1.0,51.50000000000001
2017-06-30,1,5,train,90.5,134.4,0.12916,1.0,43.900000000000006
2017-06-30,1,10,train,50.6,111.5,0.12916,1.0,60.9
2017-06-30,5,1,train,72.0,200.3,0.13328,1.0,128.3
2017-06-30,5,5,train,43.2,119.8,0.13328,1.0,76.6
2017-06-30,5,10,train,37.4,102.6,0.13328,1.0,65.19999999999999
2017-06-30,10,1,train,35.2,155.7,0.14065,1.0,120.49999999999999
2017-06-30,10,5,train,33.2,108.0,0.14065,1.0,74.8
2017-06-30,10,10,train,33.1,83.6,0.14065,1.0,50.49999999999999
2017-07-31,1,5,train,81.9,133.7,0.12916,1.0,51.79999999999998
2017-07-31,1,10,train,46.6,121.3,0.12916,1.0,74.69999999999999
2017-07-31,5,1,train,64.6,188.1,0.13328,1.0,123.5
2017-07-31,5,5,train,40.2,123.4,0.13328,1.0,83.2
2017-07-31,5,10,train,35.0,103.6,0.13328,1.0,68.6
2017-07-31,10,1,train,33.4,153.0,0.14065,1.0,119.6
2017-07-31,10,5,train,31.1,93.1,0.14065,1.0,61.99999999999999
2017-07-31,10,10,train,30.9,80.5,0.14065,1.0,49.6
2017-08-31,1,5,train,115.6,135.7,0.12916,1.0,20.099999999999994
2017-08-31,1,10,train,53.5,124.0,0.12916,1.0,70.5
2017-08-31,5,1,train,85.9,200.7,0.13328,1.0,114.79999999999998
2017-08-31,5,5,train,46.2,125.7,0.13328,1.0,79.5
2017-08-31,5,10,train,38.6,106.9,0.13328,1.0,68.30000000000001
2017-08-31,10,1,train,36.6,146.9,0.14065,1.0,110.30000000000001
2017-08-31,10,5,train,33.6,111.3,0.14065,1.0,77.69999999999999
2017-08-31,10,10,train,33.2,89.4,0.14065,1.0,56.2
2017-09-29,1,5,train,87.5,137.3,0.12916,1.0,49.80000000000001
2017-09-29,1,10,train,46.8,110.7,0.12916,1.0,63.900000000000006
2017-09-29,5,1,train,69.5,196.7,0.13328,1.0,127.19999999999999
2017-09-29,5,5,train,41.9,118.5,0.13328,1.0,76.6
2017-09-29,5,10,train,35.6,101.4,0.13328,1.0,65.80000000000001
2017-09-29,10,1,train,34.2,148.0,0.14065,1.0,113.8
2017-09-29,10,5,train,31.6,106.7,0.14065,1.0,75.1
2017-09-29,10,10,train,31.5,87.7,0.14065,1.0,56.2
2017-10-31,1,5,train,92.3,132.7,0.12916,1.0,40.39999999999999
2017-10-31,1,10,train,45.6,119.1,0.12916,1.0,73.5
2017-10-31,5,1,train,73.4,206.6,0.13328,1.0,133.2
2017-10-31,5,5,train,42.8,126.0,0.13328,1.0,83.2
2017-10-31,5,10,train,35.9,106.2,0.13328,1.0,70.30000000000001
2017-10-31,10,1,train,35.1,146.5,0.14065,1.0,111.4
2017-10-31,10,5,train,31.9,106.5,0.14065,1.0,74.6
2017-10-31,10,10,train,31.5,89.1,0.14065,1.0,57.599999999999994
2017-11-30,1,5,train,85.6,131.2,0.12916,1.0,45.599999999999994
2017-11-30,1,10,train,44.5,113.3,0.12916,1.0,68.8
2017-11-30,5,1,train,73.5,185.3,0.13328,1.0,111.80000000000001
2017-11-30,5,5,train,44.5,127.0,0.13328,1.0,82.5
2017-11-30,5,10,train,37.3,102.4,0.13328,1.0,65.10000000000001
2017-11-30,10,1,train,37.2,147.8,0.14065,1.0,110.60000000000001
2017-11-30,10,5,train,33.7,105.4,0.14065,1.0,71.7
2017-11-30,10,10,train,33.2,87.1,0.14065,1.0,53.89999999999999
2017-12-29,1,5,train,72.6,123.1,0.12916,1.0,50.5
2017-12-29,1,10,train,42.2,110.3,0.12916,1.0,68.1
2017-12-29,5,1,train,66.5,187.6,0.13328,1.0,121.1
2017-12-29,5,5,train,43.2,121.6,0.13328,1.0,78.39999999999999
2017-12-29,5,10,train,36.2,102.7,0.13328,1.0,66.5
2017-12-29,10,1,train,37.3,148.4,0.14065,1.0,111.10000000000001
2017-12-29,10,5,train,33.3,105.4,0.14065,1.0,72.10000000000001
2017-12-29,10,10,train,32.9,87.2,0.14065,1.0,54.300000000000004
2018-01-31,1,5,train,53.8,116.9,0.12916,1.0,63.10000000000001
2018-01-31,1,10,train,36.7,102.0,0.12916,1.0,65.3
2018-01-31,5,1,train,49.4,195.8,0.13328,1.0,146.4
2018-01-31,5,5,train,37.8,119.4,0.13328,1.0,81.60000000000001
2018-01-31,5,10,train,33.3,98.7,0.13328,1.0,65.4
2018-01-31,10,1,train,34.1,154.1,0.14065,1.0,120.0
2018-01-31,10,5,train,31.6,96.4,0.14065,1.0,64.80000000000001
2018-01-31,10,10,train,31.6,84.0,0.14065,1.0,52.4
2018-02-28,1,5,train,57.2,116.8,0.12916,1.0,59.599999999999994
