epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_l2_lam,loss_l2_vol,loss_l2_reg,loss_l2_vfeat,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm_lam,gnorm_sig,gnorm_reg,gnorm_vfeat,lr,fwd_bias_diag_bp,delta_norm,W_norm,d_expiry_norm,d_tenor_norm,d_global_norm,lam_1Y_norm,lam_5Y_norm,lam_10Y_norm,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
18,157.2,8.76,0.34467116743326187,0.5075433403253555,0.00047304078907473013,0.001133325684349984,3.111252766530015e-08,9.28396730159875e-07,1.0,1.0,,0,1.999999701976754,0.1936045811396522,9.631618971554373e-06,0.3516961850198439,0.00012674000000000005,16.185714285714283,0.002593414857983589,0.004796138033270836,0.00816747359931469,0.005423534661531448,0.0030034990049898624,0.40592116117477417,0.3919183611869812,0.3933383524417877,,,,,,,,,
19,165.9,8.74,0.14643596531823277,0.3894052617251873,0.0004730964355985634,0.0011340733035467565,2.6786219020635826e-08,1.1421599879213318e-06,1.0,1.0,,0,2.000000119209286,0.19857694520989302,9.260278278040555e-05,0.047003459496119795,0.00013340000000000007,-5.128571428571429,0.0028692304622381926,0.004118957556784153,0.00916537269949913,0.005784675944596529,0.0034336282406002283,0.4059290289878845,0.3918481171131134,0.39340826869010925,,,,,,,,,
20,175.2,9.317,0.21181263588368893,0.5193604901432991,0.0004730634536826983,0.0011354012531228364,2.7655936651882485e-08,1.3694161111743597e-06,1.0,1.0,,0,1.9999996423720994,0.07593328794487654,5.740413525865039e-06,0.06053378940505509,0.0001400600000000001,6.625,0.0035135510843247175,0.004776842892169952,0.010010728612542152,0.006034568417817354,0.0036838511005043983,0.40592485666275024,0.3918165862560272,0.39332133531570435,,,,,,,,,
21,183.7,8.502,0.08703709486871958,0.6160053759813309,0.0004729433057946153,0.0011373442539479584,4.736981384922956e-08,1.59122774334719e-06,1.0,1.0,,0,1.9999997615814067,0.21302364944230337,0.0001810270166458521,0.04418644644587865,0.00014672000000000009,-30.46666666666667,0.005105619318783283,0.007346494123339653,0.010781566612422466,0.006443904712796211,0.003936572466045618,0.4059022068977356,0.3917199373245239,0.39327913522720337,,,,,,,,,
22,192.2,8.461,0.1842678915709257,0.3884965404868126,0.00047283463936764747,0.0011396796617191285,1.1107883857164325e-07,1.823711272663786e-06,1.0,1.0,,0,1.999999880790707,0.09801579686714877,6.309402578068748e-05,0.0534848107731633,0.00015338000000000008,25.175,0.00727752735838294,0.010532666929066181,0.011547830887138844,0.006869347300380468,0.004152578767389059,0.4059374928474426,0.3915393054485321,0.39330318570137024,,,,,,,,,
23,200.4,8.177,0.38326229341328144,0.6168420910835266,0.00047274499956984073,0.0011420691735111177,1.9146365914934904e-07,2.0746039695040963e-06,1.0,1.0,,0,2.0,0.07631001112583077,3.2636375770724084e-05,0.05633949469839939,0.00016004000000000007,27.185714285714287,0.008929571136832237,0.012433608062565327,0.012315310537815094,0.00730120437219739,0.004487036261707544,0.40600520372390747,0.3913063406944275,0.3933899700641632,,,,,,,,,
24,209.1,8.73,0.11703760363161564,0.5021982304751873,0.00047271597577491775,0.0011445248674135655,2.533987988329045e-07,2.373748714035173e-06,1.0,1.0,,0,1.9999996423720994,0.14037938987957943,3.172035929681157e-05,0.11030109483666392,0.00016670000000000007,6.3500000000000005,0.010276349261403084,0.01353219524025917,0.013174944557249546,0.007807567249983549,0.004850418772548437,0.4060590863227844,0.3911333978176117,0.3934788107872009,,,,,,,,,
25,216.3,7.201,0.15045361500233412,0.3958931714296341,0.0004726619372377172,0.0011465747375041246,3.3516037944991695e-07,2.708614147195476e-06,1.0,1.0,,0,1.9999998211860577,0.1734303869257992,0.0002124480035016291,0.07813867955845803,0.00017336000000000006,-57.72857142857142,0.011807123199105263,0.01473455410450697,0.014049412682652473,0.008349290117621422,0.005139045882970095,0.4061044156551361,0.3910064399242401,0.39352667331695557,,,,,,,,,
26,225.1,8.833,0.1619793106801808,0.4171578027307987,0.00047271171206375584,0.0011480901448521763,3.3113722253119704e-07,3.090601467192755e-06,1.0,1.0,,0,1.9999997615814067,0.0975251802391347,5.232345902694967e-05,0.08931778545720356,0.00018002000000000008,51.6125,0.011200536042451859,0.012374618090689182,0.014905271120369434,0.009107888676226139,0.005524632055312395,0.40609121322631836,0.3910365700721741,0.39370614290237427,,,,,,,,,
27,233.9,8.815,0.13796985056251287,0.3467317149043083,0.0004728569183498621,0.0011495762737467885,2.583983231829734e-07,3.530133085405396e-06,1.0,1.0,,0,1.999999701976754,0.06733987397265645,3.613796238649495e-05,0.04133754250903436,0.0001866800000000001,-1.4499999999999993,0.010834768414497375,0.010802431963384151,0.015838703140616417,0.009956316091120243,0.005924409255385399,0.4059220850467682,0.3911094069480896,0.3939087688922882,,,,,,,,,
28,243.8,9.829,0.22942326590418816,0.4848576858639717,0.00047296191041823477,0.0011518032988533378,2.1726558330215084e-07,4.078230176673969e-06,1.0,1.0,,0,1.999999880790707,0.12249330856332845,5.985295273784428e-05,0.18275874434689224,0.0001933400000000001,65.3375,0.010412940755486488,0.009804485365748405,0.016947902739048004,0.010871676728129387,0.006416514050215483,0.4058733880519867,0.391204297542572,0.3940209448337555,,,,,,,,,
29,252.9,9.111,0.1250152443535626,0.5565670132637024,0.0004730295986519195,0.0011560690181795508,2.112397794462595e-07,4.703370336756052e-06,1.0,1.0,,0,1.9999997615814067,0.04666105511032293,2.0898122924627243e-05,0.02803400147044093,0.0002,-31.1625,0.010785669088363647,0.010409784503281116,0.017995301634073257,0.011789865791797638,0.006888073869049549,0.40585896372795105,0.39125433564186096,0.39398038387298584,,,,,,,,,
30,261.0,8.137,0.5369069091975689,0.6382024139165878,0.000473068947030697,0.001160112879006192,2.2752245953938655e-07,5.350795845515677e-06,1.0,1.0,,0,1.9999998211860577,0.16689754615056043,0.00031705763986645603,0.0243989880037773,0.0001999994757858978,31.9125,0.011071845889091492,0.011158200912177563,0.01918104849755764,0.012552814558148384,0.007318535353988409,0.4060518145561218,0.39132729172706604,0.39393430948257446,,,,,,,,,
31,270.2,9.185,0.09905460570007563,0.38041365146636963,0.0004733215318992734,0.0011672672699205577,2.564471373034394e-07,6.106537853156624e-06,1.0,1.0,,0,1.9999998211860577,0.14058204498159513,0.00014502004222495313,0.10610239872737376,0.00019999790314908985,14.6,0.010960692539811134,0.011201448738574982,0.020550893619656563,0.013540603220462799,0.007847584784030914,0.4062296748161316,0.39147046208381653,0.3940853178501129,,,,,,,,,
32,278.2,8.036,0.2675885297358036,0.5578224584460258,0.0004736944247270003,0.001173980999737978,2.536519829732242e-07,6.99880536103592e-06,1.0,1.0,,0,1.999999880790707,0.12910902085452472,3.88768890709166e-05,0.12827032906978028,0.00019999528210607237,14.171428571428573,0.011665589176118374,0.012506813742220402,0.02179393358528614,0.01439352985471487,0.008419310674071312,0.40639522671699524,0.39155489206314087,0.394194632768631,,,,,,,,,
33,287.0,8.77,0.3979772813618183,0.5993720814585686,0.00047391293628606945,0.0011800078500527889,3.411158999711006e-07,7.866433747949486e-06,1.0,1.0,,0,2.0,0.08134144573128779,5.061729580650136e-05,0.03802517271634597,0.00019999161268433895,-34.8,0.013513339683413506,0.015274564735591412,0.023012321442365646,0.015357057563960552,0.008951052092015743,0.40640777349472046,0.39157235622406006,0.39428815245628357,,,,,,,,,
34,294.4,7.403,0.33940551755949855,0.3727539423853159,0.0004739254145533778,0.001187570596812293,4.524559855667576e-07,8.882070915205986e-06,1.0,1.0,,0,1.9999997615814067,0.2013966730251297,0.0002828306907317894,0.25098865754487854,0.00019998689492237997,18.075000000000003,0.01482487004250288,0.017183911055326462,0.024485265836119652,0.01641596294939518,0.009457411244511604,0.4062211513519287,0.3915530741214752,0.39433586597442627,,,,,,,,,
35,302.6,8.219,0.12265802826732397,0.2848699316382408,0.0004737735871458426,0.0011958680406678468,5.696576153013666e-07,9.996806966228178e-06,1.0,1.0,,0,1.9999997615814067,0.12215621786526999,0.00012924867627236403,0.03121326707216472,0.0001999811288696826,15.657142857142857,0.016962215304374695,0.019830768927931786,0.02574225515127182,0.01747632771730423,0.00978879164904356,0.4060334265232086,0.391591340303421,0.3942716419696808,,,,,,,,,
36,311.8,9.184,0.3001307789236307,0.5278866291046143,0.00047357106814160943,0.0012050023360643536,7.466927627319819e-07,1.1000100130331703e-05,1.0,1.0,,0,1.9999990463254562,0.03779311086137554,2.5233759194548005e-05,0.05007621143954281,0.00019997431458672996,33.037499999999994,0.018981143832206726,0.022146813571453094,0.026886770501732826,0.01828065887093544,0.010062175802886486,0.40587520599365234,0.39157232642173767,0.3941902816295624,,,,,,,,,
37,320.6,8.758,0.17681066878139973,0.3906482942402363,0.00047345950588351116,0.0012132916308473796,8.925532455350549e-07,1.1935705060750479e-05,1.0,1.0,,0,1.999999701976754,0.15727347065163153,0.0005569209096723865,0.03430799939939292,0.0001999664521450007,23.325000000000003,0.020562974736094475,0.02377602644264698,0.02793710120022297,0.0190457534044981,0.01033497229218483,0.4058440625667572,0.39165031909942627,0.3941839337348938,,,,,,,,,
38,328.0,7.446,0.1832384504377842,0.5095492005348206,0.00047345533675979823,0.0012205296370666474,1.0898683626692218e-06,1.278990112041356e-05,1.0,1.0,,0,1.999999701976754,0.02748874555252292,8.558492795893399e-05,0.030254092496048712,0.0001999575416269681,-0.3625000000000007,0.023249875754117966,0.02663162164390087,0.028926365077495575,0.019551077857613564,0.010557446628808975,0.4057783782482147,0.3917693495750427,0.3940666615962982,,,,,,,,,
39,336.6,8.582,0.11795620853081346,0.45951636135578156,0.0004734202884719707,0.001225845975568518,1.351183755105012e-06,1.366013952974754e-05,1.0,1.0,,0,1.9999999403953543,0.054616545730299434,9.727855342627905e-05,0.033676634881347076,0.00019994758312609926,14.974999999999994,0.024962909519672394,0.02864939719438553,0.030105940997600555,0.020092152059078217,0.010940330103039742,0.4056430459022522,0.3919042646884918,0.3941371440887451,,,,,,,,,
40,344.9,8.344,0.14651342574506998,0.34289222955703735,0.00047357928997371346,0.0012289889273233712,1.4310122651295387e-06,1.472876533625822e-05,1.0,1.0,,0,1.9999998211860577,0.1749293878840738,0.0005767376598236078,0.07612804992218046,0.00019993657674685414,36.725,0.02372075989842415,0.02744472399353981,0.03142201155424118,0.02079998329281807,0.011447839438915253,0.4056309163570404,0.3920353949069977,0.39440345764160156,,,,,,,,,
41,352.2,7.26,0.07907324843108654,0.37025607004761696,0.0004738741190521978,0.0012319246889092028,1.275004905210153e-06,1.5937032458168687e-05,1.0,1.0,,0,1.999999582767443,0.07468325855722338,9.268609944232407e-05,0.12190322073553375,0.00019992452260468444,-16.183333333333337,0.02313637174665928,0.02634216472506523,0.03257908299565315,0.021429304033517838,0.011771803721785545,0.40553921461105347,0.3921205699443817,0.39462345838546753,,,,,,,,,
42,361.4,9.22,0.28984763054177165,0.5123123973608017,0.00047398952301591635,0.0012350042234174907,1.1998554896308633e-06,1.6994517864077352e-05,1.0,1.0,,0,1.9999998211860577,0.040825004912535684,0.00011374292455697752,0.025485851114443975,0.00019991142082603243,30.85,0.022902416065335274,0.0248749777674675,0.03360404074192047,0.02204546332359314,0.012181175872683525,0.40553316473960876,0.39210495352745056,0.3948124349117279,,,,,,,,,
43,370.6,9.159,0.06001046276651323,0.4066048413515091,0.00047414957953151315,0.001238212949829176,1.0853069625227363e-06,1.8050362086796667e-05,1.0,1.0,,0,1.9999997615814067,0.10944356961543691,0.0003792822412978944,0.013340097786417001,0.0001998972715483296,8.7875,0.02219775877892971,0.02289949171245098,0.03459717333316803,0.022746656090021133,0.01275406964123249,0.4055447578430176,0.39225494861602783,0.3949131667613983,,,,,,,,,
44,379.8,9.253,0.2485121162608266,0.4975180849432945,0.0004744109319290146,0.0012416358513291925,9.81673991873322e-07,1.922065212056623e-05,1.0,1.0,,0,1.9999998211860577,0.08606342685797021,0.00016341061236359108,0.23445142652245302,0.00019988207491999512,49.625,0.02157026156783104,0.021393032744526863,0.0355692058801651,0.023493455722928047,0.01335443276911974,0.40561679005622864,0.39246654510498047,0.39502331614494324,,,,,,,,,
45,387.9,8.052,0.3376820757985115,0.5847171097993851,0.000474658481834922,0.0012464283790905029,9.310307262921924e-07,2.0406620933499653e-05,1.0,1.0,,0,1.999999701976754,0.08838172112508207,0.00016248061355687648,0.05552269264943094,0.00019986583110043446,49.7,0.022564485669136047,0.022257676348090172,0.03659319505095482,0.02405429072678089,0.013888014480471611,0.40568476915359497,0.392483115196228,0.3951210081577301,,,,,,,,,
46,395.9,8.007,0.16020651487633586,0.35312291979789734,0.0004747547209262848,0.0012522026954684407,1.0423531477954384e-06,2.1527126136788866e-05,1.0,1.0,,0,1.999999880790707,0.11329775620104536,7.670188574655443e-05,0.09887906472576913,0.00019984854026003758,-0.799999999999999,0.023123664781451225,0.02299479953944683,0.03758203610777855,0.024671480059623718,0.0144188916310668,0.4056253731250763,0.3924931585788727,0.39523079991340637,,,,,,,,,
47,405.4,9.47,0.1911182631738484,0.6991204023361206,0.00047479851491516456,0.0012589362740982324,1.071834361709989e-06,2.284648826389457e-05,1.0,1.0,,0,2.000000119209286,0.11229556295396187,0.00027028331972999613,0.0315916382912395,0.00019983020258017726,-5.912499999999998,0.023562882095575333,0.023618942126631737,0.038605138659477234,0.025530776008963585,0.015192125923931599,0.40556108951568604,0.39257726073265076,0.3952268660068512,,,,,,,,,
48,415.1,9.708,0.4881044505164027,0.7216257899999619,0.0004747383572976105,0.0012671464937739074,1.1841406148960232e-06,2.4390995349676814e-05,1.0,1.0,,0,1.9999996423720994,0.064328912956301,0.00025679828196282226,0.029783332145445107,0.000199810818253207,2.9499999999999993,0.025402626022696495,0.0262357946485281,0.03993033245205879,0.026428356766700745,0.01608428731560707,0.4055626392364502,0.39251822233200073,0.3950735330581665,,,,,,,,,
49,423.3,8.197,0.1291327178478241,0.44950607791543007,0.00047457514301640913,0.0012767559965141118,1.4317568854949059e-06,2.6176800929533783e-05,1.0,1.0,,0,1.9999998211860577,0.07535349418391112,2.745724702730892e-05,0.03683016335266535,0.0001997903874824593,0.3000000000000002,0.027144767343997955,0.028672199696302414,0.0412394255399704,0.02725233882665634,0.016733691096305847,0.4056769609451294,0.39246657490730286,0.394832581281662,,,,,,,,,
50,432.2,8.927,0.08720621559768915,0.4817567616701126,0.0004744753023260273,0.001285182632273063,1.6044239998791454e-06,2.788756046356866e-05,1.0,1.0,,0,2.000000119209286,0.08952750649207103,0.00011835055887971467,0.04225624585046566,0.00019976891048224324,31.02857142857143,0.02812444604933262,0.029965009540319443,0.04252289608120918,0.028075886890292168,0.01735086366534233,0.40576881170272827,0.39242130517959595,0.39470648765563965,,,,,,,,,
51,441.4,9.182,1.146059775725007,0.4831923693418503,0.00047436903696507215,0.001291848544497043,1.7470597128976806e-06,2.950258158307406e-05,1.0,1.0,,0,1.9999999403953543,0.11172481600425527,0.0005201145019365015,0.06698430521695332,0.00019974638747784242,19.125,0.02955183945596218,0.031678710132837296,0.04326774179935455,0.029049448668956757,0.01795933209359646,0.4056288003921509,0.3923596441745758,0.3946590721607208,,,,,,,,,
52,449.9,8.569,0.20393560826778412,0.4772535488009453,0.0004741212978842668,0.001298765913816169,2.0106537590436346e-06,3.093095119766076e-05,1.0,1.0,,0,1.9999996423720994,0.29576206841820024,0.0004912390052339141,0.6475662905218814,0.00019972281870551245,-6.450000000000003,0.031928326934576035,0.034638237208127975,0.043847355991601944,0.029708392918109894,0.01826849952340126,0.40535300970077515,0.3923299014568329,0.394615113735199,,,,,,,,,
53,458.4,8.475,0.16901305178180337,0.6046638563275337,0.0004738463248941116,0.0013025477237533778,2.4262487841042457e-06,3.1289943763113115e-05,1.0,1.0,,0,1.9999996423720994,0.1663292894909447,0.00019467693199763807,0.11467441897247936,0.00019969820441247861,-59.92857142857143,0.035184022039175034,0.03877493366599083,0.04373159632086754,0.029902558773756027,0.017952417954802513,0.4052230715751648,0.3922472596168518,0.39449384808540344,,,,,,,,,
54,466.7,8.321,0.11551504395902157,0.6590345203876495,0.0004735929469461553,0.0013049824046902359,3.014295486991614e-06,3.1426870918949135e-05,1.0,1.0,,0,1.999999701976754,0.09669581011518288,7.033829977091332e-05,0.17744690839837243,0.00019967254485693325,13.974999999999998,0.03929293155670166,0.044142890721559525,0.043900445103645325,0.030443990603089333,0.017920389771461487,0.40517011284828186,0.39215901494026184,0.39434120059013367,,,,,,,,,
55,474.4,7.687,0.05616865586489439,0.3926067389547825,0.0004733957757707685,0.0013074517773929983,3.665724705115281e-06,3.206047858839156e-05,1.0,1.0,,0,1.999999880790707,0.04815283095894782,0.00010742871843860783,0.014189505785380321,0.00019964584030803285,1.3000000000000007,0.04169849678874016,0.0470794141292572,0.04434605687856674,0.031049121171236038,0.018094845116138458,0.405148983001709,0.3921826183795929,0.3941144049167633,,,,,,,,,
56,482.4,8.014,1.128845676779747,0.5114273577928543,0.0004731829758384265,0.0013091795844957232,4.180471705694799e-06,3.287008530605817e-05,1.0,1.0,,0,1.9999996423720994,0.13901184778922762,0.00027470557360845623,0.10429924348756434,0.00019961809104589563,-8.312500000000002,0.0445055216550827,0.05017821490764618,0.04476124048233032,0.03149382025003433,0.018233323469758034,0.4051704406738281,0.3921322226524353,0.3938547670841217,,,,,,,,,
57,491.3,8.885,0.18278956785798073,0.39581503719091415,0.0004729953216155991,0.001310863794060424,4.682958206103649e-06,3.353346892254194e-05,1.0,1.0,,0,1.9999999403953543,0.13318885568779554,0.00045923821935313065,0.06227831575747985,0.00019958929736159812,9.62857142857143,0.04655597731471062,0.05212240293622017,0.04510645568370819,0.031944651156663895,0.01842440292239189,0.40507274866104126,0.3921361565589905,0.39382094144821167,,,,,,,,,
58,501.0,9.702,0.37052955850958824,0.5804513841867447,0.00047297206037910655,0.001312328444328159,4.947685170009208e-06,3.423122780077392e-05,1.0,0.99993896484375,,0,1.9999997615814067,0.12577690522763643,0.00011761100921274767,0.22050596182344745,0.00019955945955717246,48.075,0.047828782349824905,0.05315786600112915,0.04555318132042885,0.03236771002411842,0.018733352422714233,0.4050132930278778,0.39217469096183777,0.3939124345779419,,,,,,,,,
59,509.5,8.477,0.08229165896773338,0.6619323566555977,0.00047301863378379494,0.0013148555590305477,5.2904780432072585e-06,3.508577447064454e-05,1.0,1.0,,0,1.999999880790707,0.0907456478205479,0.00045985285908785306,0.04185717733080434,0.0001995285779456031,22.928571428571427,0.05062441900372505,0.05646248161792755,0.046151138842105865,0.03273027390241623,0.019047817215323448,0.405019074678421,0.39217257499694824,0.39391663670539856,,,,,,,,,
60,517.6,8.128,0.3358558854088187,0.5470305681228638,0.00047299262223532423,0.0013177295622881502,6.069526989449514e-06,3.5925091651733965e-05,1.0,1.0,,0,1.9999997615814067,0.11365304097327046,0.00021887589273290772,0.2310787287576593,0.00019949665285082355,-25.4,0.05398358404636383,0.06006702780723572,0.046703651547431946,0.03299902006983757,0.01925443485379219,0.40509232878685,0.392108291387558,0.39388778805732727,,,,,,,,,
