epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_l2_lam,loss_l2_vol,loss_l2_reg,loss_l2_vfeat,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm_lam,gnorm_sig,gnorm_reg,gnorm_vfeat,lr,fwd_bias_diag_bp,delta_norm,W_norm,d_expiry_norm,d_tenor_norm,d_global_norm,lam_1Y_norm,lam_5Y_norm,lam_10Y_norm,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
115,995.7,8.585,0.13969346159137785,0.46197449415922165,0.00047386588266817853,0.001534162525786087,8.426766544289421e-05,8.260597678599879e-05,1.0,1.0,,0,1.9999998211860577,0.06306623066266794,0.0005817876835438774,0.047083259791320116,0.00019614790996944553,38.325,0.19254299998283386,0.21525472402572632,0.06442277133464813,0.05649597570300102,0.03170398622751236,0.4036559462547302,0.39419591426849365,0.39468812942504883,,,,,,,,,
116,1005.1,9.406,0.1691005404572934,0.49263255298137665,0.00047418338363058865,0.0015352383779827505,8.288354911201168e-05,8.397908823098987e-05,1.0,1.0,,0,1.999999701976754,0.13483711908406687,0.003367085643763195,0.04595916885361688,0.0001960584025372069,1.3624999999999998,0.1918816715478897,0.21332313120365143,0.06497827917337418,0.05680770054459572,0.03208940476179123,0.4037152826786041,0.39421936869621277,0.3948354125022888,,,,,,,,,
117,1013.9,8.745,0.14557834551669657,0.4088304042816162,0.00047435785381821916,0.0015369366446975619,8.212148532038555e-05,8.529945262125693e-05,1.0,1.0,,0,1.9999997615814067,0.03379841391655042,0.0009680267907287677,0.01881659313936752,0.00019596788802225606,36.025,0.1916538029909134,0.21217742562294006,0.06556372344493866,0.057160619646310806,0.03243383765220642,0.4038097560405731,0.39416536688804626,0.39502695202827454,,,,,,,,,
118,1023.2,9.273,0.03616475686430931,0.3720085024833679,0.0004745658516185358,0.001538847660413012,8.155037903634366e-05,8.669003545946907e-05,1.0,1.0,,0,1.999999582767443,0.0597294729258422,0.0005672578928385086,0.03480524015442758,0.0001958763673740474,28.299999999999997,0.19141936302185059,0.21109625697135925,0.06612641364336014,0.05752198025584221,0.03276771679520607,0.4039687514305115,0.3941662907600403,0.39520248770713806,,,,,,,,,
119,1031.9,8.734,0.35706968419253826,0.7462565004825592,0.0004747923740069382,0.0015402745048049837,8.122951112454757e-05,8.813310159894172e-05,1.0,1.0,,0,1.9999997615814067,0.049907922689511136,0.0002769693466059248,0.02562241082690667,0.0001957838415525893,33.98571428571429,0.1925654262304306,0.21217107772827148,0.0667889416217804,0.05785723775625229,0.03311946615576744,0.4040856957435608,0.3941088914871216,0.39517951011657715,,,,,,,,,
120,1040.6,8.735,0.09198800288140774,0.3901640214025974,0.00047480532521149144,0.0015428350016009063,8.254074782598764e-05,8.95648481673561e-05,1.0,1.0,,0,1.9999998211860577,0.0664281116641552,0.0010709393156071623,0.08373057508506367,0.00019569031152843376,51.787499999999994,0.19365763664245605,0.2132904827594757,0.06736049056053162,0.058100275695323944,0.03349901735782623,0.40414658188819885,0.3942044675350189,0.3951767683029175,,,,,,,,,
121,1049.2,8.548,0.4376336191780865,0.4473522752523422,0.0004749346335302107,0.0015421734424307942,8.272915692941751e-05,9.074052650248632e-05,1.0,1.0,,0,1.9999997615814067,0.0882844736557182,0.0013677806038749965,0.11411572449115154,0.0001955957782826665,44.737500000000004,0.19276827573776245,0.21128664910793304,0.067849300801754,0.058234672993421555,0.03391585871577263,0.4041728973388672,0.3944617509841919,0.3951023519039154,,,,,,,,,
122,1057.3,8.151,0.08544162567704916,0.3191370479762554,0.0004751637752633542,0.0015405398735310882,8.111514398478903e-05,9.189204865833744e-05,1.0,1.0,,0,1.9999999403953543,0.08910776941169667,0.0009142991609674864,0.044717040516359746,0.00019550024280689653,6.685714285714285,0.19130726158618927,0.20841990411281586,0.06830296665430069,0.05846872180700302,0.03432825580239296,0.40431809425354004,0.394703209400177,0.39510026574134827,,,,,,,,,
123,1066.9,9.575,0.12726489501073956,0.43307406827807426,0.0004754586043418385,0.001541286736028269,7.950248800625559e-05,9.309454799222294e-05,1.0,1.0,,0,1.9999997615814067,0.22417489197742135,0.00712901258328088,0.061644183985026496,0.00019540370610324578,7.487499999999997,0.19071204960346222,0.20687110722064972,0.06860923767089844,0.05900634452700615,0.03475532680749893,0.404471755027771,0.3948493003845215,0.39505094289779663,,,,,,,,,
124,1075.2,8.338,0.12345002871006727,0.7165028676390648,0.0004755716581712477,0.0015431056381203234,7.998407636478078e-05,9.449908793612849e-05,1.0,1.0,,0,1.9999998211860577,0.1411281444013199,0.001402127521769131,0.07226420252920722,0.00019530616918433862,-18.26666666666667,0.1936805546283722,0.21080484986305237,0.06886717677116394,0.059562452137470245,0.03518038988113403,0.4045160412788391,0.39481452107429504,0.39500749111175537,,,,,,,,,
125,1082.8,7.604,0.16965531301684678,0.28027185425162315,0.00047552834439557046,0.0015463574090972543,8.306539348268416e-05,9.571376722306013e-05,1.0,1.0,,0,1.9999998211860577,0.09199762080278774,0.0011760104143120063,0.10036904424511187,0.00019520763307329117,47.98333333333333,0.19650031626224518,0.21463771164417267,0.06902541220188141,0.06013302877545357,0.03558154031634331,0.40447545051574707,0.39485108852386475,0.3949657678604126,,,,,,,,,
126,1090.2,7.309,0.7058833763003349,0.6547508984804153,0.00047545209963573143,0.0015507759235333651,8.604723552707583e-05,9.684446740720887e-05,1.0,1.0,,0,1.9999999403953543,0.2153683564736982,0.006174613540156617,0.05755730169691952,0.00019510809880370056,2.7428571428571433,0.20051176846027374,0.2201036959886551,0.06911105662584305,0.06062273681163788,0.03587339445948601,0.40439125895500183,0.3947558104991913,0.39486926794052124,,,,,,,,,
127,1099.0,8.833,0.12510124314576387,0.47831615060567856,0.0004751901069539599,0.0015569839160889387,9.022540143632796e-05,9.7687689049053e-05,1.0,1.0,,0,1.999999701976754,0.04925359370583019,0.001375975980883972,0.016157055812753687,0.00019500756741963423,31.262500000000003,0.20470258593559265,0.22573287785053253,0.06922020018100739,0.060999009758234024,0.03607403114438057,0.40433794260025024,0.39448946714401245,0.3948054909706116,,,,,,,,,
128,1106.3,7.272,0.4685013312846422,0.5624437183141708,0.0004748762512463145,0.0015629736590199172,9.400978342455346e-05,9.839938684308436e-05,1.0,1.0,,0,1.9999997615814067,0.15615966838145273,0.005422560211715464,0.20997840897368883,0.00019490603997561885,25.637500000000003,0.20811903476715088,0.23005272448062897,0.06938876956701279,0.06127800792455673,0.03619290143251419,0.40428826212882996,0.3941172957420349,0.3948468267917633,,,,,,,,,
129,1114.4,8.166,0.15421782154589891,0.5110643804073334,0.00047456652828259394,0.0015686849656049162,9.739335837366525e-05,9.896207484416664e-05,1.0,1.0,,0,1.9999999403953543,0.208666488380846,0.0052563823981959705,0.13247766430763244,0.0001948035175366292,4.016666666666666,0.21102827787399292,0.23353198170661926,0.06952880322933197,0.06138985604047775,0.03624539449810982,0.404104620218277,0.39396175742149353,0.3948141932487488,,,,,,,,,
130,1123.1,8.703,0.040719798067584634,0.28239234909415245,0.00047432623978238553,0.0015712867316324264,9.983771451516077e-05,9.922451863531023e-05,1.0,1.0,,0,1.9999993443488,0.032129199740390454,0.00014564583729701044,0.0238423159746036,0.00019470000117807718,14.5,0.2128583788871765,0.23530803620815277,0.06962495297193527,0.06141570955514908,0.036339130252599716,0.4039435088634491,0.39398473501205444,0.39479878544807434,,,,,,,,,
131,1132.6,9.516,0.09866548236459494,0.43158841133117676,0.0004742268065456301,0.0015730791783425957,0.0001010797313938383,9.960689931176603e-05,1.0,1.0,,0,1.2900799059701076,0.05458527722477357,0.0002646452072122486,0.026452615440405863,0.00019459549198580042,-9.0,0.21430493891239166,0.23651789128780365,0.06977918744087219,0.0616430900990963,0.03651172295212746,0.40375691652297974,0.3939814865589142,0.39490315318107605,,,,,,,,,
132,1141.7,9.062,0.19816986785735935,0.44482627883553505,0.00047417651512660086,0.0015766173892188817,0.00010231216947431676,0.00010030907651525922,1.0,1.0,,0,1.9999997615814067,0.08517690523447341,0.000930883504364964,0.04152706005285516,0.0001944899910560509,-9.914285714285713,0.21556921303272247,0.2374943643808365,0.06995752453804016,0.061998672783374786,0.03668775036931038,0.4036266505718231,0.39412400126457214,0.3948771059513092,,,,,,,,,
133,1150.8,9.104,0.3038642262108624,0.49710066244006157,0.00047419287875527516,0.0015806823794264346,0.00010328499047318473,0.00010115541408595163,1.0,1.0,,0,1.9999991059301285,0.042460776497514584,0.0008373293592815559,0.09517682734845519,0.0001943834994954834,9.899999999999999,0.21699056029319763,0.23898382484912872,0.07026350498199463,0.06224199756979942,0.03687916696071625,0.4036136865615845,0.3941943347454071,0.3949137032032013,,,,,,,,,
134,1159.5,8.717,0.2966618165373802,0.517096146941185,0.00047423561045434326,0.0015840427076909691,0.00010556429515418131,0.00010200465658272151,1.0,1.0,,0,1.9999997615814067,0.06750030053643591,0.0005699096045246597,0.033919356707005396,0.00019427601842114404,-6.371428571428571,0.22055912017822266,0.24374960362911224,0.07062289118766785,0.06235329806804657,0.037007447332143784,0.40363916754722595,0.39407971501350403,0.3949035406112671,,,,,,,,,
135,1168.5,9.012,0.14269959647208452,0.3304678499698639,0.0004741933080367744,0.0015877941332291812,0.00010910650235018693,0.00010281229515385348,1.0,1.0,,0,1.9999997615814067,0.12087328515148044,0.0016945508890578549,0.06972093963524156,0.00019416754896045844,50.675,0.22262802720069885,0.246485635638237,0.07113130390644073,0.06249835342168808,0.03724171593785286,0.4037485122680664,0.3940865993499756,0.3949545919895172,,,,,,,,,
136,1178.0,9.466,0.038602161686867476,0.47948044538497925,0.000474418920930475,0.001589553285157308,0.00011059849384764675,0.0001039847920765169,1.0,1.0,,0,1.999999880790707,0.16342837963541035,0.005053832265329273,0.07207551632662952,0.00019405809225121986,32.8,0.22345294058322906,0.24742256104946136,0.07160575687885284,0.06274009495973587,0.037527307868003845,0.4039040207862854,0.3942248523235321,0.39497509598731995,,,,,,,,,
137,1186.5,8.521,0.04666829400230199,0.38669057935476303,0.0004746306731249206,0.0015913568786345422,0.00011182306843693368,0.00010538078277022578,1.0,1.0,,0,1.9999997615814067,0.033164265890222304,0.0006831395132211769,0.015105431469660927,0.0001939476494415775,-2.8999999999999977,0.22478848695755005,0.24920080602169037,0.0722188875079155,0.06315767765045166,0.03795340657234192,0.4040806293487549,0.39430737495422363,0.39501285552978516,,,,,,,,,
138,1195.9,9.334,0.21283182594925165,0.5625379458069801,0.0004749051877297461,0.0015924666076898575,0.00011307007116556633,0.00010710394599300344,1.0,1.0,,0,1.9999996423720994,0.08562979011293527,0.0013552714078582143,0.036689493357240595,0.00019383622169002408,35.525,0.226323202252388,0.25132665038108826,0.07271568477153778,0.06351957470178604,0.03836560994386673,0.40418145060539246,0.39436420798301697,0.39518749713897705,,,,,,,,,
139,1204.0,8.135,0.20609961450099945,0.504451647400856,0.0004750588341266848,0.0015918661665637046,0.00011529544281074777,0.00010825496428878978,1.0,1.0,,0,1.999999880790707,0.04953745409090322,0.0009805875159025566,0.027225884430357453,0.000193723810165384,4.199999999999999,0.2288627177476883,0.25461915135383606,0.07290870696306229,0.06376670300960541,0.03861704468727112,0.40395066142082214,0.39443331956863403,0.39523449540138245,,,,,,,,,
140,1212.3,8.327,0.27896602218970656,0.48768696933984756,0.000474839675007388,0.0015913360111881047,0.00011846427878481336,0.00010903879046963993,1.0,1.0,,0,1.9999998211860577,0.13388433075186618,0.0062850639465658175,0.115914567931245,0.00019361041604680094,-31.32857142857143,0.23165486752986908,0.25828152894973755,0.07322458922863007,0.06398738920688629,0.03887386620044708,0.40368524193763733,0.39438876509666443,0.3951864242553711,,,,,,,,,
141,1222.5,10.156,0.07670047273859382,0.428468681871891,0.00047460403584409505,0.001592250948306173,0.00012129069182265084,0.0001101892012229655,1.0,1.0,,0,1.9999999403953543,0.188689519223032,0.007235292041462367,0.07084356753965394,0.0001934960405237256,0.06250000000000266,0.23396432399749756,0.26103511452674866,0.07362858206033707,0.06437782943248749,0.03922608867287636,0.4034844934940338,0.39449343085289,0.39509356021881104,,,,,,,,,
142,1231.1,8.623,0.1800166703760624,0.4342511147260666,0.00047443997027585283,0.0015947384526953101,0.0001244204795511905,0.00011143999654450454,1.0,1.0,,0,1.999999880790707,0.10392206849605136,0.003276494645689558,0.08050096050035213,0.00019338068479590306,-52.05714285714286,0.23739473521709442,0.2653154730796814,0.07394975423812866,0.06446479260921478,0.03946516662836075,0.4032340943813324,0.39455899596214294,0.3950183689594269,,,,,,,,,
143,1240.2,9.142,0.1275317589752376,0.47603609412908554,0.00047429568803636357,0.0015976325666997582,0.00012784333739546128,0.0001118624768423615,1.0,1.0,,0,1.999999701976754,0.07503942681722554,0.0004940943917029269,0.03253406792309752,0.0001932643500733603,24.2125,0.24016514420509338,0.26862213015556335,0.07426151633262634,0.064014732837677,0.03973051905632019,0.4030807614326477,0.3946567475795746,0.39497867226600647,,,,,,,,,
144,1249.5,9.305,0.12483340036123991,0.5194643437862396,0.0004741533048218116,0.0016017045127227902,0.00013140594819560647,0.00011193588943569921,1.0,1.0,,0,1.9999997615814067,0.11700938566862187,0.005603127816931467,0.035865500083245086,0.0001931470375763936,-9.562500000000002,0.24374334514141083,0.2730221450328827,0.07457803189754486,0.06364056468009949,0.039892587810754776,0.4030364751815796,0.39463120698928833,0.39478960633277893,,,,,,,,,
145,1258.5,8.95,0.28040571068413556,0.4660121127963066,0.0004739795549539849,0.0016073555161710829,0.0001353932311758399,0.00011224807894905098,1.0,1.0,,0,1.999999701976754,0.09080820874601743,0.0011246433214281918,0.10845754543346056,0.00019302874853555546,28.25,0.24678672850131989,0.27680397033691406,0.0750465989112854,0.06351333856582642,0.04012111574411392,0.4029688239097595,0.39464783668518066,0.39472219347953796,,,,,,,,,
146,1268.1,9.582,0.03802181873470545,0.37376126646995544,0.0004739625728689134,0.0016126252885442227,0.00013832152399118058,0.00011315796655253507,1.0,1.0,,0,1.999999880790707,0.08275063026548711,0.001545849007539509,0.02395314025709288,0.00019290948419164195,23.175,0.2489815205335617,0.279318243265152,0.07553966343402863,0.06354709714651108,0.04040912911295891,0.40287256240844727,0.3947697579860687,0.3947489857673645,,,,,,,,,
147,1277.1,9.033,0.15459522418677807,0.5860337167978287,0.00047386794904014096,0.0016165308188647032,0.00014110174379311502,0.00011415009794291109,1.0,1.0,,0,1.999999701976754,0.10214827981539165,0.0015558195418042173,0.10462218736399509,0.00019278924579567964,5.437500000000002,0.25133776664733887,0.28204405307769775,0.07596278190612793,0.06370066851377487,0.04073714464902878,0.40262681245803833,0.39474302530288696,0.39473775029182434,,,,,,,,,
148,1285.0,7.88,1.0660955794155598,0.442966066300869,0.0004737308991025202,0.0016178950027097017,0.00014341299902298488,0.00011532030657690484,1.0,1.0,,0,1.9999999403953543,0.16049275866814772,0.002012588486537359,0.11399385945862169,0.0001926680346089124,31.637500000000003,0.2528408467769623,0.2834281027317047,0.07619887590408325,0.06401906162500381,0.04113240912556648,0.402454674243927,0.3948466181755066,0.39480793476104736,,,,,,,,,
149,1293.9,8.921,0.13554843328893185,0.4504395052790642,0.00047378041927004233,0.0016193885239772499,0.00014451651077251881,0.00011644581900327466,1.0,1.0,,0,1.9999996423720994,0.08006583823170844,0.0004272195502320889,0.03769783739790124,0.0001925458519027882,8.142857142857146,0.2538958191871643,0.2842540442943573,0.07655394077301025,0.06433026492595673,0.04153762385249138,0.40234288573265076,0.3949609696865082,0.3948782682418823,,,,,,,,,
150,1302.8,8.884,0.3102011065930128,0.7146995291113853,0.00047380217438330874,0.0016223893617279828,0.00014568275582860224,0.00011770207674999256,1.0,1.0,,0,1.9999997615814067,0.18506302488552767,0.008429195987938013,0.07293323912101315,0.0001924226989589458,39.162499999999994,0.25612619519233704,0.2869415283203125,0.07693835347890854,0.06457561254501343,0.04179144278168678,0.4023536145687103,0.3949773609638214,0.39480143785476685,,,,,,,,,
151,1312.1,9.298,0.08179690595716238,0.3201404996216297,0.00047376545262522995,0.0016284517187159508,0.00014973742145230062,0.00011875301606778521,1.0,1.0,,0,1.9999997615814067,0.08179994809741198,0.0013694827104860279,0.07764694608345497,0.00019229857706920132,28.474999999999998,0.25947993993759155,0.2910667955875397,0.07735901325941086,0.06484252959489822,0.04199786111712456,0.40244901180267334,0.3950279951095581,0.3946641683578491,,,,,,,,,
152,1320.4,8.279,0.1958869188092649,0.40237536281347275,0.0004737968120025471,0.001637384237255901,0.00015292740863515064,0.00011999028538411949,1.0,1.0,,0,1.9999997615814067,0.06764374104567122,0.003430340930927089,0.03519497004087272,0.00019217348753553472,10.762500000000001,0.26138612627983093,0.293035626411438,0.0776384100317955,0.06528724730014801,0.04227031394839287,0.4024776518344879,0.395189106464386,0.39453935623168945,,,,,,,,,
153,1329.1,8.748,0.21966823004186153,0.5764355584979057,0.000473810825496912,0.0016449810937047005,0.00015555346180917695,0.00012116448488086462,1.0,1.0,,0,1.999999582767443,0.07323142608421346,0.0010064947552320361,0.0502734146251493,0.00019204743167007592,25.385714285714293,0.2643485963344574,0.2965940237045288,0.07786379009485245,0.06566671282052994,0.04248802736401558,0.40238818526268005,0.39526763558387756,0.39449164271354675,,,,,,,,,
154,1337.7,8.61,0.27233428694307804,0.630789365619421,0.00047374272253364325,0.001650940190302208,0.00016034161671996117,0.00012216227878525387,1.0,1.0,,0,1.999999880790707,0.07458936238139796,0.0007290057649786361,0.03926133534711841,0.00019192041079509132,-4.900000000000006,0.269135057926178,0.30318138003349304,0.07812824845314026,0.06605201959609985,0.04271537810564041,0.4023021459579468,0.3953140079975128,0.39445069432258606,,,,,,,,,
155,1347.0,9.263,0.07070276816375554,0.3062994219362736,0.00047366690705530345,0.0016570456500630826,0.00016596575733274221,0.00012337763109826483,1.0,1.0,,0,1.999999701976754,0.11380818226178348,0.0021479396419328994,0.037508675787352265,0.00019179242624296983,8.45,0.27216196060180664,0.30707409977912903,0.07844843715429306,0.06640079617500305,0.0429287813603878,0.4021991789340973,0.395302414894104,0.39433392882347107,,,,,,,,,
156,1356.5,9.535,0.34871493629179895,0.6832993477582932,0.000473490625154227,0.0016622645198367536,0.00016949612836469896,0.00012456556214601733,1.0,1.0,,0,1.9999997615814067,0.2395604418965485,0.01169188547567175,0.04875468483036055,0.00019166347935620882,34.449999999999996,0.2746436595916748,0.31006407737731934,0.07896298915147781,0.06672634929418564,0.043158456683158875,0.40225958824157715,0.3952750861644745,0.3942429721355438,,,,,,,,,
157,1365.6,9.08,0.18517322465777397,0.5498025566339493,0.0004734504982479848,0.001670878118602559,0.00017410712462151423,0.00012606341624632478,1.0,1.0,,0,1.9999994039534634,0.052959255154153256,0.00019677932281122982,0.030679004022089888,0.0001915335714874001,10.785714285714288,0.2793971002101898,0.31665536761283875,0.07944534718990326,0.06718026846647263,0.04338358715176582,0.4022872745990753,0.39524394273757935,0.39416760206222534,,,,,,,,,
158,1374.8,9.142,0.08402743563055992,0.42652204632759094,0.0004734208559966646,0.001680241257417947,0.00018031076615443453,0.0001276892944588326,1.0,1.0,,0,1.9999996423720994,0.08224709813889126,0.0007251500593445972,0.05386077938698754,0.00019140270399921577,25.9625,0.28276121616363525,0.3211032748222351,0.0798620954155922,0.06765753775835037,0.04370550811290741,0.4022776782512665,0.3953697979450226,0.39401182532310486,,,,,,,,,
159,1383.5,8.794,0.2043574039125815,0.41944849491119385,0.00047337295836769044,0.0016859683964867145,0.0001843060672399588,0.00012931648598168977,1.0,1.0,,0,1.9999998211860577,0.05443491824854082,0.0005341158416314305,0.027664091004341237,0.00019127087826439383,13.0125,0.2850291132926941,0.3238607943058014,0.08037316054105759,0.06807464361190796,0.04409497231245041,0.4023599624633789,0.39546704292297363,0.39380544424057007,,,,,,,,,
160,1392.1,8.541,0.44043266400694847,0.46402981877326965,0.0004734588510473259,0.0016912096762098372,0.00018681755318539217,0.0001310083935095463,1.0,1.0,,0,1.9999997615814067,0.09535226991294136,0.001198060903952461,0.21792378816416466,0.0001911380956657239,38.35,0.28623610734939575,0.32510241866111755,0.08087676763534546,0.06852737814188004,0.04444892704486847,0.40257734060287476,0.39569854736328125,0.39366158843040466,,,,,,,,,
161,1401.9,9.828,0.12544118519872427,0.6924805864691734,0.00047369777894346043,0.0016969767166301608,0.00018861034550354816,0.00013281988867674954,1.0,1.0,,0,1.999999701976754,0.08383522887606301,0.0018361876175302673,0.028507516482571438,0.00019100435759603255,43.528571428571425,0.28896501660346985,0.3285970389842987,0.08129752427339554,0.06908257305622101,0.04472053423523903,0.40271350741386414,0.395877867937088,0.39350447058677673,,,,,,,,,
162,1411.1,9.217,0.13753739092499018,0.5254162698984146,0.0004737686977023259,0.001703276764601469,0.00019295500533189625,0.0001345953314739745,1.0,1.0,,0,1.999999880790707,0.035575522491275546,0.0006695668079023218,0.021977947843004903,0.0001908696654581689,68.7125,0.29112526774406433,0.33138567209243774,0.08172120153903961,0.06982108950614929,0.0451480969786644,0.4028286337852478,0.3958667814731598,0.3934759199619293,,,,,,,,,
163,1420.0,8.86,0.11816607508808374,0.5087369009852409,0.00047376938891829923,0.0017071757756639272,0.00019512500512064435,0.00013650532855535857,1.0,1.0,,0,1.9999996423720994,0.05333537408759866,0.00031093984881133604,0.0343008683448229,0.0001907340206649897,14.15714285714286,0.29241371154785156,0.33270570635795593,0.08194918185472488,0.07039008289575577,0.045505672693252563,0.4027579426765442,0.3958558738231659,0.39341190457344055,,,,,,,,,
164,1428.7,8.711,0.0617474727332592,0.3944480177015066,0.0004736136179417372,0.0017108346219174564,0.00019770607832469977,0.00013786170529783703,1.0,1.0,,0,1.999999582767443,0.07448704593529734,0.0032872213002140102,0.048358623392106524,0.00019059742463934466,-14.637499999999996,0.2953346371650696,0.33616435527801514,0.08220541477203369,0.07078483700752258,0.045692455023527145,0.4028119444847107,0.39565062522888184,0.39330214262008667,,,,,,,,,
165,1437.7,9.026,0.15636121109127998,0.4330376014113426,0.00047346452629426494,0.0017151177453342825,0.00020129284530412406,0.00013894508447265252,1.0,1.0,,0,1.999999523162785,0.08977611084384307,0.0021351588064548784,0.12545050430916066,0.00019045987881406148,33.4125,0.29738524556159973,0.33814242482185364,0.08252125978469849,0.07102108001708984,0.04588843882083893,0.4028654098510742,0.39565691351890564,0.3931824266910553,,,,,,,,,
166,1446.5,8.795,0.18893039878457785,0.6040567606687546,0.00047340272431029007,0.0017176726541947573,0.00020375463645905256,0.00014004483455209993,1.0,1.0,,0,2.0,0.030711176484037418,0.0002632110144936287,0.012599548365503392,0.00019032138463193074,7.237500000000001,0.2997516989707947,0.3405420482158661,0.08277128636837006,0.07134409993886948,0.0461602509021759,0.4027790427207947,0.3956281840801239,0.3931255042552948,,,,,,,,,
167,1455.8,9.32,0.30820535810198635,0.5153072029352188,0.00047325949708465487,0.001723023277008906,0.000206760574656073,0.0001416642262483947,1.0,1.0,,0,1.9999998211860577,0.09020006102258361,0.0022080068569372935,0.05471067331431559,0.0001901819435456909,77.67500000000001,0.30169495940208435,0.3425479531288147,0.0832095593214035,0.07225640118122101,0.04676879197359085,0.4027126431465149,0.3955768048763275,0.39315423369407654,,,,,,,,,
168,1464.5,8.679,1.2370881708338857,0.5159970447421074,0.0004732600136776455,0.0017313916177954525,0.00020892819156870246,0.00014431688032345846,1.0,1.0,,0,1.9999997615814067,0.11261875975494093,0.005615738238398944,0.05107409204153678,0.00019004155701801294,51.400000000000006,0.3029235899448395,0.3436105251312256,0.0834038183093071,0.07316599786281586,0.04737749695777893,0.40258610248565674,0.3955949544906616,0.3933172821998596,,,,,,,,,
169,1473.0,8.447,0.1360038579441607,0.6465831398963928,0.00047326329513452947,0.0017360933416057378,0.00021078014106024057,0.00014625257244915701,1.0,1.0,,0,1.9999998211860577,0.21697552940642725,0.0048830710283026164,0.24105424559958677,0.00018990022652148517,22.085714285714285,0.30432575941085815,0.3449549376964569,0.08361919224262238,0.07392945140600204,0.04796523600816727,0.40249451994895935,0.39555680751800537,0.3934266269207001,,,,,,,,,
170,1481.7,8.769,0.1129676888231188,0.4271027334034443,0.00047325719060609117,0.0017389023851137608,0.00021175830988795497,0.0001484081440139562,1.0,1.0,,0,1.999999701976754,0.04413757189703391,0.0010412172419217935,0.017058704097030898,0.00018975795353859756,13.825000000000001,0.305078387260437,0.34535157680511475,0.08393079042434692,0.07462243735790253,0.04855932295322418,0.4023835361003876,0.39551398158073425,0.3935284912586212,,,,,,,,,
171,1490.6,8.872,0.09233034879434854,0.38815905153751373,0.0004731318840640597,0.0017425320693291724,0.00021309916337486356,0.00015036127661005594,1.0,1.0,,0,1.999999701976754,0.09093919274796379,0.0024547832781488827,0.033962645662826564,0.0001896147395617264,-2.012500000000001,0.3064230680465698,0.34652960300445557,0.0842316746711731,0.07514992356300354,0.04897255450487137,0.4021313190460205,0.3954077661037445,0.39367789030075073,,,,,,,,,
172,1498.6,8.039,0.4188355505466461,0.46862778067588806,0.0004730213840957731,0.0017478353984188288,0.00021443807418108918,0.00015226734103634953,1.0,1.0,,0,1.999999880790707,0.0836074404557737,0.0019436506096643452,0.036373702326435726,0.00018947058609311855,35.375,0.3076182007789612,0.34738612174987793,0.0849616751074791,0.07561203092336655,0.04934132844209671,0.4020254909992218,0.39528554677963257,0.39386186003685,,,,,,,,,
173,1507.6,8.972,0.05993314366787672,0.6065010353922844,0.00047297622222686186,0.0017549725307617337,0.00021653843941749074,0.0001543198959552683,1.0,1.0,,0,1.9999998211860577,0.06735885149176707,0.0015216245051975117,0.030093007229935603,0.00018932549464487566,-20.914285714285715,0.3099382519721985,0.34994959831237793,0.08550839871168137,0.07589912414550781,0.04962994158267975,0.40197455883026123,0.3951646685600281,0.39390894770622253,,,,,,,,,
174,1516.5,8.83,0.31715567130595446,0.6947169899940491,0.000472866915515624,0.0017593044904060662,0.00021949515212327242,0.000156105357746128,1.0,1.0,,0,1.999999701976754,0.11162965809263571,0.004126206911269212,0.02557880469982357,0.0001891794667389384,14.862499999999997,0.3117205798625946,0.35165947675704956,0.08610130846500397,0.0763699933886528,0.05006064847111702,0.40207794308662415,0.39501819014549255,0.39388924837112427,,,,,,,,,
175,1525.6,9.197,0.2090269336476922,0.5097911953926086,0.0004728381318273023,0.0017640710866544396,0.00022211110990610905,0.00015847195390961133,1.0,1.0,,0,1.9999996423720994,0.08329370575938234,0.0012167457372467012,0.08407123365642888,0.00018903250390707037,21.1375,0.31461623311042786,0.3551207184791565,0.08669400215148926,0.07702009379863739,0.05044303089380264,0.4020547568798065,0.394898921251297,0.39397531747817993,,,,,,,,,
176,1534.7,9.029,0.23512471094727516,0.37122734263539314,0.0004728790372610092,0.001769954338669777,0.00022670566249871626,0.00016060302368714474,1.0,1.0,,0,2.0,0.1606005562071912,0.0010068596777914687,0.13856430481979323,0.00018888460769084215,14.187500000000002,0.31718477606773376,0.3581268787384033,0.08718446642160416,0.07752364873886108,0.05077430233359337,0.4020719528198242,0.3950267732143402,0.39402225613594055,,,,,,,,,
177,1544.5,9.844,0.05134262586943805,0.44151969999074936,0.0004730368818854913,0.0017782794602680951,0.0002294687546964269,0.0001627889505471103,1.0,1.0,,0,1.9999998211860577,0.038995673342125385,0.00139655009115663,0.03312229222480664,0.0001887357796416151,36.7625,0.3184332847595215,0.3591809570789337,0.08768477290868759,0.07819385081529617,0.051253799349069595,0.4020305573940277,0.3952568769454956,0.3940392732620239,,,,,,,,,
