time,path_id,r,absG0,valid_decode,z0,z1
0.0,0,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,1,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,2,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,3,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,4,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,5,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,6,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,7,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,8,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,9,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,10,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,11,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,12,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,13,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,14,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,15,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,16,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,17,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,18,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,19,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,20,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
0.0,21,0.01526963401380373,0.009317005591433863,True,-0.09958446239369372,-0.07167756553435983
