time_index,G0_min,G0_max,absG0_min,absG0_mean,absG0_median,absG0_1pct,absG0_5pct,count_absG0_lt_1e_2,count_absG0_lt_1e_3,count_absG0_lt_1e_4,count_absG0_lt_1e_5
0,0.02152567590432673,0.02152567590432673,0.02152567590432673,0.02152567590432673,0.02152567590432673,0.02152567590432673,0.02152567590432673,0,0,0,0
1,0.020428502447398928,0.022697783618441995,0.020428502447398928,0.02150818310064189,0.02149794665683008,0.020706248035037577,0.020927468713811858,0,0,0,0
2,0.019933947253080397,0.023605359532303916,0.019933947253080397,0.02152207829990221,0.02152550622127934,0.020359340103723637,0.02064117633590341,0,0,0,0
3,0.01949739176726576,0.023347510458014933,0.01949739176726576,0.02149970736999156,0.02151638980041336,0.019980765932978137,0.020430485268525922,0,0,0,0
4,0.019064911961648248,0.023984079999030888,0.019064911961648248,0.021459496112330567,0.02146764473759895,0.01963403861457309,0.020249973047293233,0,0,0,0
5,0.018886457740055384,0.02397217199641706,0.018886457740055384,0.02144072023656885,0.021443509378062994,0.019455917987946075,0.020116724811552408,0,0,0,0
6,0.0187622413767563,0.02396454020091551,0.0187622413767563,0.021465302506583985,0.021481053815273987,0.01921007149337362,0.01991848666778528,0,0,0,0
7,0.018186462749593665,0.02418720654666061,0.018186462749593665,0.021467641599792756,0.021445647795484288,0.01924883701247529,0.019903082084158533,0,0,0,0
8,0.017908316212828776,0.024795625067301656,0.017908316212828776,0.021445903602548375,0.021456097397742176,0.018983477748898633,0.019706245690388164,0,0,0,0
9,0.017959654478371546,0.025318833861885034,0.017959654478371546,0.02144519673762817,0.02141388621348947,0.018773291526502763,0.019559218492322623,0,0,0,0
10,0.01765897988485393,0.02557336855152741,0.01765897988485393,0.0214367940189764,0.021381635764552036,0.018693759219355986,0.01941158406038709,0,0,0,0
11,0.01702017366308094,0.025534158883754376,0.01702017366308094,0.021417075425371846,0.021434158892889337,0.01849762166843823,0.019475340464336615,0,0,0,0
12,0.016932936268691384,0.025159118457584336,0.016932936268691384,0.021437239534793397,0.021446250916227174,0.018256648474411385,0.019427842332205854,0,0,0,0
13,0.016814448636374296,0.025398083328817073,0.016814448636374296,0.021428028613101786,0.021435233845557036,0.018069552159771587,0.019322441519385305,0,0,0,0
14,0.016908129287599126,0.024883849137687465,0.016908129287599126,0.02142436647818547,0.021423121111169452,0.018180890118742778,0.01925071522383417,0,0,0,0
15,0.01710873071713575,0.025290719579549908,0.01710873071713575,0.021420769486749373,0.021487355220319714,0.018064456361927654,0.019081474508735752,0,0,0,0
16,0.016754931806951787,0.025714681363668793,0.016754931806951787,0.021428021885401664,0.021435179808727618,0.018155025534867163,0.019154746070866396,0,0,0,0
17,0.016628323793181292,0.02567950575455665,0.016628323793181292,0.02139806937315919,0.021413338427998724,0.018132737379185675,0.01892615488553601,0,0,0,0
18,0.016841198208364584,0.025712918914928634,0.016841198208364584,0.021398000243374207,0.021357015912679907,0.0179478879927233,0.018872328467133367,0,0,0,0
19,0.016977594601849114,0.026122192480398366,0.016977594601849114,0.021411824235599983,0.02139898227614754,0.01772903547402151,0.01880835949434712,0,0,0,0
20,0.017196151969234276,0.026553090584930456,0.017196151969234276,0.02141419921922391,0.021376948458268017,0.017939957107019754,0.01873280295308011,0,0,0,0
21,0.01705860961354249,0.026691503057186594,0.01705860961354249,0.02139394483818678,0.02148307570148352,0.01787842532141143,0.018635894742805848,0,0,0,0
22,0.016764503914080544,0.025950184851794657,0.016764503914080544,0.021384828762879792,0.02139760335206913,0.01756529447535952,0.01851280244515067,0,0,0,0
23,0.0163129323288877,0.02588458129104378,0.0163129323288877,0.02139102201969152,0.021382659635390412,0.017547351486061253,0.01845813961129623,0,0,0,0
24,0.01600736674316791,0.026020639676735555,0.01600736674316791,0.02138806667074083,0.021464792466350715,0.017492403938411547,0.01838867099370589,0,0,0,0
