time,max_mahal_dist,mean_mahal_dist,frac_mahal_gt_threshold,n_paths_absG0_lt_1e_3,n_paths_absG0_lt_1e_4,n_paths_absG0_lt_floor,min_absG0_all_paths,decoder_min_G_abs0_valid_paths,decoder_max_short_rate_err_valid_paths,n_valid_decode,frac_valid_decode,batch_error
0.0,2.272836002176955,2.272836002176955,0.0,0,0,0,0.02488880574686378,0.02488880574686378,0.00024079618412987946,500,1.0,
0.08333333333333333,10.724805246330506,5.6629302645989075,0.8,0,0,0,0.016748652676121155,0.016748652676121155,0.0004629899152679279,500,1.0,
0.16666666666666666,16.101785180444644,8.49661777694068,0.946,0,0,0,0.012855196908593734,0.012855196908593734,0.0005965532727109646,500,1.0,
0.25,22.28189102549097,11.141960718579996,0.99,0,0,0,0.008590056666823203,0.008590056666823203,0.0005719311989331038,500,1.0,
0.3333333333333333,25.380195873787724,13.572383251130686,0.994,0,0,0,0.006475092681374171,0.006475092681374171,0.0005749795908380761,500,1.0,
0.41666666666666663,31.777533128594907,15.486250054978033,0.994,0,0,0,0.0024894577719346556,0.0024894577719346556,0.004742502916383215,500,1.0,
0.5,34.081369917142695,16.898197907197947,0.996,0,0,0,0.0015019783939335014,0.0015019783939335014,0.008688033910831436,500,1.0,
0.5833333333333333,34.76489595337454,18.039955804802624,0.998,0,0,0,0.002987075400341887,0.002987075400341887,0.006381322793454006,500,1.0,
0.6666666666666666,36.50363942306418,18.956560734767518,0.998,0,0,0,0.004213866252585165,0.004213866252585165,0.004659060465221174,500,1.0,
0.75,37.14819143122965,19.460557327305462,0.994,0,0,0,0.004742370564100918,0.004742370564100918,0.005474716504341698,500,1.0,
0.8333333333333333,37.61520011003766,19.682064096499737,0.996,0,0,0,0.006953285957941275,0.006953285957941275,0.004165491255987502,500,1.0,
0.9166666666666666,39.22575958249752,19.65885555787817,0.994,0,0,0,0.007254710386120005,0.007254710386120005,0.003966136854790206,500,1.0,
1.0,37.86413986298863,19.24597602288602,0.996,0,0,0,0.008378373004961373,0.008378373004961373,0.0035683846123633345,500,1.0,
1.0833333333333333,39.30978501394556,18.732785762363214,0.996,0,0,0,0.009217736551584487,0.009217736551584487,0.003676811784257883,500,1.0,
1.1666666666666665,40.93965994531493,17.989215832557434,0.996,0,0,0,0.00911152897048655,0.00911152897048655,0.004015294563505259,500,1.0,
1.25,39.636290441776886,17.03094762660478,0.99,0,0,0,0.012212896620564313,0.012212896620564313,0.0029887396466376365,500,1.0,
1.3333333333333333,38.19944240698124,15.85664682480336,0.984,0,0,0,0.01515334852671171,0.01515334852671171,0.002383061757115862,500,1.0,
1.4166666666666665,36.97131400804205,14.741197446438425,0.97,0,0,0,0.017595189712629848,0.017595189712629848,0.0020315411061426203,500,1.0,
1.5,34.97814830748362,13.461962671780551,0.954,0,0,0,0.019386112444034168,0.019386112444034168,0.001677833719222574,500,1.0,
1.5833333333333333,30.69140542454706,12.096429267834255,0.942,0,0,0,0.019130193555774173,0.019130193555774173,0.001328338813934099,500,1.0,
1.6666666666666665,27.719221114028084,10.800409273115564,0.888,0,0,0,0.022474987814760098,0.022474987814760098,0.0011039572351991545,500,1.0,
1.75,27.854615243181215,9.633277105817548,0.872,0,0,0,0.02337266529598356,0.02337266529598356,0.0010839582391490299,500,1.0,
1.8333333333333333,26.52180944319207,8.494282600369871,0.808,0,0,0,0.025769919239199978,0.025769919239199978,0.0009922118939658803,500,1.0,
1.9166666666666665,23.15926229048019,7.471715515797934,0.734,0,0,0,0.02570964016180822,0.02570964016180822,0.0007990226198739125,500,1.0,
2.0,19.49186593699256,6.711289866911725,0.662,0,0,0,0.02717115738030517,0.02717115738030517,0.000627415712408888,500,1.0,
