time_index,G0_min,G0_max,absG0_min,absG0_mean,absG0_median,absG0_1pct,absG0_5pct,count_absG0_lt_1e_2,count_absG0_lt_1e_3,count_absG0_lt_1e_4,count_absG0_lt_1e_5
0,0.009317005591433863,0.009317005591433863,0.009317005591433863,0.009317005591433863,0.009317005591433863,0.009317005591433863,0.009317005591433863,100,0,0,0
1,0.0024514583168639414,0.011037418740217464,0.0024514583168639414,0.006587450511683056,0.0065466094894060245,0.002828843297380204,0.003906402807301828,95,0,0,0
2,0.00032510440151642395,0.010895415494194982,0.00032510440151642395,0.005123286527090713,0.005054062657214531,0.0006206810892811024,0.0015810370835850685,96,2,0,0
3,0.0001853998778728605,0.010644768193613652,0.0001853998778728605,0.0044452435324238565,0.004488648599049461,0.0009666945162997101,0.0015162438271235687,99,2,0,0
4,0.00019366618162247606,0.010130876361346686,0.00019366618162247606,0.004139124035635972,0.004120698158426084,0.0005046558071041907,0.0009709876966485315,99,6,0,0
5,-0.0006579330565648078,0.011706948571227976,0.00013467468794847726,0.003425946233525407,0.003407313860428751,0.00022467183613432252,0.0006556374473062371,99,10,0,0
6,-0.0027533815512452153,0.009246117974744783,7.028830998812019e-05,0.002987679117141052,0.002365425351956607,0.0002323084366650849,0.00032319318291484933,100,13,1,0
7,-0.0024053081865898496,0.007876255843490387,2.598528824748758e-05,0.002496111641346932,0.0020704817303262846,3.989260161194275e-05,0.0001574218398440644,100,21,4,0
8,-0.0038128672506428374,0.009174701309441369,1.9386001423316035e-05,0.0024789018245397884,0.0020702218721968813,4.1484558349790256e-05,0.00019137873112222566,100,26,3,0
9,-0.004070705717930001,0.00748408015045135,0.00011906839698028193,0.002454234248156438,0.0019360419724551159,0.00012617075150505363,0.0002826444934950684,100,26,0,0
10,-0.002401881068442996,0.010649886923056018,9.009112115987428e-06,0.0027114462016955975,0.0022956866973971035,2.60306154031148e-05,0.00022027506178844554,99,29,3,1
11,-0.0034192869640720658,0.008718849737008955,4.7789068972042825e-05,0.002366374659138857,0.0019533461868763147,8.674592082085403e-05,0.0001366363172588106,100,29,2,0
12,-0.0037146811361354337,0.01049493926367856,6.995416046506886e-05,0.0021272748011442,0.0017721299348949227,0.00011946684670879392,0.00025433070361658707,99,27,1,0
