time_index,G0_min,G0_max,absG0_min,absG0_mean,absG0_median,absG0_1pct,absG0_5pct,count_absG0_lt_1e_2,count_absG0_lt_1e_3,count_absG0_lt_1e_4,count_absG0_lt_1e_5
0,0.019888208640354448,0.019888208640354448,0.019888208640354448,0.019888208640354448,0.019888208640354448,0.019888208640354448,0.019888208640354448,0,0,0,0
1,0.018792119663500487,0.021060265642428605,0.018792119663500487,0.019870560379202203,0.01985999785849513,0.01906932435734772,0.019289778476157732,0,0,0,0
2,0.0182977956083076,0.0219665984792726,0.0182977956083076,0.019884349014177672,0.019887528904968615,0.018723480655507888,0.019004648320660907,0,0,0,0
3,0.017859445454610046,0.02170661037611377,0.017859445454610046,0.01986190287260319,0.019880408683212395,0.018341507497155313,0.01879403810655389,0,0,0,0
4,0.017429331631265203,0.022344600778470995,0.017429331631265203,0.01982158099495384,0.019829382850239843,0.017995123627618872,0.018613242766852552,0,0,0,0
5,0.01724616989211314,0.022332463708180397,0.01724616989211314,0.019802729960383455,0.019804986882673698,0.01782115474390746,0.01847913786431763,0,0,0,0
6,0.01712625274953676,0.022325792351361704,0.01712625274953676,0.019827132962721487,0.019843995086836683,0.01757347231490961,0.018280676357835896,0,0,0,0
7,0.016552377309178867,0.02254487411866578,0.016552377309178867,0.019829369713659645,0.01980654030639341,0.01761363222071017,0.018264328458631587,0,0,0,0
8,0.01627423231644874,0.023156406535986555,0.01627423231644874,0.019807569109020925,0.019816530429176263,0.017343110898255704,0.018070320975165727,0,0,0,0
9,0.016325040208252848,0.02368027889663122,0.016325040208252848,0.019806783323049443,0.019774981244186488,0.01713446089204447,0.017923255939486984,0,0,0,0
10,0.016024681092146574,0.02393503403909735,0.016024681092146574,0.019798335262072864,0.019743221672665637,0.01705929831513895,0.01777654492876572,0,0,0,0
11,0.015387541510534095,0.02389583104604108,0.015387541510534095,0.019778605041279977,0.019798203178155196,0.016864887791236106,0.01783312610343391,0,0,0,0
12,0.015297470316038994,0.02351874596511006,0.015297470316038994,0.019798670580918575,0.01981205731365129,0.01662335005409511,0.01778973889034781,0,0,0,0
13,0.01518270372491659,0.023758644529996136,0.01518270372491659,0.019789419626410322,0.019796672704304033,0.016433754253154187,0.017685442267065244,0,0,0,0
14,0.015276119620700263,0.023244512853193816,0.015276119620700263,0.019785721676263416,0.019785135614076885,0.01654424219754874,0.017611936303125533,0,0,0,0
15,0.015469730347957188,0.023650896509957466,0.015469730347957188,0.01978214303465589,0.01985002175876463,0.01642631560163008,0.01744447433510124,0,0,0,0
16,0.015117014885114844,0.02407401539114924,0.015117014885114844,0.019789434787813528,0.019795605408005516,0.016520358864406847,0.017520726628584525,0,0,0,0
17,0.014990618150705182,0.024039641406966156,0.014990618150705182,0.01975955370490716,0.0197768647643622,0.016488000413550637,0.017292100868205575,0,0,0,0
18,0.015201482928284566,0.024073302483945326,0.015201482928284566,0.019759466898859927,0.019718275879022536,0.01631167062890396,0.01723877351545292,0,0,0,0
19,0.015336656030761842,0.024481594562994518,0.015336656030761842,0.019773262569345106,0.019758232616680103,0.016093444141546218,0.01716784447909653,0,0,0,0
20,0.015552430769462913,0.02490997169549417,0.015552430769462913,0.01977560392406339,0.019740230291131006,0.016304995662392623,0.017096541921037992,0,0,0,0
21,0.015415744455055554,0.025050123964297913,0.015415744455055554,0.01975536193218766,0.01984376226027116,0.016245014756937754,0.016999153604572187,0,0,0,0
22,0.015121533355773903,0.024309518046625456,0.015121533355773903,0.019746256810730934,0.019756393712656063,0.015925353427998133,0.016874269447848162,0,0,0,0
23,0.014674745598883411,0.024241655798041654,0.014674745598883411,0.019752432306953557,0.01974569465466133,0.01590897027801415,0.016823108418368145,0,0,0,0
24,0.014371086833191866,0.024377729602510678,0.014371086833191866,0.01974942546470589,0.019825386752367495,0.015852967837072247,0.01675169122764455,0,0,0,0
25,0.013876375081856159,0.0245535657210201,0.013876375081856159,0.01975412470722064,0.019848247995547196,0.01565023638680393,0.01664481354559248,0,0,0,0
26,0.0130437047612319,0.024630398455214846,0.0130437047612319,0.01977427588711759,0.019771986419977978,0.015708505485523952,0.01677819115935294,0,0,0,0
27,0.013727821223719582,0.02483492639947336,0.013727821223719582,0.0197535405175544,0.019721679241697307,0.015257882690586526,0.016808096489544625,0,0,0,0
28,0.01283818919160632,0.02518042723977496,0.01283818919160632,0.01973939683517757,0.019811236008529947,0.01520499169998795,0.016657254243326414,0,0,0,0
