time,max_mahal_dist,mean_mahal_dist,frac_mahal_gt_threshold,n_paths_absG0_lt_1e_3,n_paths_absG0_lt_1e_4,n_paths_absG0_lt_floor,min_absG0_all_paths,decoder_min_G_abs0_valid_paths,decoder_max_short_rate_err_valid_paths,n_valid_decode,frac_valid_decode,batch_error
0.0,0.2071806719530873,0.20718067195308726,0.0,0,0,0,0.009317005591433863,0.009317005591433863,0.0004968758103671318,100,1.0,
0.0833333333,3.9280066936211715,1.5088827703377696,0.0,0,0,0,0.0024514583168639414,0.0024514583168639414,0.000607955437440199,100,1.0,
0.1666666666,5.7756157095896405,2.3933640665665243,0.12,2,0,0,0.00032510440151642395,0.00032510440151642395,0.010203864301248214,100,1.0,
0.24999999990000002,5.4568259862119515,2.7606120445628926,0.18,2,0,0,0.0001853998778728605,0.0001853998778728605,0.012012566395313182,100,1.0,
0.3333333332,5.434472865585014,2.990745235223562,0.23,6,0,0,0.00019366618162247606,0.00019366618162247606,0.011177755528906225,100,1.0,
0.41666666650000006,6.016615365324376,3.430092057129335,0.26,10,0,0,0.00013467468794847726,0.00013467468794847726,0.01786094758558758,100,1.0,
0.49999999980000004,7.422498144571204,3.7520125281681986,0.47,13,1,0,7.028830998812019e-05,7.028830998812019e-05,0.011144462630839526,100,1.0,
0.5833333331,7.132371025285508,4.190974050542259,0.56,21,4,0,2.598528824748758e-05,2.598528824748758e-05,0.02297196741732793,100,1.0,
0.6666666664,8.400846988596152,4.383538071981054,0.56,26,3,0,1.9386001423316035e-05,1.9386001423316035e-05,0.028101553193746104,100,1.0,
0.7499999997000001,8.434274929277132,4.4409817225823245,0.6,26,0,0,0.00011906839698028193,0.00011906839698028193,0.005744584928909688,100,1.0,
0.8333333330000001,6.990692862673146,4.256211118021652,0.55,29,3,1,9.009112115987428e-06,2.620254977975245e-05,0.01037773048483955,99,0.99,"G(z,0) too close to zero: min |G(z,0)| = 9.009e-06. Decoder ODE becomes ill-conditioned."
0.9166666663,7.992320157035055,4.4848521710275575,0.65,29,2,0,4.7789068972042825e-05,4.7789068972042825e-05,0.012860007042161463,100,1.0,
0.9999999996000001,7.804086025184715,4.7611826495587515,0.74,27,1,0,6.995416046506886e-05,6.995416046506886e-05,0.006583175877005796,100,1.0,
1.0833333329000001,7.699904692652986,4.814756657131565,0.76,36,7,1,8.822138158837145e-06,2.903201002696365e-05,0.00758663627890581,99,0.99,"G(z,0) too close to zero: min |G(z,0)| = 8.822e-06. Decoder ODE becomes ill-conditioned."
1.1666666662,8.510521630325355,5.130791135523011,0.85,36,6,2,1.000222193792144e-06,6.907839190106735e-05,0.012881799965552141,98,0.98,"G(z,0) too close to zero: min |G(z,0)| = 1.000e-06. Decoder ODE becomes ill-conditioned."
1.2499999995000002,8.068835554989573,5.16355705094302,0.87,35,8,3,3.6251024321254377e-06,2.9320799196153047e-05,0.005380552035663332,97,0.97,"G(z,0) too close to zero: min |G(z,0)| = 3.625e-06. Decoder ODE becomes ill-conditioned."
1.3333333328,8.610434407922614,5.2081763899665665,0.88,37,2,1,7.998152392829638e-06,8.546037805387541e-05,0.0033949557464278434,99,0.99,"G(z,0) too close to zero: min |G(z,0)| = 7.998e-06. Decoder ODE becomes ill-conditioned."
1.4166666661,8.249976156913556,5.227031240732317,0.86,38,3,0,4.096930345381944e-05,4.096930345381944e-05,0.005909465967785899,100,1.0,
1.4999999994000002,8.227961566969922,5.323698872378016,0.89,35,2,0,3.9918960912932455e-05,3.9918960912932455e-05,0.011706859496943231,100,1.0,
1.5833333327,7.848335674548274,5.306266533420999,0.87,37,2,0,7.279306210411507e-05,7.279306210411507e-05,0.0045611595772713405,100,1.0,
1.6666666660000002,9.176875327047824,5.590841902791799,0.92,34,2,2,3.542906188702677e-07,0.00010521805304325449,0.0064182697779758425,98,0.98,"G(z,0) too close to zero: min |G(z,0)| = 3.543e-07. Decoder ODE becomes ill-conditioned."
1.7499999993000002,8.58757207314251,5.481900368407082,0.95,37,3,2,1.7852622782588146e-06,9.001037179501292e-05,0.007237384150660976,98,0.98,"G(z,0) too close to zero: min |G(z,0)| = 1.785e-06. Decoder ODE becomes ill-conditioned."
1.8333333326,8.050680931457977,5.707157025895623,0.94,37,5,0,2.0748959249861088e-05,2.0748959249861088e-05,0.01095430462510713,100,1.0,
1.9166666659000002,8.193185362256061,5.69379498743409,0.91,30,5,1,3.671604552113461e-06,5.1618721024937475e-05,0.025493513729863873,99,0.99,"G(z,0) too close to zero: min |G(z,0)| = 3.672e-06. Decoder ODE becomes ill-conditioned."
1.9999999992000002,8.71997123631911,5.4554058140450685,0.9,32,6,0,1.8634889645680053e-05,1.8634889645680053e-05,0.009173344867263402,100,1.0,
