time,U,tau_remaining,disc_bond_mean,disc_bond_std,disc_bond_sem,initial_disc_bond_value,relative_mean_error
1.0,20.0,19.0,0.7000483802804667,0.03641854074710226,0.003641854074710226,0.4918536735137974,0.42328586321075645
1.0,30.0,29.0,0.5798700671526852,0.04275556381059686,0.004275556381059685,0.2635568885131768,1.200170408840192
1.0833333333333333,5.0,3.916666666666667,0.9225162379279935,0.010771316661984175,0.0010771316661984174,0.9084479915878557,0.015486022832796672
1.0833333333333333,10.0,8.916666666666666,0.8457124925476768,0.021252927211916874,0.0021252927211916875,0.7650537617162814,0.10542884025620612
1.0833333333333333,20.0,18.916666666666668,0.7058087569034889,0.03282085506494182,0.003282085506494182,0.4918536735137974,0.4349974289328748
1.0833333333333333,30.0,28.916666666666668,0.5871970074990126,0.038432352274757164,0.0038432352274757166,0.2635568885131768,1.22797063211518
1.1666666666666665,5.0,3.8333333333333335,0.922545654402652,0.010360374022509751,0.0010360374022509752,0.9084479915878557,0.015518403855079596
1.1666666666666665,10.0,8.833333333333334,0.8460686441576426,0.02075886051654786,0.0020758860516547862,0.7650537617162814,0.10589436520071048
1.1666666666666665,20.0,18.833333333333332,0.7082123690210438,0.03244613077906629,0.0032446130779066286,0.4918536735137974,0.4398842728195607
1.1666666666666665,30.0,28.833333333333332,0.5909575211441147,0.0383293972224649,0.00383293972224649,0.2635568885131768,1.2422389506794056
1.25,5.0,3.75,0.9233838458412804,0.010630087004149852,0.0010630087004149852,0.9084479915878557,0.01644106695345174
1.25,10.0,8.75,0.8480443549180641,0.021554883137355353,0.0021554883137355355,0.7650537617162814,0.108476812159718
1.25,20.0,18.75,0.712947398519045,0.033925808334324535,0.0033925808334324533,0.4918536735137974,0.4495111796680431
1.25,30.0,28.75,0.597325237661543,0.04038315897956223,0.004038315897956223,0.2635568885131768,1.266399641577492
1.3333333333333333,5.0,3.666666666666667,0.9242136466508768,0.010628910869523231,0.0010628910869523232,0.9084479915878557,0.017354493827945666
1.3333333333333333,10.0,8.666666666666666,0.8499048547625222,0.02212576956854719,0.0022125769568547187,0.7650537617162814,0.11090866719730957
1.3333333333333333,20.0,18.666666666666668,0.7172455152935595,0.035607869624792135,0.0035607869624792133,0.4918536735137974,0.4582497883355536
1.3333333333333333,30.0,28.666666666666668,0.6030821215953995,0.042875735598980676,0.004287573559898067,0.2635568885131768,1.2882426826238986
1.4166666666666665,5.0,3.5833333333333335,0.9250244631925536,0.009838856189349234,0.0009838856189349234,0.9084479915878557,0.01824702322884136
1.4166666666666665,10.0,8.583333333333334,0.8516714179435181,0.020616295040724267,0.0020616295040724267,0.7650537617162814,0.11321773783965616
1.4166666666666665,20.0,18.583333333333332,0.7210305672411317,0.03322023353102545,0.003322023353102545,0.4918536735137974,0.46594527207674796
1.4166666666666665,30.0,28.583333333333332,0.6079146793053941,0.040047667044196475,0.0040047667044196475,0.2635568885131768,1.3065786014354193
1.5,5.0,3.5,0.9250006508533716,0.009283135347335401,0.0009283135347335402,0.9084479915878557,0.018220811118294
1.5,10.0,8.5,0.8515341820216393,0.01960393082532586,0.0019603930825325857,0.7650537617162814,0.11303835708402027
1.5,20.0,18.5,0.7216663714052183,0.03181519566561101,0.003181519566561101,0.4918536735137974,0.4672379414179047
1.5,30.0,28.5,0.608991732682505,0.038439606786036855,0.0038439606786036854,0.2635568885131768,1.3106652082518333
1.5833333333333333,5.0,3.416666666666667,0.9258058711956536,0.008803927987922887,0.0008803927987922887,0.9084479915878557,0.019107180343322067
1.5833333333333333,10.0,8.416666666666666,0.8532463531708261,0.01888101809607341,0.001888101809607341,0.7650537617162814,0.1152763320275664
1.5833333333333333,20.0,18.416666666666668,0.725206429305565,0.031000300165715176,0.0031000300165715177,0.4918536735137974,0.47443532163681534
1.5833333333333333,30.0,28.416666666666668,0.6134900202563182,0.03771981542511228,0.0037719815425112284,0.2635568885131768,1.3277328235177053
1.6666666666666665,5.0,3.3333333333333335,0.9263940206134365,0.008244255611580428,0.0008244255611580427,0.9084479915878557,0.019754602565869816
1.6666666666666665,10.0,8.333333333333334,0.8546667250413595,0.018045072065077928,0.0018045072065077928,0.7650537617162814,0.11713289680982049
1.6666666666666665,20.0,18.333333333333332,0.7287283142311245,0.03004280144593129,0.003004280144593129,0.4918536735137974,0.4815957539263603
1.6666666666666665,30.0,28.333333333333332,0.618236314865734,0.03682228791782944,0.003682228791782944,0.2635568885131768,1.3457414387969018
1.75,5.0,3.25,0.9265742213605374,0.008778426176227531,0.0008778426176227532,0.9084479915878557,0.019952963670489498
1.75,10.0,8.25,0.8549250379446195,0.01971637314301963,0.001971637314301963,0.7650537617162814,0.11747053700739361
1.75,20.0,18.25,0.7299893580700152,0.03280129752959091,0.0032801297529590915,0.4918536735137974,0.4841596136814005
1.75,30.0,28.25,0.6201399871778823,0.04013303821497297,0.0040133038214972975,0.2635568885131768,1.3529644422360743
1.8333333333333333,5.0,3.166666666666667,0.9269523973644236,0.009171542583769031,0.0009171542583769031,0.9084479915878557,0.02036925167749497
1.8333333333333333,10.0,8.166666666666666,0.8558638777723795,0.02060198234046751,0.002060198234046751,0.7650537617162814,0.11869769237181382
1.8333333333333333,20.0,18.166666666666668,0.7327777178294886,0.03336381850979065,0.0033363818509790652,0.4918536735137974,0.4898286976175911
1.8333333333333333,30.0,28.166666666666668,0.6240449278609155,0.04020173428190455,0.0040201734281904555,0.2635568885131768,1.3677807526920915
1.9166666666666665,5.0,3.0833333333333335,0.9275522937057901,0.008080027855609411,0.0008080027855609411,0.9084479915878557,0.02102960466073833
1.9166666666666665,10.0,8.083333333333334,0.8571938612020743,0.018390797189680144,0.0018390797189680144,0.7650537617162814,0.12043611063239619
1.9166666666666665,20.0,18.083333333333332,0.7355920920084938,0.03036079274471627,0.003036079274471627,0.4918536735137974,0.4955506721204943
1.9166666666666665,30.0,28.083333333333332,0.6275915808864128,0.03709420647350998,0.003709420647350998,0.2635568885131768,1.3812376311880599
2.0,5.0,3.0,0.9283043734228048,0.008540823688728967,0.0008540823688728968,0.9084479915878557,0.021857477829019763
2.0,10.0,8.0,0.858749738006325,0.020053107237785427,0.002005310723778543,0.7650537617162814,0.12246979359966945
2.0,20.0,18.0,0.7386199371044679,0.03379540617476097,0.003379540617476097,0.4918536735137974,0.501706659681476
2.0,30.0,28.0,0.6314583911722512,0.04165709721557569,0.004165709721557569,0.2635568885131768,1.3959092654893015
