epoch,time_total_sec,time_interval_sec,loss_vol,loss_drift,loss_eig,loss_l2,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm,gnorm_scale,lr,lambda_min_KQ,Lambda_norm_fro,sigma_scale_mean,sigma_s1,sigma_s2,sigma_s3,sigma_s4,fwd_bias_diag_bp,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
95,747.8,7.891,1.9048154950141907,10.54905652999878,0.0,3.912584361387417e-06,1.0,0.804931640625,5.2951848771837025,0,5.00000019073486,2.0,0.0004971136186603141,0.013585135340690613,0.19940915703773499,0.1063600480556488,0.14371797442436218,0.07428208738565445,0.1042800024151802,0.10316014289855957,-302.0125,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
96,756.1,8.287,0.7576976716518402,11.280848383903503,0.0,4.015114427602384e-06,1.0,0.793701171875,5.2951848771837025,0,5.0,1.9999999403953543,0.0004969870152156408,0.014047698117792606,0.20208947360515594,0.10647766292095184,0.1438586413860321,0.07521561533212662,0.10314624756574631,0.10369015485048294,-294.1625,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
97,763.8,7.714,1.4702051877975464,11.101346492767334,0.0,4.12134204452741e-06,1.0,0.8099365234375,5.2951848771837025,0,5.0,1.9999999403953543,0.0004968577113073317,0.01436713244765997,0.20438756048679352,0.1066114604473114,0.14385870099067688,0.0755799263715744,0.10272834450006485,0.10427885502576828,-235.5,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
98,771.8,7.959,1.0984562039375305,12.422230958938599,0.0,4.205839104542974e-06,1.0,0.79840087890625,5.2951848771837025,0,5.0,1.9999999403953543,0.0004967257083494338,0.013628821820020676,0.20625723898410797,0.10608378052711487,0.142663836479187,0.07557253539562225,0.10178567469120026,0.10431307554244995,-279.9625,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
99,779.6,7.787,1.3987199366092682,16.004839658737183,0.0,4.2858989672822645e-06,1.0,0.8232421875,5.2951848771837025,0,4.999999618530259,2.000000119209286,0.0004965910077855105,0.013034304603934288,0.20843610167503357,0.10547247529029846,0.14191117882728577,0.07543784379959106,0.10119203478097916,0.10334886610507965,-304.825,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
100,786.8,7.248,1.435273140668869,9.606952667236328,0.0,4.389616947264585e-06,1.0,0.83709716796875,5.2951848771837025,0,5.00000019073486,2.000000119209286,0.0004964536110886253,0.012585517019033432,0.21130922436714172,0.10448209196329117,0.14021995663642883,0.07499238103628159,0.1002541184425354,0.10246189683675766,-314.86249999999995,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
101,794.7,7.875,2.153415858745575,6.106013000011444,0.0,4.5159869159761e-06,1.0,0.81927490234375,5.2951848771837025,0,5.00000019073486,2.0,0.0004963135197613267,0.012378180399537086,0.2144249528646469,0.10300197452306747,0.13808175921440125,0.07423649728298187,0.09920579940080643,0.10048384219408035,-178.45,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
102,802.5,7.855,1.2731768861413002,8.155480027198792,0.0,4.639515736926114e-06,1.0,0.81243896484375,5.2951848771837025,0,4.999999618530259,1.9999998211860577,0.0004961707353356308,0.01239268109202385,0.21687279641628265,0.10198097676038742,0.1373339295387268,0.07314936816692352,0.09876725822687149,0.09867335110902786,-421.06249999999994,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
103,810.1,7.546,0.9167633354663849,11.865677952766418,0.0,4.7444190158785204e-06,1.0,0.835693359375,5.2951848771837025,0,4.999999237060488,2.0,0.0004960252593730054,0.013004167005419731,0.21953333914279938,0.10146139562129974,0.13703639805316925,0.0721508041024208,0.09874020516872406,0.09791814535856247,-259.57500000000005,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
104,817.8,7.711,1.630213513970375,11.96533489227295,0.0,4.870673819823423e-06,1.0,0.82647705078125,5.2951848771837025,0,5.0,2.0,0.0004958770934643521,0.013962551020085812,0.22273994982242584,0.10082965344190598,0.1358979195356369,0.0711992159485817,0.09866128116846085,0.09756018966436386,-409.6875,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
105,825.7,7.903,0.9581541121006012,15.618448734283447,0.0,5.020686216994363e-06,1.0,0.829345703125,5.2951848771837025,0,5.00000019073486,2.0,0.0004957262392299896,0.015187636017799377,0.22635617852210999,0.1000145897269249,0.13501618802547455,0.07041659951210022,0.09798231720924377,0.09664323925971985,-424.82500000000005,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
106,834.6,8.923,1.6923010051250458,13.874123692512512,0.0,5.1794052069453755e-06,1.0,0.83526611328125,5.2951848771837025,0,5.00000019073486,1.999999880790707,0.0004955726983196357,0.01618346944451332,0.2295616865158081,0.0992346704006195,0.13390517234802246,0.0699886679649353,0.09690672904253006,0.0961381047964096,-430.95,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
107,842.7,8.088,1.0225491225719452,11.420766592025757,0.0,5.321138928593427e-06,1.0,0.828369140625,5.2951848771837025,0,5.000000381469712,2.0,0.0004954164724123893,0.017152922227978706,0.2324645221233368,0.09881976246833801,0.13399454951286316,0.06956961005926132,0.09616371244192123,0.09555115550756454,-344.775,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
108,850.7,8.008,2.717982977628708,16.988266468048096,0.0,5.460897455122904e-06,1.0,0.83489990234375,5.2951848771837025,0,5.00000019073486,2.0,0.0004952575632167117,0.018114186823368073,0.2357383817434311,0.09845374524593353,0.1345573514699936,0.06913751363754272,0.09578762203454971,0.0943325012922287,-295.9375,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
109,858.6,7.898,1.5724120363593102,18.84860849380493,0.0,5.61335752990999e-06,1.0,0.83935546875,5.2951848771837025,0,5.00000019073486,2.0,0.0004950959724704085,0.01962527073919773,0.23887820541858673,0.09783335775136948,0.13555872440338135,0.06812450289726257,0.09456063061952591,0.09308958798646927,-396.03749999999997,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
110,866.3,7.681,1.3516644984483719,13.473482608795166,0.0,5.766798835793452e-06,1.0,0.84844970703125,5.2951848771837025,0,4.999999618530259,2.000000238418565,0.0004949317019406102,0.021019790321588516,0.24230670928955078,0.09703976660966873,0.13566742837429047,0.06736431270837784,0.09321095794439316,0.09191635251045227,-271.2375,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
111,874.3,8.001,1.0673739612102509,10.948444843292236,0.0,5.94466587244824e-06,1.0,0.8280029296875,5.2951848771837025,0,5.000000381469712,2.0,0.000494764753423753,0.022677360102534294,0.24631723761558533,0.09644700586795807,0.13630245625972748,0.06665308773517609,0.09195376932621002,0.09087872505187988,-203.22500000000002,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
112,882.2,7.882,0.8531589657068253,13.611913204193115,0.0,6.140920504549285e-06,1.0,0.837646484375,5.2951848771837025,0,5.0000005722045575,1.9999999403953543,0.0004945951287455592,0.023925676941871643,0.25021296739578247,0.09580866992473602,0.13616546988487244,0.06606418639421463,0.09082099795341492,0.0901840329170227,-376.7,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
113,890.1,7.937,0.7723509818315506,10.304706454277039,0.0,6.332035809464287e-06,1.0,0.8304443359375,5.2951848771837025,0,5.0000005722045575,2.0,0.000494422829761017,0.024876700714230537,0.2540254592895508,0.09474366903305054,0.13467617332935333,0.06493956595659256,0.08958856761455536,0.0897703692317009,-330.8625,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
114,898.5,8.378,1.2974088490009308,8.350121438503265,0.0,6.526286824737326e-06,1.0,0.830810546875,5.2951848771837025,0,5.0,2.0,0.0004942478583543604,0.02582140453159809,0.2577551603317261,0.09394780546426773,0.13446630537509918,0.0636325404047966,0.08861610293388367,0.08907627314329147,-155.2625,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
115,906.1,7.594,1.21885247528553,11.05863893032074,0.0,6.708120395160222e-06,1.0,0.84991455078125,5.2951848771837025,0,5.0,2.000000119209286,0.000494070216439049,0.026357056573033333,0.2609904706478119,0.0927538126707077,0.13257718086242676,0.06275580823421478,0.08759420365095139,0.08808808028697968,-351.45,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
116,913.9,7.779,1.303122155368328,11.366199851036072,0.0,6.878634280838014e-06,1.0,0.85003662109375,5.2951848771837025,0,4.999999809265133,2.0,0.000493889905957746,0.026179691776633263,0.2643992304801941,0.09148700535297394,0.13004493713378906,0.06210433319211006,0.08619258552789688,0.08760614693164825,-303.02500000000003,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
117,921.7,7.817,0.8942919224500656,12.331766724586487,0.0,7.055641844999627e-06,1.0,0.8436279296875,5.2951848771837025,0,4.999999809265133,2.0,0.000493706928882298,0.026692859828472137,0.26770448684692383,0.0906422808766365,0.1286962479352951,0.06133458390831947,0.08452340960502625,0.0880148708820343,-251.16250000000002,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
118,929.5,7.776,0.8486395701766014,15.25524353981018,0.0,7.2378047661914025e-06,1.0,0.83807373046875,5.2951848771837025,0,5.0,2.0,0.0004935212872137131,0.027391638606786728,0.27135834097862244,0.0900636538863182,0.1294386237859726,0.060325417667627335,0.08225227892398834,0.08823830634355545,-413.4375,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
119,937.5,8.087,0.8936678916215897,10.531341791152954,0.0,7.4397795515324106e-06,1.0,0.837646484375,5.2951848771837025,0,4.999999809265133,2.0,0.0004933329829821388,0.027752550318837166,0.27494016289711,0.08958142250776291,0.12945614755153656,0.05950025096535683,0.08089545369148254,0.08847381919622421,-171.7375,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
120,945.5,7.947,1.4168415814638138,10.716199159622192,0.0,7.63464277042658e-06,1.0,0.83905029296875,5.2951848771837025,0,5.000000381469712,2.0,0.0004931420182468399,0.02835930325090885,0.27856141328811646,0.08911168575286865,0.12908968329429626,0.0591154582798481,0.07978604733943939,0.08845557272434235,-286.825,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
121,953.0,7.524,1.5872582793235779,7.8092145919799805,0.0,7.815825938450871e-06,1.0,0.86566162109375,5.2951848771837025,0,5.0,2.0,0.0004929483950961764,0.028971277177333832,0.28124359250068665,0.08897246420383453,0.1293354630470276,0.059195034205913544,0.07915160059928894,0.08820774406194687,-227.525,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
122,961.0,8.037,1.1711280643939972,10.94210958480835,0.0,7.95978826317878e-06,1.0,0.847412109375,5.2951848771837025,0,5.00000019073486,1.9999998211860577,0.0004927521156475798,0.029575226828455925,0.28353750705718994,0.08894867449998856,0.1296672821044922,0.05989530310034752,0.0785277932882309,0.08770433068275452,-243.175,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
123,969.5,8.421,0.5810836553573608,11.840142250061035,0.0,8.084046612566453e-06,1.0,0.83905029296875,5.2951848771837025,0,5.0,2.000000119209286,0.0004925531820475308,0.030211038887500763,0.2854810059070587,0.08870680630207062,0.12979084253311157,0.05997329577803612,0.0772608146071434,0.08780226856470108,-279.7625,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
124,977.5,8.05,1.1006139665842056,12.649865508079529,0.0,8.196319640774163e-06,1.0,0.85223388671875,5.2951848771837025,0,5.0000005722045575,2.000000119209286,0.0004923515964715353,0.03124888986349106,0.2878427505493164,0.08871549367904663,0.1313454806804657,0.05981648713350296,0.07570434361696243,0.08799569308757782,-167.6875,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
125,985.2,7.665,2.155878782272339,10.839452743530273,0.0,8.340201475220965e-06,1.0,0.85760498046875,5.2951848771837025,0,5.00000019073486,2.0,0.000492147361124101,0.032169241458177567,0.29034924507141113,0.08877740055322647,0.13277900218963623,0.05996618792414665,0.07450521737337112,0.08785918354988098,-228.675,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
126,992.8,7.654,0.8299962654709816,14.802897453308105,0.0,8.491059816151392e-06,1.0,0.84820556640625,5.2951848771837025,0,4.999999809265133,1.9999999403953543,0.0004919404782387128,0.03283585235476494,0.2932775318622589,0.08856736123561859,0.13344663381576538,0.05994347482919693,0.07363656908273697,0.08724278211593628,-328.65000000000003,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
127,1001.0,8.18,0.9923772066831589,11.960509777069092,0.0,8.669849876241642e-06,1.0,0.852294921875,5.2951848771837025,0,4.999999427795378,2.0,0.000491730950077809,0.032837167382240295,0.2964214086532593,0.08848188817501068,0.13455799221992493,0.0595831423997879,0.07353625446557999,0.08625016361474991,-243.575,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
128,1008.5,7.438,2.1407184153795242,13.028516054153442,0.0,8.85677445694455e-06,1.0,0.87774658203125,5.2951848771837025,0,5.0000005722045575,1.999999880790707,0.0004915187789327558,0.032227132469415665,0.2994965612888336,0.08787406980991364,0.13452835381031036,0.059186071157455444,0.07229351252317429,0.08548834919929504,-235.60000000000002,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
129,1016.6,8.182,2.2265665531158447,7.459144502878189,0.0,9.046008926816285e-06,1.0,0.86004638671875,5.2951848771837025,0,5.000000381469712,2.000000119209286,0.0004913039671238229,0.03196223825216293,0.3028758764266968,0.08706744015216827,0.1341255009174347,0.05880989879369736,0.07047758251428604,0.0848567932844162,-134.9375,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
130,1024.4,7.748,1.6168097406625748,9.9029461145401,0.0,9.253857570001855e-06,1.0,0.869140625,5.2951848771837025,0,5.000000381469712,2.0,0.0004910865170001578,0.03242843225598335,0.3063282072544098,0.08636029064655304,0.13345125317573547,0.058327339589595795,0.06902018189430237,0.08464237302541733,-164.1625,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
131,1032.3,7.934,1.076901763677597,8.750171422958374,0.0,9.454536893827026e-06,1.0,0.8482666015625,5.2951848771837025,0,5.00000019073486,2.0,0.0004908664309397604,0.03267844393849373,0.3092627227306366,0.08568593859672546,0.1322932243347168,0.05758575722575188,0.06806524842977524,0.08479954302310944,-196.42499999999998,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
132,1040.1,7.82,1.1419744044542313,11.729312896728516,0.0,9.621601520848344e-06,1.0,0.85528564453125,5.2951848771837025,0,5.0,1.9999998211860577,0.0004906437113494564,0.032294873148202896,0.31184160709381104,0.084940105676651,0.13026338815689087,0.0569806732237339,0.06749166548252106,0.08502472192049026,-206.55,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
133,1048.1,7.921,1.496418982744217,9.567806363105774,0.0,9.796682206797414e-06,1.0,0.84918212890625,5.2951848771837025,0,5.0,1.999999880790707,0.0004904183606648715,0.03232628479599953,0.31499508023262024,0.08425846695899963,0.12841500341892242,0.05664082244038582,0.06665420532226562,0.08532384783029556,-360.8125,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
134,1055.8,7.717,0.9669301733374596,12.926067590713501,0.0,1.0005395552070695e-05,1.0,0.86199951171875,5.2951848771837025,0,4.999999618530259,1.999999880790707,0.0004901903813504049,0.03280956670641899,0.31864896416664124,0.08386530727148056,0.12862488627433777,0.05605281516909599,0.06594313681125641,0.08484038710594177,-349.0625,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
135,1063.7,7.88,0.8104696422815323,9.440112352371216,0.0,1.0252152605971787e-05,1.0,0.84930419921875,5.2951848771837025,0,4.999999809265133,2.0,0.0004899597758992016,0.03378402069211006,0.3227854073047638,0.08368002623319626,0.13021491467952728,0.055256087332963943,0.06545969098806381,0.0837894156575203,-264.5875,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
136,1072.1,8.467,0.7805564850568771,7.005902528762817,0.0,1.0514253062865464e-05,1.0,0.84478759765625,5.2951848771837025,0,5.000000762939395,1.9999999403953543,0.0004897265468331262,0.035267509520053864,0.3266652524471283,0.08364154398441315,0.13292701542377472,0.05421920865774155,0.06491652876138687,0.08250344544649124,-108.95,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
137,1080.3,8.138,0.6879598200321198,9.720312476158142,0.0,1.0757659538285225e-05,1.0,0.8463134765625,5.2951848771837025,0,4.999999618530259,1.9999999403953543,0.0004894906967027341,0.03691766783595085,0.3300509750843048,0.08364240825176239,0.13551408052444458,0.05289097875356674,0.06449950486421585,0.0816650539636612,-171.86249999999998,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
138,1088.6,8.366,1.4197981655597687,8.586923599243164,0.0,1.0961271755149937e-05,1.0,0.853515625,5.2951848771837025,0,5.0,2.000000119209286,0.0004892522280872446,0.03795597702264786,0.332846462726593,0.08343204855918884,0.13584594428539276,0.05210290849208832,0.06424085050821304,0.08153849840164185,-197.5625,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
139,1096.1,7.514,0.990228459239006,9.925315856933594,0.0,1.1157245353388134e-05,1.0,0.88037109375,5.2951848771837025,0,4.999999618530259,2.000000238418565,0.0004890111435945124,0.03857359290122986,0.3359975516796112,0.08301706612110138,0.13624872267246246,0.05071333423256874,0.0635129064321518,0.08159329742193222,-258.1375,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
140,1103.9,7.756,0.8821960091590881,10.779380559921265,0.0,1.1360535154381068e-05,1.0,0.87255859375,5.2951848771837025,0,5.0,1.9999997615814067,0.0004887674458609988,0.03904194012284279,0.3388817608356476,0.08261823654174805,0.13627532124519348,0.04917910695075989,0.06305469572544098,0.08196382969617844,-232.075,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
141,1113.0,9.132,0.9433059841394424,7.737990140914917,0.0,1.1568523859750712e-05,1.0,0.84796142578125,5.2951848771837025,0,5.0,2.0,0.0004885211375517432,0.04025701805949211,0.3422926366329193,0.08265943825244904,0.13782401382923126,0.047772377729415894,0.06285391747951508,0.08218745142221451,-253.97500000000002,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
142,1120.8,7.747,1.6929519921541214,6.894624054431915,0.0,1.181047150566883e-05,1.0,0.873779296875,5.2951848771837025,0,5.0000005722045575,1.9999997615814067,0.00048827222136033386,0.04210345447063446,0.3459766209125519,0.08255868405103683,0.13923650979995728,0.046221230179071426,0.06287220120429993,0.08190479129552841,-234.175,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
143,1128.6,7.872,1.2905019223690033,9.570964694023132,0.0,1.2071690434822813e-05,1.0,0.861083984375,5.2951848771837025,0,4.999999809265133,2.0,0.00048802070000887815,0.04377833753824234,0.3498901426792145,0.08227618038654327,0.14011743664741516,0.04518666863441467,0.0630561113357544,0.08074451982975006,-129.5375,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
144,1136.4,7.748,1.1588903367519379,8.025684595108032,0.0,1.2334330449448316e-05,1.0,0.8642578125,5.2951848771837025,0,4.999999809265133,2.000000119209286,0.0004877665762479735,0.04487404227256775,0.3530935049057007,0.0820319652557373,0.1411636769771576,0.04455961287021637,0.06321922689676285,0.07918532937765121,-242.625,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
145,1144.4,7.986,1.2931489199399948,7.619125485420227,0.0,1.2548115591926035e-05,1.0,0.86053466796875,5.2951848771837025,0,4.999999427795378,2.000000119209286,0.0004875098528566765,0.04590762034058571,0.35621458292007446,0.08193767070770264,0.14307823777198792,0.043994270265102386,0.06297805905342102,0.07770011574029922,-149.6375,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
146,1152.5,8.131,1.2355745881795883,10.45835793018341,0.0,1.2763236782120657e-05,1.0,0.85870361328125,5.2951848771837025,0,4.999999046325593,2.0,0.00048725053264247315,0.04661381244659424,0.3590267598628998,0.0820213109254837,0.14475880563259125,0.04357185214757919,0.06273312866687775,0.07702146470546722,-148.6625,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
147,1161.1,8.571,1.4274036884307861,9.624688029289246,0.0,1.2972249351150822e-05,1.0,0.856201171875,5.2951848771837025,0,5.000000381469712,1.999999880790707,0.0004869886184412477,0.04748300835490227,0.3620898425579071,0.08211374282836914,0.14638473093509674,0.04337131977081299,0.06233353540301323,0.0763653963804245,-173.4125,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
148,1168.5,7.443,2.0325084179639816,11.331557989120483,0.0,1.3203767821323709e-05,1.0,0.86920166015625,5.2951848771837025,0,4.999999618530259,2.0,0.00048672411311725185,0.048634786158800125,0.3654495179653168,0.08205117285251617,0.14748802781105042,0.043063607066869736,0.061918050050735474,0.07573499530553818,-233.9375,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
149,1176.3,7.771,1.4382510483264923,7.7227500677108765,0.0,1.3449546713673044e-05,1.0,0.86492919921875,5.2951848771837025,0,5.0,1.9999999403953543,0.00048645701956307347,0.05029003322124481,0.36884719133377075,0.08195173740386963,0.1488339900970459,0.04248436540365219,0.061316411942243576,0.07517217844724655,-158.8125,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
150,1184.5,8.22,1.1464176625013351,11.219449996948242,0.0,1.3695464531338075e-05,1.0,0.860595703125,5.2951848771837025,0,4.999999618530259,1.999999880790707,0.00048618734069960493,0.05141197144985199,0.3720925748348236,0.08195829391479492,0.15059025585651398,0.04200209304690361,0.060614537447690964,0.07462628185749054,-259.15,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
151,1192.4,7.899,1.201447069644928,5.436346888542175,0.0,1.3939722293798695e-05,1.0,0.86163330078125,5.2951848771837025,0,5.000000762939395,2.0,0.00048591507947601107,0.052513256669044495,0.3754100501537323,0.08220279216766357,0.1523199826478958,0.04161014035344124,0.060087379068136215,0.07479368150234222,-161.7,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
152,1200.5,8.058,2.331597000360489,8.41493844985962,0.0,1.4183661050992669e-05,1.0,0.8707275390625,5.2951848771837025,0,5.00000019073486,2.000000119209286,0.00048564023886969694,0.054035887122154236,0.3787568211555481,0.08252835273742676,0.1538238376379013,0.04145168140530586,0.05969773605465889,0.07514015585184097,-333.125,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
153,1208.9,8.387,1.2510466277599335,9.077370405197144,0.0,1.4440591940001468e-05,1.0,0.85357666015625,5.2951848771837025,0,5.0,2.0,0.0004853628218862755,0.055889829993247986,0.3821870684623718,0.08295097947120667,0.15526236593723297,0.041417986154556274,0.05976274609565735,0.07536084949970245,-123.08749999999998,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
