epoch,train_nll,train_jac,train_total,val_nll,val_total,curve_rmse_bp,kappa,hl_y,sigma_mean,jac_1y,jac_5y,jac_10y,lr_kh,lr_g,time_sec
22,-9.763261455292989,1.0690273767305575e-06,-9.76320800392415,-7.0814465413913235,-7.0814465413913235,74.31137865234275,0.16777852182028413,9.347783869455945,0.021662856301523606,46.76880703007019,43.98661466141964,43.68271377182838,9.857114685552697e-05,9.87010425959336e-06,59.80133709998336
23,-9.764062722098197,1.6791195334370662e-06,-9.763978766121525,-7.079315237735866,-7.079315237735866,74.30223582190129,0.1677863260117008,9.351913247809312,0.021647935557296917,46.734861683954435,43.92593790182483,44.11847032162177,9.844486647586722e-05,9.858624225078838e-06,62.37611719997949
24,-9.764813862688792,1.6282784494808079e-06,-9.764732448766317,-7.076866232277333,-7.076866232277333,74.29487987255196,0.1677897803233759,9.35597672364558,0.02163243129804937,46.69987651877935,43.879306784999905,44.326421738788696,9.831332840130885e-05,9.846666218300804e-06,64.89467739997781
25,-9.765599268342097,1.0548347236825482e-06,-9.76554652660591,-7.074413357136161,-7.074413357136161,74.28808402136497,0.16778909253860172,9.363998578844928,0.021617027669557715,46.66471186950958,43.830510406504786,44.546117105666184,9.817654705648406e-05,9.834231550589459e-06,67.49621059998753
26,-9.766382384271056,1.1748987579648688e-06,-9.766323639333155,-7.072278478911434,-7.072278478911434,74.2771796473686,0.16778182599263686,9.372613021116067,0.02160223018871258,46.63002602436892,43.77358325804285,44.93148370291158,9.803453744100867e-05,9.82132158554624e-06,70.0641793999821
27,-9.767162566436006,9.294597274575743e-07,-9.767116093449633,-7.0701167948054335,-7.0701167948054335,74.26817300374046,0.1677947456461265,9.37646533141196,0.021587364592578713,46.597380411827,43.71175880634819,45.424759385727654,9.788731512783731e-05,9.807937738894298e-06,72.57801959998324
28,-9.767950306665227,1.0862703925814378e-06,-9.767895993145599,-7.068144903801782,-7.068144903801782,74.26422375921189,0.1677882424371684,9.391600825920685,0.021572833273183555,46.56228987699335,43.66219033234525,45.62945521218036,9.773489626155569e-05,9.794081478323242e-06,75.1353029999882
29,-9.768709051493834,9.966720933102769e-07,-9.768659217889171,-7.0661402042187635,-7.0661402042187635,74.2645643270226,0.16777620035548704,9.407445614564011,0.02155822350180062,46.52605229526841,43.632006639164224,45.49437096353935,9.75772975566101e-05,9.779754323328188e-06,77.64830390000134
30,-9.7694974987117,1.3593434854766686e-06,-9.769429531537428,-7.064081893769802,-7.064081893769802,74.2623521846592,0.16777535005565658,9.416128055486267,0.021543472595950186,46.490401673699374,43.600377318093265,45.42777492382621,9.741453629547449e-05,9.764957845043133e-06,80.14633199997479
31,-9.77025080969687,1.7266967982437004e-06,-9.770164474856957,-7.061709662816368,-7.061709662816368,74.26299716306515,0.16776749033212315,9.42755261455977,0.021528255399250944,46.45366779851743,43.578023557632775,45.17360638495662,9.72466303267553e-05,9.749693666068661e-06,82.70304719998967
32,-9.771058784371869,1.0211329024004088e-06,-9.771007727726749,-7.059514901132695,-7.059514901132695,74.26002953626208,0.1677607369730793,9.436604536254352,0.02151343457288128,46.41759648706269,43.55107696018185,45.03371116831692,9.707359806323415e-05,9.73396346029401e-06,85.20169159999932
33,-9.771805285880696,1.2304944752583623e-06,-9.771743761156932,-7.057046212141805,-7.057046212141805,74.25597818010023,0.16775912507188806,9.4433436392491,0.02149815469395128,46.38184256945194,43.51709401847176,45.012221186141446,9.689545847984861e-05,9.717768952713507e-06,87.81526740000118
34,-9.772619356159062,1.6118542332168575e-06,-9.7725387634474,-7.055021336102056,-7.055021336102056,74.26040567950012,0.16775499736871902,9.454072640724291,0.021483756438609326,46.34615619240093,43.508086312456,44.56575975290665,9.671223111161146e-05,9.701111919237403e-06,90.96551310000359
35,-9.773362648439432,1.8970340847564368e-06,-9.773267796735194,-7.0527241701747885,-7.0527241701747885,74.26804060327035,0.1677592505065008,9.454660344834123,0.021469077171301462,46.309974062684866,43.52555197555617,43.73205544948364,9.652393605146843e-05,9.683994186497127e-06,93.45105159998639
36,-9.774092738608179,9.838090622965742e-07,-9.774043548155067,-7.050169030138748,-7.050169030138748,74.2727391700343,0.1677573957814862,9.46277020128535,0.021454001222485183,46.27393857577265,43.51934464291035,43.24727040965146,9.633059394809473e-05,9.666417631644974e-06,95.93169830000261
37,-9.774898140142499,1.2778162222342258e-06,-9.774834249331386,-7.047925258986639,-7.047925258986639,74.27430416781694,0.16776215670793615,9.467376248781248,0.021439299642951156,46.23854905645606,43.505469341928915,42.91986140204173,9.613222600363077e-05,9.648384182148249e-06,98.40611409998382
38,-9.775649237300826,1.5769467192378082e-06,-9.775570389964866,-7.045458059370471,-7.045458059370471,74.27209301349383,0.1677633846616845,9.472146345728069,0.021424248096414213,46.203459257727594,43.47984814693185,42.78664137777769,9.592885397135706e-05,9.629895815577912e-06,100.8642969999928
39,-9.776393697008345,1.4248876700836187e-06,-9.77632245262484,-7.042951129004451,-7.042951129004451,74.27830198895307,0.16776206943794816,9.482658799253764,0.021409131995790604,46.16756656777605,43.472083739458334,42.3327792434976,9.572050015330873e-05,9.610954559391701e-06,103.31908099999418
40,-9.77718377685357,1.4079812489105675e-06,-9.777113377791123,-7.040911533362668,-7.040911533362668,74.28006316259821,0.16776618722996242,9.485326349662131,0.02139487375843788,46.13274795856082,43.46507396787433,41.94688733302881,9.550718739782988e-05,9.591562490711807e-06,105.81704449999961
41,-9.7779094342412,1.0170701557140854e-06,-9.777858580733414,-7.038643008466891,-7.038643008466891,74.28368987843018,0.16777319526541237,9.491752519269777,0.0213803116146317,46.09843309622715,43.45122868382278,41.63735670464834,9.528893909706796e-05,9.571721736097085e-06,108.33422259998042
42,-9.778689881603016,1.4549045763447086e-06,-9.7786171363742,-7.036912174760123,-7.036912174760123,74.28505076458546,0.16778563372490496,9.49160643098503,0.02136672132655966,46.06510930101522,43.44548513871383,41.27748744634835,9.506577918440858e-05,9.551434471309868e-06,110.84308629998122
43,-9.779404883766096,1.6907345288538669e-06,-9.779320347039654,-7.0347556428963856,-7.0347556428963856,74.28746282853598,0.16778060108609938,9.503924992546427,0.021352482136498027,46.0310613142524,43.42716011734138,41.038605588091855,9.483773213185093e-05,9.530702921077354e-06,113.32273929999792
44,-9.780150777520303,1.5095769567434867e-06,-9.780075298672466,-7.033004240582715,-7.033004240582715,74.28453924876811,0.1677898035165355,9.504259585206466,0.02133902582332306,45.999068747184744,43.407593925667776,40.91240072820512,9.46048229473242e-05,9.509529358847651e-06,115.78807249999954
45,-9.780884170582437,7.437439617462016e-07,-9.78084698338435,-7.030992905211972,-7.030992905211972,74.2849108659258,0.16778647433388655,9.51526646842106,0.021324987451993724,45.96514207991617,43.38121591186201,40.79582199707513,9.436707717194512e-05,9.487916106540461e-06,118.25715359998867
46,-9.781611689460416,1.5948820404419124e-06,-9.78153194535839,-7.028907854176315,-7.028907854176315,74.28662881569558,0.16778228350978341,9.528242130130753,0.021310856768913394,45.9309474618275,43.355856561588055,40.649183834155934,9.41245208772171e-05,9.465865534292458e-06,120.76815930000157
47,-9.782364982185982,9.512812082979924e-07,-9.782317418125565,-7.026848237103416,-7.026848237103416,74.29094278018074,0.16777233183029902,9.543228426587937,0.02129684150315037,45.89604398817675,43.341201814427066,40.34267739363707,9.387718066217124e-05,9.44338006019738e-06,123.27176049997797
48,-9.783116909218247,8.060988863743563e-07,-9.783076604273928,-7.024747128843743,-7.024747128843743,74.29574265934801,0.1677656391961582,9.558025191144338,0.021282782326681716,45.860947187030206,43.322806367695016,40.07442375195992,9.362508365044939e-05,9.420462150040848e-06,125.73870449999231
49,-9.783824720436217,9.32233235824925e-07,-9.783778108774424,-7.0223401779824615,-7.0223401779824615,74.297228728833,0.16776286922005046,9.566055001824576,0.021268378126846857,45.82592092894384,43.30177044648342,39.86687516981653,9.336825748732972e-05,9.39711431702997e-06,128.2419633999816
50,-9.784582433003772,1.4360952738719082e-06,-9.78451062824008,-7.020235617939717,-7.020235617939717,74.29896155902246,0.16777084041704704,9.573447919497141,0.0212545131879514,45.793202594224205,43.272127101625635,39.80190362679436,9.310673033669521e-05,9.373339121517743e-06,130.70241939998232
51,-9.785303306002543,8.713319763673569e-07,-9.785259739403726,-7.018278102504561,-7.018278102504561,74.29761074794365,0.16777423697778945,9.58084148392881,0.02124076957261378,45.760047159700775,43.23671166209002,39.82249663647899,9.284053087794508e-05,9.349139170722276e-06,133.19569349999074
52,-9.786037170083391,1.7031071764902826e-06,-9.785952014724566,-7.016206384957703,-7.016206384957703,74.30018126254173,0.16777858414073715,9.590201864091343,0.021227073659661866,45.727662984400006,43.21138999388653,39.70584063910391,9.256968830284976e-05,9.324517118440883e-06,135.68128289998276
53,-9.786736260065817,1.322707223638039e-06,-9.786670124704635,-7.013998498363576,-7.013998498363576,74.29946318068593,0.16777651543917904,9.5992159441872,0.021213153597666325,45.69480471656904,43.18146430720917,39.6569272768445,9.229423231234974e-05,9.299475664759063e-06,138.18630849997862
54,-9.787460359073311,1.0721850759359933e-06,-9.787406749819514,-7.012009406693268,-7.012009406693268,74.30056106678879,0.167770804897658,9.611205399274025,0.021199487114883852,45.66118139272728,43.15566080505708,39.53517625184599,9.20141931132985e-05,9.274017555754403e-06,140.6713080999907
55,-9.788193797790221,1.0942488660780347e-06,-9.788139085346916,-7.0098916979396515,-7.0098916979396515,74.30248698330394,0.16776988885308508,9.622754702838591,0.021185554461227267,45.62791119065431,43.126241966696895,39.45627619138636,9.172960141514993e-05,9.248145583195442e-06,143.21481299999868
56,-9.788897717243433,1.0159151847576497e-06,-9.788846921484197,-7.007658332083848,-7.007658332083848,74.30105195919406,0.16776866202560817,9.631636288210272,0.021171525448050173,45.594660470332336,43.09067257588384,39.47099899427452,9.14404884265908e-05,9.221862584235522e-06,145.66919129999587
57,-9.789632907523325,1.2841090642563231e-06,-9.789568702070113,-7.00588531314936,-7.00588531314936,74.30193344025552,0.16775447011743505,9.64870312512814,0.021158363438987932,45.561624042184214,43.06314233139447,39.378187099342874,9.114688585211836e-05,9.195171441101662e-06,148.17896109999856
58,-9.790314514210909,1.1929711750480638e-06,-9.790254865652157,-7.004111797142271,-7.004111797142271,74.30090206893541,0.16775103429358595,9.6590382314559,0.021145424530509042,45.52986821608592,43.03574768769376,39.321212835405916,9.084882588856343e-05,9.168075080778487e-06,150.6818413999863
59,-9.791024591880136,1.0115218212604455e-06,-9.790974015789073,-7.002854627179291,-7.002854627179291,74.29698563875372,0.1677571003665809,9.661790879067125,0.02113351071518863,45.49999894842993,43.00563469570507,39.35519754536619,9.05463412215599e-05,9.140576474687258e-06,153.19247819998418
60,-9.791702540154885,1.1724039643787423e-06,-9.791643919956664,-7.001242206244209,-7.001242206244209,74.29488834260428,0.16775241677610647,9.675561611280472,0.021120952256020877,45.46910281362064,42.9661004532603,39.45202362240595,9.023946502196018e-05,9.11267863836001e-06,155.70369919997756
61,-9.792395246175504,1.134451205652441e-06,-9.792338523615221,-6.999506228184751,-6.999506228184751,74.29117574052542,0.16774742996096328,9.685320959649733,0.021108122801895297,45.43739090983915,42.930355095662804,39.50928807752034,8.992823094219772e-05,9.084384631108879e-06,158.20378539999365
62,-9.793069137494683,1.0424045435490792e-06,-9.793017017267506,-6.997446434359765,-6.997446434359765,74.29118684703009,0.16774484010402044,9.699552095533962,0.021094671701349467,45.40518794903024,42.88986175016262,39.579020545463955,8.961267311259668e-05,9.055697555690602e-06,160.65343239999493
63,-9.793790374709921,1.270381495555217e-06,-9.793726855635143,-6.995726742101976,-6.995726742101976,74.2897219950621,0.16774388644274546,9.711133199791243,0.02108184126678732,45.37406671907262,42.851442182187,39.66150019717618,8.929282613762908e-05,9.026620557966275e-06,163.14402169999084
64,-9.794455073084169,1.1589580192065938e-06,-9.79439712518321,-6.993639320650219,-6.993639320650219,74.28744812343456,0.16774651402525215,9.719676960077768,0.021068436243029884,45.342670422830054,42.815070367707136,39.72042591272773,8.896872509212006e-05,8.997156826556365e-06,165.6167975999997
65,-9.795179103743104,7.102895311721239e-07,-9.795143589266544,-6.991956740196778,-6.991956740196778,74.28666890421778,0.16774013916160885,9.730167639943103,0.02105569101621129,45.310508384484244,42.789615599593596,39.631209599668495,8.864040551740156e-05,8.967309592491047e-06,168.12711529998342
66,-9.795860609300986,1.2546330057095322e-06,-9.7957978776507,-6.989917289513125,-6.989917289513125,74.29070034387071,0.16772136677702082,9.752796386163602,0.02104247578899923,45.27736693330891,42.76374605790527,39.4795586319823,8.830790341741479e-05,8.937082128855885e-06,170.6188009000034
67,-9.79654965391652,1.4309892524398764e-06,-9.796478104453897,-6.987821978829152,-6.987821978829152,74.29112637406547,0.16771529977244942,9.76404171366123,0.02102918576074646,45.245138982685305,42.73914860762882,39.367016478912426,8.797125525476194e-05,8.906477750432898e-06,173.227261299995
68,-9.79724193345988,9.252398772353263e-07,-9.797195671466017,-6.985825523589256,-6.985825523589256,74.29220567517906,0.16770426044828102,9.780666594791482,0.021016086085108483,45.21318064963567,42.708024992143386,39.323775518006634,8.763049794670774e-05,8.875499813337062e-06,175.7208197999862
69,-9.797938871780378,1.0057120887455406e-06,-9.797888586175938,-6.983926394455069,-6.983926394455069,74.29075705965664,0.1676958178481634,9.792690387527106,0.0210033398979224,45.18202357222542,42.675389123928234,39.33070508404695,8.728566886113101e-05,8.844151714648269e-06,178.21332149999216
70,-9.798619142539199,8.516392029016901e-07,-9.798576560579054,-6.9819257302311195,-6.9819257302311195,74.29217762682329,0.16768988418537106,9.80569937309821,0.020990421428536077,45.15011014027303,42.647174708990846,39.253092763154264,8.693680581242683e-05,8.812436892038798e-06,180.67335739999544
71,-9.799299458749084,1.0144487514830871e-06,-9.799248736311508,-6.979800054840205,-6.979800054840205,74.2891924729899,0.1676803417264599,9.81675770196462,0.02097733485217567,45.11824013125381,42.61011924522042,39.30670224160825,8.658394705735986e-05,8.780358823396347e-06,183.1466933999909
72,-9.799969854852412,1.0988888775037722e-06,-9.799914910408535,-6.977740724512902,-6.977740724512902,74.28527773129441,0.16767638538234947,9.824112905740007,0.020964442332473302,45.08708577398679,42.575006090260295,39.35909594738658,8.622713129086891e-05,8.747921026442624e-06,185.61772479998763
73,-9.800616434838172,9.766755381831898e-07,-9.800567601061262,-6.975621501384226,-6.975621501384226,74.28242874440402,0.16768108626234515,9.826140466095985,0.020951513684959892,45.056283467838334,42.5476742600537,39.32655566954325,8.586639764182375e-05,8.71512705834761e-06,188.09892019999097
74,-9.80130757187985,9.84161659540785e-07,-9.801258363796872,-6.9739742900062005,-6.9739742900062005,74.27833983519723,0.16769410426876344,9.82486608685973,0.02093935512672039,45.02724618954549,42.515956947234756,39.39075988553582,8.550178566873408e-05,8.68198051533946e-06,190.54164479998872
75,-9.80193344990071,1.1716406302159726e-06,-9.801874867869198,-6.971910072896194,-6.971910072896194,74.2744499691329,0.16769971642848042,9.829533230831364,0.020926583687636058,44.997643535481444,42.4779087060269,39.50550762313121,8.513333535541159e-05,8.64848503231014e-06,193.0263685999962
76,-9.802626353146445,9.131798194939738e-07,-9.80258069415547,-6.9702077029892795,-6.9702077029892795,74.26977808634263,0.16769954133223017,9.838803416552032,0.020914351692464427,44.96844059629967,42.433795603256584,39.70380116000374,8.476108710658511e-05,8.614644282416825e-06,195.5269002999994
77,-9.803267492385283,6.913489405103936e-07,-9.803232924938259,-6.968296667265587,-6.968296667265587,74.26520764353283,0.16770546715129303,9.842624935078955,0.020901875907231054,44.939248484640714,42.39478526091021,39.84489056704757,8.438508174347007e-05,8.580461976679094e-06,198.01997189997928
78,-9.803907686017105,9.556797609888575e-07,-9.803859902029055,-6.966410910114477,-6.966410910114477,74.25872399047935,0.16772220308974045,9.83902074051079,0.02088961408063065,44.911434401710146,42.35452328071497,40.04517298714641,8.400536049929168e-05,8.545941863571968e-06,200.5134071999928
79,-9.804579068702559,1.0145761739786067e-06,-9.80452833989386,-6.964880091325302,-6.964880091325302,74.2573347349018,0.16772360474134648,9.849322503168166,0.02087797957372451,44.883172043631546,42.31744244487876,40.15363466236436,8.362196501476346e-05,8.511087728614858e-06,202.9905918999866
80,-9.805215280277102,9.851499385861093e-07,-9.805166022780174,-6.963266956204723,-6.963266956204723,74.25632336635164,0.16772695449882077,9.85621728831308,0.020866472084151978,44.85531596190172,42.28730388792218,40.182519298337866,8.323493733352075e-05,8.47590339395643e-06,205.46139989999938
81,-9.8058429792145,1.0851784897781959e-06,-9.805788720290009,-6.96160200861115,-6.96160200861115,74.25209990604469,0.16772647297078844,9.862653652798661,0.020854861584654834,44.827439387409314,42.251931251760645,40.29883868335008,8.284431989751021e-05,8.440392717955471e-06,207.92742349999025
82,-9.806447744267256,1.296133790551919e-06,-9.80638293757773,-6.959643612271667,-6.959643612271667,74.24663722577468,0.16772415363798057,9.86971324914699,0.020842867469894177,44.79935613473373,42.21329757631102,40.455504233200834,8.245015554233553e-05,8.404559594757774e-06,210.406877899979
83,-9.807068581358878,7.559294176673285e-07,-9.807030784887994,-6.957568689380843,-6.957568689380843,74.24332136542672,0.16771365732154672,9.882961916754057,0.02083066624208476,44.77033393848021,42.17561016830227,40.56027170744299,8.205248749256012e-05,8.368407953869101e-06,212.8769864999922
84,-9.807724897735287,1.0631117298495534e-06,-9.807671742148797,-6.955892753996488,-6.955892753996488,74.24042034286265,0.1677048320236631,9.896421737035613,0.02081925873841193,44.742403101167085,42.13938907303447,40.665278584143934,8.165135935696693e-05,8.331941759724267e-06,215.39443919999758
85,-9.808282812278618,1.358199080836527e-06,-9.808214902324577,-6.953813469908602,-6.953813469908602,74.2373527531227,0.16769363900008805,9.907150738540253,0.02080727118377048,44.713520688442635,42.10983852949019,40.670473155089034,8.124681512377635e-05,8.295165011252396e-06,217.85460339998826
86,-9.808918093381767,9.899014538762921e-07,-9.808868598309072,-6.951953790204836,-6.951953790204836,74.23247069105423,0.167684992260066,9.915849213569928,0.02079565010727295,44.685491863333255,42.0781835227347,40.73492410026313,8.083889915582232e-05,8.258081741438394e-06,220.32581319997553
87,-9.80953012119484,1.274859980210959e-06,-9.80946637819583,-6.95014120602879,-6.95014120602879,74.23075695843985,0.16768215161829944,9.92282214413941,0.020784007917785854,44.65756289687544,42.05461508584643,40.68276239704372,8.042765618568754e-05,8.220696016880687e-06,222.80245819999254
88,-9.810160226830059,1.244719503686916e-06,-9.810097990854874,-6.948727347399153,-6.948727347399153,74.23050896052078,0.1676805165489455,9.927891326456413,0.020773121513599616,44.630498831466596,42.040345463659776,40.52721557121228,8.001313131079796e-05,8.183011937345272e-06,225.30538309999974
89,-9.810751455568708,9.128281258108988e-07,-9.810705814162418,-6.947010170315116,-6.947010170315116,74.22958945555202,0.16767582757638647,9.937228771105652,0.020761767688633928,44.603136626624014,42.01618635689484,40.4848322839804,7.95953699884774e-05,8.14503363531613e-06,227.79977279997547
90,-9.811338639853469,7.934745289612936e-07,-9.811298966127021,-6.945072804775567,-6.945072804775567,74.2264021150304,0.16767610278201353,9.943828501300622,0.020750073221160854,44.57571794892564,41.984250171963,40.55218917763768,7.917441803096257e-05,8.106765275542055e-06,230.32496499997796
91,-9.811949445972818,1.3746855392413081e-06,-9.811880711695858,-6.943231262198719,-6.943231262198719,74.22617287032193,0.16767224138777462,9.954368515905767,0.020738501833324242,44.54818706100797,41.957523431454256,40.531178353180536,7.875032160037936e-05,8.068211054579944e-06,232.7703984999971
92,-9.812551990100102,8.267919438855024e-07,-9.81251065050291,-6.941632903037374,-6.941632903037374,74.23082167566984,0.1676729522982402,9.96326747532066,0.02072736976967768,44.52075344218272,41.944648648041266,40.3104272990332,7.832312720368045e-05,8.02937520033459e-06,235.2379342999775
93,-9.813155180909302,1.018079248725668e-06,-9.813104276946866,-6.940388848161453,-6.940388848161453,74.23320720167456,0.16767470235422985,9.969366449105335,0.02071689402707876,44.49411077627209,41.93285153954146,40.11441941976446,7.78928816875455e-05,7.99026197159505e-06,237.70220259999041
94,-9.813738309622464,1.2123100135681268e-06,-9.813677694121786,-6.93887988704995,-6.93887988704995,74.2359473176622,0.16768006572007266,9.977675286267782,0.020706021809576078,44.467940504214965,41.91415651165125,40.001311347589244,7.74596322332438e-05,7.950875657567624e-06,240.17676400000346
95,-9.814337075649924,8.770295551153987e-07,-9.814293224172168,-6.937722045213677,-6.937722045213677,74.23579986235067,0.16768210813949297,9.983789932272465,0.020695886857764394,44.44244906677016,41.89730717853857,39.90198324330947,7.702342635146029e-05,7.911220577405487e-06,242.66587820000132
96,-9.814893344422417,1.1464100721228412e-06,-9.814836023918811,-6.936321069723464,-6.936321069723464,74.23886421786268,0.16767944910496818,9.992842952449445,0.0206854466969592,44.41630565193432,41.88599542140033,39.69848358630944,7.658431187708551e-05,7.871301079735053e-06,245.1296782999998
97,-9.81547081333628,7.500392844024063e-07,-9.815433311372061,-6.934763552661595,-6.934763552661595,74.24376359376889,0.16767790824905524,10.002025438193359,0.02067481114487662,44.389875248547334,41.877583279441154,39.44254648581161,7.614233696396991e-05,7.83112154217909e-06,247.64424289998715
98,-9.816050235179429,7.265747717199386e-07,-9.816013906440842,-6.9335627161609885,-6.9335627161609885,74.24898348238099,0.16767404150269993,10.011152851471527,0.020664823727400607,44.36369478850517,41.873010539759555,39.15100935944324,7.569755007964335e-05,7.790686370876676e-06,250.132583300001
