date,expiry,tenor,split,s_roll
2018-02-28,5,1,train,0.17202
2018-02-28,5,5,train,0.12164
2018-02-28,5,10,train,0.12493
2018-02-28,10,1,train,0.11802
2018-02-28,10,5,train,0.14199
2018-02-28,10,10,train,0.17505
2018-03-30,1,1,train,
2018-03-30,1,5,train,0.1484
2018-03-30,1,10,train,0.08701
2018-03-30,5,1,train,0.1545
2018-03-30,5,5,train,0.11758
2018-03-30,5,10,train,0.12185
2018-03-30,10,1,train,0.11628
2018-03-30,10,5,train,0.13889
2018-03-30,10,10,train,0.17157
2018-04-30,1,1,train,
2018-04-30,1,5,train,0.13554
2018-04-30,1,10,train,0.08151
2018-04-30,5,1,train,0.14049
2018-04-30,5,5,train,0.11293
2018-04-30,5,10,train,0.1182
2018-04-30,10,1,train,0.11437
2018-04-30,10,5,train,0.13559
2018-04-30,10,10,train,0.16774
2018-05-31,1,1,train,
2018-05-31,1,5,train,0.13183
2018-05-31,1,10,train,0.08006
2018-05-31,5,1,train,0.13794
2018-05-31,5,5,train,0.11224
2018-05-31,5,10,train,0.11714
2018-05-31,10,1,train,0.11369
2018-05-31,10,5,train,0.13518
2018-05-31,10,10,train,0.16692
2018-06-29,1,1,train,
2018-06-29,1,5,train,0.12574
2018-06-29,1,10,train,0.0782
2018-06-29,5,1,train,0.13205
2018-06-29,5,5,train,0.11111
2018-06-29,5,10,train,0.11564
2018-06-29,10,1,train,0.11315
2018-06-29,10,5,train,0.13421
2018-06-29,10,10,train,0.16567
2018-07-31,1,1,train,
2018-07-31,1,5,train,0.12463
2018-07-31,1,10,train,0.07696
2018-07-31,5,1,train,0.13092
2018-07-31,5,5,train,0.11106
2018-07-31,5,10,train,0.11519
2018-07-31,10,1,train,0.11307
2018-07-31,10,5,train,0.1335
2018-07-31,10,10,train,0.16564
2018-08-31,1,1,train,
2018-08-31,1,5,train,0.12309
2018-08-31,1,10,train,0.07576
2018-08-31,5,1,train,0.12988
2018-08-31,5,5,train,0.11064
2018-08-31,5,10,train,0.11458
2018-08-31,10,1,train,0.11371
2018-08-31,10,5,train,0.13369
2018-08-31,10,10,train,0.1651
2018-09-28,1,1,train,
2018-09-28,1,5,train,0.11843
2018-09-28,1,10,train,0.07336
2018-09-28,5,1,train,0.12661
2018-09-28,5,5,train,0.11002
2018-09-28,5,10,train,0.11329
2018-09-28,10,1,train,0.11379
2018-09-28,10,5,train,0.13354
2018-09-28,10,10,train,0.1641
2018-10-31,1,1,train,
2018-10-31,1,5,train,0.11501
2018-10-31,1,10,train,0.07136
2018-10-31,5,1,train,0.12448
2018-10-31,5,5,train,0.10917
2018-10-31,5,10,train,0.1126
2018-10-31,10,1,train,0.1144
2018-10-31,10,5,train,0.1344
2018-10-31,10,10,train,0.16371
2018-11-30,1,1,train,
2018-11-30,1,5,train,0.112
2018-11-30,1,10,train,0.07041
2018-11-30,5,1,train,0.12221
2018-11-30,5,5,train,0.10858
2018-11-30,5,10,train,0.11188
2018-11-30,10,1,train,0.11472
2018-11-30,10,5,train,0.1344
2018-11-30,10,10,train,0.1647
2018-12-31,1,1,train,
2018-12-31,1,5,train,0.1102
2018-12-31,1,10,train,0.06909
2018-12-31,5,1,train,0.11983
2018-12-31,5,5,train,0.1076
2018-12-31,5,10,train,0.1107
2018-12-31,10,1,train,0.11504
2018-12-31,10,5,train,0.1341
2018-12-31,10,10,train,0.16417
2019-01-31,1,1,train,
2019-01-31,1,5,train,0.11339
2019-01-31,1,10,train,0.06963
2019-01-31,5,1,train,0.1219
2019-01-31,5,5,train,0.10823
2019-01-31,5,10,train,0.11148
2019-01-31,10,1,train,0.11536
2019-01-31,10,5,train,0.13474
2019-01-31,10,10,train,0.16538
2019-02-28,1,1,train,
2019-02-28,1,5,train,0.12135
2019-02-28,1,10,train,0.07079
2019-02-28,5,1,train,0.12826
2019-02-28,5,5,train,0.11096
2019-02-28,5,10,train,0.11215
2019-02-28,10,1,train,0.11735
2019-02-28,10,5,train,0.13618
2019-02-28,10,10,train,0.16646
2019-03-29,1,1,train,
2019-03-29,1,5,train,0.12568
2019-03-29,1,10,train,0.07151
2019-03-29,5,1,train,0.13343
2019-03-29,5,5,train,0.11285
2019-03-29,5,10,train,0.11261
2019-03-29,10,1,train,0.11825
2019-03-29,10,5,train,0.13705
2019-03-29,10,10,train,0.16759
2019-04-30,1,1,train,
2019-04-30,1,5,train,0.14949
2019-04-30,1,10,train,0.07481
2019-04-30,5,1,train,0.1478
2019-04-30,5,5,train,0.11569
2019-04-30,5,10,train,0.11359
2019-04-30,10,1,train,0.11956
2019-04-30,10,5,train,0.13834
2019-04-30,10,10,train,0.16844
2019-05-31,1,1,train,
2019-05-31,1,5,train,0.1654
2019-05-31,1,10,train,0.07773
2019-05-31,5,1,train,0.15858
2019-05-31,5,5,train,0.11842
2019-05-31,5,10,train,0.11462
2019-05-31,10,1,train,0.1221
2019-05-31,10,5,train,0.1397
2019-05-31,10,10,train,0.16989
2019-06-28,1,1,train,
2019-06-28,1,5,train,0.24642
2019-06-28,1,10,train,0.08342
2019-06-28,5,1,train,0.20009
2019-06-28,5,5,train,0.1241
2019-06-28,5,10,train,0.11749
2019-06-28,10,1,train,0.12636
2019-06-28,10,5,train,0.14302
2019-06-28,10,10,train,0.17336
2019-07-31,1,1,test,
2019-07-31,1,5,test,0.25727
2019-07-31,1,10,test,0.09695
2019-07-31,5,1,test,0.20634
2019-07-31,5,5,test,0.13766
2019-07-31,5,10,test,0.12401
2019-07-31,10,1,test,0.13499
2019-07-31,10,5,test,0.14966
2019-07-31,10,10,test,0.18056
2019-08-30,1,1,test,
2019-08-30,1,5,test,0.27131
2019-08-30,1,10,test,0.17944
2019-08-30,5,1,test,0.21526
2019-08-30,5,5,test,0.18274
2019-08-30,5,10,test,0.13883
2019-08-30,10,1,test,0.15657
2019-08-30,10,5,test,0.16199
2019-08-30,10,10,test,0.19447
2019-09-30,1,1,test,
2019-09-30,1,5,test,0.30769
2019-09-30,1,10,test,0.20335
2019-09-30,5,1,test,0.23889
2019-09-30,5,5,test,0.19614
2019-09-30,5,10,test,0.21591
2019-09-30,10,1,test,0.19414
2019-09-30,10,5,test,0.23921
2019-09-30,10,10,test,0.18071
2019-10-31,1,1,test,
2019-10-31,1,5,test,0.30769
2019-10-31,1,10,test,0.20335
2019-10-31,5,1,test,0.23889
2019-10-31,5,5,test,0.19614
2019-10-31,5,10,test,0.2493
2019-10-31,10,1,test,0.23897
2019-10-31,10,5,test,0.2805
2019-10-31,10,10,test,0.24802
2019-11-29,1,1,test,
2019-11-29,1,5,test,0.33204
2019-11-29,1,10,test,0.28289
2019-11-29,5,1,test,0.25672
2019-11-29,5,5,test,0.20589
2019-11-29,5,10,test,0.27138
2019-11-29,10,1,test,0.27443
2019-11-29,10,5,test,0.30237
2019-11-29,10,10,test,0.27279
2019-12-31,1,1,test,
2019-12-31,1,5,test,0.36338
2019-12-31,1,10,test,0.36892
2019-12-31,5,1,test,0.27509
2019-12-31,5,5,test,0.25443
2019-12-31,5,10,test,0.29173
2019-12-31,10,1,test,0.3082
2019-12-31,10,5,test,0.32016
2019-12-31,10,10,test,0.29645
2020-01-31,1,1,test,
2020-01-31,1,5,test,
2020-01-31,1,10,test,0.38257
2020-01-31,5,1,test,
2020-01-31,5,5,test,0.27514
2020-01-31,5,10,test,0.29976
2020-01-31,10,1,test,0.32005
2020-01-31,10,5,test,0.32931
2020-01-31,10,10,test,0.306
2020-02-28,1,1,test,
2020-02-28,1,5,test,
2020-02-28,1,10,test,0.50459
2020-02-28,5,1,test,
2020-02-28,5,5,test,0.36558
2020-02-28,5,10,test,0.35307
2020-02-28,10,1,test,0.35466
2020-02-28,10,5,test,0.3726
2020-02-28,10,10,test,0.37047
2020-03-31,1,1,test,
2020-03-31,1,5,test,
2020-03-31,1,10,test,0.59283
2020-03-31,5,1,test,
2020-03-31,5,5,test,0.43006
2020-03-31,5,10,test,0.41722
2020-03-31,10,1,test,0.39748
2020-03-31,10,5,test,0.44693
2020-03-31,10,10,test,0.46196
2021-02-26,1,1,test,
2021-02-26,1,5,test,
2021-02-26,1,10,test,
2021-02-26,5,1,test,
2021-02-26,5,5,test,
2021-02-26,5,10,test,
2021-02-26,10,1,test,
2021-02-26,10,5,test,
2021-02-26,10,10,test,
2021-03-31,1,1,test,
2021-03-31,1,5,test,
2021-03-31,1,10,test,
2021-03-31,5,1,test,
2021-03-31,5,5,test,
2021-03-31,5,10,test,
2021-03-31,10,1,test,
2021-03-31,10,5,test,
2021-03-31,10,10,test,
2021-04-30,1,1,test,
2021-04-30,1,5,test,
2021-04-30,1,10,test,
2021-04-30,5,1,test,
2021-04-30,5,5,test,
2021-04-30,5,10,test,
2021-04-30,10,1,test,
2021-04-30,10,5,test,
2021-04-30,10,10,test,
2021-05-31,1,1,test,
2021-05-31,1,5,test,
2021-05-31,1,10,test,
2021-05-31,5,1,test,
2021-05-31,5,5,test,
2021-05-31,5,10,test,
2021-05-31,10,1,test,
2021-05-31,10,5,test,
2021-05-31,10,10,test,
2021-06-30,1,1,test,
2021-06-30,1,5,test,
2021-06-30,1,10,test,
2021-06-30,5,1,test,
2021-06-30,5,5,test,
2021-06-30,5,10,test,
2021-06-30,10,1,test,
2021-06-30,10,5,test,
2021-06-30,10,10,test,
2021-07-30,1,1,test,
2021-07-30,1,5,test,
2021-07-30,1,10,test,
2021-07-30,5,1,test,
2021-07-30,5,5,test,
2021-07-30,5,10,test,
2021-07-30,10,1,test,
2021-07-30,10,5,test,
2021-07-30,10,10,test,
2021-08-31,1,1,test,
2021-08-31,1,5,test,
2021-08-31,1,10,test,0.70883
2021-08-31,5,1,test,
2021-08-31,5,5,test,
2021-08-31,5,10,test,0.41331
2021-08-31,10,1,test,0.39238
2021-08-31,10,5,test,0.4117
2021-08-31,10,10,test,0.53161
2021-09-30,1,1,test,
2021-09-30,1,5,test,
2021-09-30,1,10,test,0.70883
2021-09-30,5,1,test,
2021-09-30,5,5,test,
2021-09-30,5,10,test,0.46063
2021-09-30,10,1,test,0.39238
2021-09-30,10,5,test,0.45019
2021-09-30,10,10,test,0.53161
2021-10-29,1,1,test,
2021-10-29,1,5,test,
2021-10-29,1,10,test,0.65133
2021-10-29,5,1,test,
2021-10-29,5,5,test,0.59425
2021-10-29,5,10,test,0.43967
2021-10-29,10,1,test,0.38547
2021-10-29,10,5,test,0.43424
2021-10-29,10,10,test,0.51669
2021-11-30,1,1,test,
2021-11-30,1,5,test,
2021-11-30,1,10,test,0.61027
2021-11-30,5,1,test,
2021-11-30,5,5,test,0.59216
2021-11-30,5,10,test,0.49954
2021-11-30,10,1,test,0.40634
2021-11-30,10,5,test,0.47672
2021-11-30,10,10,test,0.56322
2021-12-31,1,1,test,
2021-12-31,1,5,test,
2021-12-31,1,10,test,0.65367
2021-12-31,5,1,test,
2021-12-31,5,5,test,0.59216
2021-12-31,5,10,test,0.53246
2021-12-31,10,1,test,0.42227
2021-12-31,10,5,test,0.5054
2021-12-31,10,10,test,0.56322
2022-01-31,1,1,test,
2022-01-31,1,5,test,
2022-01-31,1,10,test,0.61677
2022-01-31,5,1,test,
2022-01-31,5,5,test,0.57571
2022-01-31,5,10,test,0.51255
2022-01-31,10,1,test,0.41378
2022-01-31,10,5,test,0.49678
2022-01-31,10,10,test,0.56259
2022-02-28,1,1,test,
2022-02-28,1,5,test,
2022-02-28,1,10,test,0.54336
2022-02-28,5,1,test,
2022-02-28,5,5,test,0.54987
2022-02-28,5,10,test,0.50407
2022-02-28,10,1,test,0.39491
2022-02-28,10,5,test,0.49461
2022-02-28,10,10,test,0.56692
2022-03-31,1,1,test,
2022-03-31,1,5,test,
2022-03-31,1,10,test,0.50748
2022-03-31,5,1,test,
2022-03-31,5,5,test,0.51808
2022-03-31,5,10,test,0.48172
2022-03-31,10,1,test,0.37744
2022-03-31,10,5,test,0.47626
2022-03-31,10,10,test,0.54872
2022-04-29,1,1,test,
2022-04-29,1,5,test,
2022-04-29,1,10,test,0.43787
2022-04-29,5,1,test,
2022-04-29,5,5,test,0.46896
2022-04-29,5,10,test,0.47442
2022-04-29,10,1,test,0.36629
2022-04-29,10,5,test,0.47735
2022-04-29,10,10,test,0.54404
2022-05-31,1,1,test,
2022-05-31,1,5,test,
2022-05-31,1,10,test,0.41869
2022-05-31,5,1,test,
2022-05-31,5,5,test,0.45043
2022-05-31,5,10,test,0.46804
2022-05-31,10,1,test,0.36023
2022-05-31,10,5,test,0.4767
2022-05-31,10,10,test,0.53469
2022-06-30,1,1,test,
2022-06-30,1,5,test,
2022-06-30,1,10,test,0.39897
2022-06-30,5,1,test,
2022-06-30,5,5,test,0.39657
2022-06-30,5,10,test,0.46051
2022-06-30,10,1,test,0.34773
2022-06-30,10,5,test,0.47359
2022-06-30,10,10,test,0.52388
2022-07-29,1,1,test,
2022-07-29,1,5,test,0.17646
2022-07-29,1,10,test,0.37819
2022-07-29,5,1,test,
2022-07-29,5,5,test,0.33856
2022-07-29,5,10,test,0.45115
2022-07-29,10,1,test,0.33503
2022-07-29,10,5,test,0.46943
2022-07-29,10,10,test,0.51179
2022-08-31,1,1,test,0.16015
2022-08-31,1,5,test,0.17388
2022-08-31,1,10,test,0.27152
2022-08-31,5,1,test,0.16311
2022-08-31,5,5,test,0.30063
2022-08-31,5,10,test,0.39357
2022-08-31,10,1,test,0.29272
2022-08-31,10,5,test,0.41458
2022-08-31,10,10,test,0.43734
2022-09-30,1,1,test,0.1556
2022-09-30,1,5,test,0.17
2022-09-30,1,10,test,0.26102
2022-09-30,5,1,test,0.1604
2022-09-30,5,5,test,0.29151
2022-09-30,5,10,test,0.34239
2022-09-30,10,1,test,0.28569
2022-09-30,10,5,test,0.37418
2022-09-30,10,10,test,0.42287
2022-10-31,1,1,test,0.15138
2022-10-31,1,5,test,0.1678
2022-10-31,1,10,test,0.23895
2022-10-31,5,1,test,0.15787
2022-10-31,5,5,test,0.22762
2022-10-31,5,10,test,0.26423
2022-10-31,10,1,test,0.24211
2022-10-31,10,5,test,0.31593
2022-10-31,10,10,test,0.35014
2022-11-30,1,1,test,0.14752
2022-11-30,1,5,test,0.16571
2022-11-30,1,10,test,0.2304
2022-11-30,5,1,test,0.15594
2022-11-30,5,5,test,0.22282
2022-11-30,5,10,test,0.25737
2022-11-30,10,1,test,0.23758
2022-11-30,10,5,test,0.30855
2022-11-30,10,10,test,0.3406
2022-12-30,1,1,test,0.14395
2022-12-30,1,5,test,0.16304
2022-12-30,1,10,test,0.13398
2022-12-30,5,1,test,0.15542
2022-12-30,5,5,test,0.21893
2022-12-30,5,10,test,0.18651
2022-12-30,10,1,test,0.19729
2022-12-30,10,5,test,0.24607
2022-12-30,10,10,test,0.33368
2023-01-31,1,1,test,0.14116
2023-01-31,1,5,test,0.16057
2023-01-31,1,10,test,0.11534
2023-01-31,5,1,test,0.15399
2023-01-31,5,5,test,0.1799
2023-01-31,5,10,test,0.169
2023-01-31,10,1,test,0.17661
2023-01-31,10,5,test,0.22378
2023-01-31,10,10,test,0.30117
2023-02-28,1,1,test,0.13807
2023-02-28,1,5,test,0.13541
2023-02-28,1,10,test,0.10354
2023-02-28,5,1,test,0.15255
2023-02-28,5,5,test,0.15325
2023-02-28,5,10,test,0.1502
2023-02-28,10,1,test,0.15179
2023-02-28,10,5,test,0.19575
2023-02-28,10,10,test,0.2453
2023-03-31,1,1,test,0.10889
2023-03-31,1,5,test,0.1264
2023-03-31,1,10,test,0.09884
2023-03-31,5,1,test,0.13764
2023-03-31,5,5,test,0.14644
2023-03-31,5,10,test,0.14223
2023-03-31,10,1,test,0.14484
2023-03-31,10,5,test,0.1857
2023-03-31,10,10,test,0.22786
2023-04-28,1,1,test,0.10297
2023-04-28,1,5,test,0.12115
2023-04-28,1,10,test,0.09541
2023-04-28,5,1,test,0.12542
2023-04-28,5,5,test,0.13788
2023-04-28,5,10,test,0.13605
2023-04-28,10,1,test,0.14003
2023-04-28,10,5,test,0.17623
2023-04-28,10,10,test,0.21378
2023-05-31,1,1,test,0.10281
2023-05-31,1,5,test,0.11984
2023-05-31,1,10,test,0.09339
2023-05-31,5,1,test,0.12563
2023-05-31,5,5,test,0.13688
2023-05-31,5,10,test,0.13398
2023-05-31,10,1,test,0.1429
2023-05-31,10,5,test,0.1758
2023-05-31,10,10,test,0.21014
2023-06-30,1,1,test,0.10358
2023-06-30,1,5,test,0.11967
2023-06-30,1,10,test,0.09275
2023-06-30,5,1,test,0.12842
2023-06-30,5,5,test,0.1381
2023-06-30,5,10,test,0.13405
2023-06-30,10,1,test,0.14802
2023-06-30,10,5,test,0.17693
2023-06-30,10,10,test,0.20905
2023-07-31,1,1,test,0.09112
2023-07-31,1,5,test,0.11172
2023-07-31,1,10,test,0.08862
2023-07-31,5,1,test,0.13377
2023-07-31,5,5,test,0.13942
2023-07-31,5,10,test,0.13349
2023-07-31,10,1,test,0.15806
2023-07-31,10,5,test,0.18187
2023-07-31,10,10,test,0.20708
2023-08-31,1,1,test,0.09137
2023-08-31,1,5,test,0.11076
2023-08-31,1,10,test,0.08742
2023-08-31,5,1,test,0.1341
2023-08-31,5,5,test,0.13816
2023-08-31,5,10,test,0.13223
2023-08-31,10,1,test,0.15804
2023-08-31,10,5,test,0.1797
2023-08-31,10,10,test,0.20531
2023-09-29,1,1,test,0.08865
2023-09-29,1,5,test,0.10731
2023-09-29,1,10,test,0.08506
2023-09-29,5,1,test,0.13432
2023-09-29,5,5,test,0.13701
2023-09-29,5,10,test,0.13131
2023-09-29,10,1,test,0.159
2023-09-29,10,5,test,0.17773
2023-09-29,10,10,test,0.20168
2023-10-31,1,1,test,0.08699
2023-10-31,1,5,test,0.10299
2023-10-31,1,10,test,0.08232
2023-10-31,5,1,test,0.13401
2023-10-31,5,5,test,0.13399
2023-10-31,5,10,test,0.12879
2023-10-31,10,1,test,0.15832
2023-10-31,10,5,test,0.17414
2023-10-31,10,10,test,0.19591
2023-11-30,1,1,test,0.08665
2023-11-30,1,5,test,0.10064
2023-11-30,1,10,test,0.08004
2023-11-30,5,1,test,0.13367
2023-11-30,5,5,test,0.13157
2023-11-30,5,10,test,0.12627
2023-11-30,10,1,test,0.15789
2023-11-30,10,5,test,0.17097
2023-11-30,10,10,test,0.19188
2023-12-29,1,1,test,0.08839
2023-12-29,1,5,test,0.09806
2023-12-29,1,10,test,0.07723
2023-12-29,5,1,test,0.13178
2023-12-29,5,5,test,0.12784
2023-12-29,5,10,test,0.12298
2023-12-29,10,1,test,0.15721
2023-12-29,10,5,test,0.16626
2023-12-29,10,10,test,0.1852
2024-01-31,1,1,test,0.09292
2024-01-31,1,5,test,0.09833
2024-01-31,1,10,test,0.07701
2024-01-31,5,1,test,0.13264
2024-01-31,5,5,test,0.12636
2024-01-31,5,10,test,0.12193
2024-01-31,10,1,test,0.15855
2024-01-31,10,5,test,0.16403
2024-01-31,10,10,test,0.18185
2024-02-29,1,1,test,0.0976
2024-02-29,1,5,test,0.099
2024-02-29,1,10,test,0.07665
2024-02-29,5,1,test,0.133
2024-02-29,5,5,test,0.12593
2024-02-29,5,10,test,0.12183
2024-02-29,10,1,test,0.15895
2024-02-29,10,5,test,0.16213
2024-02-29,10,10,test,0.18021
