epoch,time_total_sec,loss_vol,loss_bias,lambda_0_norm,sigma_mean,swaption_priced_frac,path_finite_frac,lr
0,9.4,5.6529916524887085,9.969807982444763,1.2792564803021378e-06,0.16529828310012817,1.0,0.869384765625,6.860000000000001e-06
1,19.2,6.725263595581055,15.106279134750366,3.161392669426277e-05,0.16527880728244781,1.0,0.8621826171875,1.3520000000000003e-05
2,28.0,7.9631510972976685,12.068904757499695,4.525232361629605e-05,0.1652524769306183,1.0,0.87286376953125,2.0180000000000007e-05
3,36.5,10.401907682418823,12.475603342056274,6.564511568285525e-05,0.16522754728794098,1.0,0.88616943359375,2.684000000000001e-05
4,45.1,6.8048553466796875,11.277753591537476,9.408629557583481e-05,0.16517950594425201,1.0,0.87091064453125,3.3500000000000015e-05
5,53.6,8.417210578918457,12.869582414627075,0.00013361514720600098,0.16512373089790344,1.0,0.880126953125,4.0160000000000015e-05
6,62.7,7.834047555923462,11.054713249206543,0.00019836321007460356,0.1650579869747162,1.0,0.8671875,4.6820000000000016e-05
7,71.4,9.067153573036194,10.500200629234314,0.00021978977019898593,0.16498643159866333,1.0,0.88055419921875,5.3480000000000017e-05
8,80.8,5.839815974235535,11.359517216682434,0.00027256071916781366,0.1649360954761505,1.0,0.8651123046875,6.014000000000002e-05
9,88.6,10.486111164093018,8.111656308174133,0.0002922503335867077,0.164934441447258,1.0,0.888671875,6.680000000000002e-05
10,97.9,6.7544426918029785,9.994098424911499,0.0003501377650536597,0.16487368941307068,1.0,0.8695068359375,7.346000000000002e-05
11,107.1,7.798135280609131,12.407050132751465,0.0004895413294434547,0.1647724211215973,1.0,0.87127685546875,8.012000000000003e-05
12,115.7,6.575881123542786,12.565685868263245,0.0006728332373313606,0.16466012597084045,1.0,0.8875732421875,8.678000000000003e-05
13,124.7,8.084118127822876,12.303304433822632,0.0008079101680777967,0.1645413041114807,1.0,0.874267578125,9.344000000000004e-05
14,134.0,7.553787350654602,13.432754278182983,0.0009594538132660091,0.16444939374923706,1.0,0.87164306640625,0.00010010000000000003
15,143.0,7.888102054595947,9.422231435775757,0.001157119171693921,0.1643376648426056,1.0,0.87652587890625,0.00010676000000000003
16,152.5,5.868337512016296,9.977192044258118,0.001416708342730999,0.16412924230098724,1.0,0.87066650390625,0.00011342000000000004
17,162.1,6.638880729675293,10.819925785064697,0.0017006380949169397,0.16383329033851624,1.0,0.86749267578125,0.00012008000000000003
18,171.5,7.6315189599990845,17.277894020080566,0.001995435683056712,0.163571298122406,1.0,0.87432861328125,0.00012674000000000005
19,180.9,6.804063618183136,10.484672784805298,0.0023018119391053915,0.16331812739372253,1.0,0.86968994140625,0.00013340000000000007
20,189.6,9.21918785572052,12.736186385154724,0.002466066973283887,0.16302399337291718,1.0,0.88348388671875,0.0001400600000000001
21,198.2,7.528907060623169,9.526841044425964,0.0025663115084171295,0.16277684271335602,1.0,0.88336181640625,0.00014672000000000009
22,206.9,6.659087896347046,7.644890069961548,0.0026313960552215576,0.16259723901748657,1.0,0.884521484375,0.00015338000000000008
23,216.4,6.971534550189972,11.901612520217896,0.0028175609186291695,0.1624351292848587,1.0,0.870361328125,0.00016004000000000007
24,225.1,5.949156880378723,5.05878484249115,0.0031156488694250584,0.16231435537338257,1.0,0.88067626953125,0.00016670000000000007
25,234.3,8.265274822711945,12.208490371704102,0.0033685145899653435,0.16224141418933868,1.0,0.8773193359375,0.00017336000000000006
26,244.1,3.9131608605384827,8.14734661579132,0.003657975932583213,0.16203315556049347,1.0,0.86376953125,0.00018002000000000008
