,IS mean (bps),IS std (bps),OOS mean (bps),OOS std (bps)
AUD,43.608951568603516,,47.25455856323242,
Average,31.50041029188368,,43.93769603305393,
CAD,25.949478149414062,,59.83028030395508,
DKK,27.908103942871094,,39.33640670776367,
EUR,31.57428550720215,,42.71095657348633,
GBP,23.21860694885254,,20.68463706970215,
JPY,26.660348892211914,,17.53491973876953,
NOK,24.02805519104004,,57.17252731323242,
SEK,37.5832633972168,,44.60215759277344,
USD,42.972599029541016,,66.31282043457031,
